capacity sum_comm_cmp max(sum_comm,sum_comp) sum_comm sum_comp optimal_time_infinite_case order_of_submission Gilmore_Gomory order_of_optimal_strategy_infinite_memory increasing_order_of_communication_strategy decreasing_order_of_computation_strategy increasing_order_of_communication_plus_computation_strategy decreasing_order_of_communication_plus_computation_strategy largest_communication_task_respects_memory_restriction smallest_communication_task_respects_memory_restriction maximum_accelerated_task_respects_memory_restriction optimal_order_infinite_memory_largest_communication_task_respects_memory_restriction optimal_order_infinite_memory_smallest_communication_task_respects_memory_restriction optimal_order_infinite_memory_maximum_accelerated_task_respects_memory_restriction  
246960 1.064695219 0.985199925 0.985199925 0.079495294 0.985223146 1.054988297 1.055037163 1.057314917 1.052509337 1.057205608 1.053489338 1.052229443 1.039021776 1.032447115 1.032447115 1.055086239 1.055086239 1.033972327  
264600 1.064695219 0.985199925 0.985199925 0.079495294 0.985223146 1.052367858 1.049449096 1.055878577 1.046391410 1.055121439 1.045528645 1.044352297 1.039712463 1.033202163 1.033202163 1.029831431 1.029831431 1.029938481  
282240 1.064695219 0.985199925 0.985199925 0.079495294 0.985223146 1.052267045 1.049298992 1.055688795 1.046218253 1.054931657 1.045171935 1.043881589 1.038159103 1.031355680 1.031355680 1.028919902 1.028919902 1.028544404  
299880 1.064695219 0.985199925 0.985199925 0.079495294 0.985223146 1.050378230 1.047118139 1.053341950 1.044875603 1.052584812 1.043859815 1.042467085 1.030996313 1.021958636 1.021958636 1.022000728 1.022000728 1.020081707  
317520 1.064695219 0.985199925 0.985199925 0.079495294 0.985223146 1.038343371 1.034770756 1.041079936 1.033688151 1.040490267 1.033630350 1.031138666 1.022937837 1.009127244 1.009127244 1.008895182 1.008895182 1.007388149  
335160 1.064695219 0.985199925 0.985199925 0.079495294 0.985223146 1.006482399 1.002572027 1.006067361 1.002985849 1.005429559 1.000618398 1.000489760 0.991953421 0.986995644 0.986995644 0.985639747 0.985639747 0.987884023  
176400 1.203957555 1.124257622 1.124257622 0.079699933 1.124282418 1.198366995 1.199079926 1.197560146 1.199654889 1.197535650 1.200189463 1.200174769 1.196595436 1.196739097 1.196739097 1.196684294 1.196684294 1.196731008  
194040 1.203957555 1.124257622 1.124257622 0.079699933 1.124282418 1.198366995 1.199079926 1.197560146 1.199654889 1.197535650 1.200189463 1.200174769 1.196595436 1.196739097 1.196739097 1.196684294 1.196684294 1.196731008  
211680 1.203957555 1.124257622 1.124257622 0.079699933 1.124282418 1.198366995 1.199079926 1.197560146 1.199654889 1.197535650 1.200189463 1.200174769 1.195897752 1.195964831 1.195964831 1.196630052 1.196630052 1.195982254  
229320 1.203957555 1.124257622 1.124257622 0.079699933 1.124282418 1.197906329 1.198069277 1.197369915 1.198581996 1.197345419 1.199477174 1.199078703 1.188882719 1.188123000 1.188123000 1.195285814 1.195285814 1.187979905  
246960 1.203957555 1.124257622 1.124257622 0.079699933 1.124282418 1.194441847 1.192775912 1.196633279 1.191593862 1.196590827 1.193148148 1.192557154 1.179185906 1.173295152 1.173295152 1.193649930 1.193649930 1.175235984  
264600 1.203957555 1.124257622 1.124257622 0.079699933 1.124282418 1.191366968 1.189739507 1.194671383 1.184464186 1.194660316 1.185587498 1.185229088 1.180340804 1.172810104 1.172810104 1.168396882 1.168396882 1.169543584  
282240 1.203957555 1.124257622 1.124257622 0.079699933 1.124282418 1.191219130 1.189739507 1.194232503 1.184464186 1.194221436 1.185587498 1.185229088 1.179240393 1.171144738 1.171144738 1.167147254 1.167147254 1.167848469  
299880 1.203957555 1.124257622 1.124257622 0.079699933 1.124282418 1.189122769 1.188486233 1.192209225 1.182120156 1.192071680 1.184185394 1.183775346 1.172542682 1.163579933 1.163579933 1.159870163 1.159870163 1.159398293  
317520 1.203957555 1.124257622 1.124257622 0.079699933 1.124282418 1.178433756 1.178024029 1.181281777 1.173550839 1.181270760 1.174288150 1.174245311 1.161614801 1.150314477 1.150314477 1.151107808 1.151107808 1.148040730  
335160 1.203957555 1.124257622 1.124257622 0.079699933 1.124282418 1.143733962 1.141676025 1.145248324 1.139007465 1.145696676 1.139157689 1.138544349 1.130867642 1.125091088 1.125091088 1.124737158 1.124737158 1.125734728  
176400 1.162825970 1.081110011 1.081110011 0.081715959 1.081134500 1.157579296 1.158991414 1.157061648 1.159598677 1.156994876 1.159718684 1.159703432 1.155843769 1.155850455 1.155850455 1.155869466 1.155869466 1.156023363  
194040 1.162825970 1.081110011 1.081110011 0.081715959 1.081134500 1.157579296 1.158991414 1.157061648 1.159598677 1.156994876 1.159718684 1.159703432 1.155843769 1.155850455 1.155850455 1.155869466 1.155869466 1.156023363  
211680 1.162825970 1.081110011 1.081110011 0.081715959 1.081134500 1.157579296 1.158991414 1.157061648 1.159598677 1.156994876 1.159718684 1.159703432 1.155364291 1.155398243 1.155398243 1.155719515 1.155719515 1.155545265  
229320 1.162825970 1.081110011 1.081110011 0.081715959 1.081134500 1.156749551 1.157848259 1.156901763 1.158683741 1.156897126 1.158256704 1.158335488 1.149235041 1.147868141 1.147868141 1.154144346 1.154144346 1.147901956  
246960 1.162825970 1.081110011 1.081110011 0.081715959 1.081134500 1.152963562 1.153455247 1.154409233 1.151148618 1.154401817 1.151190617 1.150889213 1.138448534 1.133105527 1.133105527 1.153682581 1.153682581 1.133765999  
264600 1.162825970 1.081110011 1.081110011 0.081715959 1.081134500 1.151075112 1.147657449 1.153532118 1.144471386 1.153622040 1.142887701 1.142658259 1.138929395 1.132515546 1.132515546 1.128015888 1.128015888 1.129420341  
282240 1.162825970 1.081110011 1.081110011 0.081715959 1.081134500 1.150913610 1.147657449 1.153382133 1.144471386 1.153472055 1.142887701 1.142658259 1.138274164 1.131600357 1.131600357 1.127213487 1.127213487 1.128681569  
299880 1.162825970 1.081110011 1.081110011 0.081715959 1.081134500 1.150513220 1.146802203 1.151156306 1.144021982 1.151246228 1.142136033 1.141800809 1.132366963 1.124706769 1.124706769 1.121754177 1.121754177 1.120902571  
317520 1.162825970 1.081110011 1.081110011 0.081715959 1.081134500 1.139148942 1.136756363 1.141175549 1.133681381 1.141208583 1.133033845 1.132840328 1.122348231 1.111009697 1.111009697 1.109731198 1.109731198 1.108286826  
335160 1.162825970 1.081110011 1.081110011 0.081715959 1.081134500 1.101514338 1.099818490 1.104257889 1.099660673 1.104458913 1.098072460 1.098272187 1.088184417 1.081683607 1.081683607 1.081365076 1.081365076 1.082899125  
176400 1.154000042 1.074285655 1.074285655 0.079714387 1.074308509 1.148042465 1.150011411 1.148457965 1.149966818 1.148411425 1.150161684 1.150408263 1.146474978 1.146384970 1.146384970 1.147040515 1.147040515 1.147065107  
194040 1.154000042 1.074285655 1.074285655 0.079714387 1.074308509 1.148042465 1.150011411 1.148457965 1.149966818 1.148411425 1.150161684 1.150408263 1.146474978 1.146384970 1.146384970 1.147040515 1.147040515 1.147065107  
211680 1.154000042 1.074285655 1.074285655 0.079714387 1.074308509 1.148042465 1.150011411 1.148457965 1.149802705 1.148411425 1.150161684 1.150408263 1.145774996 1.145706762 1.145706762 1.146939576 1.146939576 1.146367062  
229320 1.154000042 1.074285655 1.074285655 0.079714387 1.074308509 1.147037587 1.148772904 1.147810044 1.148366726 1.147763504 1.148936393 1.149200597 1.136109697 1.135231482 1.135231482 1.145257297 1.145257297 1.135262024  
246960 1.154000042 1.074285655 1.074285655 0.079714387 1.074308509 1.143823328 1.143738715 1.146243052 1.141141943 1.146169636 1.143295881 1.143534549 1.128461822 1.122693916 1.122693916 1.144458050 1.144458050 1.123893945  
264600 1.154000042 1.074285655 1.074285655 0.079714387 1.074308509 1.141516494 1.139215199 1.144361525 1.134482641 1.144495469 1.135985389 1.135698116 1.127889149 1.121562421 1.121562421 1.117943591 1.117943591 1.119131084  
282240 1.154000042 1.074285655 1.074285655 0.079714387 1.074308509 1.141516494 1.139215199 1.143921760 1.134482641 1.144055704 1.135985389 1.135698116 1.127488208 1.120921875 1.120921875 1.116871822 1.116871822 1.117808942  
299880 1.154000042 1.074285655 1.074285655 0.079714387 1.074308509 1.138753633 1.136704396 1.139264984 1.131871381 1.139555431 1.133827060 1.133431977 1.119130393 1.108873432 1.108873432 1.106580795 1.106580795 1.106031768  
317520 1.154000042 1.074285655 1.074285655 0.079714387 1.074308509 1.122727982 1.121876354 1.125432713 1.117965197 1.125723158 1.119203721 1.118986867 1.108411157 1.094287067 1.094287067 1.096375686 1.096375686 1.092538890  
335160 1.154000042 1.074285655 1.074285655 0.079714387 1.074308509 1.089096547 1.087105336 1.091115413 1.087448613 1.091407630 1.086602218 1.086839913 1.079330050 1.075061668 1.075061668 1.074362245 1.074362245 1.075975018  
176400 1.172753852 1.089368316 1.089368316 0.083385536 1.089392417 1.166295725 1.169271494 1.167091882 1.169227981 1.167163559 1.168873215 1.169362044 1.164413270 1.164463527 1.164463527 1.165346891 1.165346891 1.165365506  
194040 1.172753852 1.089368316 1.089368316 0.083385536 1.089392417 1.166295725 1.169271494 1.167091882 1.169227981 1.167163559 1.168873215 1.169362044 1.164413270 1.164463527 1.164463527 1.165346891 1.165346891 1.165365506  
211680 1.172753852 1.089368316 1.089368316 0.083385536 1.089392417 1.166295725 1.169271494 1.167091882 1.169126576 1.167163559 1.168873215 1.169362044 1.163949937 1.163748182 1.163748182 1.165291186 1.165291186 1.164499920  
229320 1.172753852 1.089368316 1.089368316 0.083385536 1.089392417 1.165576184 1.167665984 1.166303289 1.167536853 1.166287296 1.168202964 1.168370353 1.155604218 1.154485848 1.154485848 1.163287478 1.163287478 1.154957536  
246960 1.172753852 1.089368316 1.089368316 0.083385536 1.089392417 1.162019931 1.162108404 1.165801479 1.162218399 1.165739569 1.160787065 1.160669917 1.147565243 1.140734871 1.140734871 1.155397652 1.155397652 1.142680316  
264600 1.172753852 1.089368316 1.089368316 0.083385536 1.089392417 1.159705455 1.156469901 1.162541298 1.153204130 1.162506929 1.153641995 1.153162393 1.148133700 1.140424320 1.140424320 1.137130810 1.137130810 1.138461356  
282240 1.172753852 1.089368316 1.089368316 0.083385536 1.089392417 1.159705455 1.156469901 1.162245129 1.153204130 1.162210760 1.153641995 1.153162393 1.147438304 1.139773063 1.139773063 1.136613814 1.136613814 1.137853332  
299880 1.172753852 1.089368316 1.089368316 0.083385536 1.089392417 1.158142107 1.155385263 1.159523173 1.152216426 1.159642452 1.152702383 1.152271949 1.139768287 1.131000257 1.131000257 1.128252801 1.128252801 1.128015534  
317520 1.172753852 1.089368316 1.089368316 0.083385536 1.089392417 1.143943853 1.141411283 1.148688087 1.139452896 1.149007436 1.138876505 1.138713933 1.127861304 1.117503187 1.117503187 1.115925641 1.115925641 1.115263430  
335160 1.172753852 1.089368316 1.089368316 0.083385536 1.089392417 1.106644561 1.104142728 1.109115384 1.103148587 1.108773174 1.103554411 1.102979048 1.092898418 1.089772508 1.089772508 1.089461818 1.089461818 1.091049589  
176400 1.139433225 1.058790248 1.058790248 0.080642977 1.058813955 1.134047871 1.135502785 1.133107593 1.136146146 1.133054436 1.136138173 1.135214997 1.132271007 1.132286083 1.132286083 1.132381516 1.132381516 1.132351426  
194040 1.139433225 1.058790248 1.058790248 0.080642977 1.058813955 1.134047871 1.135502785 1.133107593 1.136146146 1.133054436 1.136138173 1.135214997 1.132271007 1.132286083 1.132286083 1.132381516 1.132381516 1.132351426  
211680 1.139433225 1.058790248 1.058790248 0.080642977 1.058813955 1.133993721 1.135395054 1.133107593 1.136146146 1.133054436 1.136138173 1.135214997 1.131525971 1.131533951 1.131533951 1.132354674 1.132354674 1.131405966  
229320 1.139433225 1.058790248 1.058790248 0.080642977 1.058813955 1.133636394 1.134461010 1.132915888 1.135053714 1.132862731 1.135294007 1.133856984 1.123443429 1.123692582 1.123692582 1.130795624 1.130795624 1.123824371  
246960 1.139433225 1.058790248 1.058790248 0.080642977 1.058813955 1.130267465 1.129347384 1.132288387 1.129297122 1.132142438 1.128864268 1.127462498 1.115846362 1.109935533 1.109935533 1.130528004 1.130528004 1.111626885  
264600 1.139433225 1.058790248 1.058790248 0.080642977 1.058813955 1.126898561 1.123957553 1.131446741 1.121723510 1.130442330 1.120171499 1.120219672 1.114948901 1.108869823 1.108869823 1.105540737 1.105540737 1.106053168  
282240 1.139433225 1.058790248 1.058790248 0.080642977 1.058813955 1.126626634 1.123808745 1.131135406 1.121573840 1.130130995 1.119932623 1.119921194 1.113820208 1.107452498 1.107452498 1.104777699 1.104777699 1.104923278  
299880 1.139433225 1.058790248 1.058790248 0.080642977 1.058813955 1.125105720 1.122563394 1.129633967 1.120583387 1.128716335 1.118731802 1.118699277 1.106403666 1.098107952 1.098107952 1.097629019 1.097629019 1.096418871  
317520 1.139433225 1.058790248 1.058790248 0.080642977 1.058813955 1.114433908 1.110474781 1.115402110 1.107884726 1.114878407 1.106831374 1.107020862 1.095075201 1.085032066 1.085032066 1.085738116 1.085738116 1.082253103  
335160 1.139433225 1.058790248 1.058790248 0.080642977 1.058813955 1.078439104 1.077028556 1.083061678 1.078731128 1.082859675 1.075362074 1.074902324 1.064603408 1.060146648 1.060146648 1.059230752 1.059230752 1.061266612  
176400 1.149576773 1.071174376 1.071174376 0.078402397 1.071196528 1.144454988 1.145770661 1.143745814 1.146350664 1.143728254 1.146049315 1.146313625 1.142919233 1.142983292 1.142983292 1.143202037 1.143202037 1.143144447  
194040 1.149576773 1.071174376 1.071174376 0.078402397 1.071196528 1.144454988 1.145770661 1.143745814 1.146350664 1.143728254 1.146049315 1.146313625 1.142919233 1.142983292 1.142983292 1.143202037 1.143202037 1.143144447  
211680 1.149576773 1.071174376 1.071174376 0.078402397 1.071196528 1.144454988 1.145770661 1.143745814 1.146202513 1.143728254 1.146049315 1.146313625 1.142646431 1.142367691 1.142367691 1.143202037 1.143202037 1.142550470  
229320 1.149576773 1.071174376 1.071174376 0.078402397 1.071196528 1.143968920 1.144461602 1.143582784 1.143758255 1.143565224 1.144386899 1.144625094 1.132708794 1.132053404 1.132053404 1.141452801 1.141452801 1.132733540  
246960 1.149576773 1.071174376 1.071174376 0.078402397 1.071196528 1.140736510 1.137839356 1.143033304 1.138108848 1.142012022 1.137469586 1.137687263 1.126076649 1.120561954 1.120561954 1.140522648 1.140522648 1.121855804  
264600 1.149576773 1.071174376 1.071174376 0.078402397 1.071196528 1.138440619 1.134536003 1.142463167 1.133442129 1.141139623 1.131562790 1.132158555 1.126503365 1.120096665 1.120096665 1.116735404 1.116735404 1.116896563  
282240 1.149576773 1.071174376 1.071174376 0.078402397 1.071196528 1.138292566 1.134536003 1.142314055 1.133442129 1.140990511 1.131416438 1.131992840 1.125901742 1.118749337 1.118749337 1.115846146 1.115846146 1.115657077  
299880 1.149576773 1.071174376 1.071174376 0.078402397 1.071196528 1.135995340 1.133141996 1.138370194 1.131478153 1.137007383 1.129385391 1.129909405 1.116933123 1.108848249 1.108848249 1.107008468 1.107008468 1.105798045  
317520 1.149576773 1.071174376 1.071174376 0.078402397 1.071196528 1.121901594 1.121316753 1.125679041 1.120466950 1.124479303 1.116689912 1.116960015 1.106704895 1.093654477 1.093654477 1.095497743 1.095497743 1.092902030  
335160 1.149576773 1.071174376 1.071174376 0.078402397 1.071196528 1.087748361 1.083466425 1.091143422 1.087222815 1.089985169 1.085489443 1.085392086 1.076438952 1.072830524 1.072830524 1.072288139 1.072288139 1.073922912  
176400 1.116706129 1.035086854 1.035086854 0.081619275 1.035110116 1.111709485 1.112803785 1.111081231 1.113245019 1.111045521 1.113586879 1.113644015 1.109773646 1.109759274 1.109759274 1.109809719 1.109809719 1.109723713  
194040 1.116706129 1.035086854 1.035086854 0.081619275 1.035110116 1.111709485 1.112803785 1.111081231 1.113245019 1.111045521 1.113586879 1.113644015 1.109773646 1.109759274 1.109759274 1.109809719 1.109809719 1.109723713  
211680 1.116706129 1.035086854 1.035086854 0.081619275 1.035110116 1.111709485 1.112803785 1.111081231 1.113245019 1.111045521 1.113586879 1.113644015 1.109299770 1.109329227 1.109329227 1.109579713 1.109579713 1.109293666  
229320 1.116706129 1.035086854 1.035086854 0.081619275 1.035110116 1.111217886 1.111630484 1.110699876 1.112290355 1.110559242 1.112673952 1.112424665 1.102072095 1.100128124 1.100128124 1.107398365 1.107398365 1.099718583  
246960 1.116706129 1.035086854 1.035086854 0.081619275 1.035110116 1.108266072 1.105353197 1.109343347 1.105655000 1.109097280 1.105489417 1.104993776 1.092754695 1.087236970 1.087236970 1.107293221 1.107293221 1.086276435  
264600 1.116706129 1.035086854 1.035086854 0.081619275 1.035110116 1.104544622 1.101127674 1.108245793 1.100095108 1.107015438 1.096601864 1.096822624 1.092399151 1.087011542 1.087011542 1.083447145 1.083447145 1.083242982  
282240 1.116706129 1.035086854 1.035086854 0.081619275 1.035110116 1.104544622 1.101127674 1.108100481 1.100095108 1.107015438 1.096263980 1.096608199 1.091322317 1.086234989 1.086234989 1.083058408 1.083058408 1.082516247  
299880 1.116706129 1.035086854 1.035086854 0.081619275 1.035110116 1.103422322 1.099535550 1.105752320 1.098852515 1.104762906 1.094975750 1.095413351 1.083586304 1.076279417 1.076279417 1.075313241 1.075313241 1.072753258  
317520 1.116706129 1.035086854 1.035086854 0.081619275 1.035110116 1.089850017 1.087732163 1.093909898 1.087268874 1.092649855 1.084254466 1.084458279 1.072705516 1.062000659 1.062000659 1.061951492 1.061951492 1.058427584  
335160 1.116706129 1.035086854 1.035086854 0.081619275 1.035110116 1.052697629 1.050219112 1.054723322 1.051898460 1.053626138 1.049715771 1.049903287 1.039667684 1.036985455 1.036985455 1.036061787 1.036061787 1.037868834  
176400 1.190136070 1.112146055 1.112146055 0.077990015 1.112167518 1.185160370 1.186531945 1.184424186 1.186071056 1.184316029 1.186970367 1.187237598 1.183512936 1.183609775 1.183609775 1.183562723 1.183562723 1.183625560  
194040 1.190136070 1.112146055 1.112146055 0.077990015 1.112167518 1.185160370 1.186531945 1.184424186 1.186071056 1.184316029 1.186970367 1.187237598 1.183512936 1.183609775 1.183609775 1.183562723 1.183562723 1.183625560  
211680 1.190136070 1.112146055 1.112146055 0.077990015 1.112167518 1.185087556 1.186441955 1.184424186 1.186071056 1.184316029 1.186970367 1.187237598 1.182827941 1.182703862 1.182703862 1.183289536 1.183289536 1.182750066  
229320 1.190136070 1.112146055 1.112146055 0.077990015 1.112167518 1.184323743 1.185307506 1.184218524 1.184220754 1.184236262 1.184709485 1.185503135 1.173945910 1.173175896 1.173175896 1.182014637 1.182014637 1.171624124  
246960 1.190136070 1.112146055 1.112146055 0.077990015 1.112167518 1.180049601 1.179242920 1.182176937 1.178970653 1.182240350 1.178645808 1.179768614 1.166654574 1.160782768 1.160782768 1.180531423 1.180531423 1.161278724  
264600 1.190136070 1.112146055 1.112146055 0.077990015 1.112167518 1.178572913 1.175722942 1.181499689 1.172143339 1.181647591 1.171842754 1.171836746 1.166700520 1.159628906 1.159628906 1.155727773 1.155727773 1.156705107  
282240 1.190136070 1.112146055 1.112146055 0.077990015 1.112167518 1.178417626 1.175582687 1.180840509 1.171953287 1.180988411 1.171842754 1.171836746 1.165633173 1.158171985 1.158171985 1.154276783 1.154276783 1.154904726  
299880 1.190136070 1.112146055 1.112146055 0.077990015 1.112167518 1.176423715 1.173524895 1.178315544 1.169905000 1.178463446 1.169271696 1.169121633 1.158449292 1.149051786 1.149051786 1.145689900 1.145689900 1.144850771  
317520 1.190136070 1.112146055 1.112146055 0.077990015 1.112167518 1.163069565 1.161561532 1.166432642 1.157328828 1.166564068 1.157537965 1.157325347 1.146058176 1.135501156 1.135501156 1.135798386 1.135798386 1.132133802  
335160 1.190136070 1.112146055 1.112146055 0.077990015 1.112167518 1.126264127 1.125809140 1.131215759 1.124899509 1.131399121 1.124382075 1.124007999 1.116117434 1.112910234 1.112910234 1.112417988 1.112417988 1.114208314  
176400 1.043092118 0.967620227 0.967620227 0.075471891 0.967643827 1.037505224 1.038765344 1.037365440 1.038314119 1.037375282 1.039162107 1.039045712 1.035961502 1.035800689 1.035800689 1.036447834 1.036447834 1.036439909  
194040 1.043092118 0.967620227 0.967620227 0.075471891 0.967643827 1.037505224 1.038765344 1.037365440 1.038314119 1.037375282 1.039162107 1.039045712 1.035961502 1.035800689 1.035800689 1.036447834 1.036447834 1.036439909  
211680 1.043092118 0.967620227 0.967620227 0.075471891 0.967643827 1.037505224 1.038765344 1.037365440 1.038314119 1.037375282 1.039056060 1.039005078 1.035837591 1.035549973 1.035549973 1.036197118 1.036197118 1.036189193  
229320 1.043092118 0.967620227 0.967620227 0.075471891 0.967643827 1.036371387 1.037206719 1.036910662 1.036793239 1.036794773 1.037031815 1.038096134 1.027018323 1.025806638 1.025806638 1.034413088 1.034413088 1.024474903  
246960 1.043092118 0.967620227 0.967620227 0.075471891 0.967643827 1.033281763 1.032226961 1.035860056 1.030581841 1.035627803 1.030432996 1.031394909 1.020531291 1.013000646 1.013000646 1.026917526 1.026917526 1.012726899  
264600 1.043092118 0.967620227 0.967620227 0.075471891 0.967643827 1.030998600 1.029274011 1.034279981 1.026607875 1.033801002 1.025675690 1.026144898 1.019835427 1.011920370 1.011920370 1.008775654 1.008775654 1.010066662  
282240 1.043092118 0.967620227 0.967620227 0.075471891 0.967643827 1.030998600 1.029274011 1.034279981 1.026607875 1.033801002 1.025675690 1.026144898 1.019488089 1.011687496 1.011687496 1.008425291 1.008425291 1.009623120  
299880 1.043092118 0.967620227 0.967620227 0.075471891 0.967643827 1.028817696 1.026532986 1.030409426 1.024996721 1.030025589 1.023439015 1.024050132 1.010468558 1.000604978 1.000604978 0.999064453 0.999064453 0.999058796  
317520 1.043092118 0.967620227 0.967620227 0.075471891 0.967643827 1.015059712 1.012912358 1.018310032 1.010824249 1.017884266 1.010020049 1.010918196 0.999708148 0.986216426 0.986216426 0.987973716 0.987973716 0.984237151  
335160 1.043092118 0.967620227 0.967620227 0.075471891 0.967643827 0.979407870 0.980186156 0.982076728 0.979673383 0.981889604 0.978917664 0.979076473 0.971581949 0.968720868 0.968720868 0.968057357 0.968057357 0.969511816  
176400 1.094022644 1.022432966 1.022432966 0.071589678 1.022456902 1.088692042 1.089448343 1.088209129 1.089455632 1.088053160 1.089486753 1.089438847 1.087072384 1.087060805 1.087060805 1.087106326 1.087106326 1.087245580  
194040 1.094022644 1.022432966 1.022432966 0.071589678 1.022456902 1.088692042 1.089448343 1.088209129 1.089455632 1.088053160 1.089486753 1.089438847 1.087072384 1.087060805 1.087060805 1.087106326 1.087106326 1.087245580  
211680 1.094022644 1.022432966 1.022432966 0.071589678 1.022456902 1.088692042 1.089448343 1.088085620 1.089300928 1.087929651 1.089486753 1.089438847 1.086721033 1.086402781 1.086402781 1.086974889 1.086974889 1.086558259  
229320 1.094022644 1.022432966 1.022432966 0.071589678 1.022456902 1.087975521 1.087986143 1.087996831 1.087256342 1.087840862 1.086927120 1.086136830 1.076963750 1.075499600 1.075499600 1.085199453 1.085199453 1.075632410  
246960 1.094022644 1.022432966 1.022432966 0.071589678 1.022456902 1.083645480 1.083429366 1.086208046 1.083070744 1.086071527 1.081916749 1.081573470 1.070956432 1.064175124 1.064175124 1.080053252 1.080053252 1.064229148  
264600 1.094022644 1.022432966 1.022432966 0.071589678 1.022456902 1.082439737 1.081278935 1.084723540 1.079366242 1.084920205 1.078545240 1.078249051 1.071457595 1.063929969 1.063929969 1.059475692 1.059475692 1.060747906  
282240 1.094022644 1.022432966 1.022432966 0.071589678 1.022456902 1.082321251 1.080890759 1.084634046 1.079242883 1.084830711 1.078421881 1.078153077 1.071120568 1.063433615 1.063433615 1.059130593 1.059130593 1.060343963  
299880 1.094022644 1.022432966 1.022432966 0.071589678 1.022456902 1.079720149 1.078881877 1.079399748 1.076446769 1.079695423 1.075644136 1.075357707 1.061748111 1.050938264 1.050938264 1.047766245 1.047766245 1.048349121  
317520 1.094022644 1.022432966 1.022432966 0.071589678 1.022456902 1.063254998 1.062676901 1.065191608 1.062692825 1.065177534 1.062081248 1.061724409 1.046077893 1.034517734 1.034517734 1.036162170 1.036162170 1.033456209  
335160 1.094022644 1.022432966 1.022432966 0.071589678 1.022456902 1.033412880 1.033663103 1.036194718 1.034587146 1.036393990 1.032888921 1.032970247 1.026488246 1.023133178 1.023133178 1.022906294 1.022906294 1.024326048  
176400 1.027930347 0.953917253 0.953917253 0.074013094 0.953943028 1.022825263 1.023630752 1.022132606 1.022989507 1.022070804 1.024044435 1.024179572 1.021007133 1.020939017 1.020939017 1.020938391 1.020938391 1.021038360  
194040 1.027930347 0.953917253 0.953917253 0.074013094 0.953943028 1.022825263 1.023630752 1.022132606 1.022989507 1.022070804 1.024044435 1.024179572 1.021007133 1.020939017 1.020939017 1.020938391 1.020938391 1.021038360  
211680 1.027930347 0.953917253 0.953917253 0.074013094 0.953943028 1.022780880 1.023630752 1.022132606 1.022954183 1.022070804 1.023982620 1.024065818 1.020552778 1.020453109 1.020453109 1.019550042 1.019550042 1.020574743  
229320 1.027930347 0.953917253 0.953917253 0.074013094 0.953943028 1.022421356 1.022730111 1.021545308 1.022207518 1.021658857 1.021591969 1.022924566 1.013232111 1.011920960 1.011920960 1.019512093 1.019512093 1.012539502  
246960 1.027930347 0.953917253 0.953917253 0.074013094 0.953943028 1.018511366 1.017219047 1.020203442 1.015964230 1.020249803 1.015926349 1.016251362 1.004720207 0.998960505 0.998960505 1.016172295 1.016172295 1.000046623  
264600 1.027930347 0.953917253 0.953917253 0.074013094 0.953943028 1.015325076 1.013818250 1.018274279 1.010587515 1.018198516 1.009905741 1.010484529 1.003063330 0.998013800 0.998013800 0.993371421 0.993371421 0.994807859  
282240 1.027930347 0.953917253 0.953917253 0.074013094 0.953943028 1.015002485 1.013493007 1.018160453 1.010476967 1.018084690 1.009809239 1.010355700 1.002733448 0.996836902 0.996836902 0.992818605 0.992818605 0.994069771  
299880 1.027930347 0.953917253 0.953917253 0.074013094 0.953943028 1.013281194 1.010829853 1.015630688 1.008309387 1.015554925 1.008332048 1.008924961 0.995159374 0.987557610 0.987557610 0.985028628 0.985028628 0.985656555  
317520 1.027930347 0.953917253 0.953917253 0.074013094 0.953943028 1.001225801 0.999796836 1.002501270 0.997713839 1.002601324 0.997571830 0.998192818 0.984982886 0.973866266 0.973866266 0.972759304 0.972759304 0.972031605  
335160 1.027930347 0.953917253 0.953917253 0.074013094 0.953943028 0.966626257 0.964884182 0.969537094 0.964892797 0.969389382 0.962978069 0.963605647 0.957170562 0.954835943 0.954835943 0.954412117 0.954412117 0.956330785  
176400 1.103697905 1.030072540 1.030072540 0.073625365 1.030095442 1.098213479 1.099535275 1.098044663 1.099868492 1.097990204 1.099058037 1.098990767 1.096619924 1.096680622 1.096680622 1.096683398 1.096683398 1.096789947  
194040 1.103697905 1.030072540 1.030072540 0.073625365 1.030095442 1.098213479 1.099535275 1.098044663 1.099868492 1.097990204 1.099058037 1.098990767 1.096619924 1.096680622 1.096680622 1.096683398 1.096683398 1.096789947  
211680 1.103697905 1.030072540 1.030072540 0.073625365 1.030095442 1.098213479 1.099453653 1.097956016 1.099758715 1.097815198 1.099058037 1.098990767 1.095657513 1.095520316 1.095520316 1.095634855 1.095634855 1.095617653  
229320 1.103697905 1.030072540 1.030072540 0.073625365 1.030095442 1.097668382 1.098370721 1.096208161 1.098577179 1.096197560 1.097616618 1.096629837 1.086755853 1.085718955 1.085718955 1.094656046 1.094656046 1.085384346  
246960 1.103697905 1.030072540 1.030072540 0.073625365 1.030095442 1.094355753 1.093858123 1.094825088 1.092073305 1.094969301 1.092764731 1.092651535 1.080155816 1.073617140 1.073617140 1.089745137 1.089745137 1.075114904  
264600 1.103697905 1.030072540 1.030072540 0.073625365 1.030095442 1.091746858 1.090495239 1.094141201 1.087081643 1.094270354 1.088288407 1.088663538 1.078804579 1.072422020 1.072422020 1.067932247 1.067932247 1.069305208  
