capacity sum_comm_cmp max(sum_comm,sum_comp) sum_comm sum_comp optimal_time_infinite_case order_of_submission Gilmore_Gomory_makespan order_of_optimal_strategy_infinite_memory increasing_order_of_communication_strategy decreasing_order_of_computation_strategy increasing_order_of_communication_plus_computation_strategy decreasing_order_of_communication_plus_computation_strategy largest_communication_task_respects_memory_restriction smallest_communication_task_respects_memory_restriction maximum_accelerated_task_respects_memory_restriction optimal_order_infinite_memory_largest_communication_task_respects_memory_restriction optimal_order_infinite_memory_smallest_communication_task_respects_memory_restriction optimal_order_infinite_memory_maximum_accelerated_task_respects_memory_restriction  
2386857572 1552.674955052 991.453486146 991.453486146 561.221468906 991.453497860 1073.794355118 996.410515430 1156.863460637 1050.890023349 1097.316248766 1153.132951304 1095.216378403 1050.890023349 1050.890023349 1050.890023349 1018.949326561 1018.949326561 1045.827573725  
2570462000 1552.674955052 991.453486146 991.453486146 561.221468906 991.453497860 1073.794355118 996.410515430 1156.863460637 1050.890023349 1097.316248766 1153.132951304 1095.216378403 1050.890023349 1050.890023349 1050.890023349 992.449970088 992.449970088 1018.159196018  
2754066428 1552.674955052 991.453486146 991.453486146 561.221468906 991.453497860 1045.457644702 996.410515430 1071.569825440 1050.890023349 1062.058830124 1108.594384910 1056.969471518 992.365490864 1050.890023349 1050.890023349 991.453535851 991.453535851 1007.796369130  
2937670856 1552.674955052 991.453486146 991.453486146 561.221468906 991.453497860 1043.156160393 991.471952161 1071.569825440 1050.890023349 1058.059874945 1108.594384910 1025.199615474 992.365490864 1050.890023349 1050.890023349 991.453497860 991.453497860 993.461332778  
3121275284 1552.674955052 991.453486146 991.453486146 561.221468906 991.453497860 1035.992004791 991.471952161 1052.888357040 1050.890023349 1032.122946691 1108.594384910 1017.827434735 992.365490864 1050.890023349 1050.890023349 991.453497860 991.453497860 991.646693595  
3304879712 1552.674955052 991.453486146 991.453486146 561.221468906 991.453497860 1035.992004791 991.471952161 1052.888357040 1050.890023349 1032.122946691 1108.594384910 1017.827434735 992.365490864 1050.890023349 1050.890023349 1002.950609859 1002.950609859 991.646693595  
3488484140 1552.674955052 991.453486146 991.453486146 561.221468906 991.453497860 1007.193662313 991.471952161 1040.051024999 1050.890023349 1032.122946691 1108.594384910 999.262687220 992.365490864 1050.890023349 1050.890023349 1008.642285466 1008.642285466 1015.428947548  
1836044288 1367.036701697 870.910475641 870.910475641 496.126226056 870.910486180 959.398490536 913.090640068 943.729231872 948.668271212 961.828882301 976.695565127 954.029933406 930.421031962 948.668271212 948.668271212 871.210201327 871.210201327 876.241548840  
2019648716 1367.036701697 870.910475641 870.910475641 496.126226056 870.910486180 945.400932644 913.090640068 943.729231872 948.668271212 961.828882301 976.695565127 954.029933406 930.421031962 948.668271212 948.668271212 870.970189877 870.970189877 871.005608740  
2203253144 1367.036701697 870.910475641 870.910475641 496.126226056 870.910486180 924.205685904 880.134465805 917.636651309 948.668271212 951.701043087 976.695565127 927.764700751 930.421031962 948.668271212 948.668271212 870.958404943 870.958404943 873.096629285  
2386857572 1367.036701697 870.910475641 870.910475641 496.126226056 870.910486180 909.925444554 880.134465805 905.650103447 948.668271212 931.317843059 976.695565127 915.950804981 930.421031962 948.668271212 948.668271212 884.587814771 884.587814771 884.587814771  
2570462000 1367.036701697 870.910475641 870.910475641 496.126226056 870.910486180 908.929070853 870.910486180 884.680477046 948.668271212 931.317843059 976.695565127 894.808526488 930.421031962 948.668271212 948.668271212 873.465313014 873.465313014 875.417375119  
2754066428 1367.036701697 870.910475641 870.910475641 496.126226056 870.910486180 908.929070853 870.910486180 884.680477046 948.668271212 931.317843059 976.695565127 894.808526488 930.421031962 948.668271212 948.668271212 871.542797874 871.542797874 881.320809330  
2937670856 1367.036701697 870.910475641 870.910475641 496.126226056 870.910486180 908.929070853 870.910486180 870.910486180 948.668271212 893.238714634 976.695565127 878.819613877 930.421031962 948.668271212 948.668271212 870.910486180 870.910486180 870.910486180  
3121275284 1367.036701697 870.910475641 870.910475641 496.126226056 870.910486180 908.929070853 870.910486180 870.910486180 948.668271212 893.238714634 976.695565127 870.910541849 930.421031962 948.668271212 948.668271212 870.910486180 870.910486180 870.910486180  
3304879712 1367.036701697 870.910475641 870.910475641 496.126226056 870.910486180 908.929070853 870.910486180 870.910486180 948.668271212 893.238714634 976.695565127 870.910541849 930.421031962 948.668271212 948.668271212 870.910486180 870.910486180 870.910486180  
3488484140 1367.036701697 870.910475641 870.910475641 496.126226056 870.910486180 908.929070853 870.910486180 870.910486180 948.668271212 872.269088233 976.695565127 870.910541849 930.421031962 948.668271212 948.668271212 870.910486180 870.910486180 870.910486180  
1836044288 2536.785830411 1640.190935451 1640.190935451 896.594894960 1640.190946771 2071.691696608 1941.636546010 2001.626359002 1994.913648705 1980.345238320 1999.231745748 1940.827025291 1972.033361366 1971.163820205 1971.163820205 1971.741440565 1971.741440565 1987.058414296  
2019648716 2536.785830411 1640.190935451 1640.190935451 896.594894960 1640.190946771 1983.970798305 1941.636546010 2001.626359002 1994.913648705 1974.957136345 1999.231745748 1940.827025291 1971.163820205 1971.163820205 1971.163820205 1717.142468898 1717.142468898 1747.009614234  
2203253144 2536.785830411 1640.190935451 1640.190935451 896.594894960 1640.190946771 1898.705931926 1941.636546010 1999.231757068 1971.163820205 1974.957136345 1999.231745748 1940.827025291 1971.163820205 1971.163820205 1971.163820205 1662.751776236 1662.751776236 1665.088882940  
2386857572 2536.785830411 1640.190935451 1640.190935451 896.594894960 1640.190946771 1858.953412948 1940.767004849 1999.231757068 1971.163820205 1940.767004849 1999.231745748 1940.827025291 1971.163820205 1971.163820205 1971.163820205 1710.989699306 1710.989699306 1814.498165872  
2570462000 2536.785830411 1640.190935451 1640.190935451 896.594894960 1640.190946771 1820.078145686 1940.767004849 1999.231757068 1971.163820205 1940.767004849 1999.231745748 1940.827025291 1971.163820205 1971.163820205 1971.163820205 1640.190946771 1640.190946771 1676.987643006  
2754066428 2536.785830411 1640.190935451 1640.190935451 896.594894960 1640.190946771 1783.414661450 1880.677220547 1907.528844625 1940.766993529 1907.246818534 1940.766993529 1907.306838976 1940.766993529 1940.766993529 1940.766993529 1643.289236729 1643.289236729 1677.070018703  
2937670856 2536.785830411 1640.190935451 1640.190935451 896.594894960 1640.190946771 1762.962904128 1880.677220547 1907.528844625 1940.766993529 1907.246818534 1940.766993529 1907.306838976 1940.766993529 1940.766993529 1940.766993529 1640.190946771 1640.190946771 1675.341037797  
3121275284 2536.785830411 1640.190935451 1640.190935451 896.594894960 1640.190946771 1762.962904128 1880.677220547 1907.528844625 1940.766993529 1907.246818534 1940.766993529 1907.306838976 1940.766993529 1940.766993529 1940.766993529 1640.190980843 1640.190980843 1657.002637468  
3304879712 2536.785830411 1640.190935451 1640.190935451 896.594894960 1640.190946771 1757.600413498 1880.677220547 1907.528844625 1940.766993529 1907.246818534 1940.766993529 1907.306838976 1940.766993529 1940.766993529 1940.766993529 1640.190946771 1640.190946771 1650.934302299  
3488484140 2536.785830411 1640.190935451 1640.190935451 896.594894960 1640.190946771 1752.490470686 1880.677220547 1880.773282040 1940.766993529 1880.773282040 1940.766993529 1880.550401438 1940.766993529 1940.766993529 1940.766993529 1640.190946771 1640.190946771 1647.952954360  
1836044288 2300.283502382 1323.896482916 1323.896482916 976.387019466 1323.896494381 1611.811804216 1576.876525669 1662.811720231 1613.975375782 1578.374322414 1627.257238472 1656.045241657 1496.418072440 1509.025797068 1509.025797068 1514.613245026 1514.613245026 1557.270946643  
2019648716 2300.283502382 1323.896482916 1323.896482916 976.387019466 1323.896494381 1599.339839396 1576.876525669 1662.811720231 1613.975375782 1578.374322414 1627.257238472 1656.045241657 1496.418072440 1509.025797068 1509.025797068 1424.222330544 1424.222330544 1449.370070145  
2203253144 2300.283502382 1323.896482916 1323.896482916 976.387019466 1323.896494381 1521.256912095 1576.876525669 1662.811720231 1568.152846004 1575.877097245 1627.257238472 1653.541274648 1475.844101150 1481.655538693 1481.655538693 1400.352756660 1400.352756660 1428.861515853  
2386857572 2300.283502382 1323.896482916 1323.896482916 976.387019466 1323.896494381 1486.650722469 1576.876525669 1660.476532801 1526.954993188 1518.135994730 1619.775654941 1624.916292122 1475.844101150 1475.844101150 1475.844101150 1407.527156089 1407.527156089 1484.576276411  
2570462000 2300.283502382 1323.896482916 1323.896482916 976.387019466 1323.896494381 1476.718873075 1576.876525669 1660.476532801 1526.954993188 1518.135994730 1619.775654941 1624.916292122 1475.844101150 1475.844101150 1475.844101150 1325.180287488 1325.180287488 1457.043213490  
2754066428 2300.283502382 1323.896482916 1323.896482916 976.387019466 1323.896494381 1447.043244709 1379.862594013 1479.491031775 1399.544791073 1485.397152038 1456.352476384 1435.846724064 1369.430778348 1419.224767792 1419.224767792 1324.048936995 1324.048936995 1361.341989385  
2937670856 2300.283502382 1323.896482916 1323.896482916 976.387019466 1323.896494381 1430.551982773 1379.862594013 1479.491031775 1399.544791073 1485.397152038 1456.352476384 1433.349498895 1354.346264977 1419.224767792 1419.224767792 1324.048936995 1324.048936995 1393.608539071  
3121275284 2300.283502382 1323.896482916 1323.896482916 976.387019466 1323.896494381 1402.024874565 1379.862594013 1479.491031775 1376.043934532 1427.636737434 1456.352476384 1405.403387424 1354.346264977 1354.346264977 1354.346264977 1335.926812272 1335.926812272 1378.660828433  
3304879712 2300.283502382 1323.896482916 1323.896482916 976.387019466 1323.896494381 1402.024874565 1379.862594013 1479.491031775 1376.043934532 1427.636737434 1456.352476384 1405.403387424 1354.346264977 1354.346264977 1354.346264977 1323.896494381 1323.896494381 1394.554115120  
3488484140 2300.283502382 1323.896482916 1323.896482916 976.387019466 1323.896494381 1402.024874565 1324.903146076 1423.088259647 1354.346264977 1427.636737434 1400.034911404 1393.395593946 1354.346264977 1354.346264977 1354.346264977 1339.389954097 1339.389954097 1357.404916146  
1836044288 1630.239949284 944.562551370 944.562551370 685.677397914 944.562564188 1087.398063176 997.333039479 1076.191445087 1021.953425621 1112.629377623 1105.814370313 1072.497982687 1011.912047663 982.236623339 982.236623339 987.386629326 987.386629326 976.474839382  
2019648716 1630.239949284 944.562551370 944.562551370 685.677397914 944.562564188 1071.278729207 985.299167929 1076.191445087 1014.175026553 1112.629377623 1105.814370313 1072.497982687 1003.728264135 945.438563473 945.438563473 978.004372817 978.004372817 964.967806910  
2203253144 1630.239949284 944.562551370 944.562551370 685.677397914 944.562564188 1062.867283995 985.299167929 1074.493871527 978.640437833 1112.629377623 1105.814370313 1072.497982687 1003.728264135 958.714686075 958.714686075 947.318845126 947.318845126 1015.075140090  
2386857572 1630.239949284 944.562551370 944.562551370 685.677397914 944.562564188 1062.867283995 975.679026004 1042.350200230 978.640437833 1081.477786001 1105.814370313 1034.318029264 1003.728264135 945.438563473 945.438563473 1041.389870541 1041.389870541 1045.536545014  
2570462000 1630.239949284 944.562551370 944.562551370 685.677397914 944.562564188 1029.965208555 975.679026004 1041.591796087 955.345583844 1081.477786001 1105.814370313 1034.318029264 1003.728264135 960.888550662 960.888550662 976.445643434 976.445643434 1034.546334526  
2754066428 1630.239949284 944.562551370 944.562551370 685.677397914 944.562564188 1024.911706071 960.320580510 1041.591796087 955.345583844 1081.477786001 1105.814370313 1034.318029264 1003.728264135 945.438563473 945.438563473 953.142865920 953.142865920 1010.920039197  
2937670856 1630.239949284 944.562551370 944.562551370 685.677397914 944.562564188 1021.990760160 960.320580510 1041.591796087 947.924232176 1081.477786001 1105.814370313 1034.318029264 1003.728264135 945.438563473 945.438563473 948.835383870 948.835383870 1009.416942402  
3121275284 1630.239949284 944.562551370 944.562551370 685.677397914 944.562564188 1021.990760160 960.320580510 1011.797532247 947.924232176 1049.903144238 1105.814370313 1001.415953824 1003.728264135 945.438563473 945.438563473 1003.356012867 1003.356012867 1008.805907982  
3304879712 1630.239949284 944.562551370 944.562551370 685.677397914 944.562564188 1021.990760160 960.320580510 1011.797532247 947.924232176 1049.903144238 1105.814370313 1001.415953824 1003.728264135 945.438563473 945.438563473 953.419036387 953.419036387 953.364713349  
3488484140 1630.239949284 944.562551370 944.562551370 685.677397914 944.562564188 1021.990760160 960.320580510 1003.411842664 945.438563473 1049.903144238 1105.814370313 974.814923320 1003.728264135 945.438563473 945.438563473 947.108234572 947.108234572 961.566577978  
1836044288 2006.825181191 1322.620461305 1322.620461305 684.204719886 1322.620474036 1501.943145146 1500.118602206 1529.890389462 1472.364886371 1507.901155938 1529.928533142 1490.755102173 1457.324410162 1442.582802689 1442.582802689 1471.462905993 1471.462905993 1491.498090327  
2019648716 2006.825181191 1322.620461305 1322.620461305 684.204719886 1322.620474036 1447.208640611 1500.118602206 1529.890389462 1472.364886371 1507.901155938 1529.928533142 1490.755102173 1457.324410162 1442.582802689 1442.582802689 1329.949580148 1329.949580148 1395.033299609  
2203253144 2006.825181191 1322.620461305 1322.620461305 684.204719886 1322.620474036 1442.916400927 1500.118602206 1529.890389462 1472.364886371 1507.901155938 1529.928533142 1490.755102173 1457.324410162 1442.582802689 1442.582802689 1322.640788437 1322.640788437 1346.591766941  
2386857572 2006.825181191 1322.620461305 1322.620461305 684.204719886 1322.620474036 1409.378079650 1440.453041738 1529.890389462 1414.550487539 1464.211540927 1529.928533142 1455.796542260 1441.680822311 1441.680822311 1441.680822311 1339.336810260 1339.336810260 1428.346616881  
2570462000 2006.825181191 1322.620461305 1322.620461305 684.204719886 1322.620474036 1384.330606780 1440.453041738 1529.890389462 1414.550487539 1464.211540927 1529.928533142 1455.796542260 1441.680822311 1441.680822311 1441.680822311 1322.639884161 1322.639884161 1331.927105190  
2754066428 2006.825181191 1322.620461305 1322.620461305 684.204719886 1322.620474036 1358.617421266 1346.369150726 1446.557728723 1384.768403857 1431.799280334 1479.675848652 1423.384281667 1382.286021773 1384.768403857 1384.768403857 1324.358812248 1324.358812248 1338.626366913  
2937670856 2006.825181191 1322.620461305 1322.620461305 684.204719886 1322.620474036 1357.476349572 1346.369150726 1446.557728723 1384.768403857 1431.799280334 1479.675848652 1423.384281667 1382.286021773 1384.768403857 1384.768403857 1322.637510851 1322.637510851 1328.885693739  
3121275284 2006.825181191 1322.620461305 1322.620461305 684.204719886 1322.620474036 1323.523974618 1330.805556710 1446.557728723 1384.768403857 1409.268574449 1479.675848652 1411.296160360 1382.286021773 1384.768403857 1384.768403857 1322.637510851 1322.637510851 1327.898924913  
3304879712 2006.825181191 1322.620461305 1322.620461305 684.204719886 1322.620474036 1323.523974618 1330.805556710 1446.557728723 1384.768403857 1409.268574449 1479.675848652 1411.296160360 1382.286021773 1384.768403857 1384.768403857 1328.444300139 1328.444300139 1325.618734318  
3488484140 2006.825181191 1322.620461305 1322.620461305 684.204719886 1322.620474036 1323.523974618 1322.620475760 1419.972144504 1384.768403857 1401.875605141 1479.675848652 1390.304305418 1382.286021773 1384.768403857 1384.768403857 1322.620474036 1322.620474036 1336.809877658  
1836044288 1966.262572734 1382.337952652 1382.337952652 583.924620082 1382.337963738 1640.934244304 1623.374225679 1623.503903039 1625.300205127 1564.060705324 1596.183014802 1572.442486870 1594.796034977 1594.796034977 1594.796034977 1594.796034977 1594.796034977 1596.987846911  
2019648716 1966.262572734 1382.337952652 1382.337952652 583.924620082 1382.337963738 1565.104443507 1623.374225679 1623.503903039 1625.300205127 1564.060705324 1596.183014802 1565.838468090 1594.796034977 1594.796034977 1594.796034977 1384.336268452 1384.336268452 1390.667991807  
2203253144 1966.262572734 1382.337952652 1382.337952652 583.924620082 1382.337963738 1565.104443507 1623.374225679 1623.374225679 1625.300205127 1563.931027964 1596.183014802 1565.838468090 1594.796034977 1594.796034977 1594.796034977 1382.337991810 1382.337991810 1391.686782200  
2386857572 1966.262572734 1382.337952652 1382.337952652 583.924620082 1382.337963738 1528.864263088 1562.943758854 1623.374225679 1564.794038987 1563.931027964 1594.796034977 1564.090640316 1534.289868837 1594.796034977 1594.796034977 1387.211663394 1387.211663394 1465.870263450  
2570462000 1966.262572734 1382.337952652 1382.337952652 583.924620082 1382.337963738 1486.194299522 1562.943758854 1623.374225679 1564.794038987 1563.931027964 1594.796034977 1564.090640316 1534.289868837 1594.796034977 1594.796034977 1382.357650512 1382.357650512 1382.359567816  
2754066428 1966.262572734 1382.337952652 1382.337952652 583.924620082 1382.337963738 1469.839480902 1444.311957080 1504.818123220 1503.424850738 1534.813837639 1563.931016878 1503.584474176 1503.424850738 1503.424850738 1503.424850738 1389.618758406 1389.618758406 1413.072157364  
2937670856 1966.262572734 1382.337952652 1382.337952652 583.924620082 1382.337963738 1443.977354399 1444.311957080 1504.818123220 1503.424850738 1534.813837639 1563.931016878 1503.584474176 1503.424850738 1503.424850738 1503.424850738 1382.357650512 1382.357650512 1401.049382522  
3121275284 1966.262572734 1382.337952652 1382.337952652 583.924620082 1382.337963738 1426.753908194 1444.311957080 1504.818123220 1503.424850738 1534.813837639 1563.931016878 1503.584474176 1503.424850738 1503.424850738 1503.424850738 1382.337963738 1382.337963738 1382.359567816  
3304879712 1966.262572734 1382.337952652 1382.337952652 583.924620082 1382.337963738 1426.753908194 1444.311957080 1504.818123220 1503.424850738 1534.813837639 1563.931016878 1503.584474176 1503.424850738 1503.424850738 1503.424850738 1382.359567816 1382.359567816 1382.357650512  
3488484140 1966.262572734 1382.337952652 1382.337952652 583.924620082 1382.337963738 1398.797760772 1442.994394999 1504.818123220 1503.424850738 1503.500561139 1563.931016878 1503.584474176 1503.424850738 1503.424850738 1503.424850738 1382.357650512 1382.357650512 1382.337963738  
1836044288 2401.724881448 1518.784116436 1518.784116436 882.940765012 1518.784128861 1817.657364194 1745.831836429 1936.561990179 1748.520475942 1873.552996074 1768.617608647 1745.571851331 1671.693638063 1724.156125340 1724.156125340 1749.391535092 1749.391535092 1811.569931673  
2019648716 2401.724881448 1518.784116436 1518.784116436 882.940765012 1518.784128861 1788.679606011 1745.831836429 1936.561990179 1724.595233026 1869.745957936 1735.474101655 1732.097552234 1669.942280834 1692.025276762 1692.025276762 1621.526477034 1621.526477034 1707.339433611  
2203253144 2401.724881448 1518.784116436 1518.784116436 882.940765012 1518.784128861 1720.952251593 1745.831836429 1936.561990179 1717.492422452 1857.728613389 1735.474101655 1731.282350512 1669.942280834 1686.885536812 1686.885536812 1654.079483824 1654.079483824 1661.495565068  
2386857572 2401.724881448 1518.784116436 1518.784116436 882.940765012 1518.784128861 1705.763205856 1685.285163224 1936.102473858 1640.411408896 1797.878137693 1729.072123068 1699.247234915 1621.767146682 1560.379966266 1560.379966266 1594.247558421 1594.247558421 1652.325502526  
2570462000 2401.724881448 1518.784116436 1518.784116436 882.940765012 1518.784128861 1705.763205856 1685.285163224 1936.102473858 1637.114788653 1794.071099555 1729.072123068 1699.247234915 1621.767146682 1574.887124886 1574.887124886 1527.092251014 1527.092251014 1637.753497036  
2754066428 2401.724881448 1518.784116436 1518.784116436 882.940765012 1518.784128861 1686.651665752 1536.641485396 1724.415887384 1564.463844686 1732.896233917 1605.588507645 1553.243241572 1560.240866486 1560.240866486 1560.240866486 1580.848505611 1580.848505611 1582.321473397  
2937670856 2401.724881448 1518.784116436 1518.784116436 882.940765012 1518.784128861 1633.610579036 1536.641485396 1724.415887384 1564.463844686 1729.089195779 1605.588507645 1553.243241572 1560.240866486 1549.116202715 1549.116202715 1521.582401053 1521.582401053 1590.368996002  
3121275284 2401.724881448 1518.784116436 1518.784116436 882.940765012 1518.784128861 1633.610579036 1534.998750307 1724.415887384 1561.163016792 1692.511010837 1605.588507645 1553.243241572 1549.116202715 1555.057250121 1555.057250121 1534.381656819 1534.381656819 1552.448710934  
3304879712 2401.724881448 1518.784116436 1518.784116436 882.940765012 1518.784128861 1618.522459671 1534.998750307 1724.415887384 1561.163016792 1692.511010837 1605.588507645 1553.243241572 1549.116202715 1549.116202715 1549.116202715 1552.121867802 1552.121867802 1576.965939285  
3488484140 2401.724881448 1518.784116436 1518.784116436 882.940765012 1518.784128861 1595.585698464 1518.784128861 1722.773152295 1557.355978654 1688.703972699 1579.330789641 1518.790037582 1549.116202715 1549.116202715 1549.116202715 1533.952700068 1533.952700068 1620.826771188  
1836044288 2520.561782185 1668.138736705 1668.138736705 852.423045480 1668.138747454 1849.766845431 1806.422110272 2079.427301735 1949.432013564 2032.715533655 1946.719586689 1919.423715587 1817.614590881 1859.327488512 1859.327488512 1859.011704222 1859.011704222 1910.535612122  
2019648716 2520.561782185 1668.138736705 1668.138736705 852.423045480 1668.138747454 1834.020693484 1806.422110272 2079.427301735 1941.167566214 2031.725880254 1946.719586689 1889.829948173 1817.614590881 1854.911541293 1854.911541293 1755.681306296 1755.681306296 1852.044727947  
2203253144 2520.561782185 1668.138736705 1668.138736705 852.423045480 1668.138747454 1803.496408710 1787.320200528 2079.427301735 1933.550811525 2019.741027637 1931.199179846 1888.831219905 1817.555089308 1838.831767618 1838.831767618 1755.219683270 1755.219683270 1778.871369660  
2386857572 2520.561782185 1668.138736705 1668.138736705 852.423045480 1668.138747454 1803.496408710 1787.320200528 2079.427301735 1933.550811525 1980.958877029 1931.199179846 1858.375832255 1758.084922004 1797.036115926 1797.036115926 1681.217875474 1681.217875474 1758.648598699  
2570462000 2520.561782185 1668.138736705 1668.138736705 852.423045480 1668.138747454 1803.496408710 1787.320200528 2079.427301735 1933.550811525 1979.969223628 1903.335134767 1858.375832255 1758.084922004 1799.510331809 1799.510331809 1739.489811302 1739.489811302 1773.033080421  
2754066428 2520.561782185 1668.138736705 1668.138736705 852.423045480 1668.138747454 1746.724857740 1668.145867378 1883.607990816 1832.824408822 1925.171921263 1767.160488121 1746.686522716 1727.783400978 1768.755260391 1768.755260391 1747.507385737 1747.507385737 1764.336906865  
2937670856 2520.561782185 1668.138736705 1668.138736705 852.423045480 1668.138747454 1727.783400978 1668.145867378 1883.607990816 1814.183345890 1909.450645136 1767.160488121 1746.145286932 1727.783400978 1768.147476547 1768.147476547 1717.285131202 1717.285131202 1717.558804313  
3121275284 2520.561782185 1668.138736705 1668.138736705 852.423045480 1668.138747454 1727.783400978 1668.145867378 1883.607990816 1786.728278092 1839.518481373 1767.160488121 1733.739210534 1727.783400978 1737.705137436 1737.705137436 1714.620409394 1714.620409394 1743.132529855  
3304879712 2520.561782185 1668.138736705 1668.138736705 852.423045480 1668.138747454 1727.783400978 1668.145867378 1883.607990816 1786.728278092 1826.471587674 1767.160488121 1733.739210534 1727.783400978 1727.783400978 1727.783400978 1703.226255734 1703.226255734 1741.308989577  
3488484140 2520.561782185 1668.138736705 1668.138736705 852.423045480 1668.138747454 1727.783400978 1668.145867378 1825.577886149 1778.952673778 1813.740801278 1727.783400978 1675.355221414 1727.783400978 1747.229020036 1747.229020036 1712.595321806 1712.595321806 1729.148059495  
1836044288 1776.684701617 1137.985728635 1137.985728635 638.698972982 1137.985740014 1328.685191876 1260.894393415 1363.978490220 1325.723689301 1365.097913053 1264.379129685 1249.982779867 1202.586309725 1295.506734653 1295.506734653 1244.876901297 1244.876901297 1284.006385142  
2019648716 1776.684701617 1137.985728635 1137.985728635 638.698972982 1137.985740014 1289.898434095 1260.894393415 1363.978490220 1294.790022805 1365.097913053 1248.016725983 1240.861986183 1200.301871171 1200.166635631 1200.166635631 1219.151562972 1219.151562972 1245.750778900  
2203253144 1776.684701617 1137.985728635 1137.985728635 638.698972982 1137.985740014 1289.898434095 1260.894393415 1363.978490220 1294.790022805 1365.097913053 1248.016725983 1240.861986183 1200.655624909 1200.166635631 1200.166635631 1187.420290923 1187.420290923 1243.873315772  
2386857572 1776.684701617 1137.985728635 1137.985728635 638.698972982 1137.985740014 1288.596336167 1260.894393415 1356.225739916 1207.922827181 1291.584282831 1231.451297149 1199.480229112 1199.147770064 1203.559290436 1203.559290436 1139.576865872 1139.576865872 1213.787240360  
2570462000 1776.684701617 1137.985728635 1137.985728635 638.698972982 1137.985740014 1281.552586990 1260.894393415 1356.225739916 1207.922827181 1291.584282831 1231.451297149 1199.480229112 1199.147770064 1203.559290436 1203.559290436 1146.312287101 1146.312287101 1183.135957610  
2754066428 1776.684701617 1137.985728635 1137.985728635 638.698972982 1137.985740014 1219.805975018 1137.985740014 1235.520542786 1150.260236693 1200.667135835 1200.501576143 1138.318187683 1139.004594202 1139.004594202 1139.004594202 1158.266030575 1158.266030575 1190.256145414  
2937670856 1776.684701617 1137.985728635 1137.985728635 638.698972982 1137.985740014 1219.805975018 1137.985740014 1235.520542786 1150.260236693 1200.667135835 1200.501576143 1138.318187683 1139.004594202 1139.004594202 1139.004594202 1179.795439871 1179.795439871 1204.957421548  
3121275284 1776.684701617 1137.985728635 1137.985728635 638.698972982 1137.985740014 1219.805975018 1137.985740014 1235.520542786 1139.004594202 1169.977246419 1200.501576143 1138.318187683 1139.004594202 1139.004594202 1139.004594202 1142.017604137 1142.017604137 1168.287096231  
3304879712 1776.684701617 1137.985728635 1137.985728635 638.698972982 1137.985740014 1219.805975018 1137.985740014 1235.520542786 1139.004594202 1169.977246419 1200.501576143 1138.318187683 1139.004594202 1139.004594202 1139.004594202 1141.128885909 1141.128885909 1153.930342359  
3488484140 1776.684701617 1137.985728635 1137.985728635 638.698972982 1137.985740014 1199.147770064 1137.985740014 1173.773930814 1139.004594202 1154.635812985 1199.147770064 1138.318187683 1139.004594202 1139.004594202 1139.004594202 1138.009126421 1138.009126421 1183.737168473  
1836044288 2719.057488311 1660.447741254 1660.447741254 1058.609747057 1660.447753669 1972.131118361 1817.918174064 2192.350968187 2089.749488475 2101.682693036 2023.677660572 2039.191277826 1825.477291249 1923.175295080 1923.175295080 1934.972259067 1934.972259067 2023.050079593  
2019648716 2719.057488311 1660.447741254 1660.447741254 1058.609747057 1660.447753669 1937.002783722 1815.805527758 2192.350968187 2041.696564529 2089.889222494 2021.853268535 2021.802296406 1832.242471926 1927.340478960 1927.340478960 1901.865064312 1901.865064312 1914.032999285  
2203253144 2719.057488311 1660.447741254 1660.447741254 1058.609747057 1660.447753669 1883.417401841 1815.805527758 2192.350968187 2041.696564529 2087.467799434 2007.216038061 2002.538864147 1815.597846220 1901.475808264 1901.475808264 1748.438375174 1748.438375174 1906.685490891  
2386857572 2719.057488311 1660.447741254 1660.447741254 1058.609747057 1660.447753669 1834.165324206 1752.649392313 2192.350968187 2013.775975334 1987.777796816 1980.141801362 1991.712170662 1764.498324917 1881.470401841 1881.470401841 1789.220561089 1789.220561089 1851.519597199  
2570462000 2719.057488311 1660.447741254 1660.447741254 1058.609747057 1660.447753669 1829.151936469 1752.649392313 2192.350968187 2013.775975334 1987.777796816 1980.141801362 1990.255414484 1758.758041257 1825.624021700 1825.624021700 1749.288311810 1749.288311810 1831.199090071  
2754066428 2719.057488311 1660.447741254 1660.447741254 1058.609747057 1660.447753669 1806.353430625 1722.021281800 1987.817327957 1842.060342915 1946.804626738 1855.129450369 1835.801057677 1697.308083213 1798.219587757 1798.219587757 1742.846766050 1742.846766050 1806.318032342  
2937670856 2719.057488311 1660.447741254 1660.447741254 1058.609747057 1660.447753669 1797.571919122 1722.021281800 1987.817327957 1839.437308822 1944.378299213 1840.580535244 1816.507276879 1694.362796445 1776.036933056 1776.036933056 1704.919795571 1704.919795571 1813.517556749  
3121275284 2719.057488311 1660.447741254 1660.447741254 1058.609747057 1660.447753669 1784.026994274 1722.021281800 1987.817327957 1814.097640013 1900.290547119 1827.809519384 1816.507276879 1696.818751640 1753.179265621 1753.179265621 1749.560366699 1749.560366699 1831.152170475  
3304879712 2719.057488311 1660.447741254 1660.447741254 1058.609747057 1660.447753669 1770.284912474 1722.021281800 1987.817327957 1814.097640013 1900.290547119 1827.809519384 1814.977280725 1696.351662918 1773.089850328 1773.089850328 1721.591822564 1721.591822564 1801.887766956  
