capacity sum_comm_cmp max(sum_comm,sum_comp) sum_comm sum_comp optimal_time_infinite_case order_of_submission Gilmore_Gomory_makespan order_of_optimal_strategy_infinite_memory increasing_order_of_communication_strategy decreasing_order_of_computation_strategy increasing_order_of_communication_plus_computation_strategy decreasing_order_of_communication_plus_computation_strategy largest_communication_task_respects_memory_restriction smallest_communication_task_respects_memory_restriction maximum_accelerated_task_respects_memory_restriction optimal_order_infinite_memory_largest_communication_task_respects_memory_restriction optimal_order_infinite_memory_smallest_communication_task_respects_memory_restriction optimal_order_infinite_memory_maximum_accelerated_task_respects_memory_restriction  
2754066428 1926.379606111 1352.089398227 1352.089398227 574.290207884 1352.089410158 1485.502815850 1442.248245375 1543.525148002 1483.611545047 1572.036962314 1637.086605357 1556.583081765 1480.571062130 1405.664826859 1405.664826859 1397.726962584 1397.726962584 1487.375490796  
2937670856 1926.379606111 1352.089398227 1352.089398227 574.290207884 1352.089410158 1482.510992733 1442.248245375 1543.525148002 1483.611545047 1570.240911420 1637.086605357 1556.583081765 1480.571062130 1405.664826859 1405.664826859 1377.014166517 1377.014166517 1463.745190748  
3121275284 1926.379606111 1352.089398227 1352.089398227 574.290207884 1352.089410158 1457.282099098 1442.248245375 1543.525148002 1473.173718056 1570.240911420 1637.086605357 1556.583081765 1423.708839484 1413.211807428 1413.211807428 1367.699847416 1367.699847416 1421.192008744  
3304879712 1926.379606111 1352.089398227 1352.089398227 574.290207884 1352.089410158 1447.233205429 1442.248245375 1543.525148002 1473.173718056 1556.582801688 1637.086605357 1556.583081765 1423.708839484 1413.211807428 1413.211807428 1352.103889482 1352.103889482 1424.627209937  
3488484140 1926.379606111 1352.089398227 1352.089398227 574.290207884 1352.089410158 1443.689221407 1437.504913867 1536.780413447 1473.173718056 1541.724951085 1637.086605357 1534.915840785 1474.046093143 1413.211807428 1413.211807428 1352.103889482 1352.103889482 1403.915403823  
1836044288 1647.207670124 1316.269397658 1316.269397658 330.938272466 1316.269410632 1555.249786169 1583.535575878 1591.978054787 1557.610094764 1560.532483153 1554.382153704 1553.806199217 1554.382153704 1554.382153704 1554.382153704 1567.696472755 1567.696472755 1567.696472755  
2019648716 1647.207670124 1316.269397658 1316.269397658 330.938272466 1316.269410632 1552.005191374 1583.535575878 1591.978054787 1556.695422839 1557.299773690 1554.382153704 1553.806199217 1554.382153704 1554.382153704 1554.382153704 1554.382153704 1554.382153704 1560.622245349  
2203253144 1647.207670124 1316.269397658 1316.269397658 330.938272466 1316.269410632 1552.005191374 1583.535575878 1591.978054787 1555.368453708 1557.299773690 1554.382153704 1553.806199217 1554.382153704 1554.382153704 1554.382153704 1560.622245349 1560.622245349 1560.622245349  
2386857572 1647.207670124 1316.269397658 1316.269397658 330.938272466 1316.269410632 1500.808854429 1464.723740115 1545.042990235 1494.300405941 1553.494520730 1553.494507756 1494.188465269 1434.723643776 1434.723643776 1434.723643776 1365.654218825 1365.654218825 1459.289770763  
2570462000 1647.207670124 1316.269397658 1316.269397658 330.938272466 1316.269410632 1500.808854429 1464.723740115 1545.042990235 1494.300405941 1553.494520730 1553.494507756 1494.188465269 1434.723643776 1434.723643776 1434.723643776 1365.654218825 1365.654218825 1459.289770763  
2754066428 1647.207670124 1316.269397658 1316.269397658 330.938272466 1316.269410632 1406.352961397 1434.682684967 1497.495008501 1494.300405941 1536.299131904 1553.494507756 1494.188465269 1434.723643776 1434.723643776 1434.723643776 1316.490671198 1316.490671198 1421.445946395  
2937670856 1647.207670124 1316.269397658 1316.269397658 330.938272466 1316.269410632 1406.352961397 1434.682684967 1494.234376427 1494.300405941 1533.277644047 1553.494507756 1494.188465269 1434.723643776 1434.723643776 1434.723643776 1316.269410632 1316.269410632 1424.380227688  
3121275284 1647.207670124 1316.269397658 1316.269397658 330.938272466 1316.269410632 1369.961557593 1434.682684967 1494.234376427 1494.300405941 1530.405160433 1553.494507756 1494.188465269 1434.723643776 1434.723643776 1434.723643776 1316.269410632 1316.269410632 1388.268535292  
3304879712 1647.207670124 1316.269397658 1316.269397658 330.938272466 1316.269410632 1369.961557593 1434.682684967 1494.234376427 1494.300405941 1524.952931452 1553.494507756 1494.188465269 1434.723643776 1434.723643776 1434.723643776 1316.269410632 1316.269410632 1388.268535292  
3488484140 1647.207670124 1316.269397658 1316.269397658 330.938272466 1316.269410632 1352.242332915 1434.682684967 1494.234376427 1494.300405941 1521.709613008 1553.494507756 1494.188465269 1434.723643776 1434.723643776 1434.723643776 1316.269410632 1316.269410632 1366.171428826  
1836044288 1572.944423153 1285.979858762 1285.979858762 286.964564391 1286.085881866 1452.849537133 1405.193873897 1441.005145312 1406.852066003 1432.027035427 1411.685581692 1428.025256854 1405.965416275 1405.965416275 1405.965416275 1411.595745884 1411.595745884 1431.967040037  
2019648716 1572.944423153 1285.979858762 1285.979858762 286.964564391 1286.085881866 1435.738938844 1405.193873897 1441.005145312 1406.852066003 1410.936446311 1411.685581692 1418.377741747 1405.965416275 1405.965416275 1405.965416275 1405.965416275 1405.965416275 1422.004698851  
2203253144 1572.944423153 1285.979858762 1285.979858762 286.964564391 1286.085881866 1435.738938844 1405.193873897 1441.005145312 1406.852066003 1410.936446311 1411.685581692 1418.377741747 1405.965416275 1405.965416275 1405.965416275 1405.965416275 1405.965416275 1422.004698851  
2386857572 1572.944423153 1285.979858762 1285.979858762 286.964564391 1286.085881866 1391.758314923 1345.734119454 1441.005145312 1346.383434957 1405.193873897 1405.021594523 1353.189488505 1345.561840080 1345.561840080 1345.561840080 1310.168739327 1310.168739327 1358.856586276  
2570462000 1572.944423153 1285.979858762 1285.979858762 286.964564391 1286.085881866 1391.758314923 1345.734119454 1441.005145312 1346.383434957 1405.193873897 1405.021594523 1353.189488505 1345.561840080 1345.561840080 1345.561840080 1310.168739327 1310.168739327 1358.856586276  
2754066428 1572.944423153 1285.979858762 1285.979858762 286.964564391 1286.085881866 1330.704962873 1345.734119454 1371.471226466 1346.383434957 1365.817317319 1405.021594523 1353.189488505 1345.561840080 1345.561840080 1345.561840080 1307.202445476 1307.202445476 1327.519117588  
2937670856 1572.944423153 1285.979858762 1285.979858762 286.964564391 1286.085881866 1330.704962873 1345.734119454 1371.471226466 1346.383434957 1365.817317319 1405.021594523 1353.189488505 1345.561840080 1345.561840080 1345.561840080 1307.202445476 1307.202445476 1327.519117588  
3121275284 1572.944423153 1285.979858762 1285.979858762 286.964564391 1286.085881866 1296.982106670 1345.734119454 1371.471226466 1346.383434957 1365.817317319 1405.021594523 1353.189488505 1345.561840080 1345.561840080 1345.561840080 1286.171483141 1286.171483141 1294.087169238  
3304879712 1572.944423153 1285.979858762 1285.979858762 286.964564391 1286.085881866 1296.982106670 1345.734119454 1371.471226466 1346.383434957 1365.817317319 1405.021594523 1353.189488505 1345.561840080 1345.561840080 1345.561840080 1286.171483141 1286.171483141 1294.087169238  
3488484140 1572.944423153 1285.979858762 1285.979858762 286.964564391 1286.085881866 1286.201064641 1345.734119454 1345.667863184 1346.383434957 1345.734119454 1405.021594523 1353.189488505 1345.561840080 1345.561840080 1345.561840080 1286.171483141 1286.171483141 1297.560015800  
1836044288 2226.930428877 1523.510952705 1523.510952705 703.419476172 1523.543820916 1781.860676238 1722.512690848 1815.297917460 1806.027766401 1776.956859136 1746.776105420 1728.664400171 1675.849888251 1716.595134364 1716.595134364 1749.272549953 1749.272549953 1780.940660802  
2019648716 2226.930428877 1523.510952705 1523.510952705 703.419476172 1523.543820916 1728.438119463 1711.999122256 1815.297917460 1742.304013096 1776.956859136 1746.776105420 1720.652708344 1646.900646587 1680.993082652 1680.993082652 1704.294965002 1704.294965002 1745.773566293  
2203253144 2226.930428877 1523.510952705 1523.510952705 703.419476172 1523.543820916 1705.771548940 1711.999122256 1815.297917460 1742.304013096 1776.956859136 1746.776105420 1720.652708344 1646.900646587 1680.993082652 1680.993082652 1704.294965002 1704.294965002 1745.773566293  
2386857572 2226.930428877 1523.510952705 1523.510952705 703.419476172 1523.543820916 1664.814327912 1705.254534777 1811.264910178 1625.470377099 1707.699526789 1729.332329567 1695.544219510 1645.922998181 1618.587058640 1618.587058640 1631.020614805 1631.020614805 1706.949862189  
2570462000 2226.930428877 1523.510952705 1523.510952705 703.419476172 1523.543820916 1664.814327912 1705.254534777 1811.264910178 1625.470377099 1707.699526789 1729.332329567 1695.544219510 1645.922998181 1618.587058640 1618.587058640 1623.420304015 1623.420304015 1699.012981529  
2754066428 2226.930428877 1523.510952705 1523.510952705 703.419476172 1523.543820916 1610.753309398 1589.824636206 1710.354739346 1534.652940477 1673.195707829 1698.697156472 1599.333525584 1538.215335495 1589.465762649 1589.465762649 1597.844198943 1597.844198943 1638.694088361  
2937670856 2226.930428877 1523.510952705 1523.510952705 703.419476172 1523.543820916 1610.753309398 1589.824636206 1710.354739346 1534.652940477 1673.195707829 1698.697156472 1599.333525584 1538.215335495 1589.465762649 1589.465762649 1598.713831182 1598.713831182 1631.093777571  
3121275284 2226.930428877 1523.510952705 1523.510952705 703.419476172 1523.543820916 1534.497793651 1589.824636206 1710.354739346 1524.488601111 1625.446904321 1698.697156472 1585.027129589 1527.592047732 1524.488601111 1524.488601111 1568.798457006 1568.798457006 1620.227432979  
3304879712 2226.930428877 1523.510952705 1523.510952705 703.419476172 1523.543820916 1534.497793651 1589.824636206 1710.354739346 1524.488601111 1625.446904321 1698.697156472 1585.027129589 1527.592047732 1524.488601111 1524.488601111 1561.103196046 1561.103196046 1612.627122189  
3488484140 2226.930428877 1523.510952705 1523.510952705 703.419476172 1523.543820916 1523.925136946 1589.824636206 1695.835011607 1524.488601111 1625.446904321 1675.271311053 1585.027129589 1524.488601111 1524.488601111 1524.488601111 1548.830515672 1548.830515672 1597.982518486  
1836044288 2007.357109292 1468.471181597 1468.471181597 538.885927695 1468.471192848 1819.000667055 1808.456257875 1819.974794130 1794.100982016 1795.368245478 1819.974782879 1789.446028573 1773.566043209 1780.568203619 1780.568203619 1763.280462005 1763.280462005 1786.886259217  
2019648716 2007.357109292 1468.471181597 1468.471181597 538.885927695 1468.471192848 1797.340953168 1808.456257875 1819.974794130 1794.100982016 1795.368245478 1819.974782879 1772.686321298 1763.280462005 1765.159864454 1765.159864454 1745.025052093 1745.025052093 1781.507429550  
2203253144 2007.357109292 1468.471181597 1468.471181597 538.885927695 1468.471192848 1797.340953168 1808.456257875 1819.974794130 1794.100982016 1795.368245478 1819.974782879 1772.686321298 1763.280462005 1765.159864454 1765.159864454 1745.025052093 1745.025052093 1777.262212311  
2386857572 2007.357109292 1468.471181597 1468.471181597 538.885927695 1468.471192848 1697.119049164 1744.085515810 1819.974794130 1734.806129930 1765.087478038 1819.974782879 1762.400740094 1734.666890600 1734.569555930 1734.569555930 1584.220578011 1584.220578011 1716.472641332  
2570462000 2007.357109292 1468.471181597 1468.471181597 538.885927695 1468.471192848 1697.119049164 1744.085515810 1819.974794130 1734.806129930 1762.400591257 1819.974782879 1762.400740094 1734.666890600 1734.569555930 1734.569555930 1584.220578011 1584.220578011 1700.928798566  
2754066428 2007.357109292 1468.471181597 1468.471181597 538.885927695 1468.471192848 1594.209351683 1666.359608385 1743.400531107 1668.045825571 1729.792526505 1785.356341867 1729.792675342 1674.452377088 1668.045825571 1668.045825571 1550.371682815 1550.371682815 1550.970064648  
2937670856 2007.357109292 1468.471181597 1468.471181597 538.885927695 1468.471192848 1594.209351683 1666.359608385 1743.400531107 1668.045825571 1729.792526505 1785.356341867 1729.792675342 1674.452377088 1668.045825571 1668.045825571 1550.371682815 1550.371682815 1550.970064648  
3121275284 2007.357109292 1468.471181597 1468.471181597 538.885927695 1468.471192848 1555.242066020 1655.569911394 1743.400531107 1668.045825571 1729.792526505 1785.356341867 1729.792675342 1646.007368686 1704.085687346 1704.085687346 1476.012257361 1476.012257361 1519.735983988  
3304879712 2007.357109292 1468.471181597 1468.471181597 538.885927695 1468.471192848 1555.242066020 1655.569911394 1743.400531107 1668.045825571 1729.792526505 1785.356341867 1729.792675342 1646.007368686 1704.085687346 1704.085687346 1468.656686831 1468.656686831 1517.556522740  
3488484140 2007.357109292 1468.471181597 1468.471181597 538.885927695 1468.471192848 1533.642049043 1651.388756138 1726.680843574 1646.007368686 1704.322272597 1785.356341867 1704.085847434 1646.007368686 1646.007368686 1646.007368686 1472.165573530 1472.165573530 1500.997098002  
1836044288 1488.139267669 1086.362225570 1086.362225570 401.777042099 1086.453557132 1247.368489213 1236.476599549 1296.854677392 1253.168844933 1282.927851673 1326.623000025 1311.660274018 1236.253504708 1251.970181861 1251.970181861 1266.683845187 1266.683845187 1301.581239189  
2019648716 1488.139267669 1086.362225570 1086.362225570 401.777042099 1086.453557132 1237.786484818 1236.476599549 1296.854677392 1238.696194147 1261.979778573 1326.623000025 1295.877000879 1236.253504708 1237.478113029 1237.478113029 1219.178533378 1219.178533378 1274.340328948  
2203253144 1488.139267669 1086.362225570 1086.362225570 401.777042099 1086.453557132 1237.786484818 1236.476599549 1296.854677392 1238.696194147 1259.011979691 1326.623000025 1295.877000879 1236.253504708 1237.478113029 1237.478113029 1247.419211231 1247.419211231 1278.874617074  
2386857572 1488.139267669 1086.362225570 1086.362225570 401.777042099 1086.453557132 1223.985357827 1194.061306118 1296.854677392 1236.253504708 1235.026496669 1315.967010407 1281.612309343 1194.784231722 1193.838211277 1193.838211277 1130.033256978 1130.033256978 1231.096382260  
2570462000 1488.139267669 1086.362225570 1086.362225570 401.777042099 1086.453557132 1223.985357827 1194.061306118 1296.854677392 1236.253504708 1235.026496669 1315.967010407 1281.612309343 1194.784231722 1193.838211277 1193.838211277 1130.039410983 1130.039410983 1167.233726566  
2754066428 1488.139267669 1086.362225570 1086.362225570 401.777042099 1086.453557132 1193.701793998 1146.126612718 1215.722179597 1135.379751921 1183.978639000 1185.816986261 1145.489404174 1134.717808720 1116.582543785 1116.582543785 1107.725825080 1107.725825080 1124.466198941  
2937670856 1488.139267669 1086.362225570 1086.362225570 401.777042099 1086.453557132 1193.701793998 1146.126612718 1215.722179597 1135.379751921 1181.162683464 1185.816986261 1145.489404174 1134.717808720 1116.582543785 1116.582543785 1107.725825080 1107.725825080 1124.466198941  
3121275284 1488.139267669 1086.362225570 1086.362225570 401.777042099 1086.453557132 1129.071598537 1146.126612718 1215.722179597 1116.582543785 1176.116698029 1185.816986261 1131.224712638 1116.582543785 1116.582543785 1116.582543785 1086.607059425 1086.607059425 1113.933746531  
3304879712 1488.139267669 1086.362225570 1086.362225570 401.777042099 1086.453557132 1129.071598537 1146.126612718 1215.722179597 1116.582543785 1176.116698029 1185.816986261 1131.224712638 1116.582543785 1116.582543785 1116.582543785 1104.132688234 1104.132688234 1113.933746531  
3488484140 1488.139267669 1086.362225570 1086.362225570 401.777042099 1086.453557132 1119.478161329 1146.126612718 1196.463086380 1116.582543785 1146.588497799 1162.740209947 1115.338064007 1116.582543785 1116.582543785 1116.582543785 1104.006512819 1104.006512819 1102.809102628  
1836044288 1267.776449274 1001.446095710 1001.446095710 266.330353564 1001.446106592 1181.733874965 1180.153562121 1212.749143562 1181.066168729 1180.153562121 1181.066168729 1180.279672006 1181.066168729 1181.066168729 1181.066168729 1181.066168729 1181.066168729 1181.066168729  
2019648716 1267.776449274 1001.446095710 1001.446095710 266.330353564 1001.446106592 1181.595951179 1180.153562121 1201.657996264 1181.066168729 1180.153562121 1181.066168729 1180.279672006 1181.066168729 1181.066168729 1181.066168729 1145.938197144 1145.938197144 1180.373270662  
2203253144 1267.776449274 1001.446095710 1001.446095710 266.330353564 1001.446106592 1181.595951179 1180.153562121 1201.657996264 1181.066168729 1180.153562121 1181.066168729 1180.279672006 1181.066168729 1181.066168729 1181.066168729 1145.938197144 1145.938197144 1180.373270662  
2386857572 1267.776449274 1001.446095710 1001.446095710 266.330353564 1001.446106592 1122.759765139 1120.695882877 1153.291464318 1180.153551239 1180.153562121 1180.153551239 1120.821992762 1180.153551239 1180.153551239 1180.153551239 1014.329367708 1014.329367708 1089.464918707  
2570462000 1267.776449274 1001.446095710 1001.446095710 266.330353564 1001.446106592 1122.759765139 1120.695882877 1153.291464318 1180.153551239 1180.153562121 1180.153551239 1120.821992762 1180.153551239 1180.153551239 1180.153551239 1014.329367708 1014.329367708 1089.464918707  
2754066428 1267.776449274 1001.446095710 1001.446095710 266.330353564 1001.446106592 1069.482997058 1120.695882877 1120.695882877 1180.153551239 1158.886067822 1180.153551239 1120.821992762 1180.153551239 1180.153551239 1180.153551239 1004.419942687 1004.419942687 1062.095736017  
2937670856 1267.776449274 1001.446095710 1001.446095710 266.330353564 1001.446106592 1069.482997058 1120.695882877 1120.695882877 1180.153551239 1155.652715328 1180.153551239 1120.821992762 1180.153551239 1180.153551239 1180.153551239 1001.461263433 1001.461263433 1055.565089690  
3121275284 1267.776449274 1001.446095710 1001.446095710 266.330353564 1001.446106592 1047.062324903 1120.695882877 1120.695882877 1180.153551239 1152.416995155 1180.153551239 1120.821992762 1180.153551239 1180.153551239 1180.153551239 1001.461263433 1001.461263433 1047.803055068  
3304879712 1267.776449274 1001.446095710 1001.446095710 266.330353564 1001.446106592 1047.062324903 1120.695882877 1120.695882877 1180.153551239 1146.694901172 1180.153551239 1120.821992762 1180.153551239 1180.153551239 1180.153551239 1001.446106592 1001.446106592 1038.222499424  
3488484140 1267.776449274 1001.446095710 1001.446095710 266.330353564 1001.446106592 1018.821187841 1120.695882877 1120.695882877 1180.153551239 1143.547757556 1180.153551239 1120.821992762 1180.153551239 1180.153551239 1180.153551239 1001.446106592 1001.446106592 1028.480285500  
1836044288 1365.109854653 1048.295660248 1048.295660248 316.814194405 1048.295672109 1255.265788140 1228.405923150 1297.238088754 1245.726115099 1281.660938004 1286.653911085 1239.732644745 1228.650392625 1245.726115099 1245.726115099 1228.650392625 1228.650392625 1272.071477104  
2019648716 1365.109854653 1048.295660248 1048.295660248 316.814194405 1048.295672109 1238.507845593 1228.405923150 1297.238088754 1229.361417609 1277.410765047 1286.653911085 1228.394516398 1228.650392625 1229.361417609 1229.361417609 1228.532405401 1228.532405401 1268.743690910  
2203253144 1365.109854653 1048.295660248 1048.295660248 316.814194405 1048.295672109 1234.643972237 1228.405923150 1297.238088754 1229.361417609 1277.410765047 1286.653911085 1228.394516398 1228.650392625 1229.361417609 1229.361417609 1228.612397885 1228.612397885 1275.467138468  
2386857572 1365.109854653 1048.295660248 1048.295660248 316.814194405 1048.295672109 1217.712735110 1181.484395179 1291.118755708 1228.394254767 1254.422407906 1286.653911085 1228.394516398 1228.394254767 1228.394254767 1228.394254767 1143.149153316 1143.149153316 1197.610720876  
2570462000 1365.109854653 1048.295660248 1048.295660248 316.814194405 1048.295672109 1217.712735110 1181.484395179 1282.534185954 1228.394254767 1251.616388308 1286.653911085 1228.394516398 1228.394254767 1228.394254767 1228.394254767 1143.149153316 1143.149153316 1197.610720876  
2754066428 1365.109854653 1048.295660248 1048.295660248 316.814194405 1048.295672109 1200.816289723 1168.453194533 1226.946290523 1228.394254767 1226.596755679 1231.066015654 1205.543830621 1171.113287037 1228.394254767 1228.394254767 1105.252012968 1105.252012968 1123.452107633  
2937670856 1365.109854653 1048.295660248 1048.295660248 316.814194405 1048.295672109 1200.816289723 1168.453194533 1181.672064519 1228.394254767 1224.515529574 1231.066015654 1205.543830621 1171.113287037 1228.394254767 1228.394254767 1067.522278529 1067.522278529 1123.372115149  
3121275284 1365.109854653 1048.295660248 1048.295660248 316.814194405 1048.295672109 1184.762331710 1168.453194533 1181.672064519 1228.394254767 1224.515529574 1231.066015654 1168.441787781 1168.441526150 1228.394254767 1228.394254767 1058.211308749 1058.211308749 1097.317495843  
3304879712 1365.109854653 1048.295660248 1048.295660248 316.814194405 1048.295672109 1184.762331710 1168.453194533 1181.672064519 1228.394254767 1205.543580851 1231.066015654 1168.441787781 1168.441526150 1228.394254767 1228.394254767 1048.295672109 1048.295672109 1097.317495843  
3488484140 1365.109854653 1048.295660248 1048.295660248 316.814194405 1048.295672109 1168.661686036 1168.453194533 1181.672064519 1228.394254767 1193.471749342 1231.066015654 1168.441787781 1168.441526150 1228.394254767 1228.394254767 1048.310155014 1048.310155014 1117.333340512  
1836044288 1079.293549432 929.299415107 929.299415107 149.994134325 929.400414526 989.902433269 989.384001004 1019.528577806 990.183397279 994.046217847 990.183397279 1000.174720386 990.183397279 990.183397279 990.183397279 990.183397279 990.183397279 1003.646983802  
2019648716 1079.293549432 929.299415107 929.299415107 149.994134325 929.400414526 989.902433269 989.384001004 1019.528577806 990.183397279 992.379242600 990.183397279 1000.174720386 990.183397279 990.183397279 990.183397279 989.425343058 989.425343058 1003.646983802  
2203253144 1079.293549432 929.299415107 929.299415107 149.994134325 929.400414526 989.902433269 989.384001004 1019.528577806 990.183397279 992.379242600 990.183397279 1000.174720386 990.183397279 990.183397279 990.183397279 989.425343058 989.425343058 996.253481899  
2386857572 1079.293549432 929.299415107 929.299415107 149.994134325 929.400414526 985.150581775 929.471362701 972.804881409 989.212053410 989.384001004 989.212053410 940.262082083 989.212053410 989.212053410 989.212053410 942.701646661 942.701646661 948.771731281  
2570462000 1079.293549432 929.299415107 929.299415107 149.994134325 929.400414526 985.150581775 929.471362701 972.804881409 989.212053410 989.384001004 989.212053410 940.262082083 989.212053410 989.212053410 989.212053410 942.701646661 942.701646661 942.701646661  
2754066428 1079.293549432 929.299415107 929.299415107 149.994134325 929.400414526 929.598786435 929.471362701 929.400414526 989.212053410 959.964342340 989.212053410 940.262082083 989.212053410 989.212053410 989.212053410 929.400414526 929.400414526 929.400414526  
2937670856 1079.293549432 929.299415107 929.299415107 149.994134325 929.400414526 929.598786435 929.471362701 929.400414526 989.212053410 955.885904389 989.212053410 940.262082083 989.212053410 989.212053410 989.212053410 929.400414526 929.400414526 929.400414526  
3121275284 1079.293549432 929.299415107 929.299415107 149.994134325 929.400414526 929.598786435 929.471362701 929.400414526 989.212053410 952.719750048 989.212053410 940.262082083 989.212053410 989.212053410 989.212053410 929.400414526 929.400414526 929.400414526  
3304879712 1079.293549432 929.299415107 929.299415107 149.994134325 929.400414526 929.598786435 929.471362701 929.400414526 989.212053410 947.321167229 989.212053410 940.262082083 989.212053410 989.212053410 989.212053410 929.400414526 929.400414526 929.400414526  
3488484140 1079.293549432 929.299415107 929.299415107 149.994134325 929.400414526 929.598786435 929.471362701 929.400414526 989.212053410 944.097878188 989.212053410 940.262082083 989.212053410 989.212053410 989.212053410 929.400414526 929.400414526 929.400414526  
1836044288 1325.744319110 1102.638052764 1102.638052764 223.106266346 1102.667299532 1179.116690642 1219.368977780 1225.547116066 1198.071625177 1195.036647586 1226.299552163 1184.457624730 1162.467000788 1174.496905034 1174.496905034 1171.857802551 1171.857802551 1186.191819288  
2019648716 1325.744319110 1102.638052764 1102.638052764 223.106266346 1102.667299532 1174.658397697 1219.368977780 1225.547116066 1174.509044928 1184.386305192 1226.299552163 1161.688361943 1162.467000788 1162.467000788 1162.467000788 1150.076625647 1150.076625647 1192.143640060  
2203253144 1325.744319110 1102.638052764 1102.638052764 223.106266346 1102.667299532 1162.475364045 1219.368977780 1225.547116066 1174.509044928 1184.386305192 1226.299552163 1161.688361943 1162.467000788 1162.467000788 1162.467000788 1132.121831888 1132.121831888 1179.771783973  
2386857572 1325.744319110 1102.638052764 1102.638052764 223.106266346 1102.667299532 1126.876579052 1160.486695886 1225.547116066 1103.584718894 1165.228468072 1226.299552163 1161.688361943 1103.558580201 1103.558580201 1103.558580201 1114.796017100 1114.796017100 1133.432186442  
2570462000 1325.744319110 1102.638052764 1102.638052764 223.106266346 1102.667299532 1126.876579052 1160.486695886 1225.547116066 1103.584718894 1165.228468072 1226.299552163 1161.688361943 1103.558580201 1103.558580201 1103.558580201 1102.748194421 1102.748194421 1129.023239459  
2754066428 1325.744319110 1102.638052764 1102.638052764 223.106266346 1102.667299532 1103.202846554 1107.581404050 1149.202413296 1103.584718894 1138.615736096 1173.394260327 1138.687055634 1108.431362433 1103.558580201 1103.558580201 1102.667299532 1102.667299532 1105.349506961  
2937670856 1325.744319110 1102.638052764 1102.638052764 223.106266346 1102.667299532 1103.202846554 1107.581404050 1149.202413296 1103.584718894 1138.615736096 1173.394260327 1138.687055634 1108.431362433 1103.558580201 1103.558580201 1102.667299532 1102.667299532 1102.796402252  
3121275284 1325.744319110 1102.638052764 1102.638052764 223.106266346 1102.667299532 1103.202846554 1102.734760511 1149.202413296 1103.584718894 1138.615736096 1173.394260327 1138.687055634 1103.584718894 1103.558580201 1103.558580201 1102.667299532 1102.667299532 1102.796402252  
3304879712 1325.744319110 1102.638052764 1102.638052764 223.106266346 1102.667299532 1103.202846554 1102.734760511 1136.856654658 1103.584718894 1138.615736096 1173.394260327 1138.687055634 1103.584718894 1103.558580201 1103.558580201 1102.667299532 1102.667299532 1102.753114971  
3488484140 1325.744319110 1102.638052764 1102.638052764 223.106266346 1102.667299532 1103.202846554 1102.734760511 1102.667299532 1103.584718894 1103.633063508 1173.394260327 1103.704383046 1103.584718894 1103.558580201 1103.558580201 1102.667299532 1102.667299532 1102.667299532  
1836044288 1456.649505004 1111.701608572 1111.701608572 344.947896432 1111.701621143 1383.662774420 1386.786014688 1389.154350795 1357.211992847 1355.414478805 1359.699291509 1366.488434611 1356.303406171 1356.303406171 1356.303406171 1356.303406171 1356.303406171 1371.633053605  
2019648716 1456.649505004 1111.701608572 1111.701608572 344.947896432 1111.701621143 1380.972220979 1386.786014688 1380.448480680 1357.211992847 1355.414478805 1356.303406171 1355.556780117 1356.303406171 1356.303406171 1356.303406171 1314.076154386 1314.076154386 1355.597996069  
2203253144 1456.649505004 1111.701608572 1111.701608572 344.947896432 1111.701621143 1380.972220979 1386.786014688 1380.448480680 1357.211992847 1355.414478805 1356.303406171 1355.556780117 1356.303406171 1356.303406171 1356.303406171 1314.076154386 1314.076154386 1348.253924845  
2386857572 1456.649505004 1111.701608572 1111.701608572 344.947896432 1111.701621143 1311.714704549 1265.708294356 1328.008616951 1295.482479746 1355.414478805 1355.414466234 1294.514728904 1234.440428533 1234.440428533 1234.440428533 1153.457325117 1153.457325117 1248.099083107  
2570462000 1456.649505004 1111.701608572 1111.701608572 344.947896432 1111.701621143 1311.714704549 1265.708294356 1328.008616951 1295.482479746 1355.414478805 1355.414466234 1294.514728904 1234.440428533 1234.440428533 1234.440428533 1153.457325117 1153.457325117 1248.099083107  
2754066428 1456.649505004 1111.701608572 1111.701608572 344.947896432 1111.701621143 1265.062443383 1234.336758473 1297.664630299 1295.482479746 1336.002146647 1355.414466234 1294.514728904 1234.440428533 1234.440428533 1234.440428533 1111.716098904 1111.716098904 1171.574366312  
2937670856 1456.649505004 1111.701608572 1111.701608572 344.947896432 1111.701621143 1265.062443383 1234.336758473 1297.664630299 1295.482479746 1336.002146647 1355.414466234 1294.514728904 1234.440428533 1234.440428533 1234.440428533 1111.716098904 1111.716098904 1171.574366312  
3121275284 1456.649505004 1111.701608572 1111.701608572 344.947896432 1111.701621143 1234.231250172 1234.336758473 1297.664630299 1295.482479746 1336.002146647 1355.414466234 1294.514728904 1234.440428533 1234.440428533 1234.440428533 1111.716098904 1111.716098904 1178.596528507  
3304879712 1456.649505004 1111.701608572 1111.701608572 344.947896432 1111.701621143 1230.113629788 1234.336758473 1297.664630299 1295.482479746 1336.002146647 1355.414466234 1294.514728904 1234.440428533 1234.440428533 1234.440428533 1111.701621143 1111.701621143 1148.452734430  
3488484140 1456.649505004 1111.701608572 1111.701608572 344.947896432 1111.701621143 1195.981080355 1234.336758473 1294.268744961 1295.482479746 1308.026496102 1355.414466234 1294.514728904 1234.440428533 1234.440428533 1234.440428533 1111.716098904 1111.716098904 1145.056249342  
