capacity sum_comm_cmp max(sum_comm,sum_comp) sum_comm sum_comp	optimal_time_infinite_case order_of_submission order_of_optimal_strategy_infinite_memory increasing_order_of_communication_strategy decreasing_order_of_computation_strategy increasing_order_of_communication_plus_computation_strategy decreasing_order_of_communication_plus_computation_strategy largest_communication_task_respects_memory_restriction smallest_communication_task_respects_memory_restriction maximum_accelerated_task_respects_memory_restriction optimal_order_infinite_memory_largest_communication_task_respects_memory_restriction optimal_order_infinite_memory_smallest_communication_task_respects_memory_restriction optimal_order_infinite_memory_maximum_accelerated_task_respects_memory_restriction
2019648716 1708.762028771 1187.221471980 1187.221471980 521.540556791	1187.234785926 1331.564082022 1331.562224933 1350.528672006 1305.724772053 1350.395389957 1305.854507133 1283.148469887 1333.398484686 1333.398484686 1193.090954746 1193.090954746 1282.879919791
2203253144 1708.762028771 1187.221471980 1187.221471980 521.540556791	1187.234785926 1308.841673344 1312.413849717 1347.714843876 1305.724772053 1347.581561827 1305.854507133 1278.611780269 1331.097102572 1331.097102572 1187.234785926 1187.234785926 1238.279811034
2386857572 1708.762028771 1187.221471980 1187.221471980 521.540556791	1187.234785926 1297.689337084 1305.724772053 1326.720741088 1305.724772053 1342.504279059 1305.854507133 1218.929077146 1267.123144266 1267.123144266 1209.624434015 1209.624434015 1272.016897497
2570462000 1708.762028771 1187.221471980 1187.221471980 521.540556791	1187.234785926 1290.641922120 1305.724772053 1323.244251903 1305.724772053 1339.027789874 1305.854507133 1218.421006240 1244.811054942 1244.811054942 1187.234785926 1187.234785926 1249.165192267
2754066428 1708.762028771 1187.221471980 1187.221471980 521.540556791	1187.234785926 1281.241376500 1247.723151124 1235.476877658 1247.723151124 1309.262036558 1246.417238445 1190.090900683 1188.873521578 1188.873521578 1187.234785926 1187.234785926 1197.178388322
2937670856 1708.762028771 1187.221471980 1187.221471980 521.540556791	1187.234785926 1240.469869623 1247.723151124 1230.694753605 1247.723151124 1304.479912505 1246.417238445 1190.090900683 1211.698825332 1211.698825332 1187.234785926 1187.234785926 1213.053958291
3121275284 1708.762028771 1187.221471980 1187.221471980 521.540556791	1187.234785926 1227.499380647 1247.723151124 1229.259105846 1247.723151124 1304.479912505 1246.417238445 1188.655252924 1187.437873819 1187.437873819 1187.234785926 1187.234785926 1201.383509584
3304879712 1708.762028771 1187.221471980 1187.221471980 521.540556791	1187.234785926 1227.499380647 1247.723151124 1222.721500870 1247.723151124 1297.942307529 1246.417238445 1188.655252924 1222.721500870 1222.721500870 1187.234785926 1187.234785926 1206.990121551
3488484140 1708.762028771 1187.221471980 1187.221471980 521.540556791	1187.234785926 1212.980777289 1246.672054614 1222.721500870 1246.672054614 1286.921447899 1246.417238445 1188.655252924 1192.704712967 1192.704712967 1187.234785926 1187.234785926 1195.138921242
1836044288 1601.006686458 999.973875001 999.973875001 601.032811457	999.981979849 1130.095248125 1044.533996350 1068.551680394 1053.291248074 1079.423693576 1034.768659955 1038.309979757 1065.852199315 1065.852199315 999.986916351 999.986916351 1029.606446533
2019648716 1601.006686458 999.973875001 999.973875001 601.032811457	999.981979849 1100.500864551 1044.528727953 1068.551680394 1049.560724141 1079.423693576 1034.768659955 1038.309979757 1065.852199315 1065.852199315 999.981979849 999.981979849 1035.620260583
2203253144 1601.006686458 999.973875001 999.973875001 601.032811457	999.981979849 1056.275670058 1044.528727953 1030.133183494 1049.560724141 1076.724212497 1031.783988102 1029.674148736 1030.133183494 1030.133183494 999.981979849 999.981979849 1023.414997806
2386857572 1601.006686458 999.973875001 999.973875001 601.032811457	999.981979849 1056.275670058 1004.910982932 1030.133183494 1014.657653670 1076.724212497 1000.731141858 1029.674148736 1030.133183494 1030.133183494 1003.541723895 1003.541723895 1004.630057548
2570462000 1601.006686458 999.973875001 999.973875001 601.032811457	999.981979849 1030.130140058 1004.910982932 1030.133183494 1014.657653670 1076.724212497 1000.731141858 1029.674148736 1030.133183494 1030.133183494 999.981979849 999.981979849 1002.365281771
2754066428 1601.006686458 999.973875001 999.973875001 601.032811457	999.981979849 1030.130140058 1004.910982932 1030.133183494 1014.657653670 1076.724212497 1000.731141858 1029.674148736 1030.133183494 1030.133183494 999.981979849 999.981979849 1001.286404644
2937670856 1601.006686458 999.973875001 999.973875001 601.032811457	999.981979849 1030.130140058 1004.910982932 1030.133183494 1014.657653670 1076.724212497 1000.731141858 1029.674148736 1030.133183494 1030.133183494 999.981979849 999.981979849 999.986572128
3121275284 1601.006686458 999.973875001 999.973875001 601.032811457	999.981979849 1030.130140058 999.981979849 1030.133183494 999.981979849 1076.724212497 1000.731141858 1029.674148736 1030.133183494 1030.133183494 999.981979849 999.981979849 999.981979849
3304879712 1601.006686458 999.973875001 999.973875001 601.032811457	999.981979849 1030.130140058 999.981979849 1030.133183494 999.981979849 1076.724212497 1000.731141858 1029.674148736 1030.133183494 1030.133183494 999.981979849 999.981979849 999.981979849
3488484140 1601.006686458 999.973875001 999.973875001 601.032811457	999.981979849 1030.130140058 999.981979849 1030.133183494 999.981979849 1076.724212497 1000.731141858 1029.674148736 1030.133183494 1030.133183494 999.981979849 999.981979849 999.981979849
1836044288 1261.478607988 760.700296483 760.700296483 500.778311505	760.727806821 803.873413829 850.785841048 853.788569304 860.127280004 908.921190981 862.815221812 780.938269220 834.102579820 834.102579820 794.553620452 794.553620452 814.708203042
2019648716 1261.478607988 760.700296483 760.700296483 500.778311505	760.727806821 803.234306794 850.785841048 853.788569304 860.127280004 908.921190981 862.815221812 776.815321517 780.125447300 780.125447300 760.727806821 760.727806821 818.646370282
2203253144 1261.478607988 760.700296483 760.700296483 500.778311505	760.727806821 760.835592145 850.785841048 805.754917216 860.127280004 897.129472681 829.927565407 777.256768328 805.754917216 805.754917216 791.358708604 791.358708604 807.746404029
2386857572 1261.478607988 760.700296483 760.700296483 500.778311505	760.727806821 760.835592145 828.696788478 793.085961119 838.038227434 897.129472681 829.927565407 776.421025816 776.418963417 776.418963417 790.547006166 790.547006166 802.778801776
2570462000 1261.478607988 760.700296483 760.700296483 500.778311505	760.727806821 760.835592145 828.696788478 793.085961119 838.038227434 897.129472681 821.348059797 776.421025816 776.418963417 776.418963417 779.227851279 779.227851279 799.010899090
2754066428 1261.478607988 760.700296483 760.700296483 500.778311505	760.727806821 760.835592145 795.809132073 793.085961119 808.377331586 897.129472681 804.542343123 776.421025816 776.418963417 776.418963417 760.727806821 760.727806821 782.278485321
2937670856 1261.478607988 760.700296483 760.700296483 500.778311505	760.727806821 760.835592145 795.809132073 793.085961119 808.377331586 897.129472681 799.259007227 776.421025816 776.418963417 776.418963417 763.237230162 763.237230162 765.060734486
3121275284 1261.478607988 760.700296483 760.700296483 500.778311505	760.727806821 760.835592145 795.809132073 780.238220943 805.150571029 871.612776408 799.259007227 776.421025816 780.238220943 780.238220943 760.727806821 760.727806821 767.804104073
3304879712 1261.478607988 760.700296483 760.700296483 500.778311505	760.727806821 760.835592145 777.616883018 780.238220943 792.646792684 846.860544289 778.556132285 776.421025816 776.418963417 776.418963417 767.819224541 767.819224541 767.819224541
3488484140 1261.478607988 760.700296483 760.700296483 500.778311505	760.727806821 760.835592145 777.616883018 780.238220943 792.646792684 846.860544289 778.556132285 776.421025816 776.418963417 776.418963417 760.727806821 760.727806821 766.237683798
1836044288 1587.897398576 1055.945429242 1055.945429242 531.951969334	1055.945441115 1238.444459560 1251.206361039 1208.806533649 1213.019365909 1223.168779900 1208.336148389 1206.698330747 1206.698330747 1206.698330747 1206.738526971 1206.738526971 1233.396527941
2019648716 1587.897398576 1055.945429242 1055.945429242 531.951969334	1055.945441115 1215.324768736 1248.313372208 1208.806533649 1210.126364706 1223.168779900 1208.336115748 1206.698330747 1206.698330747 1206.698330747 1100.357567544 1100.357567544 1146.701152824
2203253144 1587.897398576 1055.945429242 1055.945429242 531.951969334	1055.945441115 1212.780662255 1248.313372208 1208.806533649 1210.126364706 1223.168779900 1187.985265569 1206.698330747 1206.698330747 1206.698330747 1055.959869535 1055.959869535 1107.154828235
2386857572 1587.897398576 1055.945429242 1055.945429242 531.951969334	1055.945441115 1206.233714987 1248.313372208 1159.223167716 1179.847272777 1206.698330747 1176.955695840 1206.698330747 1159.223167716 1159.223167716 1058.493990803 1058.493990803 1116.771061835
2570462000 1587.897398576 1055.945429242 1055.945429242 531.951969334	1055.945441115 1206.233714987 1248.313372208 1159.223167716 1179.847272777 1206.698330747 1176.955695840 1206.698330747 1159.223167716 1159.223167716 1055.945441115 1055.945441115 1085.971977462
2754066428 1587.897398576 1055.945429242 1055.945429242 531.951969334	1055.945441115 1131.202758071 1164.158803187 1106.132183355 1160.696026676 1176.557711141 1119.554988607 1096.246835377 1106.132183355 1106.132183355 1067.401071228 1067.401071228 1084.820266752
2937670856 1587.897398576 1055.945429242 1055.945429242 531.951969334	1055.945441115 1116.019028623 1164.158803187 1106.132183355 1160.696026676 1176.557711141 1119.554988607 1096.246835377 1106.132183355 1106.132183355 1057.415511538 1057.415511538 1088.897500080
3121275284 1587.897398576 1055.945429242 1055.945429242 531.951969334	1055.945441115 1115.449514482 1164.158803187 1106.132183355 1157.406476913 1176.557711141 1119.554988607 1093.049786014 1088.699866918 1088.699866918 1055.958185012 1055.958185012 1066.912310761
3304879712 1587.897398576 1055.945429242 1055.945429242 531.951969334	1055.945441115 1115.449514482 1164.158803187 1106.132183355 1157.406476913 1176.557711141 1119.554988607 1093.049786014 1088.699866918 1088.699866918 1055.958185012 1055.958185012 1062.093929995
3488484140 1587.897398576 1055.945429242 1055.945429242 531.951969334	1055.945441115 1108.991580799 1142.227015391 1099.208642413 1119.323739406 1176.557711141 1116.357939244 1093.049786014 1088.699866918 1088.699866918 1055.945441115 1055.945441115 1098.607369207
1836044288 1808.777923509 1121.506722938 1121.506722938 687.271200571	1121.543908022 1259.493733441 1295.114150098 1299.080125134 1251.485378616 1241.578065037 1227.124182494 1226.813982752 1230.128602616 1230.128602616 1221.359559161 1221.359559161 1237.339842371
2019648716 1808.777923509 1121.506722938 1121.506722938 687.271200571	1121.543908022 1259.493733441 1295.114150098 1299.080125134 1251.485367399 1241.578065037 1227.124161609 1226.813982752 1230.128602616 1230.128602616 1121.556925247 1121.556925247 1140.218136935
2203253144 1808.777923509 1121.506722938 1121.506722938 687.271200571	1121.543908022 1201.486029812 1295.114150098 1299.080125134 1251.485367399 1241.578065037 1227.124161609 1226.813982752 1230.128602616 1230.128602616 1133.615764920 1133.615764920 1154.007391212
2386857572 1808.777923509 1121.506722938 1121.506722938 687.271200571	1121.543908022 1159.497392349 1295.114150098 1271.156655122 1193.210302176 1212.238965464 1190.705279136 1212.238965464 1212.238965464 1212.238965464 1161.019269331 1161.019269331 1175.616609720
2570462000 1808.777923509 1121.506722938 1121.506722938 687.271200571	1121.543908022 1159.497392349 1295.114150098 1271.156655122 1193.210302176 1212.238965464 1190.705279136 1212.238965464 1212.238965464 1212.238965464 1128.915602788 1128.915602788 1150.371956418
2754066428 1808.777923509 1121.506722938 1121.506722938 687.271200571	1121.543908022 1159.497392349 1201.392014034 1167.128361867 1173.706467446 1181.727055802 1130.484946272 1152.018632600 1152.018632600 1152.018632600 1121.556925247 1121.556925247 1130.108030186
2937670856 1808.777923509 1121.506722938 1121.506722938 687.271200571	1121.543908022 1152.361563174 1201.392014034 1167.128361867 1173.706467446 1181.727055802 1130.484946272 1152.018632600 1152.018632600 1152.018632600 1121.556925247 1121.556925247 1121.590226764
3121275284 1808.777923509 1121.506722938 1121.506722938 687.271200571	1121.543908022 1152.361563174 1201.392014034 1167.128361867 1162.331671392 1181.727055802 1121.762576444 1152.018632600 1152.018632600 1152.018632600 1121.556925247 1121.556925247 1121.576520075
3304879712 1808.777923509 1121.506722938 1121.506722938 687.271200571	1121.543908022 1152.361563174 1201.392014034 1167.128361867 1162.331671392 1181.727055802 1121.762576444 1152.018632600 1152.018632600 1152.018632600 1121.556925247 1121.556925247 1121.556925247
3488484140 1808.777923509 1121.506722938 1121.506722938 687.271200571	1121.543908022 1152.361563174 1141.171681170 1152.018632600 1121.615173258 1181.727055802 1121.762576444 1152.018632600 1152.018632600 1152.018632600 1136.208307082 1136.208307082 1136.208307082
1836044288 2157.493241229 1275.740506129 1275.740506129 881.752735100	1275.740517829 1718.020400969 1728.677311450 1661.968547130 1690.036788392 1715.464022764 1686.961083718 1656.725528862 1658.747813765 1658.747813765 1621.313031202 1621.313031202 1687.740315963
2019648716 2157.493241229 1275.740506129 1275.740506129 881.752735100	1275.740517829 1678.618047672 1728.677311450 1661.968547130 1690.036776465 1715.464022764 1686.960966985 1656.725528862 1658.747813765 1658.747813765 1455.333804427 1455.333804427 1451.079948274
2203253144 2157.493241229 1275.740506129 1275.740506129 881.752735100	1275.740517829 1639.453277932 1728.677311450 1638.433101917 1684.821022297 1715.464022764 1681.705734538 1637.878853938 1621.901888189 1621.901888189 1429.613809320 1429.613809320 1450.859591551
2386857572 2157.493241229 1275.740506129 1275.740506129 881.752735100	1275.740517829 1562.031406053 1727.078895550 1621.901888189 1649.043332905 1695.047932899 1638.478539849 1637.878853938 1621.901888189 1621.901888189 1376.161839137 1376.161839137 1510.500341722
2570462000 2157.493241229 1275.740506129 1275.740506129 881.752735100	1275.740517829 1523.662646972 1727.078895550 1621.901888189 1649.043332905 1695.047932899 1638.478539849 1637.878853938 1621.901888189 1621.901888189 1311.613063547 1311.613063547 1343.697353792
2754066428 2157.493241229 1275.740506129 1275.740506129 881.752735100	1275.740517829 1495.960887289 1619.322812088 1591.298354301 1616.898849947 1635.734798294 1603.694377455 1607.235841771 1591.298354301 1591.298354301 1303.126212545 1303.126212545 1348.005992328
2937670856 2157.493241229 1275.740506129 1275.740506129 881.752735100	1275.740517829 1450.290097965 1619.322812088 1580.266478586 1616.898849947 1635.734798294 1575.045995637 1607.235841771 1580.266478586 1580.266478586 1286.101661640 1286.101661640 1291.266297987
3121275284 2157.493241229 1275.740506129 1275.740506129 881.752735100	1275.740517829 1450.290097965 1619.322812088 1580.266478586 1575.784665342 1635.734798294 1566.848451879 1607.235841771 1580.266478586 1580.266478586 1276.849449059 1276.849449059 1310.712950153
3304879712 2157.493241229 1275.740506129 1275.740506129 881.752735100	1275.740517829 1405.646800103 1619.322812088 1580.266478586 1575.784665342 1635.734798294 1566.848451879 1607.235841771 1580.266478586 1580.266478586 1275.892391874 1275.892391874 1283.910626204
3488484140 2157.493241229 1275.740506129 1275.740506129 881.752735100	1275.740517829 1404.987281392 1595.158134946 1580.266478586 1572.635929432 1633.351103034 1544.532605909 1580.266478586 1580.266478586 1580.266478586 1288.168227902 1288.168227902 1275.935784318
1836044288 2600.753432580 1664.152132693 1664.152132693 936.601299887	1664.165748756 1987.105526415 1971.118019132 1942.286314429 1952.582160608 1952.870709183 1897.961518810 1871.413237188 1886.112413716 1886.112413716 1848.976517320 1848.976517320 1916.631119229
2019648716 2600.753432580 1664.152132693 1664.152132693 936.601299887	1664.165748756 1952.334043110 1971.118019132 1942.286314429 1952.582147466 1952.870709183 1871.136467907 1846.665224095 1844.419278448 1844.419278448 1711.494417504 1711.494417504 1742.447651626
2203253144 2600.753432580 1664.152132693 1664.152132693 936.601299887	1664.165748756 1904.904005192 1971.118019132 1929.265519799 1941.009540999 1952.870709183 1871.136467907 1844.419278448 1849.425552477 1849.425552477 1664.201309948 1664.201309948 1720.163591174
2386857572 2600.753432580 1664.152132693 1664.152132693 936.601299887	1664.165748756 1840.214278340 1969.881331855 1857.838463836 1874.935183357 1901.724474833 1845.219298474 1813.159811092 1816.724106404 1816.724106404 1722.845014067 1722.845014067 1815.530243673
2570462000 2600.753432580 1664.152132693 1664.152132693 936.601299887	1664.165748756 1812.334651836 1969.881331855 1844.351917693 1874.935183357 1901.724474833 1845.219298474 1783.010203393 1813.159811092 1813.159811092 1666.925715402 1666.925715402 1694.225980367
2754066428 2600.753432580 1664.152132693 1664.152132693 936.601299887	1664.165748756 1792.754874495 1852.224140120 1783.010203393 1843.463757151 1843.316666507 1796.058928865 1783.010203393 1783.010203393 1783.010203393 1664.172764441 1664.172764441 1682.712957748
2937670856 2600.753432580 1664.152132693 1664.152132693 936.601299887	1664.165748756 1766.833248518 1852.224140120 1783.010203393 1843.463757151 1843.316666507 1796.058928865 1783.010203393 1783.010203393 1783.010203393 1664.172764441 1664.172764441 1687.441171729
3121275284 2600.753432580 1664.152132693 1664.152132693 936.601299887	1664.165748756 1733.244614497 1852.224140120 1783.010203393 1811.858856814 1843.316666507 1796.058928865 1783.010203393 1783.010203393 1783.010203393 1664.172764441 1664.172764441 1674.346995804
3304879712 2600.753432580 1664.152132693 1664.152132693 936.601299887	1664.165748756 1721.607392011 1852.224140120 1783.010203393 1811.858856814 1843.316666507 1796.058928865 1783.010203393 1783.010203393 1783.010203393 1664.165748756 1664.165748756 1701.945534427
3488484140 2600.753432580 1664.152132693 1664.152132693 936.601299887	1664.165748756 1701.035741889 1849.402978409 1783.010203393 1796.408569442 1843.316666507 1784.912835360 1783.010203393 1783.010203393 1783.010203393 1664.165748756 1664.165748756 1691.725914687
1836044288 2343.759971174 1500.338082656 1500.338082656 843.421888518	1500.338094497 1708.051170754 1686.355002203 1607.484324748 1645.352224204 1614.775831219 1593.892511123 1615.413804524 1603.450931116 1603.450931116 1590.102787325 1590.102787325 1638.619242009
2019648716 2343.759971174 1500.338082656 1500.338082656 843.421888518	1500.338094497 1652.228875585 1684.744336817 1607.484324748 1637.783629431 1614.775831219 1593.892438634 1615.413804524 1603.450931116 1603.450931116 1510.063589609 1510.063589609 1627.174622777
2203253144 2343.759971174 1500.338082656 1500.338082656 843.421888518	1500.338094497 1614.867497995 1684.744336817 1603.450931116 1637.783629431 1612.417623330 1576.521860097 1603.450931116 1603.450931116 1603.450931116 1501.814176074 1501.814176074 1554.967866153
2386857572 2343.759971174 1500.338082656 1500.338082656 843.421888518	1500.338094497 1586.667000536 1681.515698076 1590.102787325 1571.194107607 1590.102787325 1560.691141279 1590.102787325 1590.102787325 1590.102787325 1536.193820878 1536.193820878 1583.272658971
2570462000 2343.759971174 1500.338082656 1500.338082656 843.421888518	1500.338094497 1536.123967364 1681.515698076 1590.102787325 1571.194107607 1590.102787325 1560.691141279 1590.102787325 1590.102787325 1590.102787325 1500.352008204 1500.352008204 1566.083359913
2754066428 2343.759971174 1500.338082656 1500.338082656 843.421888518	1500.338094497 1528.310985636 1563.688372761 1559.947223752 1527.545061433 1559.947223752 1501.082000183 1559.947223752 1559.947223752 1559.947223752 1500.352008204 1500.352008204 1521.562929536
2937670856 2343.759971174 1500.338082656 1500.338082656 843.421888518	1500.338094497 1504.715323727 1563.688372761 1559.947223752 1527.545061433 1559.947223752 1501.082000183 1559.947223752 1559.947223752 1559.947223752 1500.352008204 1500.352008204 1541.529070662
3121275284 2343.759971174 1500.338082656 1500.338082656 843.421888518	1500.338094497 1504.715323727 1563.688372761 1559.947223752 1516.298189419 1559.947223752 1501.082000183 1559.947223752 1559.947223752 1559.947223752 1500.352008204 1500.352008204 1542.657937210
3304879712 2343.759971174 1500.338082656 1500.338082656 843.421888518	1500.338094497 1504.715323727 1563.688372761 1559.947223752 1516.298189419 1559.947223752 1501.082000183 1559.947223752 1559.947223752 1559.947223752 1500.352008204 1500.352008204 1519.051814714
3488484140 2343.759971174 1500.338082656 1500.338082656 843.421888518	1500.338094497 1504.715323727 1505.553566755 1559.947223752 1500.338094497 1559.947223752 1501.082000183 1559.947223752 1559.947223752 1559.947223752 1500.352008204 1500.352008204 1532.417443578
1836044288 1552.674955052 991.453486146 991.453486146 561.221468906	991.453497860 1125.969484237 1156.863460637 1055.744330458 1127.195492381 1153.132951304 1125.182683982 1083.681037982 1051.802028067 1051.802028067 1080.825906782 1080.825906782 1096.485547877
2019648716 1552.674955052 991.453486146 991.453486146 561.221468906	991.453497860 1125.969484237 1156.863460637 1055.744330458 1127.195479411 1153.132951304 1125.182587515 1083.681037982 1051.802028067 1051.802028067 992.829810624 992.829810624 1026.648096421
2203253144 1552.674955052 991.453486146 991.453486146 561.221468906	991.453497860 1109.053278133 1156.863460637 1055.744330458 1123.253177020 1153.132951304 1121.183632336 1066.764831878 1051.802028067 1051.802028067 991.453497860 991.453497860 1016.611803482
2386857572 1552.674955052 991.453486146 991.453486146 561.221468906	991.453497860 1073.794355118 1156.863460637 1050.890023349 1097.316248766 1153.132951304 1095.246704082 1050.890023349 1050.890023349 1050.890023349 1018.949326561 1018.949326561 1045.926934765
2570462000 1552.674955052 991.453486146 991.453486146 561.221468906	991.453497860 1073.794355118 1156.863460637 1050.890023349 1097.316248766 1153.132951304 1095.246704082 1050.890023349 1050.890023349 1050.890023349 992.449970088 992.449970088 1018.263174385
2754066428 1552.674955052 991.453486146 991.453486146 561.221468906	991.453497860 1045.457644702 1071.569825440 1050.890023349 1062.058830124 1108.594384910 1056.999797197 992.365490864 1050.890023349 1050.890023349 991.481586510 991.481586510 1007.900347497
2937670856 1552.674955052 991.453486146 991.453486146 561.221468906	991.453497860 1043.156160393 1071.569825440 1050.890023349 1058.059874945 1108.594384910 1025.229941153 992.365490864 1050.890023349 1050.890023349 991.453497860 991.453497860 993.565311145
3121275284 1552.674955052 991.453486146 991.453486146 561.221468906	991.453497860 1035.992004791 1052.888357040 1050.890023349 1032.122946691 1108.594384910 1017.857760414 992.365490864 1050.890023349 1050.890023349 991.453497860 991.453497860 991.646693595
3304879712 1552.674955052 991.453486146 991.453486146 561.221468906	991.453497860 1035.992004791 1052.888357040 1050.890023349 1032.122946691 1108.594384910 1017.857760414 992.365490864 1050.890023349 1050.890023349 1003.054588226 1003.054588226 991.646693595
3488484140 1552.674955052 991.453486146 991.453486146 561.221468906	991.453497860 1007.193662313 1040.051024999 1050.890023349 1032.122946691 1108.594384910 999.293012899 992.365490864 1050.890023349 1050.890023349 1008.746263833 1008.746263833 1015.532925915
1836044288 1367.036701697 870.910475641 870.910475641 496.126226056	870.948335141 959.398490536 943.767080833 948.668271212 961.866731262 976.695565127 954.069777485 930.421031962 948.668271212 948.668271212 871.336347186 871.336347186 876.367694699
2019648716 1367.036701697 870.910475641 870.910475641 496.126226056	870.948335141 945.400932644 943.767080833 948.668271212 961.866731262 976.695565127 954.069777485 930.421031962 948.668271212 948.668271212 870.970189877 870.970189877 871.005608740
2203253144 1367.036701697 870.910475641 870.910475641 496.126226056	870.948335141 924.205685904 917.674500270 948.668271212 951.738892048 976.695565127 927.804544830 930.421031962 948.668271212 948.668271212 870.958404943 870.958404943 873.224625319
2386857572 1367.036701697 870.910475641 870.910475641 496.126226056	870.948335141 909.925444554 905.687952408 948.668271212 931.355692020 976.695565127 915.990649060 930.421031962 948.668271212 948.668271212 884.717696152 884.717696152 884.717696152
2570462000 1367.036701697 870.910475641 870.910475641 496.126226056	870.948335141 908.929070853 884.718326007 948.668271212 931.355692020 976.695565127 894.848370567 930.421031962 948.668271212 948.668271212 873.595194395 873.595194395 875.547256500
2754066428 1367.036701697 870.910475641 870.910475641 496.126226056	870.948335141 908.929070853 884.718326007 948.668271212 931.355692020 976.695565127 894.848370567 930.421031962 948.668271212 948.668271212 871.672679255 871.672679255 881.450690711
2937670856 1367.036701697 870.910475641 870.910475641 496.126226056	870.948335141 908.929070853 870.948335141 948.668271212 893.276563595 976.695565127 878.859457956 930.421031962 948.668271212 948.668271212 870.948335141 870.948335141 870.948335141
3121275284 1367.036701697 870.910475641 870.910475641 496.126226056	870.948335141 908.929070853 870.948335141 948.668271212 893.276563595 976.695565127 870.950385928 930.421031962 948.668271212 948.668271212 870.948335141 870.948335141 870.948335141
3304879712 1367.036701697 870.910475641 870.910475641 496.126226056	870.948335141 908.929070853 870.948335141 948.668271212 893.276563595 976.695565127 870.950385928 930.421031962 948.668271212 948.668271212 870.948335141 870.948335141 870.948335141
3488484140 1367.036701697 870.910475641 870.910475641 496.126226056	870.948335141 908.929070853 870.948335141 948.668271212 872.306937194 976.695565127 870.950385928 930.421031962 948.668271212 948.668271212 870.948335141 870.948335141 870.948335141
1836044288 2536.785830411 1640.190935451 1640.190935451 896.594894960	1640.208850264 2071.691696608 2001.644262495 1994.913648705 1980.363153133 1999.231745748 1940.929544832 1971.163820205 1971.163820205 1971.163820205 1971.920116379 1971.920116379 1987.237090110
2019648716 2536.785830411 1640.190935451 1640.190935451 896.594894960	1640.208850264 1983.970798305 2001.644262495 1994.913648705 1974.975039838 1999.231745748 1940.929489956 1971.163820205 1971.163820205 1971.163820205 1717.321144712 1717.321144712 1747.186652628
2203253144 2536.785830411 1640.190935451 1640.190935451 896.594894960	1640.208850264 1898.705931926 1999.249660561 1971.163820205 1974.975039838 1999.231745748 1940.929489956 1971.163820205 1971.163820205 1971.163820205 1662.751776236 1662.751776236 1665.267558754
2386857572 2536.785830411 1640.190935451 1640.190935451 896.594894960	1640.208850264 1858.953412948 1999.249660561 1971.163820205 1940.784908342 1999.231745748 1940.929489956 1971.163820205 1971.163820205 1971.163820205 1711.168375120 1711.168375120 1814.676841686
2570462000 2536.785830411 1640.190935451 1640.190935451 896.594894960	1640.208850264 1820.078145686 1999.249660561 1971.163820205 1940.784908342 1999.231745748 1940.929489956 1971.163820205 1971.163820205 1971.163820205 1640.208850264 1640.208850264 1677.166318820
2754066428 2536.785830411 1640.190935451 1640.190935451 896.594894960	1640.208850264 1783.414661450 1907.546748118 1940.766993529 1907.264722027 1940.766993529 1907.409303641 1940.766993529 1940.766993529 1940.766993529 1643.467912543 1643.467912543 1677.248694517
2937670856 2536.785830411 1640.190935451 1640.190935451 896.594894960	1640.208850264 1762.962904128 1907.546748118 1940.766993529 1907.264722027 1940.766993529 1907.409303641 1940.766993529 1940.766993529 1940.766993529 1640.208850264 1640.208850264 1675.519713611
3121275284 2536.785830411 1640.190935451 1640.190935451 896.594894960	1640.208850264 1762.962904128 1907.546748118 1940.766993529 1907.264722027 1940.766993529 1907.409303641 1940.766993529 1940.766993529 1940.766993529 1640.307729362 1640.307729362 1657.181313282
3304879712 2536.785830411 1640.190935451 1640.190935451 896.594894960	1640.208850264 1757.600413498 1907.546748118 1940.766993529 1907.264722027 1940.766993529 1907.409303641 1940.766993529 1940.766993529 1940.766993529 1640.208850264 1640.208850264 1651.112978113
3488484140 2536.785830411 1640.190935451 1640.190935451 896.594894960	1640.208850264 1752.490470686 1880.791185533 1940.766993529 1880.791185533 1940.766993529 1880.652866103 1940.766993529 1940.766993529 1940.766993529 1640.208850264 1640.208850264 1648.131630174
1836044288 2300.283502382 1323.896482916 1323.896482916 976.387019466	1323.916147639 1611.811804216 1662.831373489 1613.975375782 1578.393987137 1627.257238472 1656.088364015 1496.418072440 1509.025797068 1509.025797068 1514.728828413 1514.728828413 1557.382817591
2019648716 2300.283502382 1323.896482916 1323.896482916 976.387019466	1323.916147639 1599.339839396 1662.831373489 1613.975375782 1578.393975672 1627.257238472 1656.088364015 1496.418072440 1509.025797068 1509.025797068 1423.563999410 1423.563999410 1449.485653532
2203253144 2300.283502382 1323.896482916 1323.896482916 976.387019466	1323.916147639 1521.256912095 1662.831373489 1568.152846004 1575.896750503 1627.257238472 1653.584397006 1475.844101150 1481.655538693 1481.655538693 1400.352756660 1400.352756660 1428.973386801
2386857572 2300.283502382 1323.896482916 1323.896482916 976.387019466	1323.916147639 1486.650722469 1660.496186059 1526.954993188 1518.155647988 1619.775654941 1624.959414480 1475.844101150 1475.844101150 1475.844101150 1407.639027037 1407.639027037 1484.688147359
2570462000 2300.283502382 1323.896482916 1323.896482916 976.387019466	1323.916147639 1476.718873075 1660.496186059 1526.954993188 1518.155647988 1619.775654941 1624.959414480 1475.844101150 1475.844101150 1475.844101150 1324.369447603 1324.369447603 1457.155084438
