capacity sum_comm_cmp max(sum_comm,sum_comp) sum_comm sum_comp	optimal_time_infinite_case order_of_submission order_of_optimal_strategy_infinite_memory increasing_order_of_communication_strategy decreasing_order_of_computation_strategy increasing_order_of_communication_plus_computation_strategy decreasing_order_of_communication_plus_computation_strategy largest_communication_task_respects_memory_restriction smallest_communication_task_respects_memory_restriction maximum_accelerated_task_respects_memory_restriction optimal_order_infinite_memory_largest_communication_task_respects_memory_restriction optimal_order_infinite_memory_smallest_communication_task_respects_memory_restriction optimal_order_infinite_memory_maximum_accelerated_task_respects_memory_restriction
82280 1.921671463 1.605686097 1.605686097 0.315985366	1.605705043 1.826084809 1.828432453 1.821211985 1.828528321 1.820515953 1.819982637 1.740762242 1.721321650 1.721321650 1.737203746 1.737203746 1.722520779
87120 1.921671463 1.605686097 1.605686097 0.315985366	1.605705043 1.686067953 1.684769408 1.677828402 1.684757594 1.675415354 1.675643318 1.629539397 1.615793487 1.615793487 1.614220983 1.614220983 1.620041248
91960 1.921671463 1.605686097 1.605686097 0.315985366	1.605705043 1.621704559 1.620970649 1.621315406 1.620780431 1.617428489 1.617396344 1.614815648 1.614489128 1.614489128 1.610895071 1.610895071 1.614925239
48400 1.940347387 1.650500080 1.650500080 0.289847307	1.650523661 1.939128322 1.937983266 1.939266793 1.937981410 1.938986068 1.939020573 1.926369111 1.926210449 1.926210449 1.926882178 1.926882178 1.926413160
53240 1.940347387 1.650500080 1.650500080 0.289847307	1.650523661 1.938308102 1.936024762 1.938201545 1.935628803 1.937996477 1.937866040 1.915956166 1.914501765 1.914501765 1.918283129 1.918283129 1.915989625
58080 1.940347387 1.650500080 1.650500080 0.289847307	1.650523661 1.937723277 1.934876089 1.937063964 1.934528905 1.936745353 1.936689232 1.914542739 1.912086633 1.912086633 1.918163234 1.918163234 1.914326424
62920 1.940347387 1.650500080 1.650500080 0.289847307	1.650523661 1.923579609 1.923754214 1.924175107 1.923653414 1.925089489 1.924314038 1.900294596 1.898547791 1.898547791 1.905628002 1.905628002 1.899345354
67760 1.940347387 1.650500080 1.650500080 0.289847307	1.650523661 1.907883610 1.915137379 1.911930966 1.915070084 1.912092716 1.910942062 1.895642445 1.894509909 1.894509909 1.901497279 1.901497279 1.896430965
72600 1.940347387 1.650500080 1.650500080 0.289847307	1.650523661 1.902071996 1.908016936 1.904703018 1.908298920 1.905027512 1.903992732 1.885841020 1.883306704 1.883306704 1.885401816 1.885401816 1.879450595
77440 1.940347387 1.650500080 1.650500080 0.289847307	1.650523661 1.891300624 1.896250932 1.888832874 1.896423220 1.889605700 1.888217724 1.881032781 1.877995338 1.877995338 1.872815775 1.872815775 1.871995836
82280 1.940347387 1.650500080 1.650500080 0.289847307	1.650523661 1.850100595 1.855489690 1.848490763 1.856930588 1.848144712 1.847045162 1.770859396 1.754709638 1.754709638 1.768945309 1.768945309 1.758065391
87120 1.940347387 1.650500080 1.650500080 0.289847307	1.650523661 1.721179932 1.721708743 1.717644148 1.721298903 1.715247475 1.715299580 1.671109834 1.657049565 1.657049565 1.657359598 1.657359598 1.658571266
91960 1.940347387 1.650500080 1.650500080 0.289847307	1.650523661 1.663898831 1.663845147 1.662111811 1.663866205 1.659253019 1.659281491 1.656333983 1.656444036 1.656444036 1.653987473 1.653987473 1.656038647
48400 1.946523835 1.631549795 1.631549795 0.314974040	1.631570965 1.944909156 1.944339777 1.945329750 1.944428073 1.945509424 1.945520976 1.931597905 1.931219157 1.931219157 1.931972933 1.931972933 1.931744140
53240 1.946523835 1.631549795 1.631549795 0.314974040	1.631570965 1.943998399 1.942604931 1.944058372 1.942791987 1.944127114 1.943820674 1.920671022 1.918836762 1.918836762 1.922124057 1.922124057 1.919955298
58080 1.946523835 1.631549795 1.631549795 0.314974040	1.631570965 1.943496647 1.941705208 1.943049273 1.941744986 1.943014507 1.942843647 1.919248502 1.916310118 1.916310118 1.922480358 1.922480358 1.917815261
62920 1.946523835 1.631549795 1.631549795 0.314974040	1.631570965 1.926763655 1.928815134 1.928560828 1.929282721 1.929268322 1.929119748 1.904454889 1.901031678 1.901031678 1.909945534 1.909945534 1.903771475
67760 1.946523835 1.631549795 1.631549795 0.314974040	1.631570965 1.911498079 1.918747890 1.916182302 1.918782976 1.916298444 1.916284800 1.898589949 1.897475815 1.897475815 1.905591321 1.905591321 1.899873897
72600 1.946523835 1.631549795 1.631549795 0.314974040	1.631570965 1.904731533 1.909847295 1.906159858 1.909661197 1.905590023 1.905914545 1.887313311 1.883956676 1.883956676 1.892898562 1.892898562 1.884692675
77440 1.946523835 1.631549795 1.631549795 0.314974040	1.631570965 1.893183323 1.895580072 1.890229571 1.895458383 1.889823096 1.889470139 1.881468280 1.878948026 1.878948026 1.877899019 1.877899019 1.875845672
82280 1.946523835 1.631549795 1.631549795 0.314974040	1.631570965 1.848706144 1.851822205 1.845100816 1.851972962 1.844548130 1.843732029 1.762487403 1.744161110 1.744161110 1.757158842 1.757158842 1.748336611
87120 1.946523835 1.631549795 1.631549795 0.314974040	1.631570965 1.709712148 1.710779530 1.705075638 1.711395781 1.703404119 1.702874090 1.655190485 1.641133163 1.641133163 1.638736786 1.638736786 1.645261704
91960 1.946523835 1.631549795 1.631549795 0.314974040	1.631570965 1.648577891 1.647100888 1.646429375 1.646972606 1.642544281 1.642421681 1.640677693 1.640627938 1.640627938 1.636052954 1.636052954 1.641491560
48400 1.983174308 1.689584926 1.689584926 0.293589382	1.689608290 1.982204192 1.981176310 1.981727297 1.981059819 1.981707754 1.981664126 1.967573806 1.967425817 1.967425817 1.967920569 1.967920569 1.967570509
53240 1.983174308 1.689584926 1.689584926 0.293589382	1.689608290 1.981279218 1.979105123 1.980311669 1.979005713 1.980057130 1.980063310 1.956302231 1.955377437 1.955377437 1.958716532 1.958716532 1.956224452
58080 1.983174308 1.689584926 1.689584926 0.293589382	1.689608290 1.980321079 1.977954908 1.978944766 1.977777510 1.978341487 1.978189835 1.954734351 1.953297442 1.953297442 1.958569029 1.958569029 1.954522107
62920 1.983174308 1.689584926 1.689584926 0.293589382	1.689608290 1.964255448 1.965300022 1.965884131 1.965249823 1.964262527 1.964401401 1.939800769 1.936720360 1.936720360 1.945805201 1.945805201 1.938838387
67760 1.983174308 1.689584926 1.689584926 0.293589382	1.689608290 1.946844707 1.954550426 1.952107270 1.954642904 1.951725906 1.951934370 1.934538435 1.933464394 1.933464394 1.942117194 1.942117194 1.935755118
72600 1.983174308 1.689584926 1.689584926 0.293589382	1.689608290 1.940652768 1.947641888 1.944394231 1.947825208 1.943639449 1.943457102 1.924723134 1.921722389 1.921722389 1.925428845 1.925428845 1.918330552
77440 1.983174308 1.689584926 1.689584926 0.293589382	1.689608290 1.930962673 1.934643682 1.927994333 1.934726041 1.928461330 1.928254098 1.919393179 1.916573681 1.916573681 1.913419340 1.913419340 1.911390249
82280 1.983174308 1.689584926 1.689584926 0.293589382	1.689608290 1.888664559 1.892727725 1.887562915 1.892398308 1.886755647 1.886931136 1.809652290 1.791091070 1.791091070 1.801369680 1.801369680 1.792301507
87120 1.983174308 1.689584926 1.689584926 0.293589382	1.689608290 1.758081469 1.759409166 1.752338998 1.759471448 1.752570144 1.752356178 1.708846260 1.696030589 1.696030589 1.696908198 1.696908198 1.699298549
91960 1.983174308 1.689584926 1.689584926 0.293589382	1.689608290 1.702147966 1.700862580 1.701331613 1.701604832 1.698506385 1.698647198 1.696021007 1.696024993 1.696024993 1.693768348 1.693768348 1.696327112
48400 1.941836827 1.632731978 1.632731978 0.309104849	1.632751634 1.940967900 1.939289852 1.940968850 1.939188607 1.940190419 1.940174545 1.926565897 1.926372370 1.926372370 1.926851413 1.926851413 1.926596602
53240 1.941836827 1.632731978 1.632731978 0.309104849	1.632751634 1.940041298 1.937507317 1.939817071 1.937583610 1.938933352 1.938916855 1.915286379 1.914640060 1.914640060 1.917227821 1.917227821 1.915704092
58080 1.941836827 1.632731978 1.632731978 0.309104849	1.632751634 1.938985323 1.936066640 1.938874197 1.936034237 1.937719162 1.937611741 1.913720760 1.911950856 1.911950856 1.916927956 1.916927956 1.913604759
62920 1.941836827 1.632731978 1.632731978 0.309104849	1.632751634 1.923305046 1.924000869 1.923785413 1.923883008 1.922767653 1.922802123 1.899279098 1.897035040 1.897035040 1.904753489 1.904753489 1.899128926
67760 1.941836827 1.632731978 1.632731978 0.309104849	1.632751634 1.905091300 1.913408715 1.910258302 1.913486978 1.910653800 1.911027126 1.893730608 1.892762342 1.892762342 1.895454715 1.895454715 1.897053613
72600 1.941836827 1.632731978 1.632731978 0.309104849	1.632751634 1.899422132 1.907139701 1.902849160 1.906803246 1.902826912 1.903025126 1.882842597 1.881051139 1.881051139 1.886783042 1.886783042 1.882323211
77440 1.941836827 1.632731978 1.632731978 0.309104849	1.632751634 1.889396045 1.894016307 1.885733522 1.893681422 1.887179310 1.887218030 1.877368153 1.875043809 1.875043809 1.872317063 1.872317063 1.871863499
82280 1.941836827 1.632731978 1.632731978 0.309104849	1.632751634 1.846783027 1.852184597 1.844961731 1.850748406 1.844794076 1.844775857 1.767551574 1.745914483 1.745914483 1.763782382 1.763782382 1.750593360
87120 1.941836827 1.632731978 1.632731978 0.309104849	1.632751634 1.713587486 1.713909363 1.708485074 1.713817045 1.707750504 1.706866174 1.657879725 1.645219887 1.645219887 1.642485297 1.642485297 1.646508213
91960 1.941836827 1.632731978 1.632731978 0.309104849	1.632751634 1.651237588 1.651632806 1.650769296 1.651742301 1.645759584 1.646758900 1.642950962 1.642743444 1.642743444 1.639090735 1.639090735 1.644088486
48400 1.904799374 1.581422098 1.581422098 0.323377276	1.581442808 1.903594343 1.902441635 1.903690650 1.902338907 1.903589810 1.903598967 1.889564182 1.889635504 1.889635504 1.889606932 1.889606932 1.889695406
53240 1.904799374 1.581422098 1.581422098 0.323377276	1.581442808 1.902367105 1.900716183 1.902128965 1.900488346 1.902487774 1.902431368 1.878945305 1.877902222 1.877902222 1.879173974 1.879173974 1.878455158
58080 1.904799374 1.581422098 1.581422098 0.323377276	1.581442808 1.902070008 1.899824313 1.901318632 1.899680539 1.901620794 1.901616369 1.877508649 1.875714396 1.875714396 1.879230577 1.879230577 1.876546991
62920 1.904799374 1.581422098 1.581422098 0.323377276	1.581442808 1.886006920 1.887567646 1.886735342 1.887573410 1.886304543 1.886611318 1.863308586 1.860222363 1.860222363 1.868170944 1.868170944 1.864356311
67760 1.904799374 1.581422098 1.581422098 0.323377276	1.581442808 1.868389377 1.876721689 1.873114540 1.876326654 1.872995754 1.869098185 1.857423603 1.855804203 1.855804203 1.862736332 1.862736332 1.863072804
72600 1.904799374 1.581422098 1.581422098 0.323377276	1.581442808 1.863851078 1.869557832 1.865814552 1.869115234 1.864412115 1.860516968 1.846973423 1.844147686 1.844147686 1.854279206 1.854279206 1.849319941
77440 1.904799374 1.581422098 1.581422098 0.323377276	1.581442808 1.852854860 1.856229098 1.850494319 1.855890260 1.844950923 1.844352191 1.840842802 1.838525253 1.838525253 1.843804292 1.843804292 1.840708086
82280 1.904799374 1.581422098 1.581422098 0.323377276	1.581442808 1.809023258 1.813903198 1.810443438 1.813752283 1.803424216 1.803207782 1.728153058 1.708976432 1.708976432 1.725508617 1.725508617 1.712796265
87120 1.904799374 1.581422098 1.581422098 0.323377276	1.581442808 1.667759392 1.669204108 1.663417970 1.669574061 1.657796958 1.657358805 1.613834760 1.597421289 1.597421289 1.596186408 1.596186408 1.603059687
91960 1.904799374 1.581422098 1.581422098 0.323377276	1.581442808 1.603739175 1.602494874 1.601649336 1.602994116 1.593158067 1.593204536 1.596357803 1.596013783 1.596013783 1.591750248 1.591750248 1.597689023
48400 1.940311460 1.620736014 1.620736014 0.319575446	1.620757588 1.939273801 1.938004252 1.939268700 1.937968274 1.939088646 1.939122202 1.924541508 1.924773995 1.924773995 1.925167263 1.925167263 1.924985792
53240 1.940311460 1.620736014 1.620736014 0.319575446	1.620757588 1.938012227 1.936230330 1.937602343 1.936493488 1.937430937 1.937539337 1.913967352 1.911419294 1.911419294 1.914807880 1.914807880 1.912091409
58080 1.940311460 1.620736014 1.620736014 0.319575446	1.620757588 1.937280562 1.935509124 1.936576165 1.935588495 1.936139344 1.936183384 1.911738774 1.909061529 1.909061529 1.914871112 1.914871112 1.910584529
62920 1.940311460 1.620736014 1.620736014 0.319575446	1.620757588 1.921356863 1.922887048 1.921302001 1.922794651 1.922606962 1.922789973 1.896077059 1.894290325 1.894290325 1.901089948 1.901089948 1.897361962
67760 1.940311460 1.620736014 1.620736014 0.319575446	1.620757588 1.903490623 1.911849247 1.907887543 1.911658080 1.908693844 1.908738987 1.891818619 1.891022999 1.891022999 1.897156895 1.897156895 1.896158458
72600 1.940311460 1.620736014 1.620736014 0.319575446	1.620757588 1.896281184 1.903642087 1.897661680 1.903254988 1.899003254 1.898908683 1.879131568 1.876730296 1.876730296 1.886540977 1.886540977 1.877764940
77440 1.940311460 1.620736014 1.620736014 0.319575446	1.620757588 1.884968802 1.887375432 1.882997451 1.887444267 1.882380214 1.882770091 1.874578637 1.873041649 1.873041649 1.873066504 1.873066504 1.871616821
82280 1.940311460 1.620736014 1.620736014 0.319575446	1.620757588 1.843129125 1.847127293 1.842236142 1.847751199 1.840529692 1.841052217 1.760922408 1.739564910 1.739564910 1.757194355 1.757194355 1.744579521
87120 1.940311460 1.620736014 1.620736014 0.319575446	1.620757588 1.700971001 1.702645894 1.697406163 1.701118731 1.697486191 1.696525035 1.646888273 1.632615855 1.632615855 1.630257892 1.630257892 1.637525657
91960 1.940311460 1.620736014 1.620736014 0.319575446	1.620757588 1.640094165 1.638567644 1.637732138 1.638737270 1.632898341 1.632859158 1.631136160 1.631292161 1.631292161 1.626468743 1.626468743 1.632568850
48400 1.948004137 1.636714912 1.636714912 0.311289225	1.636738073 1.946894228 1.945902605 1.947093189 1.946057843 1.946648136 1.946650900 1.932825274 1.932875033 1.932875033 1.933101261 1.933101261 1.932996536
53240 1.948004137 1.636714912 1.636714912 0.311289225	1.636738073 1.945860833 1.944144518 1.945292567 1.944273010 1.945313413 1.945445355 1.922681298 1.920862917 1.920862917 1.924160093 1.924160093 1.921745018
58080 1.948004137 1.636714912 1.636714912 0.311289225	1.636738073 1.944894155 1.942805783 1.943837303 1.943067728 1.943970041 1.944119876 1.921472453 1.918293725 1.918293725 1.923842815 1.923842815 1.919503222
62920 1.948004137 1.636714912 1.636714912 0.311289225	1.636738073 1.930661763 1.931666567 1.930361512 1.931271700 1.930942823 1.930515263 1.906335169 1.904573837 1.904573837 1.911877687 1.911877687 1.906506166
67760 1.948004137 1.636714912 1.636714912 0.311289225	1.636738073 1.912679653 1.920674512 1.917959329 1.920216818 1.917228767 1.917196003 1.900252547 1.899849097 1.899849097 1.903306652 1.903306652 1.902073643
72600 1.948004137 1.636714912 1.636714912 0.311289225	1.636738073 1.907053488 1.913886004 1.909729011 1.913406974 1.909374377 1.908798507 1.891467251 1.889669095 1.889669095 1.896450195 1.896450195 1.887631981
77440 1.948004137 1.636714912 1.636714912 0.311289225	1.636738073 1.896059708 1.900027718 1.894674100 1.899268901 1.893519271 1.893740909 1.885143709 1.882949223 1.882949223 1.879130998 1.879130998 1.877954397
82280 1.948004137 1.636714912 1.636714912 0.311289225	1.636738073 1.854679081 1.857617902 1.854620320 1.857425411 1.852079219 1.852958911 1.772639681 1.752325458 1.752325458 1.770756031 1.770756031 1.753819490
87120 1.948004137 1.636714912 1.636714912 0.311289225	1.636738073 1.716430781 1.718769790 1.714218692 1.718941914 1.712553661 1.712384086 1.660855789 1.647128534 1.647128534 1.645377111 1.645377111 1.649126008
91960 1.948004137 1.636714912 1.636714912 0.311289225	1.636738073 1.655286133 1.654322536 1.654702182 1.654908451 1.649823001 1.649971495 1.646751425 1.646451858 1.646451858 1.641807472 1.641807472 1.647493952
48400 1.939447707 1.631466161 1.631466161 0.307981546	1.631489033 1.938099226 1.937664544 1.938196569 1.937432276 1.938352046 1.938321700 1.924953934 1.924785113 1.924785113 1.925120225 1.925120225 1.924873700
53240 1.939447707 1.631466161 1.631466161 0.307981546	1.631489033 1.936970176 1.935989568 1.936850300 1.935977444 1.936445728 1.936447222 1.913928723 1.913016094 1.913016094 1.916246072 1.916246072 1.914515616
58080 1.939447707 1.631466161 1.631466161 0.307981546	1.631489033 1.936376456 1.934711341 1.935674389 1.934489775 1.935008497 1.935225601 1.912201595 1.910105940 1.910105940 1.916329079 1.916329079 1.912471965
62920 1.939447707 1.631466161 1.631466161 0.307981546	1.631489033 1.921839400 1.922866640 1.922671310 1.923145569 1.921229280 1.921785458 1.899225116 1.896980012 1.896980012 1.904426866 1.904426866 1.899747990
67760 1.939447707 1.631466161 1.631466161 0.307981546	1.631489033 1.905667772 1.912595317 1.910242579 1.912687319 1.910763011 1.911204278 1.894406026 1.892903318 1.892903318 1.896034975 1.896034975 1.896435823
72600 1.939447707 1.631466161 1.631466161 0.307981546	1.631489033 1.899838366 1.905239964 1.901961696 1.905205892 1.901793464 1.901852846 1.883573006 1.881034041 1.881034041 1.887588466 1.887588466 1.878874725
77440 1.939447707 1.631466161 1.631466161 0.307981546	1.631489033 1.889296890 1.891144525 1.886302082 1.890613118 1.887008797 1.886571804 1.878551943 1.876431429 1.876431429 1.872493195 1.872493195 1.870502298
82280 1.939447707 1.631466161 1.631466161 0.307981546	1.631489033 1.847933823 1.852061258 1.845504604 1.851780087 1.846484429 1.845853970 1.765434516 1.749648272 1.749648272 1.762534760 1.762534760 1.751991741
87120 1.939447707 1.631466161 1.631466161 0.307981546	1.631489033 1.710982609 1.712598658 1.706889228 1.712232032 1.704670743 1.705164702 1.653941733 1.640045018 1.640045018 1.638583658 1.638583658 1.641504051
91960 1.939447707 1.631466161 1.631466161 0.307981546	1.631489033 1.647022909 1.646598571 1.645076515 1.646096467 1.642118330 1.642146938 1.639396223 1.638809842 1.638809842 1.634957196 1.634957196 1.639503638
48400 1.886882710 1.565561405 1.565561405 0.321321305	1.565582433 1.885910571 1.884317469 1.885574133 1.884274843 1.885398460 1.885563631 1.871669362 1.871637843 1.871637843 1.871899885 1.871899885 1.872053964
53240 1.886882710 1.565561405 1.565561405 0.321321305	1.565582433 1.884837194 1.883050442 1.883723134 1.882925949 1.883991696 1.884130175 1.861358447 1.858811345 1.858811345 1.862787513 1.862787513 1.860109129
58080 1.886882710 1.565561405 1.565561405 0.321321305	1.565582433 1.883662136 1.881867584 1.882144881 1.881599208 1.882897118 1.882969137 1.860009772 1.856141990 1.856141990 1.862664395 1.862664395 1.858754555
62920 1.886882710 1.565561405 1.565561405 0.321321305	1.565582433 1.868215397 1.870028833 1.869512470 1.870637239 1.868828841 1.869059204 1.843493386 1.841839722 1.841839722 1.849386650 1.849386650 1.847387822
67760 1.886882710 1.565561405 1.565561405 0.321321305	1.565582433 1.851081698 1.859152822 1.856378140 1.859318248 1.856142762 1.856395664 1.838675851 1.837443188 1.837443188 1.843075748 1.843075748 1.842418759
72600 1.886882710 1.565561405 1.565561405 0.321321305	1.565582433 1.844802011 1.851476692 1.848152042 1.851689362 1.846671215 1.847130847 1.828227311 1.825175248 1.825175248 1.834723457 1.834723457 1.829503742
77440 1.886882710 1.565561405 1.565561405 0.321321305	1.565582433 1.834204119 1.835916410 1.830904836 1.836066397 1.830349804 1.830902718 1.821941182 1.819316377 1.819316377 1.824563099 1.824563099 1.821034361
82280 1.886882710 1.565561405 1.565561405 0.321321305	1.565582433 1.789941541 1.796277573 1.788867367 1.795152686 1.786637842 1.787623928 1.707216684 1.687853297 1.687853297 1.707367787 1.707367787 1.691015236
87120 1.886882710 1.565561405 1.565561405 0.321321305	1.565582433 1.648748008 1.653207561 1.647737757 1.650965216 1.645856665 1.646115649 1.592989378 1.579409977 1.579409977 1.579840930 1.579840930 1.585528070
91960 1.886882710 1.565561405 1.565561405 0.321321305	1.565582433 1.585534240 1.585162800 1.585186079 1.585734544 1.579303957 1.579143766 1.578335705 1.577399782 1.577399782 1.573373569 1.573373569 1.579275018
48400 1.980026456 1.675185311 1.675185311 0.304841145	1.675208567 1.978789160 1.977847556 1.979414075 1.977769843 1.978984205 1.979016978 1.965712673 1.965479046 1.965479046 1.966216161 1.966216161 1.965776682
53240 1.980026456 1.675185311 1.675185311 0.304841145	1.675208567 1.978095414 1.975935344 1.977992309 1.975779962 1.977198877 1.977322864 1.955816072 1.954283534 1.954283534 1.957029080 1.957029080 1.955310075
58080 1.980026456 1.675185311 1.675185311 0.304841145	1.675208567 1.977159851 1.974777967 1.976672348 1.974632534 1.976320448 1.976347223 1.954525276 1.952111399 1.952111399 1.956972204 1.956972204 1.953963116
62920 1.980026456 1.675185311 1.675185311 0.304841145	1.675208567 1.962862522 1.962555197 1.964653202 1.962173626 1.962486415 1.963550605 1.939121871 1.936736843 1.936736843 1.944962351 1.944962351 1.940431148
67760 1.980026456 1.675185311 1.675185311 0.304841145	1.675208567 1.946381506 1.953586388 1.950576890 1.953403113 1.950018697 1.949994291 1.935114562 1.933475826 1.933475826 1.941237359 1.941237359 1.938824644
72600 1.980026456 1.675185311 1.675185311 0.304841145	1.675208567 1.941515094 1.947319420 1.943290319 1.947146719 1.942775585 1.942669803 1.924837537 1.922257042 1.922257042 1.929335368 1.929335368 1.920598933
77440 1.980026456 1.675185311 1.675185311 0.304841145	1.675208567 1.931939050 1.935913587 1.928728241 1.936095733 1.928446019 1.928657068 1.919853396 1.917974924 1.917974924 1.915023032 1.915023032 1.913436025
82280 1.980026456 1.675185311 1.675185311 0.304841145	1.675208567 1.890310894 1.895973961 1.887050609 1.896353334 1.888541427 1.888831784 1.806966913 1.791911524 1.791911524 1.806524201 1.806524201 1.793331687
87120 1.980026456 1.675185311 1.675185311 0.304841145	1.675208567 1.751942248 1.754523518 1.749054511 1.754229077 1.748597195 1.748689412 1.698852598 1.683609378 1.683609378 1.682943273 1.682943273 1.688407241
91960 1.980026456 1.675185311 1.675185311 0.304841145	1.675208567 1.691497204 1.691161863 1.689831086 1.690711266 1.685992807 1.685965044 1.683171872 1.683346670 1.683346670 1.678924416 1.678924416 1.683989629
48400 1.922546606 1.595232766 1.595232766 0.327313840	1.595256863 1.921173810 1.920334813 1.921364052 1.920389317 1.921458400 1.921455659 1.905527105 1.905800676 1.905800676 1.906384186 1.906384186 1.906237373
53240 1.922546606 1.595232766 1.595232766 0.327313840	1.595256863 1.920026745 1.919042616 1.919272183 1.918914918 1.920043176 1.920086800 1.895454962 1.893072744 1.893072744 1.895953456 1.895953456 1.893925968
58080 1.922546606 1.595232766 1.595232766 0.327313840	1.595256863 1.918583043 1.917908157 1.917629085 1.917577618 1.918403975 1.918483421 1.893189826 1.890261990 1.890261990 1.895268396 1.895268396 1.892031941
62920 1.922546606 1.595232766 1.595232766 0.327313840	1.595256863 1.902723799 1.902796955 1.902210898 1.903381002 1.903779546 1.903092019 1.877238491 1.875328557 1.875328557 1.883649007 1.883649007 1.879478663
67760 1.922546606 1.595232766 1.595232766 0.327313840	1.595256863 1.884332452 1.890944657 1.888719156 1.891919443 1.888964051 1.888565278 1.871585730 1.870838569 1.870838569 1.878775672 1.878775672 1.876090559
72600 1.922546606 1.595232766 1.595232766 0.327313840	1.595256863 1.878053732 1.882961197 1.880271622 1.884092776 1.880717270 1.879991244 1.860315664 1.857126891 1.857126891 1.869361352 1.869361352 1.863930457
77440 1.922546606 1.595232766 1.595232766 0.327313840	1.595256863 1.866783478 1.866876023 1.863188955 1.868060497 1.862324617 1.861969133 1.855425974 1.852367706 1.852367706 1.857926161 1.857926161 1.855393900
82280 1.922546606 1.595232766 1.595232766 0.327313840	1.595256863 1.822264700 1.824486777 1.823288653 1.826563580 1.819457057 1.819581597 1.737678934 1.720542503 1.720542503 1.736632264 1.736632264 1.725937914
87120 1.922546606 1.595232766 1.595232766 0.327313840	1.595256863 1.680787830 1.681508299 1.675121579 1.679982604 1.671626307 1.672677868 1.623689047 1.609044795 1.609044795 1.605944368 1.605944368 1.615669808
91960 1.922546606 1.595232766 1.595232766 0.327313840	1.595256863 1.616786304 1.612354665 1.612805375 1.613487540 1.607145729 1.606968110 1.607888742 1.607297792 1.607297792 1.601665874 1.601665874 1.608785995
48400 1.975448769 1.627273020 1.627273020 0.348175749	1.627294416 1.974289336 1.973342560 1.974200082 1.973266750 1.973489751 1.973643400 1.958113847 1.958041103 1.958041103 1.958419954 1.958419954 1.958348046
53240 1.975448769 1.627273020 1.627273020 0.348175749	1.627294416 1.973449742 1.971160950 1.972911623 1.970723475 1.972204670 1.972268138 1.946498234 1.945638609 1.945638609 1.947950832 1.947950832 1.945934977
58080 1.975448769 1.627273020 1.627273020 0.348175749	1.627294416 1.972427936 1.970014007 1.971846784 1.969665496 1.970821060 1.970765822 1.945126440 1.942617708 1.942617708 1.947810802 1.947810802 1.943518332
62920 1.975448769 1.627273020 1.627273020 0.348175749	1.627294416 1.955254322 1.956119931 1.955956583 1.955984886 1.955535157 1.955493599 1.928071318 1.925070083 1.925070083 1.934113228 1.934113228 1.929156459
67760 1.975448769 1.627273020 1.627273020 0.348175749	1.627294416 1.934702344 1.942954117 1.939480507 1.942788028 1.940456898 1.940644527 1.921324476 1.920627506 1.920627506 1.927621668 1.927621668 1.926880955
72600 1.975448769 1.627273020 1.627273020 0.348175749	1.627294416 1.928080826 1.934592086 1.931104170 1.934707547 1.930883561 1.931609736 1.910655468 1.907587313 1.907587313 1.919310143 1.919310143 1.913603303
77440 1.975448769 1.627273020 1.627273020 0.348175749	1.627294416 1.917548011 1.920537369 1.914339629 1.921011356 1.913035782 1.913947834 1.904671645 1.902106297 1.902106297 1.908064745 1.908064745 1.904181780
82280 1.975448769 1.627273020 1.627273020 0.348175749	1.627294416 1.872190240 1.877551613 1.869287442 1.877140931 1.867995305 1.867751794 1.784800468 1.761805470 1.761805470 1.783199232 1.783199232 1.768584059
87120 1.975448769 1.627273020 1.627273020 0.348175749	1.627294416 1.725055703 1.725291921 1.719711093 1.725593870 1.717502258 1.705659956 1.669188492 1.652676701 1.652676701 1.650736354 1.650736354 1.660799096
91960 1.975448769 1.627273020 1.627273020 0.348175749	1.627294416 1.659932226 1.659100104 1.656625723 1.659418889 1.652417185 1.640766422 1.652132715 1.651827575 1.651827575 1.646309124 1.646309124 1.654779086
48400 1.975457895 1.676799850 1.676799850 0.298658045	1.676822401 1.974449116 1.973243683 1.974650940 1.973238372 1.974545147 1.974477884 1.962845668 1.962690834 1.962690834 1.963122923 1.963122923 1.962941385
53240 1.975457895 1.676799850 1.676799850 0.298658045	1.676822401 1.973573603 1.971369635 1.972778195 1.971341442 1.973527557 1.973429707 1.952803525 1.950607704 1.950607704 1.955845290 1.955845290 1.951794941
58080 1.975457895 1.676799850 1.676799850 0.298658045	1.676822401 1.972836252 1.970084671 1.971834977 1.969922708 1.972318388 1.972256814 1.951723065 1.949718285 1.949718285 1.955843667 1.955843667 1.950747923
62920 1.975457895 1.676799850 1.676799850 0.298658045	1.676822401 1.960255989 1.960093274 1.960105905 1.959673151 1.960774227 1.960421625 1.938926923 1.936682610 1.936682610 1.943716948 1.943716948 1.939998402
67760 1.975457895 1.676799850 1.676799850 0.298658045	1.676822401 1.945699551 1.951936249 1.950030285 1.951967110 1.949824240 1.949650455 1.933555925 1.931800370 1.931800370 1.935966122 1.935966122 1.935702245
72600 1.975457895 1.676799850 1.676799850 0.298658045	1.676822401 1.939386361 1.944984449 1.942047028 1.944857014 1.940986539 1.940817862 1.923913583 1.920328618 1.920328618 1.927555094 1.927555094 1.919876811
77440 1.975457895 1.676799850 1.676799850 0.298658045	1.676822401 1.928670016 1.931709252 1.925707316 1.931641076 1.925156963 1.924897548 1.917001677 1.914246171 1.914246171 1.911902159 1.911902159 1.911389237
