capacity sum_comm_cmp max(sum_comm,sum_comp) sum_comm sum_comp	optimal_time_infinite_case order_of_submission order_of_optimal_strategy_infinite_memory increasing_order_of_communication_strategy decreasing_order_of_computation_strategy increasing_order_of_communication_plus_computation_strategy decreasing_order_of_communication_plus_computation_strategy largest_communication_task_respects_memory_restriction smallest_communication_task_respects_memory_restriction maximum_accelerated_task_respects_memory_restriction optimal_order_infinite_memory_largest_communication_task_respects_memory_restriction optimal_order_infinite_memory_smallest_communication_task_respects_memory_restriction optimal_order_infinite_memory_maximum_accelerated_task_respects_memory_restriction
1611 2.236046718 1.898136365 1.898136365 0.337910353	1.898146566 1.915752905 1.918248461 1.916533890 1.914067780 1.909585402 1.909326244 1.902867564 1.902603779 1.902603779 1.902729282 1.902729282 1.909703087
1700 2.236046718 1.898136365 1.898136365 0.337910353	1.898146566 1.908661666 1.911868533 1.910272380 1.907350031 1.902580354 1.902334246 1.902619746 1.902694622 1.902694622 1.902567870 1.902567870 1.909013072
899 2.143688666 1.785385510 1.785385510 0.358303156	1.785394997 2.012674244 2.012525985 2.010127261 2.010331560 2.008112889 2.006596977 1.900009476 1.866330395 1.866330395 1.870405295 1.870405295 1.875090019
988 2.143688666 1.785385510 1.785385510 0.358303156	1.785394997 1.975694816 1.975929104 1.976642541 1.975490472 1.971456997 1.970999516 1.873604048 1.831067408 1.831067408 1.842575172 1.842575172 1.840975145
1077 2.143688666 1.785385510 1.785385510 0.358303156	1.785394997 1.939632376 1.940434611 1.939811544 1.938239744 1.936597540 1.935509046 1.849430882 1.806120041 1.806120041 1.831344799 1.831344799 1.828838071
1166 2.143688666 1.785385510 1.785385510 0.358303156	1.785394997 1.909387574 1.908882346 1.909535074 1.905434467 1.901720003 1.901580438 1.835294152 1.797165667 1.797165667 1.817610957 1.817610957 1.816692559
1255 2.143688666 1.785385510 1.785385510 0.358303156	1.785394997 1.879385901 1.881279961 1.882193841 1.877521696 1.872831192 1.873053348 1.817714994 1.793716214 1.793716214 1.807105027 1.807105027 1.810437439
1344 2.143688666 1.785385510 1.785385510 0.358303156	1.785394997 1.856010485 1.858063358 1.857739462 1.853197113 1.848168163 1.850608977 1.804677967 1.792853821 1.792853821 1.800380770 1.800380770 1.807628336
1433 2.143688666 1.785385510 1.785385510 0.358303156	1.785394997 1.834774513 1.837471120 1.837685526 1.833505520 1.825279241 1.828022582 1.800157263 1.792145820 1.792145820 1.795026491 1.795026491 1.806403065
1522 2.143688666 1.785385510 1.785385510 0.358303156	1.785394997 1.818224632 1.822461214 1.820614594 1.817379136 1.809569338 1.812741909 1.794565775 1.791585487 1.791585487 1.792565491 1.792565491 1.805098027
1611 2.143688666 1.785385510 1.785385510 0.358303156	1.785394997 1.807879350 1.811624584 1.808572527 1.805347166 1.798827905 1.800004407 1.792068052 1.790853538 1.790853538 1.792076175 1.792076175 1.804728994
1700 2.143688666 1.785385510 1.785385510 0.358303156	1.785394997 1.800599706 1.805393550 1.801632509 1.797572385 1.790896116 1.791891817 1.791382177 1.790241582 1.790241582 1.791544461 1.791544461 1.803074840
899 2.162707868 1.800673475 1.800673475 0.362034393	1.800683814 2.030378803 2.028665983 2.030465144 2.027346636 2.026268000 2.025687535 1.914242663 1.880948771 1.880948771 1.884023789 1.884023789 1.888809630
988 2.162707868 1.800673475 1.800673475 0.362034393	1.800683814 1.994401918 1.990746501 1.992176172 1.989942536 1.989403314 1.988582469 1.888994900 1.845872339 1.845872339 1.850418768 1.850418768 1.853766777
1077 2.162707868 1.800673475 1.800673475 0.362034393	1.800683814 1.956985693 1.954636646 1.956188568 1.953317510 1.951255957 1.949191027 1.866282883 1.821112565 1.821112565 1.843507122 1.843507122 1.842323583
1166 2.162707868 1.800673475 1.800673475 0.362034393	1.800683814 1.926685813 1.924637073 1.925042287 1.923400405 1.918242492 1.915693551 1.849630314 1.810984143 1.810984143 1.831153852 1.831153852 1.829427037
1255 2.162707868 1.800673475 1.800673475 0.362034393	1.800683814 1.896692766 1.897390227 1.894522542 1.894668877 1.890300665 1.888030619 1.834015107 1.809128446 1.809128446 1.821194213 1.821194213 1.824057090
1344 2.162707868 1.800673475 1.800673475 0.362034393	1.800683814 1.872832767 1.872238796 1.871831842 1.868432016 1.864048861 1.862953694 1.822637347 1.806885693 1.806885693 1.813441382 1.813441382 1.820762004
1433 2.162707868 1.800673475 1.800673475 0.362034393	1.800683814 1.851131718 1.852815568 1.850984508 1.848349476 1.841168829 1.840567787 1.815583602 1.807021554 1.807021554 1.809663729 1.809663729 1.820190017
1522 2.162707868 1.800673475 1.800673475 0.362034393	1.800683814 1.834898199 1.838453602 1.836145907 1.831599257 1.824378357 1.824955779 1.810403888 1.806581032 1.806581032 1.808386143 1.808386143 1.818816254
1611 2.162707868 1.800673475 1.800673475 0.362034393	1.800683814 1.823885475 1.826362553 1.824210591 1.819475378 1.813661600 1.814166509 1.808516981 1.806086572 1.806086572 1.806799581 1.806799581 1.817667532
1700 2.162707868 1.800673475 1.800673475 0.362034393	1.800683814 1.815810410 1.819763054 1.817009454 1.812015790 1.805991067 1.805947533 1.806238337 1.805580331 1.805580331 1.805963674 1.805963674 1.816297727
899 2.124269736 1.773483600 1.773483600 0.350786136	1.773493481 1.995781349 1.997973515 1.995577326 1.997752637 1.989047212 1.990189008 1.883801099 1.849945906 1.849945906 1.853237328 1.853237328 1.856059863
988 2.124269736 1.773483600 1.773483600 0.350786136	1.773493481 1.959547941 1.961286569 1.961265880 1.961333157 1.953335271 1.953343967 1.859179384 1.816543133 1.816543133 1.817587649 1.817587649 1.822938942
1077 2.124269736 1.773483600 1.773483600 0.350786136	1.773493481 1.922976527 1.924699766 1.923410333 1.922321986 1.918057842 1.916372538 1.836454425 1.792461849 1.792461849 1.815753189 1.815753189 1.811813825
1166 2.124269736 1.773483600 1.773483600 0.350786136	1.773493481 1.893296252 1.892444799 1.892423978 1.889813235 1.885830012 1.884267073 1.819912943 1.782728966 1.782728966 1.802082089 1.802082089 1.800052002
1255 2.124269736 1.773483600 1.773483600 0.350786136	1.773493481 1.863600222 1.864013129 1.864290853 1.860329150 1.857879110 1.855754705 1.804032876 1.780158102 1.780158102 1.792623612 1.792623612 1.795366370
1344 2.124269736 1.773483600 1.773483600 0.350786136	1.773493481 1.840616721 1.841411965 1.840718169 1.836854747 1.833133484 1.831714407 1.793704789 1.778752447 1.778752447 1.785333214 1.785333214 1.792212469
1433 2.124269736 1.773483600 1.773483600 0.350786136	1.773493481 1.820861008 1.822273290 1.821673792 1.817225862 1.811658993 1.810865595 1.787164068 1.778436598 1.778436598 1.781756395 1.781756395 1.790633806
1522 2.124269736 1.773483600 1.773483600 0.350786136	1.773493481 1.804584357 1.809328336 1.806624813 1.802541006 1.797909205 1.797222919 1.782162550 1.777966544 1.777966544 1.779809591 1.779809591 1.789385822
1611 2.124269736 1.773483600 1.773483600 0.350786136	1.773493481 1.793687425 1.798357533 1.795771892 1.790379524 1.786017385 1.785719835 1.779138085 1.777582006 1.777582006 1.778754498 1.778754498 1.789428676
1700 2.124269736 1.773483600 1.773483600 0.350786136	1.773493481 1.786666148 1.792010975 1.788296981 1.783368707 1.779722033 1.779578584 1.777539074 1.777151078 1.777151078 1.778057119 1.778057119 1.788882319
899 2.172795783 1.822022506 1.822022506 0.350773277	1.822032916 2.043980633 2.043112398 2.045429962 2.042522082 2.041117308 2.040994295 1.929760252 1.896650388 1.896650388 1.901632702 1.901632702 1.902842191
988 2.172795783 1.822022506 1.822022506 0.350773277	1.822032916 2.008718863 2.008550437 2.008490192 2.007412409 2.007310240 2.007170859 1.904332959 1.862614793 1.862614793 1.871505823 1.871505823 1.866543570
1077 2.172795783 1.822022506 1.822022506 0.350773277	1.822032916 1.973329915 1.971528675 1.972907735 1.970751999 1.970404380 1.969172257 1.883289818 1.838264270 1.838264270 1.862510881 1.862510881 1.856826412
1166 2.172795783 1.822022506 1.822022506 0.350773277	1.822032916 1.942941877 1.939969430 1.942048803 1.939279613 1.935009422 1.933862296 1.865540861 1.831757269 1.831757269 1.848936249 1.848936249 1.845053859
1255 2.172795783 1.822022506 1.822022506 0.350773277	1.822032916 1.913006664 1.915206464 1.915676300 1.912464411 1.906026341 1.902988445 1.851892243 1.828826532 1.828826532 1.840443634 1.840443634 1.842216533
1344 2.172795783 1.822022506 1.822022506 0.350773277	1.822032916 1.890035193 1.892131576 1.890702200 1.888195164 1.881791153 1.879595729 1.839856620 1.827370056 1.827370056 1.833614180 1.833614180 1.840548491
1433 2.172795783 1.822022506 1.822022506 0.350773277	1.822032916 1.869997593 1.872553323 1.870925966 1.867772178 1.862929299 1.860721644 1.835964229 1.827786014 1.827786014 1.829685870 1.829685870 1.840582708
1522 2.172795783 1.822022506 1.822022506 0.350773277	1.822032916 1.854343540 1.858183242 1.855574862 1.852566801 1.847778195 1.846494416 1.830424994 1.826080100 1.826080100 1.827359461 1.827359461 1.839075330
1611 2.172795783 1.822022506 1.822022506 0.350773277	1.822032916 1.843181925 1.848227546 1.844640334 1.841124830 1.836999266 1.835467806 1.828225721 1.825058349 1.825058349 1.825680322 1.825680322 1.837915259
1700 2.172795783 1.822022506 1.822022506 0.350773277	1.822032916 1.835082784 1.840822013 1.837506518 1.832767550 1.828142876 1.828491132 1.824685368 1.825996098 1.825996098 1.825998216 1.825998216 1.836503961
899 2.112369430 1.756569132 1.756569132 0.355800298	1.756579870 1.982455268 1.978646458 1.979263214 1.979336633 1.974088664 1.974840304 1.868489842 1.834958929 1.834958929 1.838114441 1.838114441 1.845093250
988 2.112369430 1.756569132 1.756569132 0.355800298	1.756579870 1.946081577 1.943172030 1.943619358 1.943271560 1.940610344 1.941419552 1.842016785 1.800740973 1.800740973 1.806625852 1.806625852 1.808637193
1077 2.112369430 1.756569132 1.756569132 0.355800298	1.756579870 1.909932361 1.906127153 1.910029387 1.905369557 1.904708860 1.903906078 1.821076344 1.777571212 1.777571212 1.796615851 1.796615851 1.796082766
1166 2.112369430 1.756569132 1.756569132 0.355800298	1.756579870 1.879740353 1.873515338 1.877768301 1.872546822 1.871303137 1.870360600 1.802948071 1.765454526 1.765454526 1.784739739 1.784739739 1.784450362
1255 2.112369430 1.756569132 1.756569132 0.355800298	1.756579870 1.849046843 1.846235048 1.849755220 1.843642621 1.842114090 1.841475529 1.790300755 1.762131825 1.762131825 1.774898530 1.774898530 1.777974752
1344 2.112369430 1.756569132 1.756569132 0.355800298	1.756579870 1.825219362 1.823507192 1.826820865 1.819200664 1.817736031 1.818720058 1.777249331 1.760764469 1.760764469 1.768375945 1.768375945 1.776142060
1433 2.112369430 1.756569132 1.756569132 0.355800298	1.756579870 1.803920219 1.803202386 1.807270074 1.798447134 1.797101782 1.798440837 1.771932770 1.761539279 1.761539279 1.762954612 1.762954612 1.774928804
1522 2.112369430 1.756569132 1.756569132 0.355800298	1.756579870 1.787667532 1.789955453 1.790071066 1.784676454 1.781523181 1.782858082 1.765815882 1.761202229 1.761202229 1.760504103 1.760504103 1.773050440
1611 2.112369430 1.756569132 1.756569132 0.355800298	1.756579870 1.776796758 1.779050402 1.778207972 1.772473219 1.770248481 1.771625584 1.762472866 1.759698152 1.759698152 1.759821850 1.759821850 1.771418593
1700 2.112369430 1.756569132 1.756569132 0.355800298	1.756579870 1.769296019 1.772529263 1.771170468 1.764894441 1.762386445 1.763953043 1.760951964 1.758932664 1.758932664 1.758740725 1.758740725 1.770671447
899 2.220053760 1.884039507 1.884039507 0.336014253	1.884049996 2.094666987 2.091673381 2.092783694 2.089872632 2.090079100 2.087758152 1.982819002 1.950686338 1.950686338 1.957821268 1.957821268 1.955387690
988 2.220053760 1.884039507 1.884039507 0.336014253	1.884049996 2.059993925 2.058909594 2.060244665 2.058741183 2.056751693 2.056449696 1.961589389 1.916780046 1.916780046 1.921729375 1.921729375 1.921674143
1077 2.220053760 1.884039507 1.884039507 0.336014253	1.884049996 2.025843017 2.025733186 2.026121098 2.025517885 2.019529180 2.019376834 1.941043339 1.896312821 1.896312821 1.922366914 1.922366914 1.912758599
1166 2.220053760 1.884039507 1.884039507 0.336014253	1.884049996 1.996767194 1.996510380 1.995118502 1.995822131 1.990035621 1.989606721 1.924549688 1.890211049 1.890211049 1.906653249 1.906653249 1.902594707
1255 2.220053760 1.884039507 1.884039507 0.336014253	1.884049996 1.968028356 1.969034988 1.967986531 1.968575152 1.964976387 1.965143081 1.909307131 1.889217792 1.889217792 1.898212375 1.898212375 1.898323771
1344 2.220053760 1.884039507 1.884039507 0.336014253	1.884049996 1.945033604 1.944807224 1.946221527 1.944055900 1.940393147 1.940147226 1.900783639 1.888753808 1.888753808 1.892221764 1.892221764 1.897255942
1433 2.220053760 1.884039507 1.884039507 0.336014253	1.884049996 1.925709906 1.924977361 1.927802461 1.923474498 1.920880197 1.919854479 1.896149193 1.889034036 1.889034036 1.888806488 1.888806488 1.897104687
1522 2.220053760 1.884039507 1.884039507 0.336014253	1.884049996 1.910815943 1.910842786 1.913333220 1.908416332 1.906334489 1.905685068 1.891321716 1.887158159 1.887158159 1.887144934 1.887144934 1.896071148
1611 2.220053760 1.884039507 1.884039507 0.336014253	1.884049996 1.900610789 1.901301082 1.902207342 1.897223655 1.895065001 1.894763679 1.889252294 1.887840410 1.887840410 1.886335998 1.886335998 1.895753218
1700 2.220053760 1.884039507 1.884039507 0.336014253	1.884049996 1.893844941 1.895223049 1.894584623 1.890756295 1.888246576 1.887982391 1.888340520 1.887374783 1.887374783 1.886312500 1.886312500 1.894539717
899 2.217257274 1.885998445 1.885998445 0.331258829	1.886008234 2.094700317 2.091186568 2.092340457 2.093632083 2.089065736 2.090040876 1.986897553 1.955021263 1.955021263 1.957997758 1.957997758 1.958554257
988 2.217257274 1.885998445 1.885998445 0.331258829	1.886008234 2.060864761 2.057110268 2.058939736 2.058677679 2.054992647 2.055228543 1.963304842 1.921340708 1.921340708 1.927303415 1.927303415 1.925788733
1077 2.217257274 1.885998445 1.885998445 0.331258829	1.886008234 2.027161934 2.023063286 2.025702438 2.025179371 2.021775617 2.021556063 1.942966056 1.900236102 1.900236102 1.922426097 1.922426097 1.915971846
1166 2.217257274 1.885998445 1.885998445 0.331258829	1.886008234 1.999408936 1.994056908 1.996151404 1.995315606 1.990430707 1.990080856 1.927141592 1.893524831 1.893524831 1.908526889 1.908526889 1.905046420
1255 2.217257274 1.885998445 1.885998445 0.331258829	1.886008234 1.970281550 1.966698541 1.970163226 1.967991165 1.963127335 1.962747293 1.914324576 1.890581110 1.890581110 1.901268838 1.901268838 1.901789615
1344 2.217257274 1.885998445 1.885998445 0.331258829	1.886008234 1.948523606 1.945144765 1.946565547 1.945766416 1.940327225 1.939728972 1.902136214 1.889346983 1.889346983 1.895591304 1.895591304 1.900599196
1433 2.217257274 1.885998445 1.885998445 0.331258829	1.886008234 1.929078142 1.928074262 1.927307199 1.928360199 1.921104165 1.922293677 1.898367317 1.891006093 1.891006093 1.891762011 1.891762011 1.899793596
1522 2.217257274 1.885998445 1.885998445 0.331258829	1.886008234 1.913513769 1.915285826 1.914144167 1.913251558 1.907220626 1.908222479 1.893508413 1.890300461 1.890300461 1.890509174 1.890509174 1.899285212
1611 2.217257274 1.885998445 1.885998445 0.331258829	1.886008234 1.904087141 1.905351713 1.902992746 1.902681433 1.896192733 1.896161246 1.891184826 1.888060042 1.888060042 1.889537676 1.889537676 1.898976726
1700 2.217257274 1.885998445 1.885998445 0.331258829	1.886008234 1.897015202 1.898527195 1.897264616 1.895267871 1.890313177 1.890296768 1.891265563 1.889745755 1.889745755 1.889427232 1.889427232 1.898546014
899 2.143905402 1.784262692 1.784262692 0.359642710	1.784273095 2.014809087 2.011425121 2.011558544 2.011853679 2.009730956 2.008189809 1.897172316 1.866376664 1.866376664 1.871477604 1.871477604 1.871656906
988 2.143905402 1.784262692 1.784262692 0.359642710	1.784273095 1.978646555 1.977113042 1.977184714 1.977278057 1.972346765 1.974023736 1.873873931 1.830672100 1.830672100 1.839419193 1.839419193 1.837803090
1077 2.143905402 1.784262692 1.784262692 0.359642710	1.784273095 1.941443875 1.939532107 1.940938287 1.938267362 1.934531287 1.936548900 1.851909185 1.807046470 1.807046470 1.829744427 1.829744427 1.825305447
1166 2.143905402 1.784262692 1.784262692 0.359642710	1.784273095 1.911012073 1.906644374 1.906407687 1.906102304 1.900419497 1.902147441 1.834243126 1.797939003 1.797939003 1.815486774 1.815486774 1.814147090
1255 2.143905402 1.784262692 1.784262692 0.359642710	1.784273095 1.880914390 1.878690188 1.877766254 1.877180021 1.871219251 1.868989655 1.819241703 1.794018535 1.794018535 1.805380732 1.805380732 1.808992339
1344 2.143905402 1.784262692 1.784262692 0.359642710	1.784273095 1.856847974 1.854213289 1.851138977 1.853198867 1.843819898 1.844240217 1.808657093 1.793849281 1.793849281 1.797492997 1.797492997 1.806993869
1433 2.143905402 1.784262692 1.784262692 0.359642710	1.784273095 1.835507874 1.834871034 1.831231708 1.832341555 1.823770951 1.822950473 1.802583763 1.793145684 1.793145684 1.793953552 1.793953552 1.805776273
1522 2.143905402 1.784262692 1.784262692 0.359642710	1.784273095 1.819735695 1.819990341 1.817483117 1.815439669 1.808121492 1.807377854 1.796532783 1.792163169 1.792163169 1.791920935 1.791920935 1.804787216
1611 2.143905402 1.784262692 1.784262692 0.359642710	1.784273095 1.808826822 1.810022238 1.805494685 1.803918226 1.797059526 1.796925266 1.794505842 1.791433842 1.791433842 1.790344179 1.790344179 1.802822704
1700 2.143905402 1.784262692 1.784262692 0.359642710	1.784273095 1.800872438 1.802327380 1.798801339 1.795124310 1.790839327 1.791159726 1.791997129 1.791745561 1.791745561 1.789915655 1.789915655 1.802885974
899 2.141336556 1.781070186 1.781070186 0.360266370	1.781081149 2.008130837 2.004358610 2.005657136 2.004899371 1.999722099 1.999241582 1.892953208 1.860168826 1.860168826 1.858745805 1.858745805 1.866526165
988 2.141336556 1.781070186 1.781070186 0.360266370	1.781081149 1.970634048 1.969450467 1.970745532 1.968688287 1.964025535 1.963956781 1.870276216 1.824195794 1.824195794 1.825792104 1.825792104 1.832271521
1077 2.141336556 1.781070186 1.781070186 0.360266370	1.781081149 1.934293284 1.933792095 1.932692567 1.932288739 1.928228682 1.928036308 1.847011500 1.798975034 1.798975034 1.824427786 1.824427786 1.820670744
1166 2.141336556 1.781070186 1.781070186 0.360266370	1.781081149 1.903685748 1.903455658 1.900497803 1.901007792 1.898134746 1.896727330 1.827671120 1.790821776 1.790821776 1.809312146 1.809312146 1.808683754
1255 2.141336556 1.781070186 1.781070186 0.360266370	1.781081149 1.873060332 1.874285282 1.873082586 1.871893148 1.868809786 1.866993367 1.814923389 1.786031592 1.786031592 1.800234851 1.800234851 1.801210210
1344 2.141336556 1.781070186 1.781070186 0.360266370	1.781081149 1.848960820 1.848366418 1.848982943 1.845812161 1.843536886 1.842160588 1.802279871 1.784623521 1.784623521 1.792008201 1.792008201 1.799307928
1433 2.141336556 1.781070186 1.781070186 0.360266370	1.781081149 1.827727216 1.828807660 1.828669941 1.826014187 1.820886607 1.820881273 1.795499771 1.784803225 1.784803225 1.787467433 1.787467433 1.797424260
1522 2.141336556 1.781070186 1.781070186 0.360266370	1.781081149 1.811672694 1.813900522 1.813960225 1.810396475 1.805245622 1.804893684 1.789625647 1.785216221 1.785216221 1.785001242 1.785001242 1.797331003
1611 2.141336556 1.781070186 1.781070186 0.360266370	1.781081149 1.800172962 1.802494386 1.801831718 1.796923058 1.793283390 1.793234082 1.786837683 1.783324716 1.783324716 1.784342040 1.784342040 1.795111245
1700 2.141336556 1.781070186 1.781070186 0.360266370	1.781081149 1.792230891 1.795664529 1.794420798 1.789022201 1.786213149 1.786035258 1.784947614 1.784737728 1.784737728 1.783239588 1.783239588 1.793469946
899 2.194074364 1.855652831 1.855652831 0.338421533	1.855662751 2.069031784 2.066842701 2.072288173 2.065407206 2.062525415 2.062149305 1.957430375 1.924671259 1.924671259 1.929980585 1.929980585 1.930285208
988 2.194074364 1.855652831 1.855652831 0.338421533	1.855662751 2.034710768 2.033434441 2.036733444 2.033117748 2.028712508 2.028492088 1.934617717 1.892209016 1.892209016 1.900441149 1.900441149 1.897116578
1077 2.194074364 1.855652831 1.855652831 0.338421533	1.855662751 1.999689286 2.000282152 2.001349108 1.998856558 1.995901695 1.995299007 1.914383403 1.868536008 1.868536008 1.895140914 1.895140914 1.887874510
1166 2.194074364 1.855652831 1.855652831 0.338421533	1.855662751 1.970655430 1.969441010 1.968785262 1.967652610 1.962488972 1.960738660 1.894716018 1.864229317 1.864229317 1.882426632 1.882426632 1.875747641
1255 2.194074364 1.855652831 1.855652831 0.338421533	1.855662751 1.941896606 1.942055519 1.943121454 1.940003391 1.933138073 1.931555065 1.883219288 1.859721610 1.859721610 1.872041694 1.872041694 1.873279411
1344 2.194074364 1.855652831 1.855652831 0.338421533	1.855662751 1.919444872 1.919558262 1.919815823 1.917682747 1.912754645 1.912522871 1.872208159 1.859714446 1.859714446 1.865665112 1.865665112 1.871391714
1433 2.194074364 1.855652831 1.855652831 0.338421533	1.855662751 1.899585139 1.901308540 1.899288146 1.896816533 1.893537219 1.893583739 1.868349798 1.861189877 1.861189877 1.862059377 1.862059377 1.870347049
1522 2.194074364 1.855652831 1.855652831 0.338421533	1.855662751 1.884097918 1.886904138 1.885522866 1.881526617 1.878476322 1.878827042 1.862903910 1.859351068 1.859351068 1.860059606 1.860059606 1.870558723
1611 2.194074364 1.855652831 1.855652831 0.338421533	1.855662751 1.874366362 1.876239966 1.874570018 1.870921898 1.868000577 1.867801752 1.861395619 1.858836299 1.858836299 1.859448796 1.859448796 1.869118170
1700 2.194074364 1.855652831 1.855652831 0.338421533	1.855662751 1.867402691 1.869646974 1.868388965 1.864302827 1.860682821 1.860638753 1.860140524 1.858614658 1.858614658 1.858453033 1.858453033 1.869200893
899 2.174473903 1.807351494 1.807351494 0.367122409	1.807361769 2.039777895 2.039920136 2.038879019 2.040168860 2.031100940 2.032621370 1.922751360 1.889129414 1.889129414 1.892348786 1.892348786 1.897846479
988 2.174473903 1.807351494 1.807351494 0.367122409	1.807361769 2.002052317 2.004107108 2.001671387 2.003795485 1.994654919 1.995941744 1.897073099 1.853473431 1.853473431 1.865485078 1.865485078 1.861370364
1077 2.174473903 1.807351494 1.807351494 0.367122409	1.807361769 1.964289389 1.964322433 1.963111037 1.963233794 1.957544566 1.958422217 1.874430125 1.825658302 1.825658302 1.851986370 1.851986370 1.848018023
1166 2.174473903 1.807351494 1.807351494 0.367122409	1.807361769 1.933607837 1.930836142 1.933053086 1.928680598 1.923951732 1.924985345 1.856236228 1.817753731 1.817753731 1.837199592 1.837199592 1.837081784
1255 2.174473903 1.807351494 1.807351494 0.367122409	1.807361769 1.902896750 1.902138890 1.902025638 1.899794438 1.896388135 1.897508774 1.841142463 1.814077577 1.814077577 1.828441140 1.828441140 1.831605754
1344 2.174473903 1.807351494 1.807351494 0.367122409	1.807361769 1.878593484 1.877892033 1.878427065 1.873858081 1.870642833 1.872101348 1.830022309 1.813496514 1.813496514 1.821104795 1.821104795 1.828807008
1433 2.174473903 1.807351494 1.807351494 0.367122409	1.807361769 1.856671019 1.859482281 1.857344684 1.852718970 1.848844193 1.850793556 1.821343573 1.812402293 1.812402293 1.816694845 1.816694845 1.826712983
1522 2.174473903 1.807351494 1.807351494 0.367122409	1.807361769 1.839936107 1.842007304 1.841213630 1.835917257 1.833365427 1.834471763 1.816538019 1.812563590 1.812563590 1.813241073 1.813241073 1.825052589
1611 2.174473903 1.807351494 1.807351494 0.367122409	1.807361769 1.829338094 1.832281095 1.829094569 1.824586445 1.821318333 1.821044994 1.814257209 1.810915000 1.810915000 1.812483083 1.812483083 1.825586222
1700 2.174473903 1.807351494 1.807351494 0.367122409	1.807361769 1.821440785 1.824452922 1.822539517 1.816550088 1.813396657 1.813486736 1.812855188 1.810881062 1.810881062 1.810931312 1.810931312 1.823890884
899 2.137950783 1.774011891 1.774011891 0.363938892	1.774021456 2.005542267 2.004841751 2.003106159 2.003752221 2.000477300 1.999254036 1.888736240 1.856226659 1.856226659 1.859478468 1.859478468 1.863651153
988 2.137950783 1.774011891 1.774011891 0.363938892	1.774021456 1.967583977 1.971357215 1.966772268 1.969968585 1.961761130 1.960129389 1.862925738 1.822923440 1.822923440 1.835529176 1.835529176 1.830472269
1077 2.137950783 1.774011891 1.774011891 0.363938892	1.774021456 1.930819832 1.931589156 1.931577486 1.930403089 1.925790609 1.924166710 1.843294560 1.795295732 1.795295732 1.820798936 1.820798936 1.817697350
1166 2.137950783 1.774011891 1.774011891 0.363938892	1.774021456 1.899018708 1.897573853 1.899389443 1.895803349 1.890589785 1.890570870 1.821641825 1.785558109 1.785558109 1.804278071 1.804278071 1.804082242
1255 2.137950783 1.774011891 1.774011891 0.363938892	1.774021456 1.868446246 1.871108224 1.868678488 1.868301058 1.860757191 1.861737563 1.808799370 1.781986965 1.781986965 1.795350516 1.795350516 1.796958073
1344 2.137950783 1.774011891 1.774011891 0.363938892	1.774021456 1.844619132 1.845155284 1.843863392 1.842919338 1.837382211 1.838314293 1.797035371 1.780179482 1.780179482 1.785556834 1.785556834 1.795993819
1433 2.137950783 1.774011891 1.774011891 0.363938892	1.774021456 1.823270252 1.824672081 1.824565595 1.820682047 1.816883708 1.817295533 1.787904964 1.778921062 1.778921062 1.782367095 1.782367095 1.794437568
1522 2.137950783 1.774011891 1.774011891 0.363938892	1.774021456 1.806728761 1.808856389 1.809269131 1.803447795 1.800469049 1.801838063 1.781745811 1.778096154 1.778096154 1.779471213 1.779471213 1.792137644
1611 2.137950783 1.774011891 1.774011891 0.363938892	1.774021456 1.795187685 1.797471563 1.797967534 1.791985791 1.787954919 1.788847150 1.780018402 1.777268303 1.777268303 1.777765060 1.777765060 1.792561058
1700 2.137950783 1.774011891 1.774011891 0.363938892	1.774021456 1.787317435 1.791494181 1.789665533 1.785178288 1.780286574 1.780449376 1.778345484 1.777751817 1.777751817 1.776419922 1.776419922 1.791403349
