capacity sum_comm_cmp max(sum_comm,sum_comp) sum_comm sum_comp	optimal_time_infinite_case order_of_submission order_of_optimal_strategy_infinite_memory increasing_order_of_communication_strategy decreasing_order_of_computation_strategy increasing_order_of_communication_plus_computation_strategy decreasing_order_of_communication_plus_computation_strategy largest_communication_task_respects_memory_restriction smallest_communication_task_respects_memory_restriction maximum_accelerated_task_respects_memory_restriction optimal_order_infinite_memory_largest_communication_task_respects_memory_restriction optimal_order_infinite_memory_smallest_communication_task_respects_memory_restriction optimal_order_infinite_memory_maximum_accelerated_task_respects_memory_restriction
29040 0.182755777 0.156450464 0.156450464 0.026305313	0.156461103 0.182755777 0.182306239 0.182573788 0.182298666 0.182609526 0.182651377 0.180897195 0.180903852 0.180903852 0.180929018 0.180929018 0.180951678
31460 0.182755777 0.156450464 0.156450464 0.026305313	0.156461103 0.180881823 0.180788615 0.180747985 0.180717965 0.180687555 0.180608067 0.178684079 0.178522846 0.178522846 0.179670721 0.179670721 0.179024762
33880 0.182755777 0.156450464 0.156450464 0.026305313	0.156461103 0.179117755 0.179670688 0.179214331 0.179684730 0.178962840 0.178895047 0.178403257 0.178219478 0.178219478 0.177882031 0.177882031 0.177981760
36300 0.182755777 0.156450464 0.156450464 0.026305313	0.156461103 0.178863250 0.179544542 0.178998637 0.179619328 0.178875588 0.178790254 0.178415055 0.178246351 0.178246351 0.177911381 0.177911381 0.177949255
38720 0.182755777 0.156450464 0.156450464 0.026305313	0.156461103 0.178863250 0.179544542 0.178998637 0.179619328 0.178875588 0.178790254 0.178415055 0.178246351 0.178246351 0.177911381 0.177911381 0.177949255
41140 0.182755777 0.156450464 0.156450464 0.026305313	0.156461103 0.175072756 0.175572184 0.175236459 0.175583973 0.175373811 0.175199470 0.169579895 0.168500289 0.168500289 0.168128229 0.168128229 0.168227696
43560 0.182755777 0.156450464 0.156450464 0.026305313	0.156461103 0.165245423 0.165508179 0.165086417 0.165669013 0.164770142 0.163790917 0.161035421 0.159292889 0.159292889 0.159519979 0.159519979 0.160297919
45980 0.182755777 0.156450464 0.156450464 0.026305313	0.156461103 0.160323076 0.160200932 0.160262416 0.160370333 0.160092410 0.159147937 0.159703177 0.159598104 0.159598104 0.158932989 0.158932989 0.159190550
24200 0.188583093 0.161304599 0.161304599 0.027278494	0.161314814 0.188431986 0.188328032 0.188432492 0.188302673 0.188363506 0.188453317 0.186902806 0.186933048 0.186933048 0.186944142 0.186944142 0.186926682
26620 0.188583093 0.161304599 0.161304599 0.027278494	0.161314814 0.188404760 0.188315490 0.188432492 0.188290131 0.188335934 0.188413426 0.186886459 0.186916701 0.186916701 0.186939292 0.186939292 0.186947647
29040 0.188583093 0.161304599 0.161304599 0.027278494	0.161314814 0.188404760 0.188315490 0.188385388 0.188290131 0.188335934 0.188413426 0.186878589 0.186906576 0.186906576 0.186945619 0.186945619 0.186953974
31460 0.188583093 0.161304599 0.161304599 0.027278494	0.161314814 0.186939462 0.186928688 0.186784559 0.186949403 0.186752740 0.186800168 0.184945540 0.184657902 0.184657902 0.185777612 0.185777612 0.185115865
33880 0.188583093 0.161304599 0.161304599 0.027278494	0.161314814 0.185448544 0.185606535 0.185208233 0.185757550 0.185278449 0.185191269 0.184514293 0.184332236 0.184332236 0.185522387 0.185522387 0.185043133
36300 0.188583093 0.161304599 0.161304599 0.027278494	0.161314814 0.185276215 0.185462772 0.185095769 0.185560250 0.185194009 0.185062588 0.184326123 0.184455656 0.184455656 0.184058881 0.184058881 0.184089843
38720 0.188583093 0.161304599 0.161304599 0.027278494	0.161314814 0.185276215 0.185462772 0.185095769 0.185560250 0.185194009 0.185062588 0.184323443 0.184455656 0.184455656 0.184054028 0.184054028 0.184104984
41140 0.188583093 0.161304599 0.161304599 0.027278494	0.161314814 0.181265114 0.181580555 0.180370680 0.181479480 0.181373026 0.181017908 0.175014363 0.173574361 0.173574361 0.174407260 0.174407260 0.174382204
43560 0.188583093 0.161304599 0.161304599 0.027278494	0.161314814 0.171378362 0.171013461 0.170644990 0.171260317 0.169530386 0.169033364 0.166671235 0.164851074 0.164851074 0.165054376 0.165054376 0.165043722
45980 0.188583093 0.161304599 0.161304599 0.027278494	0.161314814 0.166077683 0.165678503 0.165539550 0.165714122 0.164580930 0.163134892 0.165056063 0.165107433 0.165107433 0.164052510 0.164052510 0.164469575
24200 0.183153481 0.156175343 0.156175343 0.026978138	0.156186062 0.183086419 0.182836018 0.182926499 0.182809342 0.182868132 0.182908931 0.181436614 0.181464575 0.181464575 0.181474685 0.181474685 0.181436441
26620 0.183153481 0.156175343 0.156175343 0.026978138	0.156186062 0.183012000 0.182804298 0.182867903 0.182761520 0.182824333 0.182836227 0.181386424 0.181430898 0.181430898 0.181443164 0.181443164 0.181465673
29040 0.183153481 0.156175343 0.156175343 0.026978138	0.156186062 0.182980347 0.182772645 0.182853407 0.182729867 0.182824333 0.182836227 0.181404202 0.181430063 0.181430063 0.181476732 0.181476732 0.181466295
31460 0.183153481 0.156175343 0.156175343 0.026978138	0.156186062 0.181392581 0.181220475 0.181431508 0.181267080 0.181409296 0.181527149 0.179530037 0.179204597 0.179204597 0.180195501 0.180195501 0.179337204
33880 0.183153481 0.156175343 0.156175343 0.026978138	0.156186062 0.179752836 0.180174450 0.180069234 0.180208992 0.178599524 0.180095718 0.179064703 0.179245512 0.179245512 0.180117680 0.180117680 0.179382364
36300 0.183153481 0.156175343 0.156175343 0.026978138	0.156186062 0.179652390 0.180068268 0.179776841 0.180111556 0.178282337 0.179748507 0.179193883 0.179207333 0.179207333 0.178768155 0.178768155 0.178579650
38720 0.183153481 0.156175343 0.156175343 0.026978138	0.156186062 0.179652390 0.180068268 0.179776841 0.180111556 0.178282337 0.179748507 0.179313550 0.179011202 0.179011202 0.178804314 0.178804314 0.178571074
41140 0.183153481 0.156175343 0.156175343 0.026978138	0.156186062 0.176014397 0.176374587 0.176091078 0.176530471 0.174561966 0.175948347 0.169993947 0.169230047 0.169230047 0.169371198 0.169371198 0.169132307
43560 0.183153481 0.156175343 0.156175343 0.026978138	0.156186062 0.166158085 0.166131297 0.165704698 0.166041542 0.162969346 0.164069147 0.161308634 0.160119676 0.160119676 0.160220508 0.160220508 0.160576048
45980 0.183153481 0.156175343 0.156175343 0.026978138	0.156186062 0.160507961 0.160471204 0.160200101 0.160422502 0.157720469 0.157810255 0.159714954 0.159687193 0.159687193 0.158747052 0.158747052 0.159200382
24200 0.187507397 0.161582052 0.161582052 0.025925345	0.161592568 0.187440983 0.186909763 0.187276857 0.186869576 0.187264638 0.187241281 0.185603596 0.185615760 0.185615760 0.185684400 0.185684400 0.185685805
26620 0.187507397 0.161582052 0.161582052 0.025925345	0.161592568 0.187374449 0.186863714 0.187240813 0.186830233 0.187181523 0.187162640 0.185582064 0.185544754 0.185544754 0.185598604 0.185598604 0.185645575
29040 0.187507397 0.161582052 0.161582052 0.025925345	0.161592568 0.187345226 0.186863714 0.187212108 0.186830233 0.187168517 0.187135010 0.185581088 0.185544287 0.185544287 0.185620168 0.185620168 0.185656970
31460 0.187507397 0.161582052 0.161582052 0.025925345	0.161592568 0.185676773 0.185627003 0.185507284 0.185655896 0.184485456 0.185541959 0.183657424 0.183374910 0.183374910 0.184206804 0.184206804 0.183926411
33880 0.187507397 0.161582052 0.161582052 0.025925345	0.161592568 0.183767957 0.184283669 0.183860578 0.184648957 0.182756693 0.184036113 0.183280248 0.183299524 0.183299524 0.182543491 0.182543491 0.183272576
36300 0.187507397 0.161582052 0.161582052 0.025925345	0.161592568 0.183674241 0.184167878 0.183737248 0.184001794 0.182659541 0.182811474 0.183245363 0.182943721 0.182943721 0.182291611 0.182291611 0.182931632
38720 0.187507397 0.161582052 0.161582052 0.025925345	0.161592568 0.183674241 0.184167878 0.183737248 0.184001794 0.182659541 0.182811474 0.183169983 0.182827293 0.182827293 0.182099993 0.182099993 0.182913492
41140 0.187507397 0.161582052 0.161582052 0.025925345	0.161592568 0.179784459 0.180159556 0.180042917 0.179883609 0.178797544 0.178944728 0.174105494 0.173174272 0.173174272 0.173247500 0.173247500 0.172885089
43560 0.187507397 0.161582052 0.161582052 0.025925345	0.161592568 0.169702475 0.170343313 0.170016140 0.170071036 0.168795040 0.167659664 0.165782685 0.164943653 0.164943653 0.164692815 0.164692815 0.165115258
45980 0.187507397 0.161582052 0.161582052 0.025925345	0.161592568 0.165337041 0.164922904 0.165264779 0.165098771 0.164244229 0.162932069 0.164751965 0.164717267 0.164717267 0.163769544 0.163769544 0.164095034
24200 0.178821277 0.151746708 0.151746708 0.027074569	0.151756746 0.178712059 0.178418102 0.178573333 0.178451579 0.178568721 0.178641114 0.177084820 0.177127352 0.177127352 0.177108401 0.177108401 0.177107123
26620 0.178821277 0.151746708 0.151746708 0.027074569	0.151756746 0.178605389 0.178332655 0.178492934 0.178337464 0.178481386 0.178579865 0.177037747 0.177077628 0.177077628 0.177124022 0.177124022 0.177127901
29040 0.178821277 0.151746708 0.151746708 0.027074569	0.151756746 0.178578697 0.178297186 0.178452616 0.178337464 0.178440224 0.178507867 0.177037747 0.177077628 0.177077628 0.177124022 0.177124022 0.177127901
31460 0.178821277 0.151746708 0.151746708 0.027074569	0.151756746 0.177011659 0.176779611 0.176753131 0.176755341 0.176775072 0.176874147 0.174717336 0.174403209 0.174403209 0.175960999 0.175960999 0.174978084
33880 0.178821277 0.151746708 0.151746708 0.027074569	0.151756746 0.175392726 0.175772558 0.175326734 0.175698456 0.175386770 0.175263106 0.174447074 0.174330699 0.174330699 0.175700207 0.175700207 0.174833247
36300 0.178821277 0.151746708 0.151746708 0.027074569	0.151756746 0.175179705 0.175700832 0.175238763 0.175664411 0.175254964 0.175100060 0.174370343 0.174451146 0.174451146 0.174070117 0.174070117 0.173924701
38720 0.178821277 0.151746708 0.151746708 0.027074569	0.151756746 0.175179705 0.175700832 0.175238763 0.175664411 0.175254964 0.175100060 0.174368120 0.174451146 0.174451146 0.173736039 0.173736039 0.173924701
41140 0.178821277 0.151746708 0.151746708 0.027074569	0.151756746 0.170637250 0.171129693 0.171274579 0.171304188 0.170900267 0.170901759 0.164445782 0.163906104 0.163906104 0.163837146 0.163837146 0.163719792
43560 0.178821277 0.151746708 0.151746708 0.027074569	0.151756746 0.160970081 0.160504625 0.160159499 0.160641452 0.157651827 0.157857873 0.156677693 0.154857209 0.154857209 0.154793299 0.154793299 0.155740528
45980 0.178821277 0.151746708 0.151746708 0.027074569	0.151756746 0.155546675 0.155312003 0.155163996 0.155468419 0.153025932 0.153298840 0.154948335 0.154993754 0.154993754 0.154143478 0.154143478 0.154608602
24200 0.175789441 0.147363542 0.147363542 0.028425899	0.147374733 0.175664867 0.175482082 0.175610827 0.175453040 0.175663928 0.175655586 0.174114034 0.174109438 0.174109438 0.174118822 0.174118822 0.174102059
26620 0.175789441 0.147363542 0.147363542 0.028425899	0.147374733 0.175623530 0.175423778 0.175568587 0.175394736 0.175639551 0.175629038 0.174077026 0.174031487 0.174031487 0.174077458 0.174077458 0.174069935
29040 0.175789441 0.147363542 0.147363542 0.028425899	0.147374733 0.175582759 0.175399381 0.175511247 0.175370339 0.175553067 0.175513949 0.174056219 0.174057612 0.174057612 0.174077458 0.174077458 0.174069935
31460 0.175789441 0.147363542 0.147363542 0.028425899	0.147374733 0.174091255 0.173945785 0.174041481 0.173935885 0.173790383 0.173865034 0.171868303 0.171723317 0.171723317 0.172796469 0.172796469 0.172034717
33880 0.175789441 0.147363542 0.147363542 0.028425899	0.147374733 0.172534205 0.172797557 0.172621567 0.172809509 0.172299848 0.172281861 0.171757725 0.171927845 0.171927845 0.172740438 0.172740438 0.172493103
36300 0.175789441 0.147363542 0.147363542 0.028425899	0.147374733 0.172345154 0.172696952 0.172418796 0.172733638 0.172135192 0.172139977 0.171795063 0.171988017 0.171988017 0.172830400 0.172830400 0.172908582
38720 0.175789441 0.147363542 0.147363542 0.028425899	0.147374733 0.172345154 0.172696952 0.172418796 0.172733638 0.172135192 0.172139977 0.171775445 0.171597487 0.171597487 0.172813362 0.172813362 0.172895746
41140 0.175789441 0.147363542 0.147363542 0.028425899	0.147374733 0.168134864 0.168428806 0.168364860 0.168466298 0.166957574 0.167974350 0.161665185 0.161245681 0.161245681 0.162268714 0.162268714 0.161221996
43560 0.175789441 0.147363542 0.147363542 0.028425899	0.147374733 0.157383443 0.156991055 0.157419830 0.157702700 0.154673076 0.155815696 0.153514526 0.151339690 0.151339690 0.151695298 0.151695298 0.152090950
45980 0.175789441 0.147363542 0.147363542 0.028425899	0.147374733 0.152352785 0.151255257 0.152154585 0.152090135 0.149676372 0.150114438 0.151713031 0.151671092 0.151671092 0.149763763 0.149763763 0.150070375
24200 0.170426772 0.142611357 0.142611357 0.027815415	0.142621643 0.170240522 0.169878949 0.170308825 0.170075060 0.170290257 0.170277473 0.168165638 0.168204912 0.168204912 0.168276167 0.168276167 0.168444287
26620 0.170426772 0.142611357 0.142611357 0.027815415	0.142621643 0.170143038 0.169748316 0.170144434 0.169960502 0.170192317 0.170180941 0.168034113 0.168124711 0.168124711 0.168231923 0.168231923 0.168391442
29040 0.170426772 0.142611357 0.142611357 0.027815415	0.142621643 0.170053506 0.169681591 0.170110808 0.169877709 0.170090506 0.170063117 0.168107365 0.168120570 0.168120570 0.168249417 0.168249417 0.168392866
31460 0.170426772 0.142611357 0.142611357 0.027815415	0.142621643 0.168334311 0.167784216 0.168059524 0.167973003 0.166406572 0.166811533 0.165813932 0.164617646 0.164617646 0.166923635 0.166923635 0.166197383
33880 0.170426772 0.142611357 0.142611357 0.027815415	0.142621643 0.166456463 0.166224413 0.166005829 0.166474703 0.164575353 0.164908035 0.165637707 0.165426226 0.165426226 0.166956014 0.166956014 0.166141388
36300 0.170426772 0.142611357 0.142611357 0.027815415	0.142621643 0.166196891 0.166080797 0.165864777 0.166349852 0.164450025 0.164809093 0.165737768 0.165633871 0.165633871 0.164792659 0.164792659 0.165753950
38720 0.170426772 0.142611357 0.142611357 0.027815415	0.142621643 0.166196891 0.166080797 0.165864777 0.166349852 0.164450025 0.164809093 0.165743603 0.165485545 0.165485545 0.164749828 0.164749828 0.165730369
41140 0.170426772 0.142611357 0.142611357 0.027815415	0.142621643 0.162147552 0.161938975 0.161989308 0.162177974 0.160443804 0.160845585 0.156056350 0.154672055 0.154672055 0.155010039 0.155010039 0.155198217
43560 0.170426772 0.142611357 0.142611357 0.027815415	0.142621643 0.151484120 0.151238108 0.151021104 0.151630419 0.148673345 0.149420869 0.147339625 0.146137266 0.146137266 0.145608092 0.145608092 0.147029425
45980 0.170426772 0.142611357 0.142611357 0.027815415	0.142621643 0.146727155 0.146467968 0.146506442 0.146849321 0.144026294 0.144448638 0.146016267 0.146085538 0.146085538 0.144745704 0.144745704 0.146467382
24200 0.184115472 0.157724662 0.157724662 0.026390810	0.157734852 0.183944550 0.183430770 0.183984961 0.183452102 0.183911530 0.183912509 0.182244868 0.182240759 0.182240759 0.182276359 0.182276359 0.182298311
26620 0.184115472 0.157724662 0.157724662 0.026390810	0.157734852 0.183929109 0.183430770 0.183974448 0.183452102 0.183892515 0.183901996 0.182200112 0.182233498 0.182233498 0.182268769 0.182268769 0.182290721
29040 0.184115472 0.157724662 0.157724662 0.026390810	0.157734852 0.183929109 0.183430770 0.183949454 0.183452102 0.183882002 0.183884898 0.182200112 0.182224584 0.182224584 0.182268769 0.182268769 0.182290721
31460 0.184115472 0.157724662 0.157724662 0.026390810	0.157734852 0.182338355 0.182162736 0.182076869 0.182139417 0.182134332 0.182059086 0.179763686 0.179517939 0.179517939 0.181200905 0.181200905 0.179616679
33880 0.184115472 0.157724662 0.157724662 0.026390810	0.157734852 0.180407310 0.181157295 0.180441076 0.181188719 0.180369342 0.180199942 0.179378549 0.179539966 0.179539966 0.180931017 0.180931017 0.179709013
36300 0.184115472 0.157724662 0.157724662 0.026390810	0.157734852 0.180170928 0.181061211 0.180225927 0.181064195 0.180260529 0.180075546 0.179407994 0.179374101 0.179374101 0.178390892 0.178390892 0.178634644
38720 0.184115472 0.157724662 0.157724662 0.026390810	0.157734852 0.180170928 0.181061211 0.180225927 0.181064195 0.180260529 0.180075546 0.179440875 0.179341625 0.179341625 0.178420509 0.178420509 0.178654441
41140 0.184115472 0.157724662 0.157724662 0.026390810	0.157734852 0.176102000 0.177049377 0.176088409 0.177130079 0.175039831 0.175309708 0.170068519 0.169439593 0.169439593 0.169055626 0.169055626 0.169022722
43560 0.184115472 0.157724662 0.157724662 0.026390810	0.157734852 0.166040558 0.166152065 0.165611268 0.166058532 0.165025356 0.163948696 0.162274332 0.160212169 0.160212169 0.160572853 0.160572853 0.161626694
45980 0.184115472 0.157724662 0.157724662 0.026390810	0.157734852 0.161546671 0.161184946 0.160881001 0.161306234 0.158721166 0.159205550 0.160670995 0.160923390 0.160923390 0.159993332 0.159993332 0.160336771
24200 0.179929238 0.152727514 0.152727514 0.027201724	0.152737760 0.179731246 0.179341072 0.179762383 0.179295378 0.179594327 0.179697300 0.177580094 0.177567994 0.177567994 0.177567376 0.177567376 0.177641264
26620 0.179929238 0.152727514 0.152727514 0.027201724	0.152737760 0.179698986 0.179278237 0.179650424 0.179257063 0.179502826 0.179604942 0.177447661 0.177458014 0.177458014 0.177489874 0.177489874 0.176608446
29040 0.179929238 0.152727514 0.152727514 0.027201724	0.152737760 0.179560164 0.179182698 0.179606292 0.179161524 0.177885114 0.179533947 0.177408324 0.177422321 0.177422321 0.177527936 0.177527936 0.177643889
31460 0.179929238 0.152727514 0.152727514 0.027201724	0.152737760 0.177226497 0.177504475 0.177252479 0.177397012 0.174963539 0.177677715 0.174801985 0.174685002 0.174685002 0.176017496 0.176017496 0.174772336
33880 0.179929238 0.152727514 0.152727514 0.027201724	0.152737760 0.175338410 0.175918912 0.175363905 0.175959204 0.172698966 0.175367220 0.174832671 0.174471964 0.174471964 0.175828115 0.175828115 0.174936371
36300 0.179929238 0.152727514 0.152727514 0.027201724	0.152737760 0.175122378 0.175659526 0.175128401 0.175722414 0.172453535 0.175126764 0.174206292 0.174258791 0.174258791 0.173475023 0.173475023 0.173793743
38720 0.179929238 0.152727514 0.152727514 0.027201724	0.152737760 0.175122378 0.175659526 0.175128401 0.175722414 0.172453535 0.175126764 0.174210937 0.174407900 0.174407900 0.173448476 0.173448476 0.173869828
41140 0.179929238 0.152727514 0.152727514 0.027201724	0.152737760 0.170937073 0.171630869 0.170990365 0.171816387 0.167756302 0.169323568 0.165200526 0.162606465 0.162606465 0.164016539 0.164016539 0.164377367
43560 0.179929238 0.152727514 0.152727514 0.027201724	0.152737760 0.161637931 0.161417134 0.161310327 0.161812493 0.158478815 0.158206614 0.157263868 0.156182039 0.156182039 0.156089478 0.156089478 0.156591277
45980 0.179929238 0.152727514 0.152727514 0.027201724	0.152737760 0.157147438 0.156788298 0.156840714 0.156893794 0.154138207 0.153981900 0.156330937 0.155530558 0.155530558 0.155567291 0.155567291 0.156119881
24200 0.170367587 0.142997989 0.142997989 0.027369598	0.143008394 0.170157111 0.169826367 0.170164579 0.169825402 0.170248959 0.170238351 0.168415184 0.168391214 0.168391214 0.168472305 0.168472305 0.168475273
26620 0.170367587 0.142997989 0.142997989 0.027369598	0.143008394 0.170071858 0.169749714 0.170135916 0.169786926 0.170233893 0.170200177 0.168391463 0.168325310 0.168325310 0.168471931 0.168471931 0.168459904
29040 0.170367587 0.142997989 0.142997989 0.027369598	0.143008394 0.170071858 0.169736292 0.170097742 0.169773504 0.170206217 0.170173861 0.168391463 0.168360231 0.168360231 0.168471931 0.168471931 0.168459904
31460 0.170367587 0.142997989 0.142997989 0.027369598	0.143008394 0.168582833 0.168321711 0.168151511 0.168239800 0.168257134 0.168310808 0.166033740 0.165802784 0.165802784 0.167090019 0.167090019 0.166285079
33880 0.170367587 0.142997989 0.142997989 0.027369598	0.143008394 0.166728326 0.167241806 0.166560879 0.167119363 0.166567718 0.166506120 0.165894905 0.165773477 0.165773477 0.166933374 0.166933374 0.166200435
36300 0.170367587 0.142997989 0.142997989 0.027369598	0.143008394 0.166387875 0.167076539 0.166499856 0.167020448 0.165033120 0.166269942 0.165628043 0.165582958 0.165582958 0.165109189 0.165109189 0.165258210
38720 0.170367587 0.142997989 0.142997989 0.027369598	0.143008394 0.166387875 0.167076539 0.166499856 0.167020448 0.165033120 0.166269942 0.165669190 0.165662067 0.165662067 0.165109189 0.165109189 0.165258210
41140 0.170367587 0.142997989 0.142997989 0.027369598	0.143008394 0.162541176 0.163218414 0.162822123 0.163297682 0.161082318 0.161512056 0.156283793 0.155677837 0.155677837 0.155791310 0.155791310 0.155760192
43560 0.170367587 0.142997989 0.142997989 0.027369598	0.143008394 0.152937241 0.152970750 0.152910962 0.152883265 0.149757164 0.151103547 0.148450014 0.146553980 0.146553980 0.146491732 0.146491732 0.146904258
45980 0.170367587 0.142997989 0.142997989 0.027369598	0.143008394 0.147365548 0.146835541 0.147453030 0.147655276 0.144518272 0.144490594 0.146564834 0.146529740 0.146529740 0.145158200 0.145158200 0.145549449
24200 0.180758602 0.153973210 0.153973210 0.026785392	0.153983731 0.180659631 0.180305070 0.180572129 0.180294883 0.180671450 0.180675011 0.179131698 0.179127435 0.179127435 0.179159312 0.179159312 0.179155530
26620 0.180758602 0.153973210 0.153973210 0.026785392	0.153983731 0.180625156 0.180263860 0.180572129 0.180253673 0.180655277 0.180650706 0.179102994 0.179111367 0.179111367 0.179166854 0.179166854 0.179159685
29040 0.180758602 0.153973210 0.153973210 0.026785392	0.153983731 0.180625156 0.180263860 0.180539013 0.180253673 0.180631051 0.180630105 0.179102994 0.179111367 0.179111367 0.179149659 0.179149659 0.179138393
31460 0.180758602 0.153973210 0.153973210 0.026785392	0.153983731 0.179171037 0.178992082 0.178979723 0.179086892 0.178878665 0.178935105 0.177107215 0.176505069 0.176505069 0.178148011 0.178148011 0.177117197
33880 0.180758602 0.153973210 0.153973210 0.026785392	0.153983731 0.177727090 0.178002356 0.177762028 0.178126919 0.177366415 0.177470968 0.176864038 0.176539442 0.176539442 0.178148989 0.178148989 0.177520339
36300 0.180758602 0.153973210 0.153973210 0.026785392	0.153983731 0.177472405 0.177947091 0.177584565 0.178030639 0.177277561 0.177347547 0.176883725 0.176781100 0.176781100 0.176710630 0.176710630 0.176879670
38720 0.180758602 0.153973210 0.153973210 0.026785392	0.153983731 0.177472405 0.177947091 0.177584565 0.178030639 0.177277561 0.177347547 0.176833752 0.176640008 0.176640008 0.176733492 0.176733492 0.176876708
41140 0.180758602 0.153973210 0.153973210 0.026785392	0.153983731 0.173357142 0.174240948 0.173528608 0.174491121 0.173217823 0.171922384 0.167371470 0.166557196 0.166557196 0.166885020 0.166885020 0.166688313
43560 0.180758602 0.153973210 0.153973210 0.026785392	0.153983731 0.163874791 0.163387762 0.162983202 0.163622273 0.163069658 0.162471624 0.159297443 0.157645523 0.157645523 0.157684369 0.157684369 0.158659021
45980 0.180758602 0.153973210 0.153973210 0.026785392	0.153983731 0.158295621 0.157825128 0.158179719 0.158137673 0.157808568 0.156868839 0.157576653 0.157567738 0.157567738 0.156322986 0.156322986 0.156523876
24200 0.190056254 0.163538948 0.163538948 0.026517306	0.163548776 0.189957876 0.189597022 0.189836652 0.189624750 0.189840251 0.189820221 0.188376528 0.188434368 0.188434368 0.188407700 0.188407700 0.188422595
26620 0.190056254 0.163538948 0.163538948 0.026517306	0.163548776 0.189903680 0.189569893 0.189810176 0.189597621 0.189780487 0.189747384 0.188335134 0.188383552 0.188383552 0.188372917 0.188372917 0.188379190
29040 0.190056254 0.163538948 0.163538948 0.026517306	0.163548776 0.189887390 0.189556820 0.189766351 0.189584548 0.189768086 0.189729499 0.188311119 0.188380317 0.188380317 0.188367729 0.188367729 0.188322011
31460 0.190056254 0.163538948 0.163538948 0.026517306	0.163548776 0.188351773 0.188365491 0.188135500 0.188369391 0.186411358 0.187785313 0.186093039 0.186078555 0.186078555 0.187190414 0.187190414 0.185909503
33880 0.190056254 0.163538948 0.163538948 0.026517306	0.163548776 0.186652796 0.187202589 0.186666558 0.187116306 0.185247414 0.186571307 0.185938396 0.185997989 0.185997989 0.187078001 0.187078001 0.186299798
36300 0.190056254 0.163538948 0.163538948 0.026517306	0.163548776 0.186471582 0.187151157 0.186578229 0.187090704 0.185036927 0.186353695 0.185929866 0.185905362 0.185905362 0.185191928 0.185191928 0.184992226
38720 0.190056254 0.163538948 0.163538948 0.026517306	0.163548776 0.186471582 0.187151157 0.186578229 0.187090704 0.185036927 0.186353695 0.185735251 0.185584763 0.185584763 0.185170524 0.185170524 0.185001229
41140 0.190056254 0.163538948 0.163538948 0.026517306	0.163548776 0.181946086 0.182374753 0.181478256 0.182604427 0.180668218 0.181932056 0.176355662 0.175179145 0.175179145 0.175375024 0.175375024 0.175317491
43560 0.190056254 0.163538948 0.163538948 0.026517306	0.163548776 0.172677594 0.172807234 0.172064024 0.172986863 0.169789695 0.171371249 0.168601710 0.167569662 0.167569662 0.167158879 0.167158879 0.168526670
45980 0.190056254 0.163538948 0.163538948 0.026517306	0.163548776 0.168028978 0.167566311 0.167703992 0.167809225 0.164942352 0.165230809 0.167344365 0.166684857 0.166684857 0.166546922 0.166546922 0.166745678
24200 0.190940837 0.164994970 0.164994970 0.025945867	0.165005211 0.190757722 0.190408969 0.190715869 0.190390104 0.190781819 0.190784169 0.189198260 0.189201126 0.189201126 0.189228920 0.189228920 0.189213718
26620 0.190940837 0.164994970 0.164994970 0.025945867	0.165005211 0.190685605 0.190301659 0.190642669 0.190313511 0.190702344 0.190698466 0.189126118 0.189110910 0.189110910 0.189184832 0.189184832 0.189056343
29040 0.190940837 0.164994970 0.164994970 0.025945867	0.165005211 0.190631071 0.190270657 0.190598495 0.190265133 0.190632143 0.190624025 0.189105419 0.189105992 0.189105992 0.189225323 0.189225323 0.189213670
31460 0.190940837 0.164994970 0.164994970 0.025945867	0.165005211 0.189262798 0.188955551 0.188893027 0.189007258 0.188843581 0.188736354 0.186869220 0.186301820 0.186301820 0.188192790 0.188192790 0.186657159
33880 0.190940837 0.164994970 0.164994970 0.025945867	0.165005211 0.187478476 0.188148826 0.187347096 0.188215470 0.187409288 0.187283821 0.186578934 0.186394463 0.186394463 0.188040162 0.188040162 0.186821968
36300 0.190940837 0.164994970 0.164994970 0.025945867	0.165005211 0.187232527 0.187973348 0.187194475 0.188039992 0.187240531 0.187110139 0.186562539 0.186440846 0.186440846 0.185704286 0.185704286 0.185940818
38720 0.190940837 0.164994970 0.164994970 0.025945867	0.165005211 0.187232527 0.187973348 0.187194475 0.188039992 0.187240531 0.187110139 0.186722787 0.186353845 0.186353845 0.185647715 0.185647715 0.185919358
41140 0.190940837 0.164994970 0.164994970 0.025945867	0.165005211 0.183252379 0.183641071 0.183313107 0.183945475 0.183340234 0.183530487 0.177495706 0.176107226 0.176107226 0.176357771 0.176357771 0.176486849
43560 0.190940837 0.164994970 0.164994970 0.025945867	0.165005211 0.174099119 0.173935017 0.173487803 0.174199062 0.171185186 0.171203105 0.169759706 0.168610343 0.168610343 0.168218901 0.168218901 0.168711155
45980 0.190940837 0.164994970 0.164994970 0.025945867	0.165005211 0.169063001 0.168983633 0.168812515 0.169251518 0.166187643 0.166146875 0.168239256 0.168418429 0.168418429 0.167395361 0.167395361 0.168402350
24200 0.199571945 0.171122445 0.171122445 0.028449500	0.171133302 0.199379703 0.198935679 0.199385754 0.198909997 0.199357499 0.199362119 0.197420820 0.197389344 0.197389344 0.197413533 0.197413533 0.197413743
26620 0.199571945 0.171122445 0.171122445 0.028449500	0.171133302 0.199307874 0.198857778 0.199342062 0.198832510 0.199332660 0.199341781 0.197402161 0.197301638 0.197301638 0.197427258 0.197427258 0.197386077
