optimal_time_infinite_case order_of_submission order_of_optimal_strategy_infinite_memory increasing_order_of_communication_strategy decreasing_order_of_computation_strategy increasing_order_of_communication_plus_computation_strategy decreasing_order_of_communication_plus_computation_strategy largest_communication_task_respects_memory_restriction smallest_communication_task_respects_memory_restriction maximum_accelerated_task_respects_memory_restriction optimal_order_infinite_memory_largest_communication_task_respects_memory_restriction optimal_order_infinite_memory_smallest_communication_task_respects_memory_restriction optimal_order_infinite_memory_maximum_accelerated_task_respects_memory_restriction
0.470169219 0.711557795 0.715888011 0.695097393 0.713680648 0.695327342 0.696383366 0.649551382 0.607172949 0.607172949 0.641885595 0.641885595 0.634930674
0.470169219 0.610720129 0.611420603 0.600626009 0.609868936 0.591196605 0.591230295 0.565910806 0.555578881 0.555578881 0.547616955 0.547616955 0.569373965
0.470169219 0.565835039 0.566875550 0.563951785 0.563438873 0.547070597 0.547093616 0.553230252 0.552431558 0.552431558 0.539147549 0.539147549 0.560587378
0.468186788 0.791393233 0.795813818 0.805328021 0.792109924 0.796808593 0.795382387 0.779792454 0.778449939 0.778449939 0.781619702 0.781619702 0.783140211
0.468186788 0.790152799 0.793817908 0.801612544 0.790112211 0.794246035 0.792754598 0.771377690 0.769950133 0.769950133 0.772160741 0.772160741 0.776160950
0.468186788 0.789158365 0.792329744 0.798824281 0.789058970 0.792244432 0.790771175 0.769454762 0.769066697 0.769066697 0.771292611 0.771292611 0.775040769
0.468186788 0.776019580 0.778924009 0.773892119 0.777591918 0.773101136 0.773067944 0.740288209 0.722404758 0.722404758 0.765711733 0.765711733 0.735474288
0.468186788 0.763177660 0.768555525 0.746355499 0.768385935 0.752306819 0.752641166 0.738145253 0.718093669 0.718093669 0.745248827 0.745248827 0.740947971
0.468186788 0.758935966 0.762789656 0.739208262 0.762341127 0.745723401 0.745690774 0.730659339 0.710324201 0.710324201 0.742516630 0.742516630 0.738145378
0.468186788 0.750680159 0.752545684 0.729214077 0.751693765 0.735329921 0.735485495 0.726504054 0.706098056 0.706098056 0.738640934 0.738640934 0.738935272
0.468186788 0.717141506 0.720322861 0.699851243 0.719229808 0.704094547 0.704351836 0.652756306 0.610044651 0.610044651 0.646693104 0.646693104 0.638728105
0.468186788 0.614343266 0.615408760 0.604089581 0.613342446 0.593781260 0.592181705 0.569328095 0.559494641 0.559494641 0.550739421 0.550739421 0.575522183
0.468186788 0.568767626 0.570475958 0.568000997 0.566803883 0.550924286 0.549748653 0.558413437 0.557419877 0.557419877 0.544744778 0.544744778 0.565561326
0.460247031 0.777597574 0.781562049 0.790960860 0.777916446 0.782809968 0.782584975 0.766045766 0.764280970 0.764280970 0.766936133 0.766936133 0.768293857
0.460247031 0.776496153 0.779565886 0.787298671 0.775778436 0.779920847 0.779803547 0.756614785 0.756239156 0.756239156 0.758455454 0.758455454 0.761535614
0.460247031 0.775265852 0.777744440 0.783611103 0.774117923 0.777470137 0.777325134 0.755977118 0.755047472 0.755047472 0.757256691 0.757256691 0.760656692
0.460247031 0.763620977 0.766641598 0.760358135 0.764028902 0.758928134 0.758868811 0.729941977 0.709164746 0.709164746 0.744140355 0.744140355 0.727870827
0.460247031 0.751221178 0.755528309 0.735041742 0.754985287 0.738964124 0.739324869 0.726995151 0.706996896 0.706996896 0.733345737 0.733345737 0.726256582
0.460247031 0.745242910 0.748714160 0.727445009 0.748986501 0.731928997 0.732315881 0.716859092 0.698226533 0.698226533 0.730864822 0.730864822 0.723728395
0.460247031 0.738502497 0.740774401 0.717931122 0.739919360 0.722044662 0.722003905 0.715651409 0.695974773 0.695974773 0.728396229 0.728396229 0.724128621
0.460247031 0.705844744 0.707630482 0.688747768 0.708178686 0.692096102 0.691916861 0.643429744 0.603132734 0.603132734 0.639689322 0.639689322 0.629153546
0.460247031 0.604968117 0.605319777 0.596942041 0.604889394 0.588470271 0.589022675 0.563731446 0.553294528 0.553294528 0.545746664 0.545746664 0.563556376
0.460247031 0.562989276 0.564035320 0.561262643 0.560267082 0.546535284 0.546830314 0.552372526 0.550747355 0.550747355 0.538877031 0.538877031 0.557064497
0.474544289 0.790453371 0.794077256 0.804236935 0.790827356 0.795737690 0.794440689 0.779263693 0.777790577 0.777790577 0.780012554 0.780012554 0.782430395
0.474544289 0.789156630 0.791982543 0.800775531 0.789022266 0.793379107 0.792417746 0.770723383 0.769479966 0.769479966 0.770322425 0.770322425 0.774487269
0.474544289 0.788387027 0.790495796 0.797910559 0.788205691 0.791464373 0.790351974 0.768896086 0.767990576 0.767990576 0.769714308 0.769714308 0.774024924
0.474544289 0.776537594 0.778651948 0.773939923 0.778254484 0.773920138 0.772047888 0.739917702 0.721312785 0.721312785 0.753814657 0.753814657 0.739610681
0.474544289 0.762890010 0.767761663 0.746462460 0.767183822 0.751652392 0.751733352 0.738075618 0.718317573 0.718317573 0.747797032 0.747797032 0.736679530
0.474544289 0.757763206 0.762625415 0.738699427 0.761740684 0.744194153 0.744378330 0.730008916 0.709814741 0.709814741 0.737756079 0.737756079 0.733441974
0.474544289 0.749605633 0.752397221 0.728135114 0.751613248 0.732804742 0.730784698 0.727542042 0.706603240 0.706603240 0.736283710 0.736283710 0.734476910
0.474544289 0.714488886 0.718902440 0.699927322 0.718629259 0.702340454 0.700194878 0.652713299 0.609403662 0.609403662 0.645256186 0.645256186 0.637914540
0.474544289 0.614275893 0.615820519 0.605854355 0.613412375 0.595889929 0.595327519 0.572217985 0.560012959 0.560012959 0.551537361 0.551537361 0.575650568
0.474544289 0.569737323 0.571387130 0.567788424 0.567605657 0.553443624 0.552440026 0.559132670 0.557100232 0.557100232 0.544667682 0.544667682 0.565593470
0.446355865 0.783511714 0.788930574 0.797296178 0.784326511 0.790007428 0.789974441 0.772816812 0.769806414 0.769806414 0.772913419 0.772913419 0.774761593
0.446355865 0.781973356 0.786649741 0.793282870 0.782864041 0.787273096 0.787170688 0.764438290 0.762539159 0.762539159 0.765299993 0.765299993 0.768364468
0.446355865 0.780987038 0.785250108 0.790552466 0.781873135 0.785249874 0.784934200 0.761815512 0.760386952 0.760386952 0.762608967 0.762608967 0.767136539
0.446355865 0.768151875 0.771900239 0.767349602 0.770240308 0.765013246 0.767721347 0.735078249 0.715683064 0.715683064 0.746065169 0.746065169 0.736427197
0.446355865 0.754244312 0.759123898 0.740441929 0.758981050 0.743855563 0.743684377 0.730678648 0.712849601 0.712849601 0.730290692 0.730290692 0.736133127
0.446355865 0.749061086 0.752814033 0.732716223 0.752644332 0.736719405 0.736819432 0.724401598 0.702073377 0.702073377 0.741822682 0.741822682 0.734245990
0.446355865 0.741520194 0.743509059 0.722805121 0.743385335 0.727010450 0.726546912 0.721873781 0.700463035 0.700463035 0.740996696 0.740996696 0.733474722
0.446355865 0.711798172 0.716174652 0.696301987 0.714487182 0.697074279 0.698173196 0.652036529 0.612024992 0.612024992 0.653340891 0.653340891 0.645040407
0.446355865 0.613818610 0.614918875 0.608122470 0.612572888 0.596759968 0.595361671 0.571190535 0.560012370 0.560012370 0.557241714 0.557241714 0.574353198
0.446355865 0.570337321 0.573060417 0.570410236 0.568113662 0.552874427 0.553320841 0.560912135 0.559362411 0.559362411 0.550413959 0.550413959 0.567936169
0.450178724 0.791310438 0.795729448 0.804464714 0.792169607 0.796753079 0.797033377 0.779339257 0.777669866 0.777669866 0.780200790 0.780200790 0.782081860
0.450178724 0.790025831 0.793843673 0.800747059 0.790398218 0.794541737 0.794638167 0.771309518 0.770105073 0.770105073 0.771299058 0.771299058 0.776284494
0.450178724 0.788750191 0.792556197 0.798237084 0.789303818 0.792557329 0.792965718 0.769938994 0.768807317 0.768807317 0.770908316 0.770908316 0.775439109
0.450178724 0.776450470 0.780272631 0.774959871 0.777130482 0.771984640 0.772784614 0.741400401 0.723654964 0.723654964 0.759160573 0.759160573 0.745681535
0.450178724 0.761043192 0.766232931 0.746567557 0.766144082 0.749116971 0.749330493 0.738270941 0.720012614 0.720012614 0.739198444 0.739198444 0.742638308
0.450178724 0.755970194 0.760512158 0.739946446 0.760211837 0.742368678 0.742672183 0.732175004 0.713226692 0.713226692 0.751053181 0.751053181 0.743332211
0.450178724 0.749461363 0.752040497 0.731177032 0.750951281 0.732204012 0.733060066 0.729957920 0.708589412 0.708589412 0.750493572 0.750493572 0.742034804
0.450178724 0.719656099 0.723285628 0.703587443 0.721778090 0.703057091 0.703676046 0.657863968 0.616968760 0.616968760 0.656180608 0.656180608 0.648516195
0.450178724 0.617277836 0.619904334 0.612094860 0.617433119 0.598050389 0.598898735 0.574962852 0.563193117 0.563193117 0.558535023 0.558535023 0.580158827
0.450178724 0.572595870 0.575742264 0.573197666 0.571635721 0.555811629 0.556254694 0.564005121 0.561277361 0.561277361 0.552777159 0.552777159 0.570671728
0.443380837 0.773584217 0.778137839 0.787067933 0.773934009 0.779627748 0.778374865 0.762628806 0.760487177 0.760487177 0.763280970 0.763280970 0.765714612
0.443380837 0.772009237 0.775726258 0.783054291 0.771818973 0.776824682 0.775351036 0.753890445 0.752104830 0.752104830 0.753613784 0.753613784 0.758236270
0.443380837 0.770787898 0.774034592 0.780058056 0.770743322 0.775086268 0.773336059 0.751918733 0.750928520 0.750928520 0.753143294 0.753143294 0.757356441
0.443380837 0.759589067 0.762080677 0.756367997 0.760714054 0.754076564 0.753718984 0.725054667 0.707207782 0.707207782 0.732700757 0.732700757 0.727992852
0.443380837 0.745900037 0.750681568 0.730978638 0.750637885 0.735880821 0.735834665 0.723471147 0.705698442 0.705698442 0.724542104 0.724542104 0.725713139
0.443380837 0.740276658 0.744098076 0.722656616 0.744760654 0.727443447 0.727584495 0.714394824 0.695150512 0.695150512 0.732454580 0.732454580 0.723765844
0.443380837 0.731671737 0.735622843 0.713338031 0.735617554 0.717317022 0.717431000 0.710825891 0.691396992 0.691396992 0.731421018 0.731421018 0.723983670
0.443380837 0.699508677 0.705290168 0.685808896 0.704792231 0.686551082 0.685466025 0.640304212 0.602218962 0.602218962 0.639190056 0.639190056 0.629234259
0.443380837 0.601561338 0.605141144 0.598088536 0.602371851 0.587176688 0.586340870 0.563385124 0.552588143 0.552588143 0.549852014 0.549852014 0.564599508
0.443380837 0.563180544 0.565733768 0.562939349 0.561449368 0.548252458 0.547438571 0.553418363 0.550192520 0.550192520 0.542212781 0.542212781 0.560170800
0.455516039 0.785580811 0.789551217 0.798462719 0.785534698 0.790037636 0.790064413 0.773561337 0.772669556 0.772669556 0.774704912 0.774704912 0.776496782
0.455516039 0.784291161 0.787344890 0.794596270 0.783824948 0.787434252 0.787461121 0.765500575 0.764507269 0.764507269 0.764578744 0.764578744 0.769399765
0.455516039 0.783240400 0.785821963 0.792361732 0.782546780 0.785744939 0.785777011 0.764180892 0.762746847 0.762746847 0.763947365 0.763947365 0.768219480
0.455516039 0.771882539 0.772609402 0.768386251 0.770118659 0.764412097 0.765879132 0.734775811 0.715475541 0.715475541 0.744054308 0.744054308 0.730180122
0.455516039 0.756161556 0.760632594 0.742346938 0.759508046 0.746043716 0.745721634 0.732205915 0.713790437 0.713790437 0.740336630 0.740336630 0.728345772
0.455516039 0.751254329 0.754955509 0.733099884 0.754199537 0.738202678 0.738283493 0.723385722 0.703847416 0.703847416 0.738498497 0.738498497 0.730213285
