#capacity sum_comm_cmp max(sum_comm,sum_comp) sum_comm sum_comp	optimal_time_infinite_case order_of_submission order_of_optimal_strategy_infinite_memory increasing_order_of_communication_strategy decreasing_order_of_computation_strategy increasing_order_of_communication_plus_computation_strategy decreasing_order_of_communication_plus_computation_strategy largest_communication_task_respects_memory_restriction smallest_communication_task_respects_memory_restriction maximum_accelerated_task_respects_memory_restriction optimal_order_infinite_memory_largest_communication_task_respects_memory_restriction optimal_order_infinite_memory_smallest_communication_task_respects_memory_restriction optimal_order_infinite_memory_maximum_accelerated_task_respects_memory_restriction
1077 2.198324819 1.864126338 1.864126338 0.334198481	1.864136529 2.006454139 2.003433259 2.004200182 2.002743696 1.998729325 1.999886983 1.919243769 1.877573274 1.877573274 1.899384464 1.899384464 1.896585305
1166 2.198324819 1.864126338 1.864126338 0.334198481	1.864136529 1.978557955 1.976462103 1.974545785 1.973399686 1.966482963 1.966509006 1.905813985 1.873324666 1.873324666 1.888157327 1.888157327 1.885421482
1255 2.198324819 1.864126338 1.864126338 0.334198481	1.864136529 1.949810410 1.948194172 1.949165413 1.943776572 1.940614854 1.940555679 1.891328796 1.869919874 1.869919874 1.877528495 1.877528495 1.882241820
1344 2.198324819 1.864126338 1.864126338 0.334198481	1.864136529 1.928050197 1.926018747 1.927166132 1.921062436 1.917834300 1.917520290 1.881025538 1.867615386 1.867615386 1.872859647 1.872859647 1.880568767
1433 2.198324819 1.864126338 1.864126338 0.334198481	1.864136529 1.908220975 1.907685287 1.908816352 1.901737753 1.899211784 1.899159380 1.875499695 1.869351589 1.869351589 1.869092803 1.869092803 1.879991627
1522 2.198324819 1.864126338 1.864126338 0.334198481	1.864136529 1.893011711 1.894350359 1.894814070 1.887885331 1.886232818 1.885955416 1.871728038 1.867225691 1.867225691 1.867820370 1.867820370 1.878518161
1611 2.198324819 1.864126338 1.864126338 0.334198481	1.864136529 1.883502234 1.884252077 1.884157009 1.877061443 1.875359696 1.875467326 1.869913450 1.866915828 1.866915828 1.866651216 1.866651216 1.877602725
1700 2.198324819 1.864126338 1.864126338 0.334198481	1.864136529 1.876570851 1.877267975 1.877848044 1.869545073 1.868723928 1.868789878 1.867525538 1.867904207 1.867904207 1.866075024 1.866075024 1.876805491
899 2.076755170 1.723152916 1.723152916 0.353602254	1.723165208 1.951769436 1.949518753 1.949171447 1.947711848 1.946225293 1.947023390 1.838651441 1.808919357 1.808919357 1.811550301 1.811550301 1.815777731
988 2.076755170 1.723152916 1.723152916 0.353602254	1.723165208 1.916379691 1.916205555 1.913293023 1.913614775 1.911716333 1.912921771 1.814020417 1.773453553 1.773453553 1.782651774 1.782651774 1.782803405
1077 2.076755170 1.723152916 1.723152916 0.353602254	1.723165208 1.879848878 1.880166625 1.877250439 1.876694251 1.873828612 1.874470330 1.793476040 1.748607842 1.748607842 1.768331864 1.768331864 1.768613788
1166 2.076755170 1.723152916 1.723152916 0.353602254	1.723165208 1.849884279 1.848717387 1.845841919 1.844536880 1.842060576 1.840420970 1.774097606 1.736249398 1.736249398 1.755368214 1.755368214 1.755771607
1255 2.076755170 1.723152916 1.723152916 0.353602254	1.723165208 1.819529005 1.821354113 1.819510460 1.817710219 1.808734870 1.808574107 1.758685516 1.732594227 1.732594227 1.745103140 1.745103140 1.750989419
1344 2.076755170 1.723152916 1.723152916 0.353602254	1.723165208 1.796018588 1.799280107 1.797221988 1.794369191 1.785598180 1.785411210 1.747894218 1.730264481 1.730264481 1.737073785 1.737073785 1.747299729
1433 2.076755170 1.723152916 1.723152916 0.353602254	1.723165208 1.775588203 1.779302723 1.779127651 1.772971654 1.766258828 1.765587203 1.738611262 1.730174402 1.730174402 1.733132685 1.733132685 1.747130037
1522 2.076755170 1.723152916 1.723152916 0.353602254	1.723165208 1.759053423 1.764299519 1.763642278 1.756923891 1.751180617 1.750790817 1.732832615 1.727093726 1.727093726 1.730355340 1.730355340 1.745615748
1611 2.076755170 1.723152916 1.723152916 0.353602254	1.723165208 1.748310044 1.754154668 1.752704119 1.744205732 1.739986118 1.739337323 1.730907306 1.727306300 1.727306300 1.728654120 1.728654120 1.745384472
1700 2.076755170 1.723152916 1.723152916 0.353602254	1.723165208 1.740247224 1.746741791 1.744156590 1.735536814 1.732424927 1.732123434 1.728567580 1.728454177 1.728454177 1.728218880 1.728218880 1.744368469
899 2.146389381 1.812122399 1.812122399 0.334266982	1.812132903 2.024432025 2.022370174 2.023552703 2.022301113 2.019247857 2.021780547 1.915452043 1.884734126 1.884734126 1.889033399 1.889033399 1.892453439
988 2.146389381 1.812122399 1.812122399 0.334266982	1.812132903 1.990458544 1.989867216 1.990193364 1.989306397 1.984334176 1.984837719 1.892254485 1.851817134 1.851817134 1.855933050 1.855933050 1.860283081
1077 2.146389381 1.812122399 1.812122399 0.334266982	1.812132903 1.956832240 1.957509867 1.954229769 1.955236873 1.950122684 1.950868652 1.873166566 1.829349688 1.829349688 1.853105262 1.853105262 1.847888832
1166 2.146389381 1.812122399 1.812122399 0.334266982	1.812132903 1.928463324 1.928604872 1.923131930 1.925045003 1.917306961 1.918599948 1.852430463 1.819964972 1.819964972 1.841195993 1.841195993 1.837760536
1255 2.146389381 1.812122399 1.812122399 0.334266982	1.812132903 1.899069429 1.900913477 1.898812474 1.898081281 1.891114226 1.891726613 1.843243906 1.819077503 1.819077503 1.829676596 1.829676596 1.831745649
1344 2.146389381 1.812122399 1.812122399 0.334266982	1.812132903 1.877454388 1.879788922 1.877204579 1.875299031 1.869374560 1.870703478 1.830255009 1.816924866 1.816924866 1.822787293 1.822787293 1.829772123
1433 2.146389381 1.812122399 1.812122399 0.334266982	1.812132903 1.858448880 1.860230094 1.859319752 1.855605617 1.851718286 1.853587769 1.824936469 1.818322037 1.818322037 1.819843103 1.819843103 1.828546025
1522 2.146389381 1.812122399 1.812122399 0.334266982	1.812132903 1.842982816 1.846501335 1.843842945 1.840399557 1.837479435 1.838046326 1.820648334 1.816440660 1.816440660 1.818015309 1.818015309 1.829284347
1611 2.146389381 1.812122399 1.812122399 0.334266982	1.812132903 1.832807873 1.836498195 1.833853481 1.829605531 1.825825229 1.825936163 1.817853885 1.814418964 1.814418964 1.817474280 1.817474280 1.827395957
1700 2.146389381 1.812122399 1.812122399 0.334266982	1.812132903 1.825567592 1.829796532 1.827832988 1.822655606 1.818415292 1.818708278 1.817158754 1.816915170 1.816915170 1.816494687 1.816494687 1.826121789
899 2.114543382 1.763715658 1.763715658 0.350827724	1.763726461 1.985760103 1.985824818 1.986204123 1.984807831 1.979557953 1.980776176 1.873407052 1.840632421 1.840632421 1.843514383 1.843514383 1.847361328
988 2.114543382 1.763715658 1.763715658 0.350827724	1.763726461 1.950259400 1.948855083 1.950922491 1.948553444 1.942852096 1.942437582 1.846306833 1.806972258 1.806972258 1.810740813 1.810740813 1.815293454
1077 2.114543382 1.763715658 1.763715658 0.350827724	1.763726461 1.914290369 1.914325570 1.916732065 1.913981356 1.906677262 1.906868350 1.827741398 1.783360821 1.783360821 1.803672721 1.803672721 1.799833806
1166 2.114543382 1.763715658 1.763715658 0.350827724	1.763726461 1.884848278 1.881268231 1.886277226 1.879362997 1.877134298 1.875435311 1.810621681 1.774285601 1.774285601 1.790351246 1.790351246 1.786695199
1255 2.114543382 1.763715658 1.763715658 0.350827724	1.763726461 1.854897045 1.852899411 1.856819142 1.851173488 1.847733661 1.848423625 1.796063759 1.770346001 1.770346001 1.780093036 1.780093036 1.783093109
1344 2.114543382 1.763715658 1.763715658 0.350827724	1.763726461 1.832005056 1.830987157 1.832266495 1.829574337 1.822893642 1.822797094 1.784351853 1.770023319 1.770023319 1.774628556 1.774628556 1.781259315
1433 2.114543382 1.763715658 1.763715658 0.350827724	1.763726461 1.811314594 1.811753097 1.812731107 1.809657067 1.803861560 1.804205603 1.778069969 1.769960573 1.769960573 1.771405738 1.771405738 1.779841975
1522 2.114543382 1.763715658 1.763715658 0.350827724	1.763726461 1.795416826 1.797377102 1.796954082 1.792808191 1.790752495 1.790578659 1.773120586 1.767890479 1.767890479 1.769410582 1.769410582 1.779238447
1611 2.114543382 1.763715658 1.763715658 0.350827724	1.763726461 1.784707991 1.786222805 1.786035220 1.780220320 1.778862108 1.778904645 1.770159002 1.767508674 1.767508674 1.767374391 1.767374391 1.776847985
1700 2.114543382 1.763715658 1.763715658 0.350827724	1.763726461 1.777411419 1.779198999 1.779262241 1.772292827 1.770439583 1.770548324 1.767845605 1.768278020 1.768278020 1.767388618 1.767388618 1.776329559
899 2.181948900 1.848382103 1.848382103 0.333566797	1.848392074 2.061602667 2.062400550 2.057921452 2.061587235 2.055280432 2.055023572 1.950723622 1.920369473 1.920369473 1.924629401 1.924629401 1.927347477
988 2.181948900 1.848382103 1.848382103 0.333566797	1.848392074 2.027540957 2.028617659 2.025984546 2.028607498 2.021553979 2.021777653 1.927531415 1.888962449 1.888962449 1.897485606 1.897485606 1.893509665
1077 2.181948900 1.848382103 1.848382103 0.333566797	1.848392074 1.993739286 1.994530959 1.993573211 1.993994007 1.985640852 1.986239642 1.909333146 1.865964415 1.865964415 1.891136098 1.891136098 1.883638208
1166 2.181948900 1.848382103 1.848382103 0.333566797	1.848392074 1.965470614 1.961340404 1.964175791 1.959441360 1.954207413 1.953786916 1.890824329 1.858512011 1.858512011 1.878619428 1.878619428 1.872057345
1255 2.181948900 1.848382103 1.848382103 0.333566797	1.848392074 1.936409547 1.936132666 1.937706958 1.932874491 1.928292562 1.928070958 1.878631276 1.855932041 1.855932041 1.867945614 1.867945614 1.868401578
1344 2.181948900 1.848382103 1.848382103 0.333566797	1.848392074 1.914901181 1.913052336 1.914260123 1.910683051 1.905215470 1.905381625 1.869589105 1.854932452 1.854932452 1.861574736 1.861574736 1.866721821
1433 2.181948900 1.848382103 1.848382103 0.333566797	1.848392074 1.895957031 1.893798791 1.893841869 1.890386547 1.886623366 1.886636986 1.860966075 1.855192047 1.855192047 1.856581499 1.856581499 1.865256498
1522 2.181948900 1.848382103 1.848382103 0.333566797	1.848392074 1.878226351 1.879978298 1.878852047 1.876271659 1.871661491 1.871525635 1.855760426 1.851131551 1.851131551 1.855137705 1.855137705 1.864194216
1611 2.181948900 1.848382103 1.848382103 0.333566797	1.848392074 1.868041263 1.870855188 1.869498754 1.865871394 1.860944882 1.860480824 1.854396487 1.850311031 1.850311031 1.854849114 1.854849114 1.863559218
1700 2.181948900 1.848382103 1.848382103 0.333566797	1.848392074 1.860269203 1.865280051 1.862457206 1.859450641 1.853670701 1.853368484 1.851527099 1.851851608 1.851851608 1.854190397 1.854190397 1.861771390
899 2.124104882 1.797637067 1.797637067 0.326467815	1.797648189 2.007000397 2.003024021 2.004121334 2.003812621 1.998227368 2.001195058 1.897908563 1.869045583 1.869045583 1.870713490 1.870713490 1.875355378
988 2.124104882 1.797637067 1.797637067 0.326467815	1.797648189 1.972637956 1.970296710 1.971294137 1.970026223 1.963826807 1.967591780 1.874579191 1.835497428 1.835497428 1.846866531 1.846866531 1.841552601
1077 2.124104882 1.797637067 1.797637067 0.326467815	1.797648189 1.939065775 1.935613302 1.937413386 1.935826901 1.931082802 1.932907820 1.853702128 1.815490651 1.815490651 1.835109878 1.835109878 1.830533675
1166 2.124104882 1.797637067 1.797637067 0.326467815	1.797648189 1.911022906 1.905925567 1.909165620 1.905918313 1.902005177 1.903694377 1.839546362 1.806388570 1.806388570 1.821648351 1.821648351 1.818902595
1255 2.124104882 1.797637067 1.797637067 0.326467815	1.797648189 1.882662038 1.880425207 1.883118600 1.879141407 1.876391834 1.878032902 1.826180000 1.801577306 1.801577306 1.812491202 1.812491202 1.814487614
1344 2.124104882 1.797637067 1.797637067 0.326467815	1.797648189 1.861286243 1.859757430 1.861121117 1.855843525 1.853619680 1.855433003 1.816862727 1.801686261 1.801686261 1.806687815 1.806687815 1.813952187
1433 2.124104882 1.797637067 1.797637067 0.326467815	1.797648189 1.842492274 1.840566655 1.843509334 1.836636941 1.834729391 1.834715075 1.809756791 1.802715392 1.802715392 1.802260964 1.802260964 1.813025091
1522 2.124104882 1.797637067 1.797637067 0.326467815	1.797648189 1.827194140 1.827280154 1.829287324 1.822902789 1.821729848 1.821318579 1.805378038 1.801710654 1.801710654 1.800628267 1.800628267 1.812289373
1611 2.124104882 1.797637067 1.797637067 0.326467815	1.797648189 1.817191714 1.817279074 1.818456437 1.811893386 1.810586634 1.810648218 1.802118533 1.799326316 1.799326316 1.799949634 1.799949634 1.811245579
1700 2.124104882 1.797637067 1.797637067 0.326467815	1.797648189 1.810234269 1.811248489 1.811040665 1.804445132 1.803153093 1.803128478 1.802499006 1.800251148 1.800251148 1.799263113 1.799263113 1.811108820
899 2.074365603 1.725888831 1.725888831 0.348476772	1.725899191 1.947501070 1.946244593 1.947024686 1.944839949 1.945108899 1.946139869 1.837251218 1.806503161 1.806503161 1.803098868 1.803098868 1.815513824
988 2.074365603 1.725888831 1.725888831 0.348476772	1.725899191 1.911755746 1.910845401 1.912915623 1.909850491 1.908450331 1.909943312 1.814175924 1.771491230 1.771491230 1.771156074 1.771156074 1.781829937
1077 2.074365603 1.725888831 1.725888831 0.348476772	1.725899191 1.876272212 1.874639393 1.878115474 1.873185241 1.871012059 1.870638020 1.789732582 1.748024457 1.748024457 1.769867801 1.769867801 1.768094792
1166 2.074365603 1.725888831 1.725888831 0.348476772	1.725899191 1.847264926 1.846173145 1.846781533 1.842624327 1.836195328 1.837539213 1.772045935 1.737873045 1.737873045 1.757343598 1.757343598 1.756167816
1255 2.074365603 1.725888831 1.725888831 0.348476772	1.725899191 1.817429683 1.819741518 1.819626408 1.815435150 1.808629222 1.809827931 1.758647016 1.731902986 1.731902986 1.746423982 1.746423982 1.749371954
1344 2.074365603 1.725888831 1.725888831 0.348476772	1.725899191 1.794662322 1.797415586 1.795256594 1.791665056 1.786386011 1.787055061 1.746982967 1.732584288 1.732584288 1.738555285 1.738555285 1.747432301
1433 2.074365603 1.725888831 1.725888831 0.348476772	1.725899191 1.774271881 1.777848066 1.775506123 1.772204401 1.764318693 1.763183454 1.740763705 1.732387737 1.732387737 1.734765001 1.734765001 1.745882557
1522 2.074365603 1.725888831 1.725888831 0.348476772	1.725899191 1.758311922 1.762946536 1.760094757 1.756034477 1.750150468 1.749468291 1.735821541 1.729962197 1.729962197 1.731060799 1.731060799 1.743606686
1611 2.074365603 1.725888831 1.725888831 0.348476772	1.725899191 1.748327322 1.751727192 1.748767538 1.743633036 1.740077973 1.739157324 1.732881476 1.731091486 1.731091486 1.730553377 1.730553377 1.742480622
1700 2.074365603 1.725888831 1.725888831 0.348476772	1.725899191 1.741286736 1.744963437 1.742793014 1.735921044 1.733379365 1.732797636 1.731599286 1.729628761 1.729628761 1.730058473 1.730058473 1.741970697
899 2.102817709 1.753390703 1.753390703 0.349427006	1.753401311 1.977431204 1.973605695 1.974626149 1.973503199 1.971765223 1.972175025 1.867892020 1.833657099 1.833657099 1.837936995 1.837936995 1.842032319
988 2.102817709 1.753390703 1.753390703 0.349427006	1.753401311 1.942171477 1.939867885 1.939648217 1.939710341 1.936405319 1.936138493 1.841194622 1.799461116 1.799461116 1.808134340 1.808134340 1.808482648
1077 2.102817709 1.753390703 1.753390703 0.349427006	1.753401311 1.905612386 1.904542628 1.905424703 1.904075788 1.897382487 1.897766270 1.819139409 1.777747052 1.777747052 1.798259687 1.798259687 1.794858386
1166 2.102817709 1.753390703 1.753390703 0.349427006	1.753401311 1.876473117 1.875035991 1.873579504 1.872261250 1.867563552 1.868225195 1.800956161 1.765554677 1.765554677 1.784140907 1.784140907 1.784768449
1255 2.102817709 1.753390703 1.753390703 0.349427006	1.753401311 1.846157645 1.849011911 1.845449223 1.845366237 1.837628434 1.838833070 1.785294713 1.761344517 1.761344517 1.774320412 1.774320412 1.776522973
1344 2.102817709 1.753390703 1.753390703 0.349427006	1.753401311 1.822892433 1.824990255 1.824395819 1.821936919 1.813488927 1.813305674 1.776440689 1.759781191 1.759781191 1.766398119 1.766398119 1.775975672
1433 2.102817709 1.753390703 1.753390703 0.349427006	1.753401311 1.802514346 1.804002723 1.803820831 1.799573674 1.794781643 1.794460783 1.768597564 1.760138355 1.760138355 1.761506291 1.761506291 1.773276695
1522 2.102817709 1.753390703 1.753390703 0.349427006	1.753401311 1.786284486 1.790056027 1.788206476 1.784829464 1.779788547 1.779427662 1.764059952 1.757534093 1.757534093 1.759674715 1.759674715 1.772132559
1611 2.102817709 1.753390703 1.753390703 0.349427006	1.753401311 1.776167210 1.778906912 1.777944506 1.771962626 1.768904200 1.768926134 1.761099125 1.757075310 1.757075310 1.758395807 1.758395807 1.771672408
1700 2.102817709 1.753390703 1.753390703 0.349427006	1.753401311 1.768904393 1.773344432 1.771334878 1.764382250 1.761178289 1.760929671 1.759080966 1.756889733 1.756889733 1.758080526 1.758080526 1.770803785
899 2.059505956 1.712336904 1.712336904 0.347169052	1.712347764 1.933096412 1.934209112 1.933399190 1.932943570 1.927112571 1.926692993 1.823093756 1.792913467 1.792913467 1.791514797 1.791514797 1.798139478
988 2.059505956 1.712336904 1.712336904 0.347169052	1.712347764 1.897927353 1.900608927 1.898940616 1.898516245 1.892021316 1.890653287 1.799012992 1.758219583 1.758219583 1.758979725 1.758979725 1.765815328
1077 2.059505956 1.712336904 1.712336904 0.347169052	1.712347764 1.861629551 1.862369755 1.862954557 1.861354097 1.853330350 1.854401898 1.775569395 1.735665053 1.735665053 1.753327259 1.753327259 1.751434691
1166 2.059505956 1.712336904 1.712336904 0.347169052	1.712347764 1.831795403 1.830785782 1.830838979 1.829401974 1.822669242 1.823451328 1.759034782 1.724734507 1.724734507 1.742972211 1.742972211 1.739643826
1255 2.059505956 1.712336904 1.712336904 0.347169052	1.712347764 1.802912446 1.803236029 1.802765683 1.801296009 1.794254602 1.795235189 1.746352697 1.719034645 1.719034645 1.733162165 1.733162165 1.734215344
1344 2.059505956 1.712336904 1.712336904 0.347169052	1.712347764 1.779854439 1.781022786 1.778604905 1.777756488 1.769837788 1.771828765 1.734188136 1.719594893 1.719594893 1.724428417 1.724428417 1.732759095
1433 2.059505956 1.712336904 1.712336904 0.347169052	1.712347764 1.759796783 1.760860446 1.760026116 1.757702087 1.751525050 1.751800457 1.725915575 1.718396762 1.718396762 1.719979291 1.719979291 1.731021374
1522 2.059505956 1.712336904 1.712336904 0.347169052	1.712347764 1.743672501 1.746948375 1.746136917 1.742631324 1.737961003 1.737850000 1.721687564 1.716647611 1.716647611 1.717389166 1.717389166 1.729859485
1611 2.059505956 1.712336904 1.712336904 0.347169052	1.712347764 1.733516280 1.735923789 1.735307810 1.730053134 1.726136400 1.725745434 1.718319990 1.715884180 1.715884180 1.716588557 1.716588557 1.729013339
1700 2.059505956 1.712336904 1.712336904 0.347169052	1.712347764 1.726169654 1.729616412 1.728410309 1.721634455 1.718826574 1.719004033 1.718355433 1.717310848 1.717310848 1.715903707 1.715903707 1.727394441
899 0.370950768 0.349441440 0.349441440 0.021509328	0.349454835 0.363275816 0.362122592 0.363673379 0.363668249 0.361231859 0.363989246 0.356168900 0.356041337 0.356041337 0.356139716 0.356139716 0.356768045
988 0.370950768 0.349441440 0.349441440 0.021509328	0.349454835 0.361463299 0.359950242 0.361038215 0.361597769 0.358693238 0.360371335 0.356184407 0.353724732 0.353724732 0.354289343 0.354289343 0.355333691
1077 0.370950768 0.349441440 0.349441440 0.021509328	0.349454835 0.359784949 0.357350328 0.359134349 0.359028231 0.356737970 0.358389899 0.355470853 0.353567981 0.353567981 0.351644999 0.351644999 0.353936057
1166 0.370950768 0.349441440 0.349441440 0.021509328	0.349454835 0.358220722 0.355525620 0.357525519 0.355465308 0.355306133 0.355399030 0.354506767 0.351839009 0.351839009 0.351111248 0.351111248 0.353245821
1255 0.370950768 0.349441440 0.349441440 0.021509328	0.349454835 0.356627616 0.354817346 0.356284785 0.354713487 0.353637635 0.353811708 0.352480118 0.350857981 0.350857981 0.350514955 0.350514955 0.352760229
1344 0.370950768 0.349441440 0.349441440 0.021509328	0.349454835 0.355704940 0.353642978 0.355271429 0.353701875 0.352311556 0.352472423 0.351643780 0.351259893 0.351259893 0.350144015 0.350144015 0.352680921
1433 0.370950768 0.349441440 0.349441440 0.021509328	0.349454835 0.354636757 0.351336549 0.354307083 0.351356996 0.351210929 0.351437933 0.352897564 0.352593049 0.352593049 0.349741576 0.349741576 0.352517144
1522 0.370950768 0.349441440 0.349441440 0.021509328	0.349454835 0.353818373 0.350936320 0.353281506 0.350820500 0.350571498 0.350671924 0.352502764 0.351084713 0.351084713 0.349474374 0.349474374 0.352605030
1611 0.370950768 0.349441440 0.349441440 0.021509328	0.349454835 0.353297470 0.350267468 0.352610251 0.350099646 0.350008426 0.350094514 0.350778863 0.350092560 0.350092560 0.349468985 0.349468985 0.352363877
1700 0.370950768 0.349441440 0.349441440 0.021509328	0.349454835 0.352738921 0.349982907 0.352291815 0.349792363 0.349656031 0.349625037 0.351947690 0.352252360 0.352252360 0.349458919 0.349458919 0.352320436
899 0.384544516 0.366046823 0.366046823 0.018497693	0.366061086 0.378298824 0.376755687 0.377112046 0.377899122 0.375563767 0.375459174 0.373313164 0.371994286 0.371994286 0.370530520 0.370530520 0.373004629
988 0.384544516 0.366046823 0.366046823 0.018497693	0.366061086 0.376923111 0.374767076 0.375447175 0.376098890 0.373683999 0.373464107 0.372323099 0.368687213 0.368687213 0.369888237 0.369888237 0.371058938
1077 0.384544516 0.366046823 0.366046823 0.018497693	0.366061086 0.375286781 0.372139785 0.373901393 0.374281623 0.372296325 0.372375515 0.368924195 0.368303275 0.368303275 0.367988406 0.367988406 0.370527122
1166 0.384544516 0.366046823 0.366046823 0.018497693	0.366061086 0.373424916 0.370780370 0.372127671 0.372616237 0.371022634 0.371139976 0.369263148 0.368157775 0.368157775 0.367443844 0.367443844 0.369882329
1255 0.384544516 0.366046823 0.366046823 0.018497693	0.366061086 0.371965473 0.369323639 0.371161509 0.371362710 0.369593494 0.369797099 0.368917429 0.367947831 0.367947831 0.366712361 0.366712361 0.368314918
1344 0.384544516 0.366046823 0.366046823 0.018497693	0.366061086 0.371137389 0.368500410 0.370190531 0.370528522 0.368337090 0.368518560 0.368016043 0.368816951 0.368816951 0.366385734 0.366385734 0.369057749
1433 0.384544516 0.366046823 0.366046823 0.018497693	0.366061086 0.370204699 0.367679381 0.369380536 0.369551645 0.367473375 0.367458455 0.368864549 0.368539048 0.368539048 0.366360366 0.366360366 0.369045285
1522 0.384544516 0.366046823 0.366046823 0.018497693	0.366061086 0.369476771 0.366958473 0.368711082 0.367649964 0.366854420 0.366773329 0.368302930 0.366223674 0.366223674 0.366191812 0.366191812 0.368141933
1611 0.384544516 0.366046823 0.366046823 0.018497693	0.366061086 0.369010492 0.366498376 0.368229880 0.367217129 0.366459763 0.366407283 0.366325722 0.366965839 0.366965839 0.366075635 0.366075635 0.368194817
1700 0.384544516 0.366046823 0.366046823 0.018497693	0.366061086 0.368521371 0.366322012 0.367931408 0.367022719 0.366210185 0.366256760 0.367223011 0.368051226 0.368051226 0.366061086 0.366061086 0.367931746
899 0.384509877 0.364691974 0.364691974 0.019817903	0.364705463 0.377714721 0.378017170 0.376543627 0.377972268 0.376421905 0.374959854 0.372674852 0.369900495 0.369900495 0.371530930 0.371530930 0.371331583
988 0.384509877 0.364691974 0.364691974 0.019817903	0.364705463 0.376351315 0.373720226 0.374230540 0.373794401 0.374675853 0.373181676 0.369332757 0.369562383 0.369562383 0.368437026 0.368437026 0.369655526
1077 0.384509877 0.364691974 0.364691974 0.019817903	0.364705463 0.374622671 0.372297787 0.372727868 0.372409198 0.372832649 0.371335511 0.368659460 0.368300910 0.368300910 0.366933559 0.366933559 0.368949505
1166 0.384509877 0.364691974 0.364691974 0.019817903	0.364705463 0.372984163 0.370745242 0.371342037 0.370851387 0.371265964 0.369498256 0.368998452 0.367351168 0.367351168 0.366989633 0.366989633 0.368505604
1255 0.384509877 0.364691974 0.364691974 0.019817903	0.364705463 0.371212784 0.369532992 0.370214538 0.369589337 0.370006248 0.368592968 0.366073965 0.366006327 0.366006327 0.366243221 0.366243221 0.367910912
1344 0.384509877 0.364691974 0.364691974 0.019817903	0.364705463 0.370237214 0.368161485 0.368902675 0.368061865 0.367603294 0.367698828 0.366927469 0.366850989 0.366850989 0.365768826 0.365768826 0.366066112
1433 0.384509877 0.364691974 0.364691974 0.019817903	0.364705463 0.369155866 0.367553703 0.368296916 0.367446932 0.366291397 0.366307791 0.367186289 0.367074184 0.367074184 0.364963062 0.364963062 0.365993866
1522 0.384509877 0.364691974 0.364691974 0.019817903	0.364705463 0.368234447 0.365865211 0.367111393 0.365854630 0.365716685 0.365608760 0.365277653 0.366092221 0.366092221 0.364776188 0.364776188 0.367560602
1611 0.384509877 0.364691974 0.364691974 0.019817903	0.364705463 0.367688976 0.365375572 0.366499980 0.365362806 0.365243521 0.365146461 0.366354646 0.366318889 0.366318889 0.364723365 0.364723365 0.367476894
1700 0.384509877 0.364691974 0.364691974 0.019817903	0.364705463 0.367012616 0.365154167 0.366088088 0.365105628 0.364885442 0.364864428 0.366900066 0.366854532 0.366854532 0.364766185 0.364766185 0.365824899
899 0.383935275 0.365553350 0.365553350 0.018381925	0.365567239 0.377590669 0.375603297 0.378152335 0.375518680 0.378021778 0.375897849 0.372447184 0.371440528 0.371440528 0.372608237 0.372608237 0.371375755
988 0.383935275 0.365553350 0.365553350 0.018381925	0.365567239 0.376109957 0.373932857 0.375590208 0.373806268 0.375111804 0.373887011 0.370183292 0.370270403 0.370270403 0.369265500 0.369265500 0.370841496
1077 0.383935275 0.365553350 0.365553350 0.018381925	0.365567239 0.374669458 0.372207821 0.373539787 0.372088379 0.373232691 0.372160987 0.369577053 0.368221541 0.368221541 0.368895719 0.368895719 0.369544011
1166 0.383935275 0.365553350 0.365553350 0.018381925	0.365567239 0.372973645 0.370913874 0.371645370 0.370791507 0.371758597 0.370658613 0.369452454 0.368116417 0.368116417 0.368058210 0.368058210 0.369040416
1255 0.383935275 0.365553350 0.365553350 0.018381925	0.365567239 0.371485096 0.369634801 0.370725381 0.369669713 0.370996697 0.369665727 0.367640588 0.367311364 0.367311364 0.367984333 0.367984333 0.368645510
1344 0.383935275 0.365553350 0.365553350 0.018381925	0.365567239 0.370706639 0.368401017 0.369773910 0.368324113 0.368256898 0.368189726 0.367270882 0.367762205 0.367762205 0.366193024 0.366193024 0.368220563
1433 0.383935275 0.365553350 0.365553350 0.018381925	0.365567239 0.369660041 0.367894357 0.368898824 0.367801707 0.367260400 0.367242103 0.366984689 0.367481744 0.367481744 0.365933897 0.365933897 0.368167134
1522 0.383935275 0.365553350 0.365553350 0.018381925	0.365567239 0.368864197 0.366439258 0.368293249 0.366123396 0.366550761 0.366542642 0.368000202 0.365678355 0.365678355 0.365625484 0.365625484 0.367974872
1611 0.383935275 0.365553350 0.365553350 0.018381925	0.365567239 0.368421009 0.366109726 0.367740046 0.365721713 0.366170483 0.366242457 0.365655619 0.366941825 0.366941825 0.365595323 0.365595323 0.367811176
1700 0.383935275 0.365553350 0.365553350 0.018381925	0.365567239 0.367777578 0.366003902 0.367329132 0.365662362 0.365735212 0.365780410 0.367485569 0.367561565 0.367561565 0.365567239 0.365567239 0.367388352
899 0.373536844 0.353590442 0.353590442 0.019946402	0.353603829 0.366824540 0.365634148 0.366734032 0.365389029 0.365473978 0.363710107 0.361591288 0.360673911 0.360673911 0.359882805 0.359882805 0.361033216
988 0.373536844 0.353590442 0.353590442 0.019946402	0.353603829 0.365359897 0.363379398 0.365028577 0.363383185 0.361470300 0.361739035 0.360598047 0.357570165 0.357570165 0.358411084 0.358411084 0.359386153
