#capacity sum_comm_cmp max(sum_comm,sum_comp) sum_comm sum_comp	optimal_time_infinite_case order_of_submission order_of_optimal_strategy_infinite_memory increasing_order_of_communication_strategy decreasing_order_of_computation_strategy increasing_order_of_communication_plus_computation_strategy decreasing_order_of_communication_plus_computation_strategy largest_communication_task_respects_memory_restriction smallest_communication_task_respects_memory_restriction maximum_accelerated_task_respects_memory_restriction optimal_order_infinite_memory_largest_communication_task_respects_memory_restriction optimal_order_infinite_memory_smallest_communication_task_respects_memory_restriction optimal_order_infinite_memory_maximum_accelerated_task_respects_memory_restriction
899 2.201266814 1.853121292 1.853121292 0.348145522	1.853131612 2.072796602 2.070387391 2.070620107 2.068923447 2.066745833 2.068721725 1.958665001 1.924174946 1.924174946 1.928496188 1.928496188 1.930457488
988 2.201266814 1.853121292 1.853121292 0.348145522	1.853131612 2.036827975 2.033818313 2.035905910 2.034129705 2.029167779 2.028982017 1.933547435 1.891396548 1.891396548 1.902494591 1.902494591 1.895735508
1077 2.201266814 1.853121292 1.853121292 0.348145522	1.853131612 2.001099239 1.999576060 1.998733977 2.000542360 1.993006873 1.993950366 1.913050604 1.867972765 1.867972765 1.891630396 1.891630396 1.885298851
1166 2.201266814 1.853121292 1.853121292 0.348145522	1.853131612 1.971471826 1.966729563 1.968920198 1.967652842 1.962541490 1.962404112 1.896480264 1.861631333 1.861631333 1.876380017 1.876380017 1.874456341
1255 2.201266814 1.853121292 1.853121292 0.348145522	1.853131612 1.941891854 1.937382657 1.941606080 1.938675151 1.933661767 1.932428213 1.882071899 1.858238613 1.858238613 1.867920272 1.867920272 1.871212849
1344 2.201266814 1.853121292 1.853121292 0.348145522	1.853131612 1.919595768 1.914211225 1.916606773 1.914785303 1.910321380 1.908523116 1.871568784 1.857928518 1.857928518 1.862332097 1.862332097 1.869380854
1433 2.201266814 1.853121292 1.853121292 0.348145522	1.853131612 1.898874990 1.896366211 1.896994166 1.894449397 1.891147485 1.889303802 1.864649914 1.858024795 1.858024795 1.859171490 1.859171490 1.869004298
1522 2.201266814 1.853121292 1.853121292 0.348145522	1.853131612 1.882859923 1.883270208 1.883186650 1.879996405 1.875184670 1.874613084 1.860842347 1.856805899 1.856805899 1.857231635 1.857231635 1.868102793
1611 2.201266814 1.853121292 1.853121292 0.348145522	1.853131612 1.872732736 1.872211146 1.872253560 1.867877471 1.864468883 1.864128372 1.858258785 1.855609885 1.855609885 1.855985916 1.855985916 1.866917269
1700 2.201266814 1.853121292 1.853121292 0.348145522	1.853131612 1.865667543 1.865912887 1.865987234 1.861239102 1.857812507 1.857476994 1.857273561 1.856317748 1.856317748 1.855522576 1.855522576 1.865589109
899 2.206773670 1.877515371 1.877515371 0.329258299	1.877524788 2.084221207 2.083687425 2.084210286 2.083843288 2.080004440 2.080706922 1.975160499 1.944072750 1.944072750 1.948271408 1.948271408 1.946547913
988 2.206773670 1.877515371 1.877515371 0.329258299	1.877524788 2.050309537 2.049499974 2.049547961 2.049286275 2.044969896 2.044544455 1.950362728 1.908790435 1.908790435 1.915745509 1.915745509 1.913692870
1077 2.206773670 1.877515371 1.877515371 0.329258299	1.877524788 2.016677795 2.015772095 2.016506700 2.015958815 2.009953354 2.009542732 1.930657939 1.888554472 1.888554472 1.913197666 1.913197666 1.904725398
1166 2.206773670 1.877515371 1.877515371 0.329258299	1.877524788 1.988328725 1.985297634 1.986317008 1.985269083 1.980540854 1.979826688 1.916188052 1.884711117 1.884711117 1.898776674 1.898776674 1.894851424
1255 2.206773670 1.877515371 1.877515371 0.329258299	1.877524788 1.960062996 1.961259332 1.959575453 1.960240941 1.953070402 1.952078141 1.902133185 1.881473799 1.881473799 1.891870028 1.891870028 1.891010389
1344 2.206773670 1.877515371 1.877515371 0.329258299	1.877524788 1.938301171 1.939006551 1.936720319 1.937649980 1.931588704 1.930453609 1.893343296 1.881279145 1.881279145 1.886044360 1.886044360 1.890728613
1433 2.206773670 1.877515371 1.877515371 0.329258299	1.877524788 1.918969218 1.919681225 1.919044515 1.917430448 1.911473306 1.911447623 1.887769605 1.881680316 1.881680316 1.883601650 1.883601650 1.889622448
1522 2.206773670 1.877515371 1.877515371 0.329258299	1.877524788 1.903970514 1.904541100 1.905279320 1.901942463 1.897114364 1.897028600 1.882896186 1.881475936 1.881475936 1.882061516 1.882061516 1.888778663
1611 2.206773670 1.877515371 1.877515371 0.329258299	1.877524788 1.894373559 1.895413087 1.895036539 1.892777258 1.887444947 1.887465717 1.882021802 1.879415498 1.879415498 1.881397127 1.881397127 1.888065140
1700 2.206773670 1.877515371 1.877515371 0.329258299	1.877524788 1.887378072 1.888540029 1.887906896 1.885752654 1.881712698 1.881593886 1.881477590 1.880973393 1.880973393 1.880921426 1.880921426 1.887972499
899 2.107622699 1.755768898 1.755768898 0.351853801	1.755778214 1.978130449 1.975461711 1.977936599 1.977045789 1.972141092 1.970949122 1.865517305 1.832107355 1.832107355 1.835190785 1.835190785 1.841832488
988 2.107622699 1.755768898 1.755768898 0.351853801	1.755778214 1.942547449 1.939621255 1.941263371 1.941714815 1.937258046 1.934505359 1.838047509 1.798788569 1.798788569 1.801681621 1.801681621 1.808293576
1077 2.107622699 1.755768898 1.755768898 0.351853801	1.755778214 1.906194496 1.903388741 1.905273672 1.904624232 1.901230802 1.897840935 1.819570516 1.775225197 1.775225197 1.796604962 1.796604962 1.793972975
1166 2.107622699 1.755768898 1.755768898 0.351853801	1.755778214 1.875683012 1.870662156 1.873522884 1.871248162 1.868887773 1.865738281 1.801821423 1.764569535 1.764569535 1.783222091 1.783222091 1.783784797
1255 2.107622699 1.755768898 1.755768898 0.351853801	1.755778214 1.846107451 1.842894539 1.846055294 1.841456444 1.839736573 1.839054641 1.788194888 1.760267118 1.760267118 1.772680600 1.772680600 1.777017296
1344 2.107622699 1.755768898 1.755768898 0.351853801	1.755778214 1.823022754 1.821344904 1.822734905 1.817947202 1.815671301 1.815531532 1.774614529 1.759869200 1.759869200 1.765051872 1.765051872 1.774442750
1433 2.107622699 1.755768898 1.755768898 0.351853801	1.755778214 1.802433112 1.801963218 1.802495977 1.797370732 1.796479246 1.796213601 1.768336295 1.759770596 1.759770596 1.761739811 1.761739811 1.772698897
1522 2.107622699 1.755768898 1.755768898 0.351853801	1.755778214 1.786041085 1.787670348 1.788935147 1.781990000 1.782273386 1.781753426 1.763713336 1.759167296 1.759167296 1.759344893 1.759344893 1.771323542
1611 2.107622699 1.755768898 1.755768898 0.351853801	1.755778214 1.775257198 1.777532607 1.776491320 1.770463273 1.769160224 1.769188308 1.761650284 1.758135342 1.758135342 1.758521378 1.758521378 1.770946972
1700 2.107622699 1.755768898 1.755768898 0.351853801	1.755778214 1.767881396 1.770490859 1.768464030 1.763283195 1.761130444 1.760971041 1.759625673 1.758105655 1.758105655 1.758118326 1.758118326 1.769947980
899 2.158240301 1.827964217 1.827964217 0.330276084	1.827974783 2.038296574 2.037769641 2.036927008 2.036516000 2.034027083 2.034057780 1.931209325 1.900947683 1.900947683 1.904462752 1.904462752 1.904939933
988 2.158240301 1.827964217 1.827964217 0.330276084	1.827974783 2.004035525 2.006762270 2.004694053 2.005684469 2.000248760 2.000809828 1.908176332 1.866402505 1.866402505 1.873081305 1.873081305 1.871347414
1077 2.158240301 1.827964217 1.827964217 0.330276084	1.827974783 1.970350467 1.970715569 1.970292009 1.970194171 1.965579317 1.965405737 1.886142642 1.845003004 1.845003004 1.867938695 1.867938695 1.861467425
1166 2.158240301 1.827964217 1.827964217 0.330276084	1.827974783 1.942647900 1.942213665 1.942801493 1.941067716 1.934588314 1.935145275 1.869999134 1.838164581 1.838164581 1.854942205 1.854942205 1.850480825
1255 2.158240301 1.827964217 1.827964217 0.330276084	1.827974783 1.914156404 1.915117525 1.916680725 1.913330861 1.907433574 1.910153585 1.859090614 1.833923313 1.833923313 1.845888531 1.845888531 1.845180704
1344 2.158240301 1.827964217 1.827964217 0.330276084	1.827974783 1.892915470 1.893088055 1.895266758 1.890655619 1.885640126 1.887167787 1.847830310 1.833655178 1.833655178 1.839251828 1.839251828 1.844581688
1433 2.158240301 1.827964217 1.827964217 0.330276084	1.827974783 1.873529989 1.875637825 1.876495723 1.872108717 1.864412044 1.867323192 1.842929115 1.834003308 1.834003308 1.835547382 1.835547382 1.844364602
1522 2.158240301 1.827964217 1.827964217 0.330276084	1.827974783 1.858068807 1.861717761 1.859280497 1.857438881 1.850524867 1.852769331 1.835879343 1.831222968 1.831222968 1.834235094 1.834235094 1.843974608
1611 2.158240301 1.827964217 1.827964217 0.330276084	1.827974783 1.847960125 1.851075207 1.849609214 1.845767411 1.840470930 1.842138954 1.835516506 1.831083154 1.831083154 1.833999735 1.833999735 1.842894897
1700 2.158240301 1.827964217 1.827964217 0.330276084	1.827974783 1.840360943 1.845728935 1.843510061 1.839588767 1.833830215 1.833997780 1.832187771 1.831264230 1.831264230 1.833426968 1.833426968 1.841845101
899 2.117004597 1.769765388 1.769765388 0.347239209	1.769776324 1.991260042 1.990323056 1.991110492 1.990436007 1.986131409 1.986181418 1.879941626 1.846497617 1.846497617 1.849756418 1.849756418 1.854951384
988 2.117004597 1.769765388 1.769765388 0.347239209	1.769776324 1.956340216 1.955002895 1.954040684 1.954274585 1.950775866 1.951376095 1.853683699 1.813703267 1.813703267 1.824036106 1.824036106 1.822215814
1077 2.117004597 1.769765388 1.769765388 0.347239209	1.769776324 1.920255210 1.918780575 1.920958956 1.918910409 1.911569898 1.912534814 1.832992541 1.788970049 1.788970049 1.812524525 1.812524525 1.809551314
1166 2.117004597 1.769765388 1.769765388 0.347239209	1.769776324 1.891264633 1.887551481 1.888466007 1.886543588 1.881306638 1.881404313 1.816445635 1.780688080 1.780688080 1.798493369 1.798493369 1.796953629
1255 2.117004597 1.769765388 1.769765388 0.347239209	1.769776324 1.860507568 1.860729517 1.861387766 1.858466171 1.854113364 1.852037508 1.802464915 1.774992664 1.774992664 1.788623642 1.788623642 1.792919527
1344 2.117004597 1.769765388 1.769765388 0.347239209	1.769776324 1.838222062 1.838256558 1.838550207 1.833752840 1.831051344 1.829977823 1.791213261 1.773437404 1.773437404 1.781536889 1.781536889 1.790246373
1433 2.117004597 1.769765388 1.769765388 0.347239209	1.769776324 1.817565487 1.819852842 1.818019458 1.813508323 1.809225493 1.809304594 1.782829773 1.775376080 1.775376080 1.777282139 1.777282139 1.788629736
1522 2.117004597 1.769765388 1.769765388 0.347239209	1.769776324 1.801948639 1.804579603 1.802921101 1.796854538 1.795745779 1.795850088 1.778992911 1.773126585 1.773126585 1.775128892 1.775128892 1.786862260
1611 2.117004597 1.769765388 1.769765388 0.347239209	1.769776324 1.791475782 1.794500408 1.792282087 1.786206388 1.782704805 1.783396063 1.776284078 1.772524511 1.772524511 1.774149370 1.774149370 1.786005657
1700 2.117004597 1.769765388 1.769765388 0.347239209	1.769776324 1.783943671 1.787384267 1.785588149 1.778837330 1.775259535 1.775252089 1.774107550 1.773070616 1.773070616 1.773332646 1.773332646 1.784181927
899 2.115892587 1.775086545 1.775086545 0.340806042	1.775096553 1.990648495 1.988585829 1.993060702 1.987440190 1.989010869 1.987293201 1.881400910 1.851990290 1.851990290 1.853723002 1.853723002 1.859464390
988 2.115892587 1.775086545 1.775086545 0.340806042	1.775096553 1.956822353 1.954477522 1.957552082 1.952617161 1.952477257 1.951090879 1.857228798 1.819219367 1.819219367 1.819662242 1.819662242 1.826023925
1077 2.115892587 1.775086545 1.775086545 0.340806042	1.775096553 1.922569707 1.919521623 1.921935301 1.918577920 1.914844355 1.913890258 1.838393710 1.793724844 1.793724844 1.817314662 1.817314662 1.813483348
1166 2.115892587 1.775086545 1.775086545 0.340806042	1.775096553 1.893740843 1.889232125 1.890743827 1.888359695 1.885579305 1.881806375 1.819977233 1.783582087 1.783582087 1.803078112 1.803078112 1.800835504
1255 2.115892587 1.775086545 1.775086545 0.340806042	1.775096553 1.863700774 1.862272442 1.863463244 1.860139325 1.855415730 1.854246320 1.806280012 1.781358402 1.781358402 1.794281673 1.794281673 1.795765531
1344 2.115892587 1.775086545 1.775086545 0.340806042	1.775096553 1.841140725 1.840677159 1.838670550 1.837560975 1.833869341 1.832809413 1.796525621 1.780456473 1.780456473 1.787062062 1.787062062 1.793725569
1433 2.115892587 1.775086545 1.775086545 0.340806042	1.775096553 1.820970414 1.822706023 1.820606370 1.819089229 1.813673243 1.813109712 1.787867556 1.780051954 1.780051954 1.783720670 1.783720670 1.792613144
1522 2.115892587 1.775086545 1.775086545 0.340806042	1.775096553 1.805212763 1.808712813 1.805929744 1.804203704 1.797682092 1.797465643 1.783616197 1.778645802 1.778645802 1.781026848 1.781026848 1.790630324
1611 2.115892587 1.775086545 1.775086545 0.340806042	1.775096553 1.794876593 1.798633114 1.794420199 1.792617471 1.787887936 1.787139945 1.781534680 1.778309331 1.778309331 1.780190077 1.780190077 1.789261836
1700 2.115892587 1.775086545 1.775086545 0.340806042	1.775096553 1.787609686 1.791566302 1.789102566 1.784138005 1.781109013 1.780754132 1.779459478 1.778463392 1.778463392 1.779360720 1.779360720 1.788972748
899 2.150867546 1.817471952 1.817471952 0.333395594	1.817482591 2.029726210 2.028578528 2.027336209 2.027469911 2.022124606 2.021562418 1.919260519 1.888803581 1.888803581 1.893450609 1.893450609 1.897308513
988 2.150867546 1.817471952 1.817471952 0.333395594	1.817482591 1.995215902 1.995722420 1.997556246 1.995086872 1.987684067 1.986678880 1.897663078 1.855073646 1.855073646 1.868708220 1.868708220 1.863312141
1077 2.150867546 1.817471952 1.817471952 0.333395594	1.817482591 1.961485107 1.962002694 1.962950731 1.961309248 1.953849153 1.952076883 1.877005032 1.831296029 1.831296029 1.856641978 1.856641978 1.852682577
1166 2.150867546 1.817471952 1.817471952 0.333395594	1.817482591 1.933035084 1.931631636 1.933804900 1.929753907 1.924729959 1.924268632 1.860180866 1.825674598 1.825674598 1.845578252 1.845578252 1.840900133
1255 2.150867546 1.817471952 1.817471952 0.333395594	1.817482591 1.904211605 1.907990265 1.907644360 1.904662455 1.897179837 1.896613961 1.847210098 1.822700111 1.822700111 1.836583615 1.836583615 1.836452692
1344 2.150867546 1.817471952 1.817471952 0.333395594	1.817482591 1.882357819 1.884525182 1.885206676 1.880632511 1.872918583 1.872793440 1.836581210 1.822807753 1.822807753 1.827883217 1.827883217 1.834985551
1433 2.150867546 1.817471952 1.817471952 0.333395594	1.817482591 1.863150856 1.864716398 1.866164284 1.860221331 1.854756994 1.854169122 1.830084091 1.821866191 1.821866191 1.824725167 1.824725167 1.834039171
1522 2.150867546 1.817471952 1.817471952 0.333395594	1.817482591 1.847583635 1.851928817 1.851807086 1.846438459 1.839477939 1.839389095 1.824526858 1.820215314 1.820215314 1.823693351 1.823693351 1.832832912
1611 2.150867546 1.817471952 1.817471952 0.333395594	1.817482591 1.837582355 1.841382243 1.840360485 1.835027544 1.828043868 1.828474483 1.823603482 1.820330072 1.820330072 1.822870117 1.822870117 1.832443221
1700 2.150867546 1.817471952 1.817471952 0.333395594	1.817482591 1.830490132 1.834743856 1.832939748 1.827308747 1.822027411 1.822416538 1.822357116 1.821098087 1.821098087 1.822298905 1.822298905 1.832509150
899 2.177324150 1.835645965 1.835645965 0.341678185	1.835656180 2.053331499 2.051110157 2.052444560 2.051917613 2.046813862 2.047067601 1.942560524 1.909921373 1.909921373 1.919037733 1.919037733 1.915098284
988 2.177324150 1.835645965 1.835645965 0.341678185	1.835656180 2.018300101 2.017022695 2.019104717 2.017052064 2.013392755 2.015020501 1.918452273 1.873901258 1.873901258 1.888222896 1.888222896 1.881994396
1077 2.177324150 1.835645965 1.835645965 0.341678185	1.835656180 1.984033763 1.983540119 1.984276142 1.983399173 1.978291700 1.979108057 1.898597599 1.852149476 1.852149476 1.876202408 1.876202408 1.870591505
1166 2.177324150 1.835645965 1.835645965 0.341678185	1.835656180 1.954776383 1.953517709 1.953475681 1.951928117 1.946187788 1.945037080 1.879544236 1.845005809 1.845005809 1.862077389 1.862077389 1.859816635
1255 2.177324150 1.835645965 1.835645965 0.341678185	1.835656180 1.924803637 1.926623431 1.924913686 1.925283783 1.919800400 1.918458628 1.866459272 1.840119752 1.840119752 1.852973578 1.852973578 1.854806586
1344 2.177324150 1.835645965 1.835645965 0.341678185	1.835656180 1.902320706 1.903314233 1.901936837 1.900888904 1.894809539 1.894529130 1.856065364 1.840575260 1.840575260 1.847583398 1.847583398 1.854212494
1433 2.177324150 1.835645965 1.835645965 0.341678185	1.835656180 1.882936054 1.884451232 1.883417289 1.880293951 1.875790928 1.874952690 1.848573161 1.841205072 1.841205072 1.843555317 1.843555317 1.852956812
1522 2.177324150 1.835645965 1.835645965 0.341678185	1.835656180 1.867238565 1.870338468 1.869579686 1.864743699 1.859955586 1.858873979 1.844224140 1.839515109 1.839515109 1.841591019 1.841591019 1.852380464
1611 2.177324150 1.835645965 1.835645965 0.341678185	1.835656180 1.856695729 1.859744992 1.858266575 1.853889194 1.847854368 1.847279384 1.842021368 1.839208448 1.839208448 1.840435466 1.840435466 1.851372906
1700 2.177324150 1.835645965 1.835645965 0.341678185	1.835656180 1.848532064 1.853535061 1.851685197 1.846408370 1.840440420 1.840156477 1.840552270 1.839091839 1.839091839 1.839879355 1.839879355 1.851720880
899 2.147851682 1.797743019 1.797743019 0.350108663	1.797753738 2.019822809 2.019817929 2.019851857 2.017345301 2.013336938 2.016600706 1.909579485 1.875466873 1.875466873 1.877367323 1.877367323 1.885293513
988 2.147851682 1.797743019 1.797743019 0.350108663	1.797753738 1.984653313 1.984321768 1.986544508 1.981601045 1.978427854 1.981625475 1.884450431 1.841798395 1.841798395 1.850377270 1.850377270 1.850994238
1077 2.147851682 1.797743019 1.797743019 0.350108663	1.797753738 1.949151046 1.950404377 1.951228909 1.947417347 1.942955449 1.943746625 1.863732017 1.816509309 1.816509309 1.842449849 1.842449849 1.836400075
1166 2.147851682 1.797743019 1.797743019 0.350108663	1.797753738 1.918586933 1.916123478 1.917871135 1.914499716 1.911793824 1.911457364 1.843941450 1.806979604 1.806979604 1.826966965 1.826966965 1.825808809
1255 2.147851682 1.797743019 1.797743019 0.350108663	1.797753738 1.888515462 1.889261008 1.888410371 1.886766276 1.882419332 1.883420292 1.829496151 1.802932373 1.802932373 1.817444736 1.817444736 1.820111596
1344 2.147851682 1.797743019 1.797743019 0.350108663	1.797753738 1.865538255 1.867532179 1.864182335 1.864578978 1.858242873 1.859163105 1.817652314 1.803873866 1.803873866 1.810275929 1.810275929 1.819235780
1433 2.147851682 1.797743019 1.797743019 0.350108663	1.797753738 1.845571045 1.848390108 1.845480485 1.844535550 1.838083408 1.838967162 1.812410900 1.803730696 1.803730696 1.805634173 1.805634173 1.815966065
1522 2.147851682 1.797743019 1.797743019 0.350108663	1.797753738 1.829688012 1.833363375 1.831386832 1.829258957 1.821567435 1.821860278 1.806768153 1.800117042 1.800117042 1.804173021 1.804173021 1.815333237
1611 2.147851682 1.797743019 1.797743019 0.350108663	1.797753738 1.818962523 1.820917327 1.819698718 1.815431206 1.809296781 1.810339611 1.803725259 1.801990386 1.801990386 1.803758508 1.803758508 1.814055302
1700 2.147851682 1.797743019 1.797743019 0.350108663	1.797753738 1.810719451 1.814017183 1.812591158 1.807341383 1.802489831 1.803369530 1.802689394 1.801902351 1.801902351 1.801263131 1.801263131 1.813166503
899 2.172098012 1.837970840 1.837970840 0.334127172	1.837981356 2.049813139 2.048825051 2.048941499 2.047516378 2.044423829 2.044441223 1.940065160 1.909997977 1.909997977 1.917362906 1.917362906 1.914163440
988 2.172098012 1.837970840 1.837970840 0.334127172	1.837981356 2.016081747 2.013944178 2.015676433 2.013050241 2.010202051 2.010968230 1.914982678 1.875967380 1.875967380 1.884593870 1.884593870 1.881183960
1077 2.172098012 1.837970840 1.837970840 0.334127172	1.837981356 1.981704367 1.981592170 1.982841270 1.979478362 1.974556852 1.975992192 1.896660676 1.852856088 1.852856088 1.875759502 1.875759502 1.870620660
1166 2.172098012 1.837970840 1.837970840 0.334127172	1.837981356 1.953866833 1.953559093 1.953413463 1.951890113 1.943853993 1.945470423 1.881216903 1.845393402 1.845393402 1.865093904 1.865093904 1.860281134
1255 2.172098012 1.837970840 1.837970840 0.334127172	1.837981356 1.924652121 1.927592800 1.927323890 1.924755057 1.918670456 1.920377332 1.866805610 1.842594000 1.842594000 1.855070410 1.855070410 1.856189696
1344 2.172098012 1.837970840 1.837970840 0.334127172	1.837981356 1.902981322 1.902481408 1.903362506 1.900423792 1.897010376 1.897927405 1.855825034 1.843230006 1.843230006 1.848588869 1.848588869 1.854339239
1433 2.172098012 1.837970840 1.837970840 0.334127172	1.837981356 1.883089804 1.883678649 1.884582920 1.880114263 1.877135066 1.876719535 1.850836954 1.843060488 1.843060488 1.844155277 1.844155277 1.853157331
1522 2.172098012 1.837970840 1.837970840 0.334127172	1.837981356 1.867634691 1.870186348 1.870995175 1.865830320 1.861352280 1.860901486 1.844812857 1.840235596 1.840235596 1.843798192 1.843798192 1.852418957
1611 2.172098012 1.837970840 1.837970840 0.334127172	1.837981356 1.857157288 1.860147809 1.860257403 1.854708936 1.849270816 1.849344646 1.842772645 1.840782145 1.840782145 1.842304521 1.842304521 1.851181144
1700 2.172098012 1.837970840 1.837970840 0.334127172	1.837981356 1.849580416 1.853407047 1.851562427 1.847313323 1.842663786 1.842684822 1.841452450 1.841590853 1.841590853 1.841611236 1.841611236 1.850914109
899 2.118378568 1.760028236 1.760028236 0.358350332	1.760038274 1.991675024 1.991919028 1.991412535 1.990384025 1.985892393 1.987211526 1.877869387 1.847691902 1.847691902 1.850000200 1.850000200 1.855439777
988 2.118378568 1.760028236 1.760028236 0.358350332	1.760038274 1.956237078 1.957594737 1.956151607 1.956155172 1.952373186 1.954837323 1.853731892 1.814707503 1.814707503 1.822049542 1.822049542 1.822508836
1077 2.118378568 1.760028236 1.760028236 0.358350332	1.760038274 1.920843006 1.920617232 1.918498945 1.919011346 1.915906090 1.917019716 1.830437830 1.788594336 1.788594336 1.811037611 1.811037611 1.808088489
1166 2.118378568 1.760028236 1.760028236 0.358350332	1.760038274 1.891679696 1.888837742 1.888968289 1.886742346 1.880923867 1.882773217 1.815028085 1.779272626 1.779272626 1.797909965 1.797909965 1.797278212
1255 2.118378568 1.760028236 1.760028236 0.358350332	1.760038274 1.860847765 1.860166457 1.861082673 1.858018244 1.851414385 1.852961730 1.803045920 1.774045436 1.774045436 1.789233516 1.789233516 1.791110247
1344 2.118378568 1.760028236 1.760028236 0.358350332	1.760038274 1.838184646 1.838983346 1.838523442 1.835588062 1.819276450 1.821808752 1.791622970 1.772700132 1.772700132 1.781146064 1.781146064 1.790098679
1433 2.118378568 1.760028236 1.760028236 0.358350332	1.760038274 1.817860486 1.819360712 1.818611049 1.816021400 1.799604327 1.801097232 1.782806968 1.771578964 1.771578964 1.777590543 1.777590543 1.788125943
1522 2.118378568 1.760028236 1.760028236 0.358350332	1.760038274 1.801889320 1.805104179 1.802772751 1.800200970 1.784417515 1.785320370 1.777912582 1.769563420 1.769563420 1.774762302 1.774762302 1.786171729
1611 2.118378568 1.760028236 1.760028236 0.358350332	1.760038274 1.790271603 1.792853666 1.791314857 1.785729656 1.772329094 1.772343114 1.774087338 1.771180972 1.771180972 1.773899226 1.773899226 1.785510838
1700 2.118378568 1.760028236 1.760028236 0.358350332	1.760038274 1.782438449 1.786683321 1.784001077 1.779598838 1.765747341 1.765448805 1.772791525 1.771754961 1.771754961 1.773004384 1.773004384 1.784740641
899 2.087488943 1.739793022 1.739793022 0.347695921	1.739804213 1.961440827 1.957850521 1.960344220 1.955883108 1.956203699 1.956799427 1.849032283 1.819830450 1.819830450 1.823397938 1.823397938 1.826332643
988 2.087488943 1.739793022 1.739793022 0.347695921	1.739804213 1.925931529 1.923205821 1.926312250 1.923032866 1.919789749 1.921208750 1.825772335 1.785482940 1.785482940 1.795080068 1.795080068 1.792662395
1077 2.087488943 1.739793022 1.739793022 0.347695921	1.739804213 1.890801216 1.888448071 1.890773134 1.887621378 1.883510072 1.884321672 1.807154365 1.760467466 1.760467466 1.786005894 1.786005894 1.779612681
1166 2.087488943 1.739793022 1.739793022 0.347695921	1.739804213 1.862036977 1.860121590 1.858577748 1.857116334 1.851409333 1.849896615 1.786126860 1.751982888 1.751982888 1.770726975 1.770726975 1.768271427
1255 2.087488943 1.739793022 1.739793022 0.347695921	1.739804213 1.832064274 1.834748758 1.832812881 1.831216420 1.823526131 1.821728951 1.773035497 1.745950683 1.745950683 1.759882112 1.759882112 1.761710511
1344 2.087488943 1.739793022 1.739793022 0.347695921	1.739804213 1.809674893 1.810586141 1.808467633 1.807058092 1.799776766 1.798215128 1.760853033 1.746466916 1.746466916 1.753008707 1.753008707 1.759941248
1433 2.087488943 1.739793022 1.739793022 0.347695921	1.739804213 1.788369154 1.791692408 1.788793983 1.786639171 1.778784517 1.778251559 1.754528331 1.745229261 1.745229261 1.749222439 1.749222439 1.759427802
1522 2.087488943 1.739793022 1.739793022 0.347695921	1.739804213 1.772318648 1.777836708 1.773652354 1.771336011 1.764499684 1.764084590 1.749340133 1.743306481 1.743306481 1.746097674 1.746097674 1.757611776
1611 2.087488943 1.739793022 1.739793022 0.347695921	1.739804213 1.762039620 1.766603677 1.762457889 1.759102956 1.753741721 1.753191539 1.745072006 1.742645564 1.742645564 1.744748764 1.744748764 1.756411695
1700 2.087488943 1.739793022 1.739793022 0.347695921	1.739804213 1.754588651 1.759301211 1.755679689 1.750820226 1.746380342 1.746195794 1.744421726 1.743425475 1.743425475 1.744034843 1.744034843 1.755820539
899 2.066589276 1.715404356 1.715404356 0.351184920	1.715414642 1.938881233 1.935663589 1.935410956 1.934519617 1.932113722 1.932464360 1.827553140 1.795876988 1.795876988 1.797893490 1.797893490 1.803656719
988 2.066589276 1.715404356 1.715404356 0.351184920	1.715414642 1.903173490 1.901979183 1.901829332 1.901271818 1.897740043 1.898915976 1.803199045 1.761680560 1.761680560 1.761282462 1.761282462 1.770455435
1077 2.066589276 1.715404356 1.715404356 0.351184920	1.715414642 1.867453101 1.867816319 1.866902755 1.867015897 1.861032090 1.863041054 1.782230568 1.736191436 1.736191436 1.758995707 1.758995707 1.756677417
1166 2.066589276 1.715404356 1.715404356 0.351184920	1.715414642 1.837792021 1.835558283 1.836134198 1.835314487 1.830159129 1.831569872 1.763715835 1.725763267 1.725763267 1.746725087 1.746725087 1.745359584
1255 2.066589276 1.715404356 1.715404356 0.351184920	1.715414642 1.807336282 1.807587114 1.809142211 1.806734402 1.801314547 1.802001078 1.748344322 1.721302268 1.721302268 1.734799216 1.734799216 1.739865129
1344 2.066589276 1.715404356 1.715404356 0.351184920	1.715414642 1.784124213 1.784746251 1.785282748 1.783621923 1.776775390 1.777793990 1.735648857 1.721291849 1.721291849 1.728766665 1.728766665 1.737924496
1433 2.066589276 1.715404356 1.715404356 0.351184920	1.715414642 1.762785662 1.766147351 1.766110950 1.762703753 1.757462592 1.755934790 1.729417693 1.721114867 1.721114867 1.724929078 1.724929078 1.734662912
1522 2.066589276 1.715404356 1.715404356 0.351184920	1.715414642 1.746836992 1.751825439 1.749740065 1.746916569 1.739733303 1.739883126 1.724011858 1.718637035 1.718637035 1.721740409 1.721740409 1.733868266
1611 2.066589276 1.715404356 1.715404356 0.351184920	1.715414642 1.736990447 1.741062456 1.737754977 1.734482275 1.727683133 1.727422248 1.722268089 1.718604088 1.718604088 1.721489724 1.721489724 1.732714731
1700 2.066589276 1.715404356 1.715404356 0.351184920	1.715414642 1.729998250 1.734154949 1.730545695 1.726917513 1.720818460 1.721056284 1.720399241 1.719942494 1.719942494 1.719955152 1.719955152 1.731218168
