capacity sum_comm_comp max(sum_comm,sum_comp) sum_comm sum_comp OMIM OS GG BP OOSIM IOCMS DOCPS IOCCS DOCCS LCMR SCMR MAMR OOLCMR OOSCMR OOMAMR  
2754066432 727.968501127 467.729565548 467.729565548 260.238935579 467.729577304 559.872495958 491.127884882 541.775080410 534.858734256 528.822571425 564.518763643 553.762854375 493.705099521 528.822571425 528.822571425 528.822571425 506.442075484 506.442075484 531.041126972  
2983571968 727.968501127 467.729565548 467.729565548 260.238935579 467.729577304 559.872495958 483.888059181 526.094468546 534.858734256 528.822571425 559.061783159 553.762854375 493.705099521 528.822571425 528.822571425 528.822571425 488.203873106 488.203873106 496.007952004  
3213077504 727.968501127 467.729565548 467.729565548 260.238935579 467.729577304 549.101266691 476.747313762 500.860494945 524.394017045 528.822571425 553.079481899 553.762854375 493.705099521 528.822571425 528.822571425 528.822571425 495.964744697 495.964744697 489.971855319  
3442583040 727.968501127 467.729565548 467.729565548 260.238935579 467.729577304 545.826044732 476.747313762 552.307361073 502.126454554 528.822571425 548.597065948 531.495291884 467.809973144 528.822571425 528.822571425 528.822571425 467.787251826 467.787251826 489.107260650  
3672088576 727.968501127 467.729565548 467.729565548 260.238935579 467.729577304 545.826044732 474.894562586 524.572679965 490.687172810 528.822571425 537.157784204 531.495291884 467.809973144 528.822571425 528.822571425 528.822571425 490.476586799 490.476586799 490.476586799  
1836044288 967.204828200 558.402624035 408.802204165 558.402624035 558.532029989 750.516165310 688.657682008 731.892814292 696.407048859 689.171254927 731.844153180 725.398043173 706.779926890 641.755434371 656.335108410 656.335108410 625.293144399 625.293144399 645.363119824  
2065549824 967.204828200 558.402624035 408.802204165 558.402624035 558.532029989 686.330309091 684.810877384 775.686403046 696.407048859 687.359714389 725.473318327 725.398043173 706.779926890 603.316074236 663.112180735 663.112180735 609.428723622 609.428723622 666.352247408  
2524560896 967.204828200 558.402624035 408.802204165 558.402624035 558.532029989 664.667494494 684.810877384 690.180498269 678.265201218 667.026811340 713.542446643 725.398043173 681.658925634 631.733293328 639.286835034 639.286835034 625.872206831 625.872206831 636.597761187  
2754066432 967.204828200 558.402624035 408.802204165 558.402624035 558.532029989 645.215952147 684.810877384 672.799504541 672.934658988 663.865602870 708.371763309 725.398043173 681.658925634 624.591235875 642.586125386 642.586125386 613.860425965 613.860425965 635.384627118  
2983571968 967.204828200 558.402624035 408.802204165 558.402624035 558.532029989 628.786941915 684.810877384 674.770773256 672.934658988 660.679635561 708.371763309 725.398043173 657.015052216 579.168450611 639.408111607 639.408111607 618.390672697 618.390672697 651.129712718  
3213077504 967.204828200 558.402624035 408.802204165 558.402624035 558.532029989 623.395328853 684.810877384 629.672641498 672.314961732 657.458273638 707.752066053 725.398043173 656.808354315 596.171661007 658.069881439 658.069881439 608.387366867 608.387366867 638.343222062  
3442583040 967.204828200 558.402624035 408.802204165 558.402624035 558.532029989 623.395328853 684.810877384 665.029793377 667.131474955 657.458273638 702.568579276 725.398043173 650.202398218 585.276867434 623.790084975 623.790084975 606.913504545 606.913504545 651.869544865  
3672088576 967.204828200 558.402624035 408.802204165 558.402624035 558.532029989 618.054039003 684.810877384 626.764077790 667.131474955 654.234251743 702.568579276 725.398043173 646.182885100 591.097473850 622.809933196 622.809933196 598.153874819 598.153874819 624.676611886  
1836044288 698.226572378 396.365776405 396.365776405 301.860795973 396.365787503 490.138251741 439.843247214 466.434985928 437.316840312 464.360881466 460.322498483 464.360881466 443.123262676 464.864195814 464.968413072 464.968413072 402.009303001 402.009303001 410.343622546  
2065549824 698.226572378 396.365776405 396.365776405 301.860795973 396.365787503 464.714409121 439.239497399 436.272238235 437.316840312 464.360881466 455.696610137 464.360881466 434.811633579 464.864195814 464.968413072 464.968413072 409.263619038 409.263619038 410.086271046  
2524560896 698.226572378 396.365776405 396.365776405 301.860795973 396.365787503 445.350835367 418.335698404 455.233432364 427.719693684 462.356026464 441.116636290 462.356026464 413.492422034 462.868522888 462.356026464 462.356026464 405.115121925 405.115121925 406.739729379  
2754066432 698.226572378 396.365776405 396.365776405 301.860795973 396.365787503 445.350835367 410.209905123 432.142561088 417.235333223 462.356026464 436.124255549 462.356026464 413.492422034 462.868522888 462.356026464 462.356026464 396.365787503 396.365787503 396.365787503  
2983571968 698.226572378 396.365776405 396.365776405 301.860795973 396.365787503 426.002630667 409.498425879 454.453045476 417.235333223 462.356026464 432.190154978 462.356026464 405.178291488 462.868522888 462.356026464 462.356026464 396.931674526 396.931674526 397.059814509  
3213077504 698.226572378 396.365776405 396.365776405 301.860795973 396.365787503 426.002630667 398.924856631 410.038310129 408.308851911 462.356026464 425.639895088 462.356026464 396.566782114 462.868522888 462.356026464 462.356026464 404.802270214 404.802270214 396.365787503  
3442583040 698.226572378 396.365776405 396.365776405 301.860795973 396.365787503 426.002630667 398.924856631 408.626912636 408.308851911 462.356026464 420.547769835 462.356026464 396.566782114 462.868522888 462.356026464 462.356026464 396.365787503 396.365787503 396.627061377  
3672088576 698.226572378 396.365776405 396.365776405 301.860795973 396.365787503 426.002630667 396.446923618 401.723164003 396.365787503 462.356026464 416.713413776 462.356026464 396.566782114 462.868522888 462.356026464 462.356026464 396.365787503 396.365787503 396.365787503  
1836044288 1431.179153925 842.444943284 842.444943284 588.734210641 842.444954001 1105.336977169 978.666860693 1177.570848780 1122.835168073 1083.396139719 1098.636501137 1075.286110555 1029.921586129 962.615460711 1040.581043441 1040.581043441 1001.365567335 1001.365567335 1079.180689213  
2065549824 1431.179153925 842.444943284 842.444943284 588.734210641 842.444954001 1098.105186456 978.666860693 1068.762329697 1122.744964393 1051.483005041 1088.706047014 1075.286110555 1000.139345105 968.503793312 1047.867846057 1047.867846057 888.754566218 888.754566218 1037.174621176  
2524560896 1431.179153925 842.444943284 842.444943284 588.734210641 842.444954001 1044.079792991 963.162229128 1021.663162889 1113.048589558 1043.944006013 1046.226097526 1052.990537198 990.023786849 961.198310420 1040.646679836 1040.646679836 853.505236941 853.505236941 977.442161295  
2754066432 1431.179153925 842.444943284 842.444943284 588.734210641 842.444954001 1023.245920081 914.379873194 963.445544103 1020.884120492 996.565578483 1017.513559810 994.826732736 939.433664441 961.198310420 1008.293030460 1008.293030460 849.545555367 849.545555367 936.791769850  
2983571968 1431.179153925 842.444943284 842.444943284 588.734210641 842.444954001 1011.383638234 914.379873194 894.026115060 1020.884120492 992.398485930 1013.802319312 994.826732736 939.433664441 961.198310420 1005.460842538 1005.460842538 844.862747771 844.862747771 925.953030251  
3213077504 1431.179153925 842.444943284 842.444943284 588.734210641 842.444954001 981.638532237 914.379873194 872.531517613 1020.884120492 990.313498154 1013.802319312 994.826732736 935.387111092 961.198310420 1005.564720705 1005.564720705 842.444991113 842.444991113 923.598442126  
3442583040 1431.179153925 842.444943284 842.444943284 588.734210641 842.444954001 969.713929023 903.721396417 935.827378269 994.286598788 985.840783135 998.109876556 993.541080853 933.864585424 961.198310420 1003.827430837 1003.827430837 850.378026666 850.378026666 900.309373663  
3672088576 1431.179153925 842.444943284 842.444943284 588.734210641 842.444954001 896.393760677 844.408861992 932.904285217 934.845766077 923.587509343 921.259282808 934.100248142 846.120465412 901.757477709 929.197385684 929.197385684 850.910740036 850.910740036 896.141111030  
1836044288 1404.683149079 706.649154507 698.033994572 706.649154507 715.077059501 1169.516478970 998.371228030 1138.843322638 1025.779457151 1029.669096681 1006.850639170 990.558264499 977.876533734 944.048815670 986.569523993 986.569523993 951.108228072 951.108228072 996.402225190  
2065549824 1404.683149079 706.649154507 698.033994572 706.649154507 715.077059501 1082.292695028 998.371228030 1051.725964272 1025.779457151 1003.081743107 1000.444328864 990.558264499 975.720968982 940.728837061 959.982170419 959.982170419 888.360511830 888.360511830 933.531347205  
2524560896 1404.683149079 706.649154507 698.033994572 706.649154507 715.077059501 946.872636858 998.171428938 996.298218448 1015.170142011 977.704767964 962.498154927 987.693639787 936.899895788 924.370858239 927.792397502 927.792397502 874.371030207 874.371030207 946.914891326  
2754066432 1404.683149079 706.649154507 698.033994572 706.649154507 715.077059501 875.291130670 847.265367075 868.965879255 918.958862494 866.392964257 911.969785727 941.394730732 888.700581626 824.619076930 896.935234331 896.935234331 811.709454955 811.709454955 845.929356953  
2983571968 1404.683149079 706.649154507 698.033994572 706.649154507 715.077059501 860.696858313 843.829467024 891.585877403 918.958862494 866.392964257 911.969785727 941.394730732 875.610999099 824.619076930 896.935234331 896.935234331 788.590058392 788.590058392 837.240713376  
3213077504 1404.683149079 706.649154507 698.033994572 706.649154507 715.077059501 850.607901394 826.179441397 840.201117863 918.958862494 866.392964257 898.880203200 941.394730732 863.174420726 824.619076930 896.935234331 896.935234331 794.757765320 794.757765320 828.785143188  
3442583040 1404.683149079 706.649154507 698.033994572 706.649154507 715.077059501 847.900184006 797.010483285 893.044648557 907.986454917 850.636325276 898.880203200 941.394730732 860.387120639 813.279009534 881.493488447 881.493488447 805.203888115 805.203888115 830.998132106  
3672088576 1404.683149079 706.649154507 698.033994572 706.649154507 715.077059501 844.785688500 795.428367069 839.490500265 847.358924668 850.636325276 843.082476821 880.767200483 798.975668722 813.279009534 820.865958198 820.865958198 765.421261105 765.421261105 759.382572464  
1836044288 1400.073512316 747.514581063 747.514581063 652.558931253 747.514592925 1116.493339461 1015.812855676 1167.285176504 1066.507989275 1084.820287292 1111.525455546 1082.942703044 1063.631536465 995.297298618 1039.385166038 1039.385166038 995.297298618 995.297298618 1052.448599721  
2065549824 1400.073512316 747.514581063 747.514581063 652.558931253 747.514592925 1058.146298292 1012.048064947 1138.108851985 1066.394554191 1068.804688100 1107.658754115 1082.942703044 1048.845558220 956.342500939 994.876099058 994.876099058 941.708808151 941.708808151 1015.264449335  
2524560896 1400.073512316 747.514581063 747.514581063 652.558931253 747.514592925 1016.547456860 957.065741642 1059.574790256 1053.985606345 1015.026218813 1072.483289043 1072.173810283 1026.965284637 926.570221285 967.478726858 967.478726858 898.060307412 898.060307412 994.094040079  
2754066432 1400.073512316 747.514581063 747.514581063 652.558931253 747.514592925 978.187220830 860.885162214 938.616854895 975.602580503 980.558793980 950.899692103 940.013826867 932.291519119 806.834784094 856.090237366 856.090237366 803.821781862 803.821781862 912.962115076  
2983571968 1400.073512316 747.514581063 747.514581063 652.558931253 747.514592925 951.122871447 860.885162214 950.491188199 975.602580503 976.466310243 950.899692103 940.013826867 932.291519119 806.834784094 851.932241016 851.932241016 801.929192943 801.929192943 874.299221353  
3213077504 1400.073512316 747.514581063 747.514581063 652.558931253 747.514592925 925.286135114 859.900327401 835.290191480 975.602580503 956.458339960 941.326218530 940.013826867 932.291519119 806.834784094 818.655687490 818.655687490 802.905557441 802.905557441 885.024063987  
3442583040 1400.073512316 747.514581063 747.514581063 652.558931253 747.514592925 921.669454927 846.701575382 949.646627219 954.898482250 945.834474288 899.854693451 916.676164697 905.296548098 806.834784094 809.660246328 809.660246328 784.447737367 784.447737367 865.007095405  
3672088576 1400.073512316 747.514581063 747.514581063 652.558931253 747.514592925 893.537236816 805.384556562 833.517690931 913.581463430 901.266529990 854.787163249 875.359145877 865.529627034 806.834784094 831.094373972 831.094373972 782.047115538 782.047115538 875.130769941  
1836044288 955.737947715 487.981136327 467.756811388 487.981136327 490.830057535 651.341167542 602.056561599 713.998920214 641.296899661 664.492791777 669.863533265 640.571163043 626.656084475 616.302566997 634.348723788 634.348723788 595.159491982 595.159491982 597.089775169  
2065549824 955.737947715 487.981136327 467.756811388 487.981136327 490.830057535 636.891024113 595.287869452 676.227187604 641.296899661 664.492791777 660.151548567 632.035169815 617.029192626 617.072572400 623.180029963 623.180029963 561.528176654 561.528176654 599.362499287  
2524560896 955.737947715 487.981136327 467.756811388 487.981136327 490.830057535 593.876085568 591.939858415 622.466763972 632.056895178 648.184184367 648.193327434 632.035169815 610.625128920 594.364957891 624.849790012 624.849790012 565.663801612 565.663801612 578.975275187  
2754066432 955.737947715 487.981136327 467.756811388 487.981136327 490.830057535 572.578741784 583.808848821 630.128869094 620.098674045 639.410727092 644.330113968 632.035169815 603.313841650 605.151102855 616.302566997 616.302566997 544.729971619 544.729971619 569.032130817  
2983571968 955.737947715 487.981136327 467.756811388 487.981136327 490.830057535 572.578741784 577.033636074 598.795426121 620.098674045 639.410727092 639.289297731 632.035169815 598.961900594 591.964088659 616.302566997 616.302566997 537.327375939 537.327375939 558.695011605  
3213077504 955.737947715 487.981136327 467.756811388 487.981136327 490.830057535 544.771074953 577.033636074 597.656646548 611.194644342 624.231740174 632.371892835 632.035169815 598.961900594 583.833079065 616.302566997 616.302566997 535.735522894 535.735522894 577.325309249  
3442583040 955.737947715 487.981136327 467.756811388 487.981136327 490.830057535 542.647630364 577.033636074 578.317362379 611.194644342 623.589172422 630.302792727 632.035169815 585.493645113 534.407891348 616.302566997 616.302566997 530.687308750 530.687308750 541.251856757  
3672088576 955.737947715 487.981136327 467.756811388 487.981136327 490.830057535 542.265279383 572.679229641 552.652146114 602.208139338 616.302566997 623.467863132 632.035169815 581.570010587 534.407891348 616.302566997 616.302566997 551.483172109 551.483172109 555.897153826  
1836044288 1136.521172959 648.397520443 488.123652516 648.397520443 648.697727085 887.425695279 756.488097174 851.872911751 761.935855168 765.164609873 794.730822328 795.670360079 800.219585931 730.360878308 759.244536881 759.244536881 707.708775861 707.708775861 728.364908880  
2065549824 1136.521172959 648.397520443 488.123652516 648.397520443 648.697727085 827.782438107 748.666957271 806.074825581 761.935855168 763.582974126 792.220372331 795.670360079 796.643946566 677.343345661 744.828474168 744.828474168 699.778537269 699.778537269 716.525291800  
2524560896 1136.521172959 648.397520443 488.123652516 648.397520443 648.697727085 741.073781690 725.524451433 732.492515939 749.790363312 751.631841475 779.009691107 795.670360079 784.498454710 723.712229245 739.580557852 739.580557852 658.318621472 658.318621472 707.620101748  
2754066432 1136.521172959 648.397520443 488.123652516 648.397520443 648.697727085 712.437261307 720.380989125 764.373495157 738.016276749 746.041849241 768.928209598 795.670360079 766.299386631 709.209708165 739.970029128 739.970029128 688.813217450 688.813217450 691.028193251  
2983571968 1136.521172959 648.397520443 488.123652516 648.397520443 648.697727085 712.437261307 720.380989125 692.044532759 738.016276749 741.875011613 768.928209598 795.670360079 761.672670595 717.475670116 735.803191500 735.803191500 680.499648555 680.499648555 702.995037282  
3213077504 1136.521172959 648.397520443 488.123652516 648.397520443 648.697727085 708.880497128 709.665705677 723.946647174 723.028295947 737.146340363 756.782717742 795.670360079 754.153894775 657.318732890 728.307141595 728.307141595 673.994484450 673.994484450 687.650458577  
3442583040 1136.521172959 648.397520443 488.123652516 648.397520443 648.697727085 693.703442942 709.665705677 699.112307088 704.217350207 734.115205440 756.782717742 795.670360079 742.379808212 655.329763487 728.087693911 728.087693911 674.150712626 674.150712626 678.806691054  
3672088576 1136.521172959 648.397520443 488.123652516 648.397520443 648.697727085 693.703442942 704.080769877 720.551688989 693.165652655 727.403119266 751.609332648 795.670360079 735.883456980 655.329763487 725.056558988 725.056558988 678.516368552 678.516368552 686.629328434  
1836044288 1708.762028771 1187.221471980 1187.221471980 521.540556791 1187.221484761 1342.546920245 1335.717498725 1342.770354549 1339.549505871 1351.394031443 1305.943470159 1335.477211423 1306.406935719 1335.477211423 1335.477211423 1335.477211423 1335.477211423 1335.477211423 1337.385857550  
2065549824 1708.762028771 1187.221471980 1187.221471980 521.540556791 1187.221484761 1331.564082022 1335.717498725 1318.712475241 1339.549505871 1351.394031443 1305.711470888 1335.477211423 1306.406935719 1335.477211423 1335.477211423 1335.477211423 1189.241637042 1189.241637042 1261.391554071  
2524560896 1708.762028771 1187.221471980 1187.221471980 521.540556791 1187.221484761 1292.745234071 1276.280230037 1222.939882565 1305.711470888 1335.477211423 1305.711470888 1335.477211423 1306.406935719 1276.039942735 1276.039942735 1276.039942735 1187.221484761 1187.221484761 1239.165044318  
2754066432 1708.762028771 1187.221471980 1187.221471980 521.540556791 1187.221484761 1281.241376500 1187.221484761 1268.666253285 1247.709849959 1247.709837178 1247.709849959 1305.711458107 1246.969667031 1247.709837178 1247.709837178 1247.709837178 1187.221484761 1187.221484761 1197.064891097  
2983571968 1708.762028771 1187.221471980 1187.221471980 521.540556791 1187.221484761 1240.469869623 1187.221484761 1187.942233664 1247.709849959 1247.709837178 1247.709849959 1305.711458107 1246.969667031 1247.709837178 1247.709837178 1247.709837178 1187.221484761 1187.221484761 1202.733593438  
3213077504 1708.762028771 1187.221471980 1187.221471980 521.540556791 1187.221484761 1227.499380647 1187.221484761 1197.202631551 1247.709849959 1246.274189419 1247.709849959 1305.711458107 1246.969667031 1246.274189419 1246.274189419 1246.274189419 1187.221484761 1187.221484761 1190.399835171  
3442583040 1708.762028771 1187.221471980 1187.221471980 521.540556791 1187.221484761 1219.711683288 1187.221484761 1218.714667027 1246.658753449 1246.274189419 1246.658753449 1305.711458107 1246.969667031 1246.274189419 1246.274189419 1246.274189419 1187.221484761 1187.221484761 1196.002687439  
3672088576 1708.762028771 1187.221471980 1187.221471980 521.540556791 1187.221484761 1205.174072513 1187.221484761 1187.237465088 1187.221484761 1246.274189419 1187.221484761 1246.274189419 1200.120244308 1246.274189419 1246.274189419 1246.274189419 1187.221484761 1187.221484761 1187.221484761  
1836044288 1601.006686458 999.973875001 999.973875001 601.032811457 999.973888163 1130.095248125 1018.471938655 1103.445897104 1044.525904664 1068.551680394 1053.283156388 1079.423693576 1034.734265656 1038.309979757 1065.852199315 1065.852199315 999.973896744 999.973896744 1029.499528946  
2065549824 1601.006686458 999.973875001 999.973875001 601.032811457 999.973888163 1065.597794080 999.973888163 1056.790373422 1044.520636267 1030.133183494 1049.552632455 1076.724212497 1031.749593803 1029.674148736 1030.133183494 1030.133183494 999.973888163 999.973888163 1034.141714945  
2524560896 1601.006686458 999.973875001 999.973875001 601.032811457 999.973888163 1046.121596742 999.973888163 1025.433044740 1004.902891246 1030.133183494 1014.649561984 1076.724212497 1000.696747559 1029.674148736 1030.133183494 1030.133183494 999.973888163 999.973888163 1002.573103427  
2754066432 1601.006686458 999.973875001 999.973875001 601.032811457 999.973888163 1030.130140058 999.973888163 1030.232837354 1004.902891246 1030.133183494 1014.649561984 1076.724212497 1000.696747559 1029.674148736 1030.133183494 1030.133183494 999.973888163 999.973888163 1001.179487057  
2983571968 1601.006686458 999.973875001 999.973875001 601.032811457 999.973888163 1030.130140058 999.973888163 1013.887243686 1004.902891246 1030.133183494 1014.649561984 1076.724212497 1000.696747559 1029.674148736 1030.133183494 1030.133183494 999.973888163 999.973888163 999.973888163  
3213077504 1601.006686458 999.973875001 999.973875001 601.032811457 999.973888163 1030.130140058 999.973888163 1037.320731998 999.973888163 1030.133183494 999.973888163 1076.724212497 1000.696747559 1029.674148736 1030.133183494 1030.133183494 999.973888163 999.973888163 999.973888163  
3442583040 1601.006686458 999.973875001 999.973875001 601.032811457 999.973888163 1030.130140058 999.973888163 1025.206355161 999.973888163 1030.133183494 999.973888163 1076.724212497 1000.696747559 1029.674148736 1030.133183494 1030.133183494 999.973888163 999.973888163 999.973888163  
3672088576 1601.006686458 999.973875001 999.973875001 601.032811457 999.973888163 1030.130140058 999.973888163 1000.249031513 999.973888163 1030.133183494 999.973888163 1076.724212497 1000.696747559 1029.674148736 1030.133183494 1030.133183494 999.973888163 999.973888163 999.973888163  
1836044288 1261.478607988 760.700296483 760.700296483 500.778311505 760.700308524 803.873413829 764.752474483 798.748296199 864.207685816 882.234655279 873.549124772 905.356074368 889.182059186 776.373902271 845.992721491 845.992721491 815.241569863 815.241569863 829.210430974  
2065549824 1261.478607988 760.700296483 760.700296483 500.778311505 760.700308524 782.220398297 764.752474483 776.243206719 848.916644717 833.300136300 858.258083673 905.356074368 862.853076390 776.373902271 819.276760466 819.276760466 791.736057311 791.736057311 844.627450396  
2524560896 1261.478607988 760.700296483 760.700296483 500.778311505 760.700308524 760.835592145 760.700308524 791.865536954 843.504810874 819.276760466 852.846249830 905.356074368 849.171764210 776.373902271 819.276760466 819.276760466 788.455962620 788.455962620 815.657540257  
2754066432 1261.478607988 760.700296483 760.700296483 500.778311505 760.700308524 760.835592145 760.700308524 785.156155425 818.756339189 819.276760466 828.097778145 905.356074368 830.851072828 776.373902271 819.276760466 819.276760466 798.732901030 798.732901030 801.068373955  
2983571968 1261.478607988 760.700296483 760.700296483 500.778311505 760.700308524 760.835592145 760.700308524 778.602740266 818.756339189 819.276760466 828.097778145 905.356074368 810.414367092 776.373902271 819.276760466 819.276760466 760.894747882 760.894747882 789.598131352  
3213077504 1261.478607988 760.700296483 760.700296483 500.778311505 760.700308524 760.835592145 760.700308524 805.544892399 784.928346891 819.276760466 794.573371141 905.356074368 790.840777852 776.373902271 819.276760466 819.276760466 760.700308524 760.700308524 775.138950344  
3442583040 1261.478607988 760.700296483 760.700296483 500.778311505 760.700308524 760.835592145 760.700308524 776.948231288 779.998942071 819.276760466 789.340381027 905.356074368 773.198874013 776.373902271 819.276760466 819.276760466 760.700354031 760.700354031 763.570783755  
3672088576 1261.478607988 760.700296483 760.700296483 500.778311505 760.700308524 760.835592145 760.700308524 819.412558464 760.700308524 819.276760466 769.824899456 905.356074368 760.873583035 776.373902271 819.276760466 819.276760466 760.700308524 760.700308524 760.700308524  
1836044288 1587.897398576 1055.945429242 1055.945429242 531.951969334 1055.945441115 1238.444459560 1265.270402852 1258.712960405 1251.206361039 1208.806533649 1213.019353537 1223.168779900 1208.302857126 1206.698330747 1206.698330747 1206.698330747 1206.738526971 1206.738526971 1233.293731729  
2065549824 1587.897398576 1055.945429242 1055.945429242 531.951969334 1055.945441115 1215.324768736 1265.270402852 1206.889527031 1248.313372208 1208.806533649 1210.126364706 1223.168779900 1187.952006947 1206.698330747 1206.698330747 1206.698330747 1073.138062947 1073.138062947 1119.564833752  
2524560896 1587.897398576 1055.945429242 1055.945429242 531.951969334 1055.945441115 1206.233714987 1205.788338900 1217.363274416 1248.313372208 1159.223167716 1179.847272777 1206.698330747 1176.922437218 1206.698330747 1159.223167716 1159.223167716 1055.945441115 1055.945441115 1096.813550797  
2754066432 1587.897398576 1055.945429242 1055.945429242 531.951969334 1055.945441115 1131.202758071 1069.407550787 1134.753526934 1164.158803187 1106.132183355 1160.696026676 1176.557711141 1119.521729985 1096.246835377 1106.132183355 1106.132183355 1067.294374680 1067.294374680 1084.713570204  
2983571968 1587.897398576 1055.945429242 1055.945429242 531.951969334 1055.945441115 1115.475939948 1069.407550787 1157.110113917 1164.158803187 1106.132183355 1160.696026676 1176.557711141 1119.521729985 1096.246835377 1106.132183355 1106.132183355 1055.965915100 1055.965915100 1078.172681194  
3213077504 1587.897398576 1055.945429242 1055.945429242 531.951969334 1055.945441115 1115.449514482 1055.945441338 1087.810447024 1164.158803187 1106.132183355 1157.406476913 1176.557711141 1119.521729985 1093.049786014 1088.699866918 1088.699866918 1055.945473794 1055.945473794 1075.197091731  
3442583040 1587.897398576 1055.945429242 1055.945429242 531.951969334 1055.945441115 1108.991580799 1055.945441338 1119.452064325 1142.227015391 1099.208642413 1119.323739406 1176.557711141 1116.324680622 1093.049786014 1088.699866918 1088.699866918 1055.945441115 1055.945441115 1099.984680256  
3672088576 1587.897398576 1055.945429242 1055.945429242 531.951969334 1055.945441115 1108.991580799 1055.945441338 1071.637471165 1089.748764919 1099.208642413 1066.845488934 1124.079460669 1070.252849108 1093.049786014 1088.699866918 1088.699866918 1055.945441115 1055.945441115 1083.392977376  
1836044288 1808.777923509 1121.506722938 1121.506722938 687.271200571 1121.506734155 1259.493733441 1272.874983930 1296.443657856 1295.076976231 1299.080125134 1251.379503674 1241.578065037 1227.087610422 1226.813982752 1230.128602616 1230.128602616 1221.249476041 1221.249476041 1237.233935710  
2065549824 1808.777923509 1121.506722938 1121.506722938 687.271200571 1121.506734155 1231.872460611 1253.672251284 1188.783953935 1295.076976231 1299.080125134 1251.379503674 1241.578065037 1227.087610422 1226.813982752 1230.128602616 1230.128602616 1136.814269097 1136.814269097 1125.852471643  
2524560896 1808.777923509 1121.506722938 1121.506722938 687.271200571 1121.506734155 1159.497392349 1253.672251284 1208.406721905 1295.076976231 1271.156655122 1193.104438451 1212.238965464 1190.668727949 1212.238965464 1212.238965464 1212.238965464 1128.805519668 1128.805519668 1151.062052257  
2754066432 1808.777923509 1121.506722938 1121.506722938 687.271200571 1121.506734155 1159.497392349 1143.429830291 1212.162196376 1201.354840167 1167.128361867 1173.600603721 1181.727055802 1130.448395085 1152.018632600 1152.018632600 1152.018632600 1121.556925247 1121.556925247 1129.997947066  
2983571968 1808.777923509 1121.506722938 1121.506722938 687.271200571 1121.506734155 1152.361563174 1143.429830291 1151.971685576 1201.354840167 1167.128361867 1173.600603721 1181.727055802 1130.448395085 1152.018632600 1152.018632600 1152.018632600 1121.556925247 1121.556925247 1121.576520075  
3213077504 1808.777923509 1121.506722938 1121.506722938 687.271200571 1121.506734155 1152.361563174 1143.429830291 1149.371666721 1201.354840167 1167.128361867 1162.225807667 1181.727055802 1121.726025257 1152.018632600 1152.018632600 1152.018632600 1121.556925247 1121.556925247 1121.556925247  
3442583040 1808.777923509 1121.506722938 1121.506722938 687.271200571 1121.506734155 1152.361563174 1121.550742867 1145.056644517 1141.134507303 1152.018632600 1121.509309533 1181.727055802 1121.726025257 1152.018632600 1152.018632600 1152.018632600 1141.060954943 1141.060954943 1141.060954943  
3672088576 1808.777923509 1121.506722938 1121.506722938 687.271200571 1121.506734155 1152.361563174 1121.550742867 1126.735012177 1141.134507303 1152.018632600 1121.509309533 1181.727055802 1121.726025257 1152.018632600 1152.018632600 1152.018632600 1122.625522921 1122.625522921 1121.506734155  
1836044288 2157.493241229 1275.740506129 1275.740506129 881.752735100 1275.740517829 1718.020400969 1615.667977783 1797.480564707 1728.677311450 1661.968547130 1690.036776465 1715.464022764 1686.937181171 1656.725528862 1658.747813765 1658.747813765 1621.218311422 1621.218311422 1687.644543919  
2065549824 2157.493241229 1275.740506129 1275.740506129 881.752735100 1275.740517829 1648.745108716 1610.640910555 1681.036225366 1728.677311450 1638.433101917 1684.821022297 1715.464022764 1681.681948724 1637.878853938 1621.901888189 1621.901888189 1428.936538384 1428.936538384 1468.692006406  
2524560896 2157.493241229 1275.740506129 1275.740506129 881.752735100 1275.740517829 1523.662646972 1580.309707901 1580.475671674 1727.078895550 1621.901888189 1649.043332905 1695.047932899 1638.454754035 1637.878853938 1621.901888189 1621.901888189 1312.895270209 1312.895270209 1348.804818431  
2754066432 2157.493241229 1275.740506129 1275.740506129 881.752735100 1275.740517829 1495.960887289 1519.437000229 1465.645634795 1619.322812088 1591.298354301 1616.898849947 1635.734798294 1603.670591641 1607.235841771 1591.298354301 1591.298354301 1303.029989018 1303.029989018 1333.451608614  
2983571968 2157.493241229 1275.740506129 1275.740506129 881.752735100 1275.740517829 1450.290097965 1519.437000229 1434.650683247 1619.322812088 1580.266478586 1616.898849947 1635.734798294 1575.022209823 1607.235841771 1580.266478586 1580.266478586 1286.005438113 1286.005438113 1287.769722845  
3213077504 2157.493241229 1275.740506129 1275.740506129 881.752735100 1275.740517829 1421.479323312 1519.437000229 1412.896796101 1619.322812088 1580.266478586 1575.784665342 1635.734798294 1566.824666065 1607.235841771 1580.266478586 1580.266478586 1275.880213914 1275.880213914 1280.260671653  
3442583040 2157.493241229 1275.740506129 1275.740506129 881.752735100 1275.740517829 1405.249026907 1519.437000229 1361.573692776 1595.158134946 1580.266478586 1572.635929432 1633.351103034 1544.508820095 1580.266478586 1580.266478586 1580.266478586 1275.892391874 1275.892391874 1281.085920332  
3672088576 2157.493241229 1275.740506129 1275.740506129 881.752735100 1275.740517829 1344.111379998 1275.783735444 1366.715357118 1351.446125751 1336.554469391 1323.659620573 1389.639093839 1300.765411150 1336.554469391 1336.554469391 1336.554469391 1283.301124187 1283.301124187 1275.892391874  
