#input_size get_time acc_size acc_time op_type overall_time
2600 0.000067585 2600 0.000015191 add_time= 0.001714140
2750 0.000044742 2750 0.000007890 add_time= 0.000069357
2550 0.000029120 2550 0.000008281 add_time= 0.000054472
1300 0.000221830 1300 0.000007578 add_time= 0.000248295
2550 0.000034961 2550 0.000007155 add_time= 0.000061305
2600 0.000406380 2600 0.000008412 add_time= 0.000458693
2500 0.000372619 2500 0.000006294 add_time= 0.000395686
2500 0.000231790 2500 0.000006627 add_time= 0.000252642
2650 0.000186724 2650 0.000008403 add_time= 0.000216920
2652 0.000111735 2652 0.000006728 add_time= 0.000135288
2500 0.000071907 2500 0.000005923 add_time= 0.000093421
2600 0.000091065 2600 0.000039414 add_time= 0.000180022
2550 0.000366198 2550 0.000012766 add_time= 0.000423879
2500 0.000050338 2500 0.000008869 add_time= 0.000080475
2970 0.000046561 2970 0.000007635 add_time= 0.000076895
1275 0.000035116 1275 0.000006548 add_time= 0.000065360
5253 0.001894070 2650 0.000009058 mult_time= 0.002027682
5304 0.001662522 2703 0.000008379 mult_time= 0.001757597
5150 0.002910913 2650 0.000008281 mult_time= 0.002973931
5565 0.003150237 2750 0.000008493 mult_time= 0.003233191
5200 0.001939907 2700 0.000007891 mult_time= 0.002008932
5500 0.000102757 2500 0.000007516 mult_time= 0.000164078
5670 0.000802180 2750 0.000008119 mult_time= 0.000872227
5555 0.002825610 2550 0.000007949 mult_time= 0.002884326
5100 0.002786635 2600 0.000007830 mult_time= 0.002843490
5100 0.003183597 2600 0.000010413 mult_time= 0.003241259
5253 0.003340949 2652 0.000008158 mult_time= 0.003402133
1925 0.001777535 1300 0.000006602 mult_time= 0.001821381
5350 0.000101391 2860 0.000007549 mult_time= 0.000163486
5564 0.002277051 2860 0.000007979 mult_time= 0.002340497
5610 0.000359659 2600 0.000009543 mult_time= 0.000478559
5304 0.000778953 2600 0.000008458 mult_time= 0.000838919
5460 0.003577192 2750 0.000009193 mult_time= 0.003647269
5000 0.001278421 2500 0.000008949 mult_time= 0.001340321
5460 0.001917870 2750 0.000008160 mult_time= 0.001991146
5720 0.003046833 3025 0.000009858 mult_time= 0.003131580
5459 0.000911283 2650 0.000008161 mult_time= 0.000982467
5202 0.001163736 2600 0.000008000 mult_time= 0.001225554
5500 0.005955946 2500 0.000008057 mult_time= 0.006015699
5724 0.002825383 2915 0.000008464 mult_time= 0.002889646
6050 0.004755593 3025 0.000010501 mult_time= 0.004833920
5250 0.001487693 2750 0.000009061 mult_time= 0.001547484
5250 0.002124440 2750 0.000009026 mult_time= 0.002204700
5050 0.002751938 2550 0.000009260 mult_time= 0.002815685
2625 0.004232080 2750 0.000008845 mult_time= 0.004284175
5000 0.009026879 2500 0.000008525 mult_time= 0.009084522
2700 0.000204689 2915 0.000007773 mult_time= 0.000253952
5350 0.000951063 2860 0.000008126 mult_time= 0.001011081
5460 0.000998634 2750 0.000008555 mult_time= 0.001059420
2650 0.002471338 2805 0.000008222 mult_time= 0.002520998
5355 0.003434482 2750 0.000008559 mult_time= 0.003494761
5300 0.002955641 2805 0.000008661 mult_time= 0.003021260
5100 0.003494572 2601 0.000008231 mult_time= 0.003555184
5202 0.000957699 2600 0.000008964 mult_time= 0.001034262
5775 0.003413613 2750 0.000008936 mult_time= 0.003481750
3750 0.002910720 1250 0.000007708 mult_time= 0.002968124
5150 0.005743324 2652 0.000011979 mult_time= 0.005802495
5610 0.002127503 2601 0.000008289 mult_time= 0.002185898
5200 0.000137691 2703 0.000008845 mult_time= 0.000193518
5665 0.000334344 2652 0.000007991 mult_time= 0.000389927
5830 0.000319188 2805 0.000007884 mult_time= 0.000377584
5100 0.001214422 2601 0.000007847 mult_time= 0.001268011
3800 0.001956318 1275 0.000006720 mult_time= 0.001998901
5000 0.001999902 2500 0.000008276 mult_time= 0.002053352
5500 0.002756241 2500 0.000015303 mult_time= 0.002818779
5300 0.000102360 2808 0.000008014 mult_time= 0.000154944
5450 0.000326410 2970 0.000008974 mult_time= 0.000384493
5775 0.000661290 2754 0.000008625 mult_time= 0.000722020
5400 0.000757214 2916 0.000008472 mult_time= 0.000814113
5775 0.006520761 2750 0.000008940 mult_time= 0.006583479
5250 0.002089632 2750 0.000008900 mult_time= 0.002149946
5564 0.000759743 2860 0.000008451 mult_time= 0.000817076
5775 0.000075084 2750 0.000137976 mult_time= 0.000262285
5300 0.000996264 2805 0.000081266 mult_time= 0.001127420
5100 0.000065435 2600 0.000023413 mult_time= 0.000137045
5250 0.000019537 2750 0.000034504 mult_time= 0.000114731
5000 0.000014935 2500 0.000078161 mult_time= 0.000137592
3900 0.000081521 1325 0.000017822 mult_time= 0.000141153
4125 0.000049013 1250 0.000015359 mult_time= 0.000126644
3800 0.000071585 1275 0.000015557 mult_time= 0.000123719
5250 0.000994724 2756 0.000010196 mult_time= 0.001087556
5400 0.001988124 2915 0.000008372 mult_time= 0.002074988
5150 0.002275405 2650 0.000008584 mult_time= 0.002337108
5100 0.001955857 2600 0.000008400 mult_time= 0.002019620
5500 0.001175861 2500 0.000008523 mult_time= 0.001244357
5500 0.001160327 2500 0.000008448 mult_time= 0.001247012
5460 0.001593179 2750 0.000011914 mult_time= 0.001660817
5050 0.001170593 2550 0.000007607 mult_time= 0.001228586
5000 0.000104431 2500 0.000007925 mult_time= 0.000162198
5200 0.002378060 2704 0.000008392 mult_time= 0.002441941
5564 0.000893405 2860 0.000008405 mult_time= 0.000957203
5100 0.004028605 2600 0.000008312 mult_time= 0.004090612
5150 0.002242129 2652 0.000008809 mult_time= 0.002307778
2500 0.000815847 2500 0.000007497 mult_time= 0.000886180
5250 0.000704459 2750 0.000007998 mult_time= 0.000763464
5050 0.000838542 2550 0.000007903 mult_time= 0.000911208
5250 0.000713191 2750 0.000007945 mult_time= 0.000785437
5250 0.000665431 2750 0.000011576 mult_time= 0.000730938
5720 0.000110417 3025 0.000008396 mult_time= 0.000182535
5460 0.000218828 2750 0.000008058 mult_time= 0.000282145
5000 0.000343605 2500 0.000008141 mult_time= 0.000424860
5670 0.000082596 2750 0.000018729 mult_time= 0.000184819
5355 0.000465218 2750 0.000019755 mult_time= 0.000546227
5512 0.000316055 2805 0.000008029 mult_time= 0.000388132
5253 0.000432364 2650 0.000007795 mult_time= 0.000489902
5100 0.000460374 2500 0.000008139 mult_time= 0.000517780
5200 0.000650381 2700 0.000010627 mult_time= 0.000709711
5202 0.000595435 2600 0.000007596 mult_time= 0.000648620
5050 0.000714833 2550 0.000008607 mult_time= 0.000773331
5300 0.000452166 2500 0.000007556 mult_time= 0.000506256
5457 0.000958122 2860 0.000008010 mult_time= 0.001016001
5300 0.000750866 2805 0.000008522 mult_time= 0.000808960
6050 0.000734773 3025 0.000010990 mult_time= 0.000803551
5356 0.001175195 2652 0.000007823 mult_time= 0.001237290
2525 0.000041031 2550 0.000008002 mult_time= 0.000085976
5100 0.000835180 2601 0.000008465 mult_time= 0.000893537
5300 0.001577461 2805 0.000008013 mult_time= 0.001634813
5610 0.001629798 2600 0.000008065 mult_time= 0.001687906
5353 0.003635704 2550 0.000008683 mult_time= 0.003691758
2600 0.003219385 2703 0.000008346 mult_time= 0.003265745
5151 0.002605965 2550 0.000007726 mult_time= 0.002660591
5100 0.003174894 2601 0.000007992 mult_time= 0.003231593
3800 0.006486558 1275 0.000009724 mult_time= 0.006533355
5150 0.000341812 2650 0.000008015 mult_time= 0.000398568
5300 0.000317839 2500 0.000007622 mult_time= 0.000370971
5000 0.000583359 2500 0.000007645 mult_time= 0.000634972
4050 0.000420138 1250 0.000006703 mult_time= 0.000463604
5616 0.000987440 2700 0.000008178 mult_time= 0.001043292
5200 0.000972233 2700 0.000007832 mult_time= 0.001025639
5100 0.001288231 2600 0.000007934 mult_time= 0.001341368
5408 0.002085873 2700 0.000010780 mult_time= 0.002146565
5457 0.000100177 2860 0.000009010 mult_time= 0.000158358
5250 0.000042545 2750 0.000084318 mult_time= 0.000177968
5940 0.001992597 3025 0.000026751 mult_time= 0.002071792
5000 0.000068807 2500 0.000023699 mult_time= 0.000142118
5000 0.000054618 2500 0.000023707 mult_time= 0.000129475
5555 0.000175644 2550 0.000015659 mult_time= 0.000244307
5500 0.000062659 2500 0.000023765 mult_time= 0.000135022
3927 0.000039744 1300 0.000015296 mult_time= 0.000091513
3750 0.000051296 1250 0.000014303 mult_time= 0.000101736
4180 0.000046719 1275 0.000014740 mult_time= 0.000099502
2500 0.001084938 625 0.000009636 mult_time= 0.001125225
2600 0.000188272 2600 0.000018604 add_time= 0.000229617
1375 0.001019836 1375 0.000006925 add_time= 0.001043062
1250 0.000005965 1250 0.000016918 add_time= 0.000036085
2600 0.000260360 2600 0.000010657 add_time= 0.000412279
2754 0.000030792 2754 0.000008197 add_time= 0.000083222
2750 0.000016639 2750 0.000008585 add_time= 0.000063978
1250 0.000534458 1250 0.000015530 add_time= 0.001731277
2550 0.000116609 2550 0.000008392 add_time= 0.000154043
2550 0.000141959 2550 0.000010328 add_time= 0.000196868
2756 0.000362923 2756 0.000024240 add_time= 0.000408484
2550 0.000094198 2550 0.000006982 add_time= 0.000124459
2500 0.000061904 2500 0.000007971 add_time= 0.000086241
2700 0.000312975 2700 0.000018592 add_time= 0.000377876
3025 0.000216008 3025 0.000008898 add_time= 0.000252519
2805 0.000055779 2805 0.000012961 add_time= 0.000093990
2600 0.000118865 2600 0.000016936 add_time= 0.000168119
2650 0.000100565 2650 0.000007439 add_time= 0.000145026
2500 0.000190365 2500 0.000009365 add_time= 0.000241218
2808 0.000209589 2808 0.000010718 add_time= 0.000248838
2550 0.000078784 2550 0.000007149 add_time= 0.000103463
2805 0.000137289 2805 0.000006850 add_time= 0.000160552
2860 0.000294190 2860 0.000015550 add_time= 0.000334729
2600 0.000171133 2600 0.000041799 add_time= 0.000233333
2860 0.000055972 2860 0.000007265 add_time= 0.000080040
2754 0.000102675 2754 0.000007371 add_time= 0.000130280
5665 0.001404695 2650 0.000008979 mult_time= 0.001555238
5150 0.001924056 2650 0.000008747 mult_time= 0.001991457
5150 0.001852471 2650 0.000008458 mult_time= 0.001916264
5406 0.003353354 2600 0.000008461 mult_time= 0.003416900
2525 0.001542597 2550 0.000007456 mult_time= 0.001591354
5150 0.003955381 2650 0.000008061 mult_time= 0.004014235
5252 0.000583252 2550 0.000008052 mult_time= 0.000642424
4125 0.000644881 1250 0.000007450 mult_time= 0.000703897
5610 0.000441079 2600 0.000027956 mult_time= 0.000547606
5610 0.000360311 2600 0.000007980 mult_time= 0.000418806
5100 0.000242007 2600 0.000013188 mult_time= 0.000305461
5304 0.000377188 2600 0.000008032 mult_time= 0.000457280
5150 0.000110480 2652 0.000008250 mult_time= 0.000170729
5100 0.001657640 2600 0.000008657 mult_time= 0.001720838
5300 0.001662979 2500 0.000008479 mult_time= 0.001725175
5355 0.002049637 2750 0.000008245 mult_time= 0.002116799
5200 0.001080416 2500 0.000007882 mult_time= 0.001136275
5400 0.000129648 2915 0.000007806 mult_time= 0.000200719
5350 0.003756908 2860 0.000026840 mult_time= 0.003833758
5460 0.001263849 2750 0.000007895 mult_time= 0.001322156
5100 0.000799454 2600 0.000019333 mult_time= 0.000907270
5100 0.000943259 2500 0.000007621 mult_time= 0.001003342
5050 0.002243151 2550 0.000007526 mult_time= 0.002298212
5250 0.000135377 2750 0.000008806 mult_time= 0.000194910
5778 0.000120222 2860 0.000008588 mult_time= 0.000181814
5460 0.002752746 2750 0.000007921 mult_time= 0.002811235
5775 0.002004472 2750 0.000008177 mult_time= 0.002078273
5100 0.000957474 2600 0.000007604 mult_time= 0.001010654
