optimal_time_infinite_case order_of_submission order_of_optimal_strategy_infinite_memory increasing_order_of_communication_strategy decreasing_order_of_computation_strategy increasing_order_of_communication_plus_computation_strategy decreasing_order_of_communication_plus_computation_strategy largest_communication_task_respects_memory_restriction smallest_communication_task_respects_memory_restriction maximum_accelerated_task_respects_memory_restriction optimal_order_infinite_memory_largest_communication_task_respects_memory_restriction optimal_order_infinite_memory_smallest_communication_task_respects_memory_restriction optimal_order_infinite_memory_maximum_accelerated_task_respects_memory_restriction
0.358303762 0.555857206 0.558915163 0.557121780 0.557298434 0.555194368 0.556263382 0.537996067 0.519732273 0.519732273 0.534021246 0.534021246 0.542584358
0.358303762 0.546420378 0.547924465 0.539692399 0.549847989 0.543480717 0.544302644 0.533329063 0.518117323 0.518117323 0.548252278 0.548252278 0.541714430
0.358303762 0.542790692 0.543133467 0.534790114 0.545604225 0.538170194 0.539265409 0.529165174 0.511932171 0.511932171 0.546941082 0.546941082 0.543500691
0.358303762 0.537601413 0.537345223 0.528277283 0.539355769 0.531531112 0.532519040 0.526678033 0.509325558 0.509325558 0.547406740 0.547406740 0.539220268
0.358303762 0.517453552 0.518581102 0.509690153 0.519645143 0.513264000 0.514669631 0.480536661 0.451483769 0.451483769 0.483316826 0.483316826 0.482519438
0.358303762 0.452167674 0.453032821 0.449846568 0.450832398 0.441027011 0.439039659 0.425491047 0.418342955 0.418342955 0.419330684 0.419330684 0.425620007
0.358303762 0.423680650 0.425660420 0.424633075 0.421722353 0.413274898 0.412379468 0.419566494 0.417443390 0.417443390 0.415515569 0.415515569 0.422732748
0.362035024 0.572365614 0.577862454 0.582204782 0.572681068 0.576056862 0.576097002 0.564838192 0.563822197 0.563822197 0.564747783 0.564747783 0.566900911
0.362035024 0.571496538 0.575994143 0.579791058 0.571435112 0.574794655 0.574753652 0.560101470 0.558310189 0.558310189 0.557454062 0.557454062 0.562560562
0.362035024 0.570527922 0.574913358 0.578336270 0.570624532 0.573981926 0.573970530 0.559056262 0.556976509 0.556976509 0.558941515 0.558941515 0.561817284
0.362035024 0.562109253 0.564658811 0.562687882 0.562583722 0.562276206 0.560308893 0.540550740 0.525429957 0.525429957 0.538892995 0.538892995 0.547935509
0.362035024 0.551791881 0.553358661 0.544740209 0.554848970 0.548864796 0.549734393 0.539276641 0.524299665 0.524299665 0.553932917 0.553932917 0.549388131
0.362035024 0.548385060 0.549282804 0.540396494 0.550914496 0.545366085 0.546079749 0.534990886 0.518577854 0.518577854 0.552769475 0.552769475 0.547455411
0.362035024 0.543559938 0.543189254 0.534410644 0.544398427 0.538391558 0.539225224 0.535198008 0.515627398 0.515627398 0.553023405 0.553023405 0.550179535
0.362035024 0.524057659 0.524280873 0.516072537 0.525031621 0.517764086 0.518029943 0.487250258 0.456991197 0.456991197 0.487923054 0.487923054 0.487967513
0.362035024 0.455522343 0.456548068 0.453604321 0.454793520 0.446870360 0.447781354 0.428653600 0.422259936 0.422259936 0.422981022 0.422981022 0.425186222
0.362035024 0.426054868 0.428139505 0.427271981 0.424469312 0.416214510 0.417121693 0.421716153 0.419949278 0.419949278 0.417939892 0.417939892 0.425085755
0.350786750 0.557841503 0.563384270 0.567937252 0.557857000 0.561773337 0.561734426 0.551284711 0.549144301 0.549144301 0.551068371 0.551068371 0.552868858
0.350786750 0.556779545 0.561550648 0.565240330 0.556421163 0.560310474 0.560482021 0.545381985 0.543156208 0.543156208 0.545495643 0.545495643 0.548183965
0.350786750 0.555917458 0.560168921 0.563366111 0.555723071 0.559259687 0.559216561 0.544541619 0.542496964 0.542496964 0.544143013 0.544143013 0.547386113
0.350786750 0.547779668 0.550114746 0.547834449 0.548999403 0.548854938 0.548156427 0.528008687 0.512793783 0.512793783 0.521455668 0.521455668 0.528595492
0.350786750 0.538592227 0.540280261 0.531419156 0.542227610 0.536068485 0.538054928 0.525881510 0.510796248 0.510796248 0.539071263 0.539071263 0.533024028
0.350786750 0.534751370 0.535111210 0.526159054 0.537949737 0.531283027 0.531704943 0.519892117 0.503741299 0.503741299 0.538007986 0.538007986 0.532935457
0.350786750 0.528523150 0.529523609 0.520006800 0.531817032 0.524253159 0.525368914 0.518867630 0.500784249 0.500784249 0.538152058 0.538152058 0.532576257
0.350786750 0.506690872 0.508372528 0.500159833 0.510736379 0.502457756 0.504023193 0.470726603 0.441619666 0.441619666 0.472098116 0.472098116 0.468527715
0.350786750 0.440894909 0.443550142 0.440022365 0.441352157 0.431111349 0.431958791 0.417244463 0.410840887 0.410840887 0.412461813 0.412461813 0.414026729
0.350786750 0.415879140 0.417563128 0.416702016 0.414127292 0.406089041 0.406792115 0.410823289 0.408413197 0.408413197 0.407563282 0.407563282 0.414656351
0.350773909 0.563448199 0.568460585 0.573508753 0.563216145 0.565526595 0.564517655 0.555953864 0.555221340 0.555221340 0.556329343 0.556329343 0.558032525
0.350773909 0.562602850 0.566410925 0.571158486 0.561958692 0.564279175 0.563108640 0.550731676 0.549255114 0.549255114 0.549025791 0.549025791 0.553083048
0.350773909 0.561710987 0.565685248 0.569780172 0.561110314 0.563560514 0.562277056 0.549564863 0.548292115 0.548292115 0.549440283 0.549440283 0.552700348
0.350773909 0.553959914 0.555257317 0.554050075 0.552625539 0.554474236 0.553098089 0.531897343 0.515367009 0.515367009 0.532522839 0.532522839 0.530430484
0.350773909 0.543108828 0.545393691 0.536956782 0.545399190 0.544008292 0.542714587 0.529343527 0.515604461 0.515604461 0.546898053 0.546898053 0.538332061
0.350773909 0.539623633 0.540457989 0.530651046 0.541571062 0.538913583 0.537556328 0.524989099 0.507992607 0.507992607 0.542867744 0.542867744 0.538013200
0.350773909 0.533426453 0.534305899 0.523822413 0.534811041 0.531376587 0.530247753 0.522124151 0.504496116 0.504496116 0.542959748 0.542959748 0.536289842
0.350773909 0.510918489 0.513383879 0.504216217 0.513750564 0.510267833 0.507906030 0.472924344 0.443001757 0.443001757 0.475031456 0.475031456 0.471981189
0.350773909 0.440596471 0.440810719 0.436589564 0.440740146 0.433842751 0.431960966 0.415238178 0.407296687 0.407296687 0.406190538 0.406190538 0.412782838
