capacity sum_comm_cmp max(sum_comm,sum_comp) sum_comm sum_comp	OMIM OS OOSIM IOCMS DOCPS IOCCS DOCCS LCMR SCMR MAMR OOLCMR OOSCMR OOMAMR
198450 1.015251185 0.941960493 0.941960493 0.073290692	0.941984455 1.009894885 1.010248280 1.012337875 1.010141481 1.010578448 1.012353969 1.008462404 1.008541408 1.008541408 1.008895152 1.008895152 1.009022974
220500 1.015251185 0.941960493 0.941960493 0.073290692	0.941984455 1.009649664 1.009972827 1.011820425 1.009936681 1.009876449 1.011930891 1.005744663 1.005828885 1.005828885 1.007457879 1.007457879 1.005423058
242550 1.015251185 0.941960493 0.941960493 0.073290692	0.941984455 1.007294319 1.008698090 1.006873283 1.008577875 1.003546192 1.005997369 0.993921138 0.992172866 0.992172866 1.001529608 1.001529608 0.989526527
264600 1.015251185 0.941960493 0.941960493 0.073290692	0.941984455 1.005056911 1.007112614 0.998927833 1.005390545 0.997009368 0.996868181 0.993831265 0.990297469 0.990297469 0.985051221 0.985051221 0.985350895
286650 1.015251185 0.941960493 0.941960493 0.073290692	0.941984455 1.004745788 1.006646520 0.998602690 1.004924451 0.996555424 0.996465679 0.991711582 0.988230773 0.988230773 0.983402131 0.983402131 0.983855782
308700 1.015251185 0.941960493 0.941960493 0.073290692	0.941984455 0.995344762 0.996309735 0.990488303 0.994651475 0.988341219 0.988555360 0.975206348 0.968904558 0.968904558 0.966924863 0.966924863 0.963797759
330750 1.015251185 0.941960493 0.941960493 0.073290692	0.941984455 0.961587382 0.964309731 0.962707982 0.962704968 0.962704128 0.962931743 0.949820520 0.943506326 0.943506326 0.943782636 0.943782636 0.944199878
176400 1.001337711 0.930285893 0.930285893 0.071051818	0.930310348 0.996606932 0.996170901 0.998443200 0.996146798 0.998177554 0.998201752 0.995635455 0.995642608 0.995642608 0.995914405 0.995914405 0.995679068
198450 1.001337711 0.930285893 0.930285893 0.071051818	0.930310348 0.996606932 0.996170901 0.998443200 0.996146798 0.998177554 0.998201752 0.995635455 0.995642608 0.995642608 0.995914405 0.995914405 0.995679068
220500 1.001337711 0.930285893 0.930285893 0.071051818	0.930310348 0.996267863 0.996170901 0.997927286 0.996146798 0.997715049 0.997429923 0.993697601 0.992668072 0.992668072 0.995617123 0.995617123 0.992403568
242550 1.001337711 0.930285893 0.930285893 0.071051818	0.930310348 0.994126228 0.995612363 0.992713122 0.995400440 0.990358332 0.992376198 0.983380946 0.980122150 0.980122150 0.990716686 0.990716686 0.978806367
264600 1.001337711 0.930285893 0.930285893 0.071051818	0.930310348 0.991744808 0.994596303 0.985632990 0.992773435 0.984387042 0.984734735 0.981547897 0.976397508 0.976397508 0.972551477 0.972551477 0.972750853
286650 1.001337711 0.930285893 0.930285893 0.071051818	0.930310348 0.991507048 0.994136297 0.985632990 0.992313429 0.984088834 0.984531911 0.979955702 0.974339727 0.974339727 0.971025092 0.971025092 0.970810401
308700 1.001337711 0.930285893 0.930285893 0.071051818	0.930310348 0.984066476 0.984410444 0.978981656 0.982376377 0.978014247 0.978443550 0.965597655 0.957548470 0.957548470 0.956268510 0.956268510 0.953068766
330750 1.001337711 0.930285893 0.930285893 0.071051818	0.930310348 0.954625126 0.957834589 0.952306048 0.956599462 0.951250543 0.951350288 0.941013292 0.933313376 0.933313376 0.933616606 0.933616606 0.932384323
176400 1.042377965 0.968483613 0.968483613 0.073894352	0.968515652 1.037089912 1.037058049 1.039034244 1.037119932 1.038676219 1.037251233 1.035971297 1.035900931 1.035900931 1.036239226 1.036239226 1.036064806
198450 1.042377965 0.968483613 0.968483613 0.073894352	0.968515652 1.037089912 1.037058049 1.039034244 1.037119932 1.038676219 1.037251233 1.035944322 1.035900931 1.035900931 1.036239226 1.036239226 1.036024089
220500 1.042377965 0.968483613 0.968483613 0.073894352	0.968515652 1.036990840 1.037058049 1.038576399 1.037119932 1.038211330 1.036719717 1.033846816 1.033615853 1.033615853 1.035533207 1.035533207 1.033339515
242550 1.042377965 0.968483613 0.968483613 0.073894352	0.968515652 1.034573981 1.035558836 1.033573846 1.035473224 1.034196834 1.031994245 1.023439547 1.021565476 1.021565476 1.031573825 1.031573825 1.019148663
264600 1.042377965 0.968483613 0.968483613 0.073894352	0.968515652 1.031974881 1.033844150 1.025983226 1.033702555 1.025319902 1.025362325 1.021765931 1.017200825 1.017200825 1.010568195 1.010568195 1.011378613
286650 1.042377965 0.968483613 0.968483613 0.073894352	0.968515652 1.031128360 1.033352263 1.025983226 1.033210668 1.025027549 1.025146380 1.019480459 1.014983993 1.014983993 1.008936842 1.008936842 1.009358737
308700 1.042377965 0.968483613 0.968483613 0.073894352	0.968515652 1.023740337 1.024176475 1.018192332 1.024303637 1.017072136 1.016795608 1.003699344 0.995436278 0.995436278 0.993811649 0.993811649 0.991124269
330750 1.042377965 0.968483613 0.968483613 0.073894352	0.968515652 0.993153290 0.995242424 0.993156098 0.995591207 0.991833014 0.991470980 0.975905287 0.970946085 0.970946085 0.970697321 0.970697321 0.970706486
176400 0.992422077 0.919737517 0.919737517 0.072684560	0.919762523 0.986926085 0.986990314 0.988355734 0.986844027 0.988589237 0.988957704 0.985256991 0.985412217 0.985412217 0.985991351 0.985991351 0.985758168
198450 0.992422077 0.919737517 0.919737517 0.072684560	0.919762523 0.986926085 0.986990314 0.988355734 0.986844027 0.988589237 0.988957704 0.985256991 0.985412217 0.985412217 0.985991351 0.985991351 0.985758168
220500 0.992422077 0.919737517 0.919737517 0.072684560	0.919762523 0.986809050 0.986990314 0.987939368 0.986844027 0.988018075 0.988345430 0.983056785 0.982396045 0.982396045 0.985441357 0.985441357 0.982842439
242550 0.992422077 0.919737517 0.919737517 0.072684560	0.919762523 0.984242135 0.985730165 0.983762987 0.985556756 0.984170610 0.983054475 0.972132291 0.970754969 0.970754969 0.981183284 0.981183284 0.968312584
264600 0.992422077 0.919737517 0.919737517 0.072684560	0.919762523 0.981357319 0.983014137 0.975684635 0.983230085 0.975341467 0.975595094 0.969672311 0.966451768 0.966451768 0.961074013 0.961074013 0.962113857
286650 0.992422077 0.919737517 0.919737517 0.072684560	0.919762523 0.981095502 0.982755758 0.975684635 0.982971706 0.975187112 0.975430868 0.968160229 0.964210764 0.964210764 0.959601167 0.959601167 0.960357025
308700 0.992422077 0.919737517 0.919737517 0.072684560	0.919762523 0.972012794 0.973233791 0.967281583 0.973449739 0.966933613 0.967617600 0.954987270 0.946419146 0.946419146 0.944488033 0.944488033 0.942818660
330750 0.992422077 0.919737517 0.919737517 0.072684560	0.919762523 0.942257027 0.943149918 0.940793178 0.943362092 0.939848990 0.941187004 0.927616317 0.922477418 0.922477418 0.921941090 0.921941090 0.920522747
176400 0.968255537 0.905882585 0.905882585 0.062372952	0.905908298 0.963928581 0.963492337 0.964949511 0.963576127 0.964686462 0.963892916 0.962525608 0.962585191 0.962585191 0.962800493 0.962800493 0.962464678
198450 0.968255537 0.905882585 0.905882585 0.062372952	0.905908298 0.963928581 0.963492337 0.964949511 0.963576127 0.964686462 0.963892916 0.962596372 0.962585191 0.962585191 0.962800493 0.962800493 0.962449656
220500 0.968255537 0.905882585 0.905882585 0.062372952	0.905908298 0.963668466 0.963395886 0.964784015 0.963479676 0.964661129 0.963727420 0.960889857 0.960225679 0.960225679 0.961285933 0.961285933 0.959901096
242550 0.968255537 0.905882585 0.905882585 0.062372952	0.905908298 0.960415680 0.962187991 0.960994797 0.962278476 0.960295071 0.959561627 0.949547325 0.945965553 0.945965553 0.959412897 0.959412897 0.947567326
264600 0.968255537 0.905882585 0.905882585 0.062372952	0.905908298 0.956894830 0.960496157 0.953782695 0.960169074 0.953803335 0.953846732 0.949021816 0.943495228 0.943495228 0.938906414 0.938906414 0.940153113
286650 0.968255537 0.905882585 0.905882585 0.062372952	0.905908298 0.956785432 0.959908295 0.953408428 0.959581212 0.953538466 0.953654369 0.946864970 0.941665657 0.941665657 0.937093888 0.937093888 0.938253923
308700 0.968255537 0.905882585 0.905882585 0.062372952	0.905908298 0.948407616 0.950230849 0.945254147 0.949946932 0.944810314 0.945153124 0.932384080 0.924975823 0.924975823 0.924500906 0.924500906 0.921936968
330750 0.968255537 0.905882585 0.905882585 0.062372952	0.905908298 0.921484659 0.925267816 0.920755804 0.924979573 0.918886258 0.918599652 0.910698535 0.907162591 0.907162591 0.906028816 0.906028816 0.906798280
176400 0.970538927 0.908057335 0.908057335 0.062481592	0.908080179 0.966149972 0.965033785 0.966126755 0.965194889 0.966517608 0.965690409 0.964692426 0.964700971 0.964700971 0.964717359 0.964717359 0.964519689
198450 0.970538927 0.908057335 0.908057335 0.062481592	0.908080179 0.966149972 0.965033785 0.966126755 0.965194889 0.966517608 0.965690409 0.964619003 0.964700971 0.964700971 0.964717359 0.964717359 0.964519689
220500 0.970538927 0.908057335 0.908057335 0.062481592	0.908080179 0.965727945 0.964865216 0.965510953 0.965026320 0.965837862 0.964897299 0.962979541 0.961731863 0.961731863 0.964160310 0.964160310 0.961517226
242550 0.970538927 0.908057335 0.908057335 0.062481592	0.908080179 0.962456374 0.964357811 0.962669195 0.964286990 0.963714537 0.962023885 0.952201219 0.948959798 0.948959798 0.960282676 0.960282676 0.948168940
264600 0.970538927 0.908057335 0.908057335 0.062481592	0.908080179 0.959212855 0.962168064 0.954086590 0.961992289 0.955202095 0.954861311 0.948419123 0.944890660 0.944890660 0.938384626 0.938384626 0.939956014
286650 0.970538927 0.908057335 0.908057335 0.062481592	0.908080179 0.958753528 0.961573515 0.953836151 0.961397740 0.954811568 0.954398110 0.947318002 0.943060330 0.943060330 0.936200852 0.936200852 0.937643330
308700 0.970538927 0.908057335 0.908057335 0.062481592	0.908080179 0.952526585 0.953692142 0.947319640 0.953516367 0.948184353 0.948243361 0.935882286 0.926977586 0.926977586 0.924508714 0.924508714 0.923252977
330750 0.970538927 0.908057335 0.908057335 0.062481592	0.908080179 0.927383187 0.928851322 0.923318255 0.928823206 0.924688905 0.924463483 0.913943941 0.908754546 0.908754546 0.909058619 0.909058619 0.908360558
176400 0.967254736 0.905027724 0.905027724 0.062227012	0.905056131 0.961937834 0.962161916 0.963228391 0.962232746 0.963209387 0.963515573 0.960255988 0.960374991 0.960374991 0.961507609 0.961507609 0.961335539
198450 0.967254736 0.905027724 0.905027724 0.062227012	0.905056131 0.961937834 0.962161916 0.963228391 0.962232746 0.963209387 0.963515573 0.960255988 0.960374991 0.960374991 0.961507609 0.961507609 0.961335539
220500 0.967254736 0.905027724 0.905027724 0.062227012	0.905056131 0.961750176 0.961841384 0.962918448 0.962068865 0.961578539 0.963010161 0.958620140 0.957776980 0.957776980 0.959591383 0.959591383 0.959049743
242550 0.967254736 0.905027724 0.905027724 0.062227012	0.905056131 0.958275265 0.961170164 0.959504123 0.961256253 0.957698528 0.958197985 0.947621794 0.945628232 0.945628232 0.957619164 0.957619164 0.944471738
264600 0.967254736 0.905027724 0.905027724 0.062227012	0.905056131 0.955454451 0.958514368 0.953005791 0.958306086 0.951801452 0.951542258 0.946131572 0.941546750 0.941546750 0.935692641 0.935692641 0.938104966
286650 0.967254736 0.905027724 0.905027724 0.062227012	0.905056131 0.955208380 0.957926052 0.952878296 0.957717770 0.951691295 0.951414763 0.945003052 0.940030072 0.940030072 0.933811502 0.933811502 0.936313534
308700 0.967254736 0.905027724 0.905027724 0.062227012	0.905056131 0.949130836 0.949071727 0.946534353 0.949018253 0.945504222 0.945365425 0.933142766 0.925182141 0.925182141 0.922038226 0.922038226 0.921748529
330750 0.967254736 0.905027724 0.905027724 0.062227012	0.905056131 0.920081547 0.925386539 0.923171882 0.925403251 0.923104858 0.922239482 0.909451980 0.906242335 0.906242335 0.905826763 0.905826763 0.906513073
176400 0.973506155 0.905230624 0.905230624 0.068275531	0.905255543 0.968750633 0.968208405 0.970454615 0.968199510 0.968526347 0.969780676 0.967449879 0.967347885 0.967347885 0.967495158 0.967495158 0.966849069
198450 0.973506155 0.905230624 0.905230624 0.068275531	0.905255543 0.968750633 0.968208405 0.970454615 0.968199510 0.968526347 0.969780676 0.967449879 0.967347885 0.967347885 0.967495158 0.967495158 0.966849069
220500 0.973506155 0.905230624 0.905230624 0.068275531	0.905255543 0.968708172 0.968024866 0.970279962 0.968015971 0.968163755 0.969362052 0.965807522 0.965337012 0.965337012 0.966659547 0.966659547 0.963926189
242550 0.973506155 0.905230624 0.905230624 0.068275531	0.905255543 0.964893714 0.967371155 0.964541560 0.967179436 0.964616301 0.966210985 0.955138765 0.952245157 0.952245157 0.964185838 0.964185838 0.951330315
264600 0.973506155 0.905230624 0.905230624 0.068275531	0.905255543 0.961801811 0.964587547 0.956489631 0.964708298 0.956927700 0.957400755 0.951284300 0.948677361 0.948677361 0.942612500 0.942612500 0.944047245
286650 0.973506155 0.905230624 0.905230624 0.068275531	0.905255543 0.961689313 0.963936008 0.956397473 0.964056759 0.956592462 0.957069773 0.950139379 0.946965954 0.946965954 0.940895511 0.940895511 0.942027964
308700 0.973506155 0.905230624 0.905230624 0.068275531	0.905255543 0.953349456 0.954795104 0.948806584 0.954915855 0.947687532 0.947989149 0.935184396 0.928268457 0.928268457 0.926496075 0.926496075 0.924897020
330750 0.973506155 0.905230624 0.905230624 0.068275531	0.905255543 0.928231111 0.928771681 0.923951151 0.929766830 0.923877469 0.923350646 0.912984868 0.907319062 0.907319062 0.906396458 0.906396458 0.906884006
176400 0.967376236 0.901057553 0.901057553 0.066318683	0.901082425 0.962601165 0.961921416 0.963368390 0.961939964 0.963274014 0.963457466 0.960921035 0.961135422 0.961135422 0.960912752 0.960912752 0.960487406
198450 0.967376236 0.901057553 0.901057553 0.066318683	0.901082425 0.962601165 0.961921416 0.963368390 0.961939964 0.963274014 0.963457466 0.960921035 0.961135422 0.961135422 0.960912752 0.960912752 0.960487406
220500 0.967376236 0.901057553 0.901057553 0.066318683	0.901082425 0.962137198 0.961600361 0.962535610 0.961592977 0.962561438 0.962854223 0.958089474 0.957765175 0.957765175 0.959036856 0.959036856 0.957710431
242550 0.967376236 0.901057553 0.901057553 0.066318683	0.901082425 0.959185868 0.959969152 0.958603828 0.959922209 0.957596152 0.958972490 0.947285688 0.943469405 0.943469405 0.955012225 0.955012225 0.944730306
264600 0.967376236 0.901057553 0.901057553 0.066318683	0.901082425 0.955422467 0.957439590 0.951296674 0.958488992 0.950861362 0.950716537 0.945035542 0.941220477 0.941220477 0.936308635 0.936308635 0.937926731
286650 0.967376236 0.901057553 0.901057553 0.066318683	0.901082425 0.954894367 0.956447236 0.950922391 0.957496638 0.950376272 0.950325982 0.943086084 0.938142696 0.938142696 0.933888685 0.933888685 0.935331346
308700 0.967376236 0.901057553 0.901057553 0.066318683	0.901082425 0.947365615 0.949116293 0.944171116 0.950257051 0.944049328 0.943759499 0.931292803 0.923884822 0.923884822 0.922996160 0.922996160 0.920926474
330750 0.967376236 0.901057553 0.901057553 0.066318683	0.901082425 0.921631914 0.923833111 0.918282822 0.924617023 0.917506241 0.917177673 0.906948235 0.902087022 0.902087022 0.901497994 0.901497994 0.902765996
176400 0.952205567 0.883004658 0.883004658 0.069200909	0.883027645 0.946836488 0.947159017 0.949171567 0.947112406 0.948792132 0.948676753 0.945497517 0.945493927 0.945493927 0.946457488 0.946457488 0.946290221
198450 0.952205567 0.883004658 0.883004658 0.069200909	0.883027645 0.946836488 0.947159017 0.949171567 0.947112406 0.948792132 0.948676753 0.945460072 0.945493927 0.945493927 0.946372312 0.946372312 0.946218298
220500 0.952205567 0.883004658 0.883004658 0.069200909	0.883027645 0.946231846 0.946787719 0.948773129 0.946741108 0.948164546 0.947940653 0.941902670 0.942093177 0.942093177 0.944352710 0.944352710 0.942526172
242550 0.952205567 0.883004658 0.883004658 0.069200909	0.883027645 0.943195276 0.945942846 0.944074358 0.945959235 0.944096457 0.944434118 0.933094374 0.928826898 0.928826898 0.944347372 0.944347372 0.930310458
264600 0.952205567 0.883004658 0.883004658 0.069200909	0.883027645 0.940554572 0.943908928 0.935525609 0.943913361 0.936099473 0.935054464 0.929637643 0.925685893 0.925685893 0.921064622 0.921064622 0.922723411
286650 0.952205567 0.883004658 0.883004658 0.069200909	0.883027645 0.939702646 0.942976838 0.935402989 0.942981271 0.935976853 0.934951633 0.926697454 0.922283112 0.922283112 0.918809934 0.918809934 0.919847020
308700 0.952205567 0.883004658 0.883004658 0.069200909	0.883027645 0.932980752 0.934668441 0.927650944 0.934794535 0.927391099 0.927307790 0.913585327 0.906609179 0.906609179 0.905010284 0.905010284 0.904035590
330750 0.952205567 0.883004658 0.883004658 0.069200909	0.883027645 0.903153554 0.906686175 0.901823075 0.907438218 0.900525521 0.899706294 0.889469176 0.884736292 0.884736292 0.884962142 0.884962142 0.884505340
176400 0.921603021 0.852623598 0.852623598 0.068979423	0.852646727 0.915324406 0.916359583 0.917667707 0.916439180 0.918538445 0.917843256 0.914412317 0.913850461 0.913850461 0.915873245 0.915873245 0.915774013
198450 0.921603021 0.852623598 0.852623598 0.068979423	0.852646727 0.915324406 0.916359583 0.917667707 0.916439180 0.918538445 0.917843256 0.914412317 0.913850461 0.913850461 0.915873245 0.915873245 0.915774279
220500 0.921603021 0.852623598 0.852623598 0.068979423	0.852646727 0.915162811 0.916133148 0.916990115 0.916212745 0.918203015 0.917305548 0.911145705 0.909805904 0.909805904 0.914069158 0.914069158 0.912702461
242550 0.921603021 0.852623598 0.852623598 0.068979423	0.852646727 0.910877696 0.915482549 0.912890874 0.915584010 0.912175082 0.913385036 0.899147436 0.895805636 0.895805636 0.909852831 0.909852831 0.900208303
264600 0.921603021 0.852623598 0.852623598 0.068979423	0.852646727 0.907847803 0.912208960 0.903724203 0.913338607 0.902572318 0.902388835 0.897600618 0.894469621 0.894469621 0.891692615 0.891692615 0.894107684
286650 0.921603021 0.852623598 0.852623598 0.068979423	0.852646727 0.907207661 0.911827777 0.903516765 0.912957424 0.902167157 0.902014130 0.896438227 0.893328970 0.893328970 0.891109133 0.891109133 0.893140861
308700 0.921603021 0.852623598 0.852623598 0.068979423	0.852646727 0.899968343 0.901782216 0.895368501 0.902794284 0.895286192 0.895226929 0.880911230 0.873628986 0.873628986 0.876089066 0.876089066 0.875497752
330750 0.921603021 0.852623598 0.852623598 0.068979423	0.852646727 0.872477827 0.876015769 0.867758253 0.877316394 0.866528404 0.866896663 0.859369487 0.854519764 0.854519764 0.854370163 0.854370163 0.855835647
176400 1.016578718 0.951770599 0.951770599 0.064808119	0.951793995 1.011367812 1.012127589 1.012848195 1.012009193 1.013614704 1.013696799 1.009627407 1.009824959 1.009824959 1.011403523 1.011403523 1.011081262
198450 1.016578718 0.951770599 0.951770599 0.064808119	0.951793995 1.011367812 1.012127589 1.012848195 1.012009193 1.013614704 1.013696799 1.009627407 1.009824959 1.009824959 1.011403523 1.011403523 1.011081262
220500 1.016578718 0.951770599 0.951770599 0.064808119	0.951793995 1.011115820 1.012127589 1.012646053 1.011988188 1.013247781 1.013464731 1.007635554 1.007388070 1.007388070 1.010054653 1.010054653 1.009056388
242550 1.016578718 0.951770599 0.951770599 0.064808119	0.951793995 1.008806062 1.010275873 1.007652186 1.009992149 1.009265786 1.009015010 0.998296745 0.994104896 0.994104896 1.006952001 1.006952001 0.995871288
264600 1.016578718 0.951770599 0.951770599 0.064808119	0.951793995 1.005635256 1.008341735 1.001041636 1.008406092 1.001414057 1.001014148 0.995445669 0.991389272 0.991389272 0.989426466 0.989426466 0.990117056
286650 1.016578718 0.951770599 0.951770599 0.064808119	0.951793995 1.005381267 1.008035383 1.000757521 1.008099740 1.001311276 1.000894666 0.994359006 0.989544190 0.989544190 0.987997842 0.987997842 0.988423862
308700 1.016578718 0.951770599 0.951770599 0.064808119	0.951793995 0.997169993 0.998485307 0.993227983 0.998703236 0.993826562 0.993859756 0.980516171 0.972179322 0.972179322 0.974593534 0.974593534 0.971744105
330750 1.016578718 0.951770599 0.951770599 0.064808119	0.951793995 0.970965253 0.973984097 0.969525132 0.974896062 0.967986576 0.967371315 0.958325316 0.953207027 0.953207027 0.953892072 0.953892072 0.953578116
176400 0.923539983 0.856795995 0.856795995 0.066743988	0.856826048 0.918674509 0.918288263 0.919318387 0.918082398 0.919717450 0.919952480 0.917394562 0.917366911 0.917366911 0.917534373 0.917534373 0.917243965
198450 0.923539983 0.856795995 0.856795995 0.066743988	0.856826048 0.918674509 0.918288263 0.919318387 0.918082398 0.919717450 0.919952480 0.917394562 0.917366911 0.917366911 0.917534373 0.917534373 0.917243965
220500 0.923539983 0.856795995 0.856795995 0.066743988	0.856826048 0.918185091 0.917872022 0.918949402 0.917666157 0.919395811 0.919663707 0.915294084 0.914702563 0.914702563 0.916487007 0.916487007 0.914138294
242550 0.923539983 0.856795995 0.856795995 0.066743988	0.856826048 0.915381619 0.916763060 0.914150689 0.916653067 0.913359995 0.914003859 0.903371936 0.898736201 0.898736201 0.912727210 0.912727210 0.899129003
264600 0.923539983 0.856795995 0.856795995 0.066743988	0.856826048 0.911808459 0.914304443 0.906526499 0.914512693 0.906911759 0.906570563 0.900326518 0.895448152 0.895448152 0.892039391 0.892039391 0.893646961
286650 0.923539983 0.856795995 0.856795995 0.066743988	0.856826048 0.911565148 0.913855267 0.906298109 0.914063517 0.906800946 0.906397247 0.898881816 0.894120855 0.894120855 0.890798608 0.890798608 0.892076956
308700 0.923539983 0.856795995 0.856795995 0.066743988	0.856826048 0.903781077 0.903757108 0.899830000 0.904168478 0.899746924 0.899516579 0.884307879 0.875413899 0.875413899 0.874756059 0.874756059 0.874525541
330750 0.923539983 0.856795995 0.856795995 0.066743988	0.856826048 0.874468599 0.877745858 0.873370694 0.878450446 0.871443562 0.870805394 0.861553912 0.857717752 0.857717752 0.858020125 0.858020125 0.858711972
176400 0.933329387 0.868706698 0.868706698 0.064622689	0.868730170 0.928030083 0.928298323 0.929865317 0.928142207 0.929615601 0.929656757 0.926614518 0.926545649 0.926545649 0.927595354 0.927595354 0.927444226
198450 0.933329387 0.868706698 0.868706698 0.064622689	0.868730170 0.928030083 0.928298323 0.929865317 0.928142207 0.929615601 0.929656757 0.926614518 0.926545649 0.926545649 0.927595354 0.927595354 0.927444226
220500 0.933329387 0.868706698 0.868706698 0.064622689	0.868730170 0.927785025 0.928298323 0.929171247 0.928142207 0.929103377 0.929000012 0.923641336 0.923121132 0.923121132 0.925873116 0.925873116 0.924058046
242550 0.933329387 0.868706698 0.868706698 0.064622689	0.868730170 0.925096989 0.927502321 0.924475383 0.927473488 0.923611669 0.924166409 0.913499157 0.909582268 0.909582268 0.924267304 0.924267304 0.911475996
264600 0.933329387 0.868706698 0.868706698 0.064622689	0.868730170 0.922186273 0.925210961 0.916630989 0.925365774 0.917326857 0.917567622 0.910677761 0.905995456 0.905995456 0.903260410 0.903260410 0.903478823
286650 0.933329387 0.868706698 0.868706698 0.064622689	0.868730170 0.921908661 0.924922834 0.916269569 0.925077647 0.917214675 0.917471561 0.909446409 0.904586631 0.904586631 0.901912055 0.901912055 0.901901786
308700 0.933329387 0.868706698 0.868706698 0.064622689	0.868730170 0.915181569 0.916466136 0.909890482 0.916873878 0.910227129 0.910101723 0.897381949 0.890106632 0.890106632 0.889799762 0.889799762 0.887345323
330750 0.933329387 0.868706698 0.868706698 0.064622689	0.868730170 0.889226781 0.890748750 0.883610080 0.890957990 0.885127438 0.885215679 0.875419517 0.870131425 0.870131425 0.870304925 0.870304925 0.870425489
176400 0.993991642 0.926476790 0.926476790 0.067514852	0.926501399 0.988966312 0.989503334 0.990164253 0.989471515 0.991076718 0.991031810 0.987635782 0.987655457 0.987655457 0.988764375 0.988764375 0.988592732
198450 0.993991642 0.926476790 0.926476790 0.067514852	0.926501399 0.988966312 0.989503334 0.990164253 0.989471515 0.991076718 0.991031810 0.987612970 0.987655457 0.987655457 0.988764375 0.988764375 0.988567138
220500 0.993991642 0.926476790 0.926476790 0.067514852	0.926501399 0.988762472 0.989201267 0.990044215 0.989145330 0.990688522 0.990601411 0.985581215 0.984175117 0.984175117 0.988278119 0.988278119 0.985020817
242550 0.993991642 0.926476790 0.926476790 0.067514852	0.926501399 0.985986625 0.988325078 0.986006636 0.988255836 0.985941022 0.986243125 0.974808735 0.970997064 0.970997064 0.985429110 0.985429110 0.972607676
264600 0.993991642 0.926476790 0.926476790 0.067514852	0.926501399 0.983406753 0.985607173 0.978106819 0.985771850 0.977965798 0.977741889 0.972307897 0.969527554 0.969527554 0.965335189 0.965335189 0.966593030
286650 0.993991642 0.926476790 0.926476790 0.067514852	0.926501399 0.983071637 0.985029673 0.978106819 0.985194350 0.977965798 0.977741889 0.970838196 0.967691254 0.967691254 0.963584329 0.963584329 0.964754678
308700 0.993991642 0.926476790 0.926476790 0.067514852	0.926501399 0.975859300 0.976348721 0.971748635 0.976513398 0.971947967 0.971654245 0.958057549 0.952277046 0.952277046 0.951046513 0.951046513 0.948760844
330750 0.993991642 0.926476790 0.926476790 0.067514852	0.926501399 0.946804659 0.949814422 0.944641529 0.949773015 0.944926887 0.944998872 0.932320829 0.927356181 0.927356181 0.927355491 0.927355491 0.927247118
176400 0.951735204 0.887135613 0.887135613 0.064599591	0.887167941 0.947665270 0.946883984 0.948499303 0.946860171 0.948541077 0.948646841 0.946265707 0.946176445 0.946176445 0.946227215 0.946227215 0.946194297
198450 0.951735204 0.887135613 0.887135613 0.064599591	0.887167941 0.947665270 0.946883984 0.948499303 0.946860171 0.948541077 0.948646841 0.946265707 0.946176445 0.946176445 0.946227215 0.946227215 0.946194297
220500 0.951735204 0.887135613 0.887135613 0.064599591	0.887167941 0.947618854 0.946793087 0.948118716 0.946769274 0.948089175 0.948258145 0.942426571 0.943017456 0.943017456 0.945987345 0.945987345 0.943122425
242550 0.951735204 0.887135613 0.887135613 0.064599591	0.887167941 0.945111055 0.946257169 0.943475577 0.946276080 0.941589433 0.941719963 0.934089514 0.930725275 0.930725275 0.941345405 0.941345405 0.929428737
264600 0.951735204 0.887135613 0.887135613 0.064599591	0.887167941 0.940584094 0.943707880 0.935731781 0.943781759 0.935539688 0.934966782 0.930965186 0.926191269 0.926191269 0.922533621 0.922533621 0.923642697
286650 0.951735204 0.887135613 0.887135613 0.064599591	0.887167941 0.939896880 0.942758586 0.935485177 0.942832465 0.935266792 0.934732197 0.929154576 0.924178871 0.924178871 0.920530960 0.920530960 0.921561240
308700 0.951735204 0.887135613 0.887135613 0.064599591	0.887167941 0.933621847 0.935247085 0.928251600 0.935320964 0.928750387 0.928279801 0.916125671 0.907284573 0.907284573 0.908427226 0.908427226 0.906365493
330750 0.951735204 0.887135613 0.887135613 0.064599591	0.887167941 0.905697422 0.910373909 0.907423952 0.910145793 0.905394104 0.905381498 0.893682404 0.889024063 0.889024063 0.888565205 0.888565205 0.889991639
176400 0.884277775 0.822042436 0.822042436 0.062235339	0.822068649 0.878601933 0.879169739 0.880184091 0.878997984 0.880519311 0.880787935 0.876839560 0.876952096 0.876952096 0.878336146 0.878336146 0.877673420
198450 0.884277775 0.822042436 0.822042436 0.062235339	0.822068649 0.878601933 0.879169739 0.880184091 0.878997984 0.880519311 0.880787935 0.876839560 0.876952096 0.876952096 0.878336146 0.878336146 0.877673420
220500 0.884277775 0.822042436 0.822042436 0.062235339	0.822068649 0.878351971 0.879074471 0.879885256 0.878836416 0.879994256 0.880491027 0.874524527 0.875155624 0.875155624 0.877566659 0.877566659 0.875362404
242550 0.884277775 0.822042436 0.822042436 0.062235339	0.822068649 0.875660416 0.878138479 0.874283578 0.878093225 0.875563684 0.874363608 0.865368607 0.861515327 0.861515327 0.875445340 0.875445340 0.861480581
264600 0.884277775 0.822042436 0.822042436 0.062235339	0.822068649 0.872696453 0.875215746 0.868701885 0.875150967 0.868311588 0.868058231 0.863091200 0.857921687 0.857921687 0.854556468 0.854556468 0.856457907
