capacity sum_comm_cmp max(sum_comm,sum_comp) sum_comm sum_comp	OMIM OS OOSIM IOCMS DOCPS IOCCS DOCCS LCMR SCMR MAMR OOLCMR OOSCMR OOMAMR
198450 1.076489533 1.001724659 1.001724659 0.074764874	1.001751662 1.071256759 1.070936522 1.072843845 1.071107758 1.073208929 1.071727262 1.070406486 1.070176558 1.070176558 1.070446945 1.070446945 1.070021459
220500 1.076489533 1.001724659 1.001724659 0.074764874	1.001751662 1.071161362 1.070841932 1.072433605 1.071013168 1.072830838 1.071511184 1.068766911 1.068227012 1.068227012 1.069982311 1.069982311 1.067967496
242550 1.076489533 1.001724659 1.001724659 0.074764874	1.001751662 1.068658272 1.068007996 1.066970076 1.068106493 1.067503468 1.065939785 1.055943018 1.052431380 1.052431380 1.062851725 1.062851725 1.050410221
264600 1.076489533 1.001724659 1.001724659 0.074764874	1.001751662 1.066231213 1.066825880 1.059956379 1.066487698 1.058513968 1.058252565 1.055605928 1.050427089 1.050427089 1.043995645 1.043995645 1.046278673
286650 1.076489533 1.001724659 1.001724659 0.074764874	1.001751662 1.066231213 1.066413970 1.059687094 1.066075788 1.058244683 1.058030189 1.055078892 1.049966891 1.049966891 1.043409678 1.043409678 1.045692706
308700 1.076489533 1.001724659 1.001724659 0.074764874	1.001751662 1.059085208 1.055153332 1.052892627 1.054878141 1.050544701 1.050142351 1.036463285 1.029081316 1.029081316 1.026989058 1.026989058 1.025354147
330750 1.076489533 1.001724659 1.001724659 0.074764874	1.001751662 1.024134783 1.025386773 1.021149318 1.025287876 1.018767018 1.018376835 1.007938022 1.004300850 1.004300850 1.002937326 1.002937326 1.003946443
176400 1.077411172 0.999553474 0.999553474 0.077857698	0.999581044 1.072456722 1.072055225 1.073986604 1.071885993 1.073994461 1.073925445 1.071483556 1.071320095 1.071320095 1.071481218 1.071481218 1.071262114
198450 1.077411172 0.999553474 0.999553474 0.077857698	0.999581044 1.072456722 1.072055225 1.073986604 1.071885993 1.073994461 1.073925445 1.071367314 1.071230473 1.071230473 1.071403192 1.071403192 1.071262114
220500 1.077411172 0.999553474 0.999553474 0.077857698	0.999581044 1.072416523 1.071673363 1.072945840 1.071545940 1.073372387 1.073396915 1.067592117 1.067251419 1.067251419 1.070337218 1.070337218 1.068008071
242550 1.077411172 0.999553474 0.999553474 0.077857698	0.999581044 1.069884409 1.070918954 1.068792336 1.070838392 1.068462866 1.068176340 1.057182130 1.052238017 1.052238017 1.064982081 1.064982081 1.053761858
264600 1.077411172 0.999553474 0.999553474 0.077857698	0.999581044 1.067753184 1.067984987 1.059765028 1.068207041 1.059622026 1.059274676 1.055420682 1.050220317 1.050220317 1.044831844 1.044831844 1.046445186
286650 1.077411172 0.999553474 0.999553474 0.077857698	0.999581044 1.067508540 1.067689423 1.059433581 1.067911477 1.059297224 1.058961190 1.054519814 1.048343806 1.048343806 1.043453860 1.043453860 1.044926146
308700 1.077411172 0.999553474 0.999553474 0.077857698	0.999581044 1.059314973 1.057096516 1.050631329 1.057396040 1.051166099 1.050226580 1.037389540 1.029668503 1.029668503 1.028430084 1.028430084 1.025501192
330750 1.077411172 0.999553474 0.999553474 0.077857698	0.999581044 1.021783185 1.025714272 1.021824447 1.025949259 1.019552437 1.019868621 1.006147121 1.002008875 1.002008875 1.002469536 1.002469536 1.001430053
176400 1.097670882 1.016762096 1.016762096 0.080908786	1.016789151 1.092250961 1.091708735 1.094253727 1.091681451 1.093834530 1.094012622 1.091284769 1.091278040 1.091278040 1.091470815 1.091470815 1.091331182
198450 1.097670882 1.016762096 1.016762096 0.080908786	1.016789151 1.092250961 1.091708735 1.094253727 1.091681451 1.093834530 1.094012622 1.091284769 1.091174664 1.091174664 1.091392816 1.091392816 1.091298240
220500 1.097670882 1.016762096 1.016762096 0.080908786	1.016789151 1.092106362 1.091615508 1.093809176 1.091588224 1.093207527 1.093378494 1.088552833 1.087420460 1.087420460 1.090827008 1.090827008 1.087271070
242550 1.097670882 1.016762096 1.016762096 0.080908786	1.016789151 1.090195939 1.090812641 1.088442153 1.090764070 1.088153045 1.087943861 1.074622833 1.071631751 1.071631751 1.086840739 1.086840739 1.071305748
264600 1.097670882 1.016762096 1.016762096 0.080908786	1.016789151 1.087412564 1.089965137 1.080106829 1.088534020 1.080341086 1.079708108 1.073412175 1.069699591 1.069699591 1.063643960 1.063643960 1.063938520
286650 1.097670882 1.016762096 1.016762096 0.080908786	1.016789151 1.087412564 1.089859894 1.079230574 1.088428777 1.079746530 1.079122594 1.072505861 1.068095617 1.068095617 1.062459109 1.062459109 1.062642136
308700 1.097670882 1.016762096 1.016762096 0.080908786	1.016789151 1.079303205 1.077896952 1.072126941 1.076465835 1.072357420 1.071955942 1.055190347 1.046821332 1.046821332 1.044267182 1.044267182 1.042056057
330750 1.097670882 1.016762096 1.016762096 0.080908786	1.016789151 1.043779348 1.046814366 1.041956211 1.045462084 1.042241653 1.041735132 1.026325401 1.019891991 1.019891991 1.020429254 1.020429254 1.018981995
176400 1.056981115 0.981065384 0.981065384 0.075915731	0.981090494 1.051040215 1.051143377 1.053761024 1.051059627 1.052470829 1.052637085 1.050207703 1.050154481 1.050154481 1.050537365 1.050537365 1.050155057
198450 1.056981115 0.981065384 0.981065384 0.075915731	0.981090494 1.051040215 1.051143377 1.053761024 1.051059627 1.052470829 1.052637085 1.050207703 1.050128667 1.050128667 1.050537365 1.050537365 1.049990041
220500 1.056981115 0.981065384 0.981065384 0.075915731	0.981090494 1.050635787 1.051003457 1.053306336 1.050919707 1.052093783 1.051854247 1.045364850 1.045801956 1.045801956 1.048681574 1.048681574 1.046079253
242550 1.056981115 0.981065384 0.981065384 0.075915731	0.981090494 1.046999629 1.048861748 1.046387169 1.048970781 1.045608135 1.043340412 1.034141874 1.030897112 1.030897112 1.043279140 1.043279140 1.030107945
264600 1.056981115 0.981065384 0.981065384 0.075915731	0.981090494 1.045606600 1.048063961 1.038643450 1.047365786 1.037804494 1.037653745 1.033318572 1.027540231 1.027540231 1.023527052 1.023527052 1.024578030
286650 1.056981115 0.981065384 0.981065384 0.075915731	0.981090494 1.044614963 1.046972477 1.038193484 1.046274302 1.037358045 1.037270902 1.031118551 1.026433305 1.026433305 1.021623090 1.021623090 1.022626864
308700 1.056981115 0.981065384 0.981065384 0.075915731	0.981090494 1.035234214 1.036202559 1.028835767 1.035818476 1.030429041 1.030170374 1.012938866 1.003279233 1.003279233 1.003935085 1.003935085 1.000525627
330750 1.056981115 0.981065384 0.981065384 0.075915731	0.981090494 1.003376469 1.005013162 0.999376883 1.004229925 0.998472902 0.998113602 0.988125204 0.983702539 0.983702539 0.983146290 0.983146290 0.983794984
176400 1.129259884 1.048296683 1.048296683 0.080963201	1.048322239 1.124005831 1.123637891 1.125454706 1.123465122 1.123934828 1.125757428 1.122909002 1.122967251 1.122967251 1.121569435 1.121569435 1.122860346
198450 1.129259884 1.048296683 1.048296683 0.080963201	1.048322239 1.124005831 1.123637891 1.125454706 1.123465122 1.123934828 1.125757428 1.122909002 1.122967251 1.122967251 1.121569435 1.121569435 1.122860346
220500 1.129259884 1.048296683 1.048296683 0.080963201	1.048322239 1.123973981 1.123637891 1.125255024 1.123425300 1.123670003 1.125467654 1.120667538 1.120154455 1.120154455 1.121010969 1.121010969 1.119256452
242550 1.129259884 1.048296683 1.048296683 0.080963201	1.048322239 1.121168303 1.122411250 1.120134005 1.122183092 1.118977042 1.119953820 1.107893186 1.106151535 1.106151535 1.114484194 1.114484194 1.104443093
264600 1.129259884 1.048296683 1.048296683 0.080963201	1.048322239 1.118351139 1.121342391 1.113560967 1.121249175 1.111665443 1.110701139 1.106849631 1.104102454 1.104102454 1.095220394 1.095220394 1.096859594
286650 1.129259884 1.048296683 1.048296683 0.080963201	1.048322239 1.118134736 1.120831414 1.113123596 1.120738198 1.111242039 1.110222590 1.105383181 1.101771196 1.101771196 1.092836144 1.092836144 1.094220300
308700 1.129259884 1.048296683 1.048296683 0.080963201	1.048322239 1.109266185 1.110405938 1.104688039 1.110462593 1.102370571 1.101903684 1.090160702 1.081735442 1.081735442 1.078066502 1.078066502 1.074482599
330750 1.129259884 1.048296683 1.048296683 0.080963201	1.048322239 1.072386658 1.075598015 1.068707835 1.075475185 1.067854994 1.067795462 1.055403466 1.050892751 1.050892751 1.050117146 1.050117146 1.050441757
176400 1.026954254 0.954849320 0.954849320 0.072104934	0.954872443 1.022095240 1.021598296 1.023801754 1.021498822 1.023526199 1.023740776 1.020679712 1.020796177 1.020796177 1.021095481 1.021095481 1.020896431
198450 1.026954254 0.954849320 0.954849320 0.072104934	0.954872443 1.022095240 1.021598296 1.023801754 1.021498822 1.023526199 1.023740776 1.020679712 1.020796177 1.020796177 1.020997610 1.020997610 1.020793226
220500 1.026954254 0.954849320 0.954849320 0.072104934	0.954872443 1.021953610 1.021598296 1.023215491 1.021498822 1.022951364 1.023294780 1.019148761 1.017761627 1.017761627 1.020509381 1.020509381 1.018240509
242550 1.026954254 0.954849320 0.954849320 0.072104934	0.954872443 1.019389045 1.020846094 1.018365510 1.020672452 1.017244582 1.017127244 1.006668783 1.004498261 1.004498261 1.016282985 1.016282985 1.003138814
264600 1.026954254 0.954849320 0.954849320 0.072104934	0.954872443 1.017127593 1.019392371 1.010365826 1.018411755 1.009860277 1.008857847 1.005612174 1.000605317 1.000605317 0.996799220 0.996799220 0.997309455
286650 1.026954254 0.954849320 0.954849320 0.072104934	0.954872443 1.016806156 1.018941418 1.010218736 1.017960802 1.009713187 1.008716217 1.004914040 0.999135791 0.999135791 0.995399853 0.995399853 0.995840216
308700 1.026954254 0.954849320 0.954849320 0.072104934	0.954872443 1.010079343 1.010007399 1.001235357 1.009084955 1.002368016 1.001160781 0.986566877 0.979804653 0.979804653 0.979312768 0.979312768 0.978854928
330750 1.026954254 0.954849320 0.954849320 0.072104934	0.954872443 0.978670482 0.983897366 0.977328985 0.983389570 0.974351095 0.974789520 0.964516012 0.959432636 0.959432636 0.959100393 0.959100393 0.958163512
176400 0.978044456 0.905607321 0.905607321 0.072437135	0.905630419 0.972307986 0.972799043 0.974012843 0.972815360 0.973903499 0.974297953 0.971198431 0.970931515 0.970931515 0.971529109 0.971529109 0.971129711
198450 0.978044456 0.905607321 0.905607321 0.072437135	0.905630419 0.972307986 0.972799043 0.974012843 0.972815360 0.973903499 0.974297953 0.971198431 0.970931515 0.970931515 0.971529109 0.971529109 0.971129711
220500 0.978044456 0.905607321 0.905607321 0.072437135	0.905630419 0.972049812 0.972556449 0.973368402 0.972572766 0.973619843 0.973785713 0.969366472 0.969144209 0.969144209 0.970980237 0.970980237 0.968807734
242550 0.978044456 0.905607321 0.905607321 0.072437135	0.905630419 0.969757500 0.971008305 0.968103710 0.970969389 0.968965286 0.968406136 0.956962449 0.956095190 0.956095190 0.964553926 0.964553926 0.954952325
264600 0.978044456 0.905607321 0.905607321 0.072437135	0.905630419 0.966976021 0.968303839 0.960588341 0.967882871 0.960504718 0.959914672 0.955293836 0.952407893 0.952407893 0.946288380 0.946288380 0.947931530
286650 0.978044456 0.905607321 0.905607321 0.072437135	0.905630419 0.966883475 0.968150135 0.960496813 0.967729167 0.960380979 0.959762253 0.954461345 0.951434901 0.951434901 0.945435723 0.945435723 0.946940282
308700 0.978044456 0.905607321 0.905607321 0.072437135	0.905630419 0.959764158 0.959060916 0.954609401 0.958596521 0.954612739 0.953812670 0.941280119 0.932540797 0.932540797 0.931982248 0.931982248 0.929935183
330750 0.978044456 0.905607321 0.905607321 0.072437135	0.905630419 0.927860123 0.931181391 0.928265571 0.931581498 0.926941309 0.925759824 0.913329019 0.907983912 0.907983912 0.907356352 0.907356352 0.908264202
176400 1.061510084 0.989547813 0.989547813 0.071962271	0.989574757 1.056551149 1.056267481 1.057794039 1.056261466 1.056416569 1.056442832 1.055375359 1.055342119 1.055342119 1.055650093 1.055650093 1.055228652
198450 1.061510084 0.989547813 0.989547813 0.071962271	0.989574757 1.056551149 1.056267481 1.057794039 1.056261466 1.056416569 1.056442832 1.055375359 1.055342119 1.055342119 1.055650093 1.055650093 1.055228652
220500 1.061510084 0.989547813 0.989547813 0.071962271	0.989574757 1.056223293 1.056012856 1.057173314 1.056068728 1.055974277 1.056224798 1.052836116 1.052322275 1.052322275 1.054945709 1.054945709 1.051963681
242550 1.061510084 0.989547813 0.989547813 0.071962271	0.989574757 1.052825474 1.054718928 1.051818981 1.054643641 1.051429134 1.050905923 1.042346675 1.039907651 1.039907651 1.048423247 1.048423247 1.036350982
264600 1.061510084 0.989547813 0.989547813 0.071962271	0.989574757 1.051372920 1.053531205 1.046425806 1.052048917 1.045676046 1.045137916 1.041989563 1.036592784 1.036592784 1.030503741 1.030503741 1.031067634
286650 1.061510084 0.989547813 0.989547813 0.071962271	0.989574757 1.051262261 1.053373377 1.046038596 1.051891089 1.044967996 1.044415638 1.040281881 1.034240738 1.034240738 1.028844938 1.028844938 1.028887102
308700 1.061510084 0.989547813 0.989547813 0.071962271	0.989574757 1.042567122 1.043947087 1.039499430 1.042402912 1.039147558 1.038278627 1.027391771 1.018235117 1.018235117 1.014609058 1.014609058 1.012727782
330750 1.061510084 0.989547813 0.989547813 0.071962271	0.989574757 1.011018813 1.011433680 1.010492175 1.011470417 1.009935646 1.009462361 0.997135917 0.991324975 0.991324975 0.991039946 0.991039946 0.989894388
176400 1.120059943 1.041131377 1.041131377 0.078928566	1.041156859 1.114579536 1.114150280 1.115575823 1.114027599 1.115589512 1.114096879 1.113634797 1.113559682 1.113559682 1.113790915 1.113790915 1.113729629
198450 1.120059943 1.041131377 1.041131377 0.078928566	1.041156859 1.114579536 1.114150280 1.115575823 1.114027599 1.115589512 1.114096879 1.113634797 1.113559682 1.113559682 1.113790915 1.113790915 1.113729629
220500 1.120059943 1.041131377 1.041131377 0.078928566	1.041156859 1.114304623 1.113984391 1.115001812 1.113861710 1.114975828 1.113158348 1.111033768 1.110528389 1.110528389 1.112724196 1.112724196 1.110131990
242550 1.120059943 1.041131377 1.041131377 0.078928566	1.041156859 1.111886990 1.112727409 1.110251899 1.111209788 1.110158044 1.109607373 1.099569307 1.096041827 1.096041827 1.106617543 1.106617543 1.095249188
264600 1.120059943 1.041131377 1.041131377 0.078928566	1.041156859 1.110127501 1.112193117 1.106173130 1.110567527 1.104100801 1.103779411 1.098108521 1.093506610 1.093506610 1.088201202 1.088201202 1.088894789
286650 1.120059943 1.041131377 1.041131377 0.078928566	1.041156859 1.109798528 1.111676806 1.105568447 1.110051216 1.103700155 1.103235520 1.095941277 1.091455451 1.091455451 1.086299110 1.086299110 1.086917212
308700 1.120059943 1.041131377 1.041131377 0.078928566	1.041156859 1.099359658 1.099546393 1.095185482 1.097766925 1.093938453 1.093086696 1.079641359 1.070342151 1.070342151 1.067954800 1.067954800 1.066047542
330750 1.120059943 1.041131377 1.041131377 0.078928566	1.041156859 1.063485120 1.068550987 1.061959724 1.067045822 1.060988779 1.059512211 1.049099085 1.044687876 1.044687876 1.044208986 1.044208986 1.043988697
176400 0.966921817 0.894586457 0.894586457 0.072335360	0.894612304 0.961901579 0.961182713 0.963331708 0.961231618 0.963147992 0.962061211 0.960699377 0.960766981 0.960766981 0.960883574 0.960883574 0.960507759
198450 0.966921817 0.894586457 0.894586457 0.072335360	0.894612304 0.961901579 0.961182713 0.963331708 0.961231618 0.963147992 0.962061211 0.960699377 0.960766981 0.960766981 0.960883574 0.960883574 0.960507759
220500 0.966921817 0.894586457 0.894586457 0.072335360	0.894612304 0.961768897 0.960850788 0.962594217 0.960899693 0.962004572 0.961171650 0.957399392 0.957294923 0.957294923 0.960387113 0.960387113 0.956656839
242550 0.966921817 0.894586457 0.894586457 0.072335360	0.894612304 0.959241640 0.960222075 0.957888238 0.960223251 0.955943395 0.955928817 0.946801077 0.944494047 0.944494047 0.956608361 0.956608361 0.941662720
264600 0.966921817 0.894586457 0.894586457 0.072335360	0.894612304 0.956856245 0.959315947 0.951328341 0.957680078 0.949125172 0.948454924 0.945730644 0.941751257 0.941751257 0.933692324 0.933692324 0.934619882
286650 0.966921817 0.894586457 0.894586457 0.072335360	0.894612304 0.956524209 0.958919181 0.951020489 0.957283312 0.948996023 0.948244481 0.943226133 0.939081981 0.939081981 0.931557784 0.931557784 0.932006129
308700 0.966921817 0.894586457 0.894586457 0.072335360	0.894612304 0.947531972 0.946748197 0.943019435 0.945331290 0.940888129 0.940108439 0.926474815 0.920416805 0.920416805 0.915667164 0.915667164 0.912797367
330750 0.966921817 0.894586457 0.894586457 0.072335360	0.894612304 0.918451204 0.921623035 0.917268107 0.920559939 0.916246485 0.915720661 0.906298378 0.898953548 0.898953548 0.897997156 0.897997156 0.896946535
176400 0.979495328 0.907200325 0.907200325 0.072295003	0.907223914 0.973193783 0.973972382 0.976230694 0.974083674 0.975751118 0.975802189 0.971900071 0.971912318 0.971912318 0.972639920 0.972639920 0.972359256
198450 0.979495328 0.907200325 0.907200325 0.072295003	0.907223914 0.973193783 0.973972382 0.976230694 0.974083674 0.975751118 0.975802189 0.971900071 0.971912318 0.971912318 0.972639920 0.972639920 0.972359256
220500 0.979495328 0.907200325 0.907200325 0.072295003	0.907223914 0.973102780 0.973716238 0.975469666 0.973827530 0.975247270 0.975079459 0.969641060 0.969220845 0.969220845 0.970806291 0.970806291 0.969361116
242550 0.979495328 0.907200325 0.907200325 0.072295003	0.907223914 0.970962115 0.972753823 0.969792698 0.972619278 0.970281127 0.969139106 0.958027459 0.956382129 0.956382129 0.968443162 0.968443162 0.955954994
264600 0.979495328 0.907200325 0.907200325 0.072295003	0.907223914 0.968506065 0.968222262 0.961466701 0.967978235 0.960635306 0.960344128 0.957396198 0.952573462 0.952573462 0.946882033 0.946882033 0.949077725
