#capacity sum_comm_cmp max(sum_comm,sum_comp) sum_comm sum_comp
87120 1.264964919 0.892538525 0.892538525 0.372426394
91960 1.264964919 0.892538525 0.892538525 0.372426394
96800 1.264964919 0.892538525 0.892538525 0.372426394
101640 1.264964919 0.892538525 0.892538525 0.372426394
106480 1.264964919 0.892538525 0.892538525 0.372426394
111320 1.264964919 0.892538525 0.892538525 0.372426394
116160 1.264964919 0.892538525 0.892538525 0.372426394
121000 1.264964919 0.892538525 0.892538525 0.372426394
125840 1.264964919 0.892538525 0.892538525 0.372426394
130680 1.264964919 0.892538525 0.892538525 0.372426394
87120 1.278532655 0.943129239 0.943129239 0.335403416
91960 1.278532655 0.943129239 0.943129239 0.335403416
96800 1.278532655 0.943129239 0.943129239 0.335403416
101640 1.278532655 0.943129239 0.943129239 0.335403416
106480 1.278532655 0.943129239 0.943129239 0.335403416
111320 1.278532655 0.943129239 0.943129239 0.335403416
116160 1.278532655 0.943129239 0.943129239 0.335403416
121000 1.278532655 0.943129239 0.943129239 0.335403416
125840 1.278532655 0.943129239 0.943129239 0.335403416
130680 1.278532655 0.943129239 0.943129239 0.335403416
87120 1.257328044 0.887793322 0.887793322 0.369534722
91960 1.257328044 0.887793322 0.887793322 0.369534722
96800 1.257328044 0.887793322 0.887793322 0.369534722
101640 1.257328044 0.887793322 0.887793322 0.369534722
106480 1.257328044 0.887793322 0.887793322 0.369534722
111320 1.257328044 0.887793322 0.887793322 0.369534722
116160 1.257328044 0.887793322 0.887793322 0.369534722
121000 1.257328044 0.887793322 0.887793322 0.369534722
125840 1.257328044 0.887793322 0.887793322 0.369534722
130680 1.257328044 0.887793322 0.887793322 0.369534722
87120 1.240917166 0.882542426 0.882542426 0.358374740
91960 1.240917166 0.882542426 0.882542426 0.358374740
96800 1.240917166 0.882542426 0.882542426 0.358374740
101640 1.240917166 0.882542426 0.882542426 0.358374740
106480 1.240917166 0.882542426 0.882542426 0.358374740
111320 1.240917166 0.882542426 0.882542426 0.358374740
116160 1.240917166 0.882542426 0.882542426 0.358374740
121000 1.240917166 0.882542426 0.882542426 0.358374740
125840 1.240917166 0.882542426 0.882542426 0.358374740
130680 1.240917166 0.882542426 0.882542426 0.358374740
87120 1.255957193 0.888833663 0.888833663 0.367123530
91960 1.255957193 0.888833663 0.888833663 0.367123530
96800 1.255957193 0.888833663 0.888833663 0.367123530
101640 1.255957193 0.888833663 0.888833663 0.367123530
106480 1.255957193 0.888833663 0.888833663 0.367123530
111320 1.255957193 0.888833663 0.888833663 0.367123530
116160 1.255957193 0.888833663 0.888833663 0.367123530
121000 1.255957193 0.888833663 0.888833663 0.367123530
125840 1.255957193 0.888833663 0.888833663 0.367123530
130680 1.255957193 0.888833663 0.888833663 0.367123530
87120 1.283161964 0.941327293 0.941327293 0.341834671
91960 1.283161964 0.941327293 0.941327293 0.341834671
96800 1.283161964 0.941327293 0.941327293 0.341834671
101640 1.283161964 0.941327293 0.941327293 0.341834671
106480 1.283161964 0.941327293 0.941327293 0.341834671
111320 1.283161964 0.941327293 0.941327293 0.341834671
116160 1.283161964 0.941327293 0.941327293 0.341834671
121000 1.283161964 0.941327293 0.941327293 0.341834671
125840 1.283161964 0.941327293 0.941327293 0.341834671
130680 1.283161964 0.941327293 0.941327293 0.341834671
87120 1.279779171 0.940778119 0.940778119 0.339001052
91960 1.279779171 0.940778119 0.940778119 0.339001052
96800 1.279779171 0.940778119 0.940778119 0.339001052
101640 1.279779171 0.940778119 0.940778119 0.339001052
106480 1.279779171 0.940778119 0.940778119 0.339001052
111320 1.279779171 0.940778119 0.940778119 0.339001052
116160 1.279779171 0.940778119 0.940778119 0.339001052
121000 1.279779171 0.940778119 0.940778119 0.339001052
125840 1.279779171 0.940778119 0.940778119 0.339001052
130680 1.279779171 0.940778119 0.940778119 0.339001052
87120 1.272939130 0.926162968 0.926162968 0.346776162
91960 1.272939130 0.926162968 0.926162968 0.346776162
96800 1.272939130 0.926162968 0.926162968 0.346776162
101640 1.272939130 0.926162968 0.926162968 0.346776162
106480 1.272939130 0.926162968 0.926162968 0.346776162
111320 1.272939130 0.926162968 0.926162968 0.346776162
116160 1.272939130 0.926162968 0.926162968 0.346776162
121000 1.272939130 0.926162968 0.926162968 0.346776162
125840 1.272939130 0.926162968 0.926162968 0.346776162
130680 1.272939130 0.926162968 0.926162968 0.346776162
87120 1.260362709 0.895518306 0.895518306 0.364844403
91960 1.260362709 0.895518306 0.895518306 0.364844403
96800 1.260362709 0.895518306 0.895518306 0.364844403
101640 1.260362709 0.895518306 0.895518306 0.364844403
106480 1.260362709 0.895518306 0.895518306 0.364844403
111320 1.260362709 0.895518306 0.895518306 0.364844403
116160 1.260362709 0.895518306 0.895518306 0.364844403
121000 1.260362709 0.895518306 0.895518306 0.364844403
125840 1.260362709 0.895518306 0.895518306 0.364844403
130680 1.260362709 0.895518306 0.895518306 0.364844403
87120 1.276810389 0.940317650 0.940317650 0.336492739
91960 1.276810389 0.940317650 0.940317650 0.336492739
96800 1.276810389 0.940317650 0.940317650 0.336492739
101640 1.276810389 0.940317650 0.940317650 0.336492739
106480 1.276810389 0.940317650 0.940317650 0.336492739
111320 1.276810389 0.940317650 0.940317650 0.336492739
116160 1.276810389 0.940317650 0.940317650 0.336492739
121000 1.276810389 0.940317650 0.940317650 0.336492739
125840 1.276810389 0.940317650 0.940317650 0.336492739
130680 1.276810389 0.940317650 0.940317650 0.336492739
87120 1.281992504 0.936353232 0.936353232 0.345639272
91960 1.281992504 0.936353232 0.936353232 0.345639272
96800 1.281992504 0.936353232 0.936353232 0.345639272
101640 1.281992504 0.936353232 0.936353232 0.345639272
106480 1.281992504 0.936353232 0.936353232 0.345639272
111320 1.281992504 0.936353232 0.936353232 0.345639272
116160 1.281992504 0.936353232 0.936353232 0.345639272
121000 1.281992504 0.936353232 0.936353232 0.345639272
125840 1.281992504 0.936353232 0.936353232 0.345639272
130680 1.281992504 0.936353232 0.936353232 0.345639272
87120 1.258951592 0.920472070 0.920472070 0.338479522
91960 1.258951592 0.920472070 0.920472070 0.338479522
96800 1.258951592 0.920472070 0.920472070 0.338479522
101640 1.258951592 0.920472070 0.920472070 0.338479522
