#capacity sum_comm_cmp max(sum_comm,sum_comp) sum_comm sum_comp	optimal_time_infinite_case order_of_submission order_of_optimal_strategy_infinite_memory increasing_order_of_communication_strategy decreasing_order_of_computation_strategy increasing_order_of_communication_plus_computation_strategy decreasing_order_of_communication_plus_computation_strategy largest_communication_task_respects_memory_restriction smallest_communication_task_respects_memory_restriction maximum_accelerated_task_respects_memory_restriction optimal_order_infinite_memory_largest_communication_task_respects_memory_restriction optimal_order_infinite_memory_smallest_communication_task_respects_memory_restriction optimal_order_infinite_memory_maximum_accelerated_task_respects_memory_restriction
67760 1.248980227 0.898871564 0.898871564 0.350108663	0.898882283 1.189881880 1.196228683 1.165771517 1.196042295 1.169675806 1.169825453 1.155120652 1.132205010 1.132205010 1.182188469 1.182188469 1.152142855
72600 1.248980227 0.898871564 0.898871564 0.350108663	0.898882283 1.183821557 1.189487079 1.155937401 1.188304527 1.158995723 1.158526241 1.145542707 1.121599008 1.121599008 1.143342340 1.143342340 1.145191648
77440 1.248980227 0.898871564 0.898871564 0.350108663	0.898882283 1.174190155 1.176119483 1.144095642 1.174505947 1.146951906 1.146164393 1.142372838 1.118181311 1.118181311 1.137506869 1.137506869 1.143739373
82280 1.248980227 0.898871564 0.898871564 0.350108663	0.898882283 1.135582452 1.139981203 1.109592798 1.138810197 1.112583634 1.112339642 1.055033669 1.001973431 1.001973431 1.042061761 1.042061761 1.017829420
87120 1.248980227 0.898871564 0.898871564 0.350108663	0.898882283 1.012997911 1.013595556 1.000804986 1.010387952 0.987481150 0.987803285 0.958974074 0.943558771 0.943558771 0.933654369 0.933654369 0.959442204
91960 1.248980227 0.898871564 0.898871564 0.350108663	0.898882283 0.955537540 0.954483935 0.952731384 0.952805156 0.935704940 0.935340982 0.943125064 0.940836655 0.940836655 0.932453931 0.932453931 0.947856372
48400 1.253112606 0.918985434 0.918985434 0.334127172	0.918995950 1.231009330 1.232321388 1.243816778 1.231388231 1.235976198 1.238162464 1.214517187 1.212117390 1.212117390 1.215731136 1.215731136 1.217046165
53240 1.253112606 0.918985434 0.918985434 0.334127172	0.918995950 1.229579664 1.230010278 1.238708232 1.228971677 1.231514942 1.232727880 1.204365796 1.203183299 1.203183299 1.206820169 1.206820169 1.207313874
58080 1.253112606 0.918985434 0.918985434 0.334127172	0.918995950 1.228516855 1.228719126 1.235150095 1.227464038 1.228969604 1.230520471 1.201799576 1.200607838 1.200607838 1.203350320 1.203350320 1.206783204
62920 1.253112606 0.918985434 0.918985434 0.334127172	0.918995950 1.211844620 1.214996702 1.204369920 1.213792574 1.201724963 1.203931603 1.161776003 1.139168538 1.139168538 1.191705920 1.191705920 1.151977487
67760 1.253112606 0.918985434 0.918985434 0.334127172	0.918995950 1.195221641 1.203032972 1.171079119 1.201522546 1.175146731 1.175072144 1.158523353 1.135048053 1.135048053 1.176829202 1.176829202 1.148279902
72600 1.253112606 0.918985434 0.918985434 0.334127172	0.918995950 1.190589001 1.196512334 1.161266342 1.194579615 1.167243354 1.167105569 1.150031519 1.125619619 1.125619619 1.143355242 1.143355242 1.140304248
77440 1.253112606 0.918985434 0.918985434 0.334127172	0.918995950 1.182103213 1.185437431 1.150915043 1.182916988 1.154740221 1.154312497 1.146788040 1.120741269 1.120741269 1.127642040 1.127642040 1.135296309
82280 1.253112606 0.918985434 0.918985434 0.334127172	0.918995950 1.143280972 1.146455053 1.118785772 1.144654916 1.119311423 1.118646956 1.058117475 1.006842828 1.006842828 1.036679268 1.036679268 1.022450108
87120 1.253112606 0.918985434 0.918985434 0.334127172	0.918995950 1.021013760 1.022016828 1.009742341 1.020030400 0.998916451 0.999206100 0.967039564 0.954076499 0.954076499 0.948472509 0.948472509 0.963152778
91960 1.253112606 0.918985434 0.918985434 0.334127172	0.918995950 0.964958044 0.965048363 0.960300180 0.962221941 0.946829937 0.946661984 0.951709421 0.949521959 0.949521959 0.945352752 0.945352752 0.955979859
48400 1.238364461 0.880014129 0.880014129 0.358350332	0.880024167 1.215146321 1.217543687 1.229134585 1.216024098 1.222668499 1.222787656 1.199745050 1.198104966 1.198104966 1.200915342 1.200915342 1.200816553
53240 1.238364461 0.880014129 0.880014129 0.358350332	0.880024167 1.213950486 1.215651692 1.223845347 1.213939168 1.219183562 1.219146253 1.189065090 1.187838490 1.187838490 1.189367822 1.189367822 1.191902660
58080 1.238364461 0.880014129 0.880014129 0.358350332	0.880024167 1.212563993 1.214160670 1.220426381 1.212879462 1.216766400 1.216393631 1.186862847 1.185800981 1.185800981 1.187096670 1.187096670 1.191475085
62920 1.238364461 0.880014129 0.880014129 0.358350332	0.880024167 1.196645607 1.199429010 1.189232777 1.197742661 1.190217050 1.190016112 1.148779983 1.125360157 1.125360157 1.174080068 1.174080068 1.138703771
67760 1.238364461 0.880014129 0.880014129 0.358350332	0.880024167 1.179675245 1.185783622 1.155706472 1.184991006 1.157803472 1.157673235 1.146016089 1.121243500 1.121243500 1.168445749 1.168445749 1.138815072
72600 1.238364461 0.880014129 0.880014129 0.358350332	0.880024167 1.174174477 1.178664607 1.146986780 1.176487176 1.149734704 1.149241638 1.135733577 1.111774914 1.111774914 1.133406865 1.133406865 1.136228690
77440 1.238364461 0.880014129 0.880014129 0.358350332	0.880024167 1.163824478 1.165801055 1.134096419 1.164645838 1.135436008 1.134915916 1.132515187 1.107144387 1.107144387 1.126617871 1.126617871 1.132974573
82280 1.238364461 0.880014129 0.880014129 0.358350332	0.880024167 1.125377723 1.129789226 1.102496674 1.126964379 1.101400206 1.101467748 1.045383788 0.992001633 0.992001633 1.030420369 1.030420369 1.006995754
87120 1.238364461 0.880014129 0.880014129 0.358350332	0.880024167 1.000363938 0.999695613 0.986895114 0.999133555 0.976705386 0.970620864 0.950479187 0.936053047 0.936053047 0.924753990 0.924753990 0.952681692
91960 1.238364461 0.880014129 0.880014129 0.358350332	0.880024167 0.945328533 0.945754155 0.941553369 0.944033544 0.925778050 0.919889247 0.933730933 0.932160159 0.932160159 0.923068450 0.923068450 0.939198799
48400 1.217592432 0.869896511 0.869896511 0.347695921	0.869907702 1.194805866 1.197275278 1.208704420 1.195300864 1.202241289 1.202283334 1.179718733 1.178615348 1.178615348 1.180779490 1.180779490 1.181574920
53240 1.217592432 0.869896511 0.869896511 0.347695921	0.869907702 1.193118556 1.195278637 1.204495355 1.193393095 1.197520052 1.196718317 1.169610961 1.168404344 1.168404344 1.170650063 1.170650063 1.172866502
58080 1.217592432 0.869896511 0.869896511 0.347695921	0.869907702 1.192285636 1.193959741 1.201336589 1.192624326 1.195385541 1.194717312 1.167549403 1.166130236 1.166130236 1.167762049 1.167762049 1.171822317
62920 1.217592432 0.869896511 0.869896511 0.347695921	0.869907702 1.176862132 1.180666788 1.170904679 1.179708587 1.168555254 1.168572571 1.128530233 1.105067829 1.105067829 1.154622334 1.154622334 1.120541854
67760 1.217592432 0.869896511 0.869896511 0.347695921	0.869907702 1.160001266 1.167547665 1.137307853 1.167574912 1.140285087 1.139982333 1.127050018 1.102993132 1.102993132 1.150544395 1.150544395 1.121483939
72600 1.217592432 0.869896511 0.869896511 0.347695921	0.869907702 1.154132305 1.159490532 1.127569481 1.158899972 1.130679219 1.131259801 1.118145957 1.092951766 1.092951766 1.114598581 1.114598581 1.118850762
77440 1.217592432 0.869896511 0.869896511 0.347695921	0.869907702 1.145515536 1.147481988 1.115596414 1.146803968 1.118316323 1.118598058 1.114859914 1.088569918 1.088569918 1.110415841 1.110415841 1.116227221
82280 1.217592432 0.869896511 0.869896511 0.347695921	0.869907702 1.104542370 1.107455709 1.079148583 1.107020597 1.081943809 1.081767541 1.024679044 0.974272499 0.974272499 1.008551609 1.008551609 0.990247150
87120 1.217592432 0.869896511 0.869896511 0.347695921	0.869907702 0.981239539 0.981530962 0.970211758 0.983442334 0.959186137 0.959257215 0.929746463 0.916190683 0.916190683 0.902442114 0.902442114 0.930622595
91960 1.217592432 0.869896511 0.869896511 0.347695921	0.869907702 0.927786821 0.928492477 0.925360678 0.926143410 0.908565067 0.908749507 0.917497248 0.915734665 0.915734665 0.905842563 0.905842563 0.922294899
48400 1.208887151 0.857702231 0.857702231 0.351184920	0.857712517 1.185735965 1.188197897 1.199464345 1.186260586 1.194198054 1.194433397 1.170137408 1.167781516 1.167781516 1.170746042 1.170746042 1.173440778
53240 1.208887151 0.857702231 0.857702231 0.351184920	0.857712517 1.184116291 1.186421768 1.194527014 1.184057722 1.188476275 1.190193836 1.159216483 1.157684106 1.157684106 1.160388743 1.160388743 1.163070700
58080 1.208887151 0.857702231 0.857702231 0.351184920	0.857712517 1.183075913 1.184461082 1.190868564 1.182512143 1.185258261 1.186022843 1.157861234 1.154682389 1.154682389 1.158407543 1.158407543 1.161419254
62920 1.208887151 0.857702231 0.857702231 0.351184920	0.857712517 1.168311035 1.171020159 1.161488093 1.169072457 1.161522394 1.160092800 1.121302464 1.097065467 1.097065467 1.142580529 1.142580529 1.110171525
67760 1.208887151 0.857702231 0.857702231 0.351184920	0.857712517 1.150464989 1.157463599 1.129103673 1.156993891 1.128917758 1.129575224 1.116834001 1.094899050 1.094899050 1.139730650 1.139730650 1.111103314
72600 1.208887151 0.857702231 0.857702231 0.351184920	0.857712517 1.144338977 1.149878113 1.118319569 1.149669389 1.118377970 1.119250720 1.108053868 1.081587066 1.081587066 1.107856714 1.107856714 1.107635406
77440 1.208887151 0.857702231 0.857702231 0.351184920	0.857712517 1.134471330 1.136798193 1.104877084 1.137432154 1.105142834 1.106070087 1.102807701 1.079044973 1.079044973 1.103067953 1.103067953 1.105127067
82280 1.208887151 0.857702231 0.857702231 0.351184920	0.857712517 1.092749389 1.095369320 1.067988281 1.096852311 1.067142526 1.067524361 1.012715691 0.960535659 0.960535659 1.000703286 1.000703286 0.978271202
87120 1.208887151 0.857702231 0.857702231 0.351184920	0.857712517 0.966760586 0.967544722 0.958529326 0.969935687 0.944848355 0.944442114 0.918369107 0.903933534 0.903933534 0.894399105 0.894399105 0.924425031
91960 1.208887151 0.857702231 0.857702231 0.351184920	0.857712517 0.916510985 0.917767685 0.913905676 0.915927332 0.897515518 0.897487831 0.905282314 0.902353651 0.902353651 0.896269421 0.896269421 0.911637722
48400 1.231700100 0.900983983 0.900983983 0.330716117	0.900994173 1.209259023 1.211326866 1.221867209 1.209847900 1.214781583 1.216899901 1.192169861 1.191124992 1.191124992 1.194383355 1.194383355 1.194101910
53240 1.231700100 0.900983983 0.900983983 0.330716117	0.900994173 1.208175608 1.209090405 1.217133513 1.207690417 1.210588070 1.212916845 1.181983408 1.180786742 1.180786742 1.182779336 1.182779336 1.183708755
58080 1.231700100 0.900983983 0.900983983 0.330716117	0.900994173 1.206684467 1.207486960 1.213316763 1.206259494 1.208244031 1.210527218 1.179534379 1.178490067 1.178490067 1.180876311 1.180876311 1.181832078
62920 1.231700100 0.900983983 0.900983983 0.330716117	0.900994173 1.190111531 1.191810607 1.183219851 1.190145769 1.183638493 1.184520177 1.139366473 1.117051682 1.117051682 1.166381036 1.166381036 1.128405520
67760 1.231700100 0.900983983 0.900983983 0.330716117	0.900994173 1.172969147 1.178200661 1.149332746 1.177746056 1.153182974 1.153189689 1.137161985 1.113231902 1.113231902 1.165688976 1.165688976 1.122277737
72600 1.231700100 0.900983983 0.900983983 0.330716117	0.900994173 1.167151908 1.170595340 1.139479244 1.169929147 1.143201695 1.143223203 1.129182531 1.103721206 1.103721206 1.119703485 1.119703485 1.109218109
77440 1.231700100 0.900983983 0.900983983 0.330716117	0.900994173 1.157192377 1.159830084 1.126959289 1.158592558 1.129351849 1.129910912 1.123976942 1.097713313 1.097713313 1.105629178 1.105629178 1.103655930
82280 1.231700100 0.900983983 0.900983983 0.330716117	0.900994173 1.117787965 1.120164410 1.092402698 1.120432364 1.090205082 1.091435737 1.034863390 0.985843846 0.985843846 1.010809063 1.010809063 0.997482697
87120 1.231700100 0.900983983 0.900983983 0.330716117	0.900994173 0.994077954 0.995884294 0.983439763 0.995544847 0.972028664 0.972919631 0.943628802 0.933226792 0.933226792 0.926043725 0.926043725 0.945124924
91960 1.231700100 0.900983983 0.900983983 0.330716117	0.900994173 0.943693567 0.943714027 0.940726847 0.941685852 0.924754715 0.924890501 0.932988040 0.931207250 0.931207250 0.925582673 0.925582673 0.937223851
48400 1.227798261 0.882788572 0.882788572 0.345009689	0.882798818 1.205276018 1.207364652 1.218378456 1.205843539 1.212109757 1.211156933 1.188665197 1.187478898 1.187478898 1.191942337 1.191942337 1.190086578
53240 1.227798261 0.882788572 0.882788572 0.345009689	0.882798818 1.203616133 1.205290613 1.213129357 1.203859913 1.208019700 1.207142900 1.177850182 1.176922214 1.176922214 1.179504465 1.179504465 1.181348278
58080 1.227798261 0.882788572 0.882788572 0.345009689	0.882798818 1.202525605 1.204115343 1.209278635 1.202403301 1.204738824 1.204047862 1.176618677 1.174416896 1.174416896 1.177661344 1.177661344 1.180285222
62920 1.227798261 0.882788572 0.882788572 0.345009689	0.882798818 1.186491653 1.190641561 1.179680316 1.188044288 1.176630423 1.178072565 1.138337346 1.117094818 1.117094818 1.164649425 1.164649425 1.132537616
67760 1.227798261 0.882788572 0.882788572 0.345009689	0.882798818 1.170156573 1.177106786 1.147342999 1.175660539 1.148936640 1.149576270 1.135774095 1.112289420 1.112289420 1.159465627 1.159465627 1.133142039
72600 1.227798261 0.882788572 0.882788572 0.345009689	0.882798818 1.164446538 1.169476840 1.137427669 1.166843422 1.139723848 1.140010488 1.126494362 1.103510757 1.103510757 1.127819395 1.127819395 1.128785609
77440 1.227798261 0.882788572 0.882788572 0.345009689	0.882798818 1.155215973 1.157230268 1.126115848 1.154873447 1.126913650 1.127161661 1.123245258 1.099766694 1.099766694 1.122369244 1.122369244 1.125829797
82280 1.227798261 0.882788572 0.882788572 0.345009689	0.882798818 1.112927548 1.117329852 1.090396843 1.118180335 1.089953021 1.090321177 1.031458589 0.980178512 0.980178512 1.018128603 1.018128603 0.997024928
87120 1.227798261 0.882788572 0.882788572 0.345009689	0.882798818 0.988588441 0.989095450 0.978009033 0.989928754 0.967335293 0.967675522 0.938826230 0.926576787 0.926576787 0.913649253 0.913649253 0.941953707
91960 1.227798261 0.882788572 0.882788572 0.345009689	0.882798818 0.937295172 0.937749545 0.935196936 0.935995830 0.918595058 0.918903364 0.927355511 0.925436869 0.925436869 0.915136086 0.915136086 0.930605659
48400 1.221624036 0.876610040 0.876610040 0.345013996	0.876620445 1.199114981 1.201345738 1.211990464 1.199093322 1.206049440 1.205651668 1.183676873 1.181779125 1.181779125 1.185307014 1.185307014 1.185117121
53240 1.221624036 0.876610040 0.876610040 0.345013996	0.876620445 1.197588054 1.199790843 1.207649359 1.197289458 1.202314553 1.202153492 1.172740394 1.170100559 1.170100559 1.174287845 1.174287845 1.176551487
58080 1.221624036 0.876610040 0.876610040 0.345013996	0.876620445 1.196007405 1.198240759 1.203866422 1.195977808 1.198526342 1.199256908 1.170516155 1.169760136 1.169760136 1.169939868 1.169939868 1.175646823
62920 1.221624036 0.876610040 0.876610040 0.345013996	0.876620445 1.179322072 1.183546810 1.176537654 1.181778892 1.174847515 1.174500690 1.134190384 1.110892451 1.110892451 1.160503276 1.160503276 1.126919799
67760 1.221624036 0.876610040 0.876610040 0.345013996	0.876620445 1.163765389 1.171471931 1.141905333 1.170368827 1.144902850 1.145698359 1.130686140 1.108107790 1.108107790 1.154308479 1.154308479 1.124518442
72600 1.221624036 0.876610040 0.876610040 0.345013996	0.876620445 1.157823824 1.163119830 1.132173341 1.162314989 1.135303455 1.136203396 1.122839324 1.097156893 1.097156893 1.120328932 1.120328932 1.120057207
77440 1.221624036 0.876610040 0.876610040 0.345013996	0.876620445 1.149216770 1.151274839 1.119206102 1.150941783 1.122979574 1.123385763 1.118437437 1.094826802 1.094826802 1.113815430 1.113815430 1.118103476
82280 1.221624036 0.876610040 0.876610040 0.345013996	0.876620445 1.110561131 1.112811398 1.083522353 1.111961036 1.085121133 1.086426131 1.026747945 0.976991085 0.976991085 1.014245873 1.014245873 0.990028413
87120 1.221624036 0.876610040 0.876610040 0.345013996	0.876620445 0.984819597 0.983116180 0.970090414 0.984329144 0.961098980 0.961601315 0.931647037 0.917968396 0.917968396 0.911060327 0.911060327 0.935362436
91960 1.221624036 0.876610040 0.876610040 0.345013996	0.876620445 0.929262553 0.929975458 0.927618625 0.927774554 0.912333364 0.912279677 0.918287473 0.915815081 0.915815081 0.909565389 0.909565389 0.923134681
48400 1.222005164 0.903525549 0.903525549 0.318479615	0.903536070 1.199388510 1.200799803 1.212366931 1.199822575 1.206578882 1.206736523 1.184598387 1.184006613 1.184006613 1.186651435 1.186651435 1.187253872
53240 1.222005164 0.903525549 0.903525549 0.318479615	0.903536070 1.198092822 1.198853888 1.208633811 1.197542402 1.203155712 1.203503528 1.174072261 1.173260675 1.173260675 1.175662311 1.175662311 1.176594506
58080 1.222005164 0.903525549 0.903525549 0.318479615	0.903536070 1.197135037 1.197776044 1.205341577 1.196281196 1.200727692 1.200718346 1.172229698 1.171468582 1.171468582 1.174014290 1.174014290 1.175105271
62920 1.222005164 0.903525549 0.903525549 0.318479615	0.903536070 1.183184742 1.185442855 1.177228511 1.183747516 1.175541877 1.176783569 1.134092715 1.112925062 1.112925062 1.163997993 1.163997993 1.124218976
67760 1.222005164 0.903525549 0.903525549 0.318479615	0.903536070 1.167372158 1.173873844 1.144417105 1.172235721 1.149405639 1.150419893 1.131305229 1.109189538 1.109189538 1.155423683 1.155423683 1.114526839
72600 1.222005164 0.903525549 0.903525549 0.318479615	0.903536070 1.162043322 1.166861039 1.136083005 1.165523620 1.140327888 1.140082832 1.123201117 1.097547749 1.097547749 1.112442748 1.112442748 1.103439034
77440 1.222005164 0.903525549 0.903525549 0.318479615	0.903536070 1.152209015 1.156274912 1.124195630 1.154876454 1.126878764 1.127041650 1.119962202 1.093109958 1.093109958 1.099255733 1.099255733 1.104321495
82280 1.222005164 0.903525549 0.903525549 0.318479615	0.903536070 1.113126284 1.116382945 1.089967044 1.117418524 1.090711329 1.091469803 1.032512924 0.982779564 0.982779564 1.012944018 1.012944018 0.995188968
87120 1.222005164 0.903525549 0.903525549 0.318479615	0.903536070 0.993560629 0.995927535 0.982392742 0.992701736 0.971727443 0.971076903 0.945213951 0.932034490 0.932034490 0.928689941 0.928689941 0.940851101
91960 1.222005164 0.903525549 0.903525549 0.318479615	0.903536070 0.941793986 0.942542349 0.938923360 0.940754664 0.925265462 0.925047827 0.931501676 0.929616269 0.929616269 0.925175563 0.925175563 0.933938134
48400 1.242149896 0.898827804 0.898827804 0.343322092	0.898837632 1.220089858 1.222409423 1.232739503 1.221177711 1.228153738 1.228487729 1.205114675 1.203833790 1.203833790 1.206491468 1.206491468 1.206983617
53240 1.242149896 0.898827804 0.898827804 0.343322092	0.898837632 1.218819268 1.221069366 1.228158888 1.219197994 1.224794728 1.224985421 1.194623544 1.191792979 1.191792979 1.194913046 1.194913046 1.196983647
58080 1.242149896 0.898827804 0.898827804 0.343322092	0.898837632 1.217948256 1.219926967 1.224924961 1.218066091 1.221068106 1.222235343 1.191968684 1.189470855 1.189470855 1.193460289 1.193460289 1.194980637
62920 1.242149896 0.898827804 0.898827804 0.343322092	0.898837632 1.201677067 1.204397794 1.196122296 1.203379735 1.193618500 1.192898440 1.153841067 1.129970346 1.129970346 1.180396147 1.180396147 1.142850829
67760 1.242149896 0.898827804 0.898827804 0.343322092	0.898837632 1.186809273 1.192017155 1.162879894 1.190625899 1.164094092 1.164802076 1.148320284 1.123824905 1.123824905 1.179910157 1.179910157 1.140277247
72600 1.242149896 0.898827804 0.898827804 0.343322092	0.898837632 1.180377911 1.183859681 1.151744115 1.182338118 1.154230607 1.154297929 1.138453641 1.114102764 1.114102764 1.135415533 1.135415533 1.125133064
77440 1.242149896 0.898827804 0.898827804 0.343322092	0.898837632 1.170120043 1.171286810 1.139125239 1.169822389 1.140949447 1.140941813 1.136123961 1.109896059 1.109896059 1.124370646 1.124370646 1.122242538
82280 1.242149896 0.898827804 0.898827804 0.343322092	0.898837632 1.128497877 1.130318642 1.101789525 1.130150724 1.102211966 1.102254228 1.045055816 0.991847272 0.991847272 1.019392442 1.019392442 1.006027145
87120 1.242149896 0.898827804 0.898827804 0.343322092	0.898837632 1.001467045 1.001791247 0.989001628 1.002690650 0.980553139 0.980318903 0.949604136 0.936275360 0.936275360 0.928607671 0.928607671 0.950969276
91960 1.242149896 0.898827804 0.898827804 0.343322092	0.898837632 0.946844095 0.946692948 0.944175812 0.945280649 0.927798505 0.927385772 0.935621814 0.934271579 0.934271579 0.928081827 0.928081827 0.940585878
48400 1.249800846 0.928526847 0.928526847 0.321273999	0.928537088 1.228036762 1.229586403 1.239721027 1.228461123 1.234660116 1.234798830 1.210629096 1.209950779 1.209950779 1.213248668 1.213248668 1.212292780
53240 1.249800846 0.928526847 0.928526847 0.321273999	0.928537088 1.226621983 1.227381410 1.234997912 1.226166100 1.231113797 1.231078689 1.199640827 1.198796566 1.198796566 1.202243755 1.202243755 1.201437362
58080 1.249800846 0.928526847 0.928526847 0.321273999	0.928537088 1.225337662 1.225770058 1.230753679 1.224624133 1.228219608 1.228272433 1.197334764 1.196857456 1.196857456 1.200466099 1.200466099 1.199470383
62920 1.249800846 0.928526847 0.928526847 0.321273999	0.928537088 1.209399193 1.211343207 1.203561818 1.210388952 1.203148210 1.203041144 1.157832161 1.137388685 1.137388685 1.186000903 1.186000903 1.147225608
67760 1.249800846 0.928526847 0.928526847 0.321273999	0.928537088 1.191811940 1.198617152 1.170471616 1.197669092 1.173611736 1.175254791 1.154682042 1.131837499 1.131837499 1.170909994 1.170909994 1.135573991
72600 1.249800846 0.928526847 0.928526847 0.321273999	0.928537088 1.185884660 1.191743777 1.160705984 1.190873197 1.164273646 1.164370329 1.147466570 1.122671820 1.122671820 1.130512692 1.130512692 1.127770692
77440 1.249800846 0.928526847 0.928526847 0.321273999	0.928537088 1.177200953 1.179251856 1.147335234 1.178822075 1.150670645 1.150638266 1.143792583 1.118488943 1.118488943 1.120815494 1.120815494 1.125410880
82280 1.249800846 0.928526847 0.928526847 0.321273999	0.928537088 1.136837094 1.139918122 1.112730395 1.139542464 1.114286303 1.113894686 1.056281955 1.003220656 1.003220656 1.029910961 1.029910961 1.018150909
87120 1.249800846 0.928526847 0.928526847 0.321273999	0.928537088 1.014814863 1.017629599 1.002058858 1.016449796 0.994139295 0.994915693 0.968266721 0.954885382 0.954885382 0.953513937 0.953513937 0.966527559
91960 1.249800846 0.928526847 0.928526847 0.321273999	0.928537088 0.964795379 0.965484839 0.962536230 0.963435161 0.948114422 0.948021069 0.955313747 0.954167043 0.954167043 0.949788970 0.949788970 0.958786976
48400 1.242164237 0.903116174 0.903116174 0.339048063	0.903127031 1.218838924 1.220222745 1.232280453 1.218669998 1.226141396 1.224180623 1.202724581 1.201015245 1.201015245 1.204014851 1.204014851 1.204848841
53240 1.242164237 0.903116174 0.903116174 0.339048063	0.903127031 1.217168661 1.217736525 1.227183601 1.216435385 1.221997975 1.220199445 1.191402213 1.190405297 1.190405297 1.194154914 1.194154914 1.194629958
58080 1.242164237 0.903116174 0.903116174 0.339048063	0.903127031 1.215950278 1.216143614 1.223350425 1.214617372 1.219357508 1.216611323 1.189392521 1.188437963 1.188437963 1.190923607 1.190923607 1.193510265
62920 1.242164237 0.903116174 0.903116174 0.339048063	0.903127031 1.201309120 1.203112522 1.195203228 1.201557219 1.192535046 1.190154803 1.151291541 1.126730171 1.126730171 1.175556902 1.175556902 1.140143466
67760 1.242164237 0.903116174 0.903116174 0.339048063	0.903127031 1.183389172 1.191176013 1.159248528 1.189388272 1.162746278 1.163089481 1.147071585 1.121403847 1.121403847 1.160048831 1.160048831 1.135933926
72600 1.242164237 0.903116174 0.903116174 0.339048063	0.903127031 1.178393618 1.185577696 1.150181000 1.183071672 1.154626161 1.155143555 1.139671218 1.113166636 1.113166636 1.129811690 1.129811690 1.131303933
77440 1.242164237 0.903116174 0.903116174 0.339048063	0.903127031 1.169382651 1.173145702 1.137206037 1.171184981 1.140034126 1.141127192 1.133515377 1.109170908 1.109170908 1.118879594 1.118879594 1.116342989
82280 1.242164237 0.903116174 0.903116174 0.339048063	0.903127031 1.130840787 1.135377113 1.105557508 1.131948949 1.106382746 1.107060793 1.048727967 0.993834050 0.993834050 1.028580328 1.028580328 1.013261937
87120 1.242164237 0.903116174 0.903116174 0.339048063	0.903127031 1.009350432 1.011889064 0.997616816 1.008668356 0.986739289 0.987727710 0.955318327 0.942329650 0.942329650 0.937010722 0.937010722 0.952799639
91960 1.242164237 0.903116174 0.903116174 0.339048063	0.903127031 0.952558046 0.953281619 0.950845784 0.951964181 0.934056707 0.933851586 0.939630450 0.937599580 0.937599580 0.930670797 0.930670797 0.945264286
48400 1.223884283 0.871086373 0.871086373 0.352797910	0.871096404 1.201041861 1.203694910 1.214323618 1.201382147 1.207918618 1.209156480 1.186265845 1.185072344 1.185072344 1.186919100 1.186919100 1.189291119
53240 1.223884283 0.871086373 0.871086373 0.352797910	0.871096404 1.199237038 1.201681664 1.209764230 1.199211155 1.202279028 1.203646815 1.176174394 1.175082802 1.175082802 1.178005843 1.178005843 1.179902707
58080 1.223884283 0.871086373 0.871086373 0.352797910	0.871096404 1.198589311 1.200748954 1.207075758 1.198269218 1.200123808 1.201716409 1.174355811 1.173163561 1.173163561 1.175118131 1.175118131 1.179250561
62920 1.223884283 0.871086373 0.871086373 0.352797910	0.871096404 1.183550053 1.186858918 1.180656222 1.185749053 1.174570191 1.174425276 1.136308237 1.113693396 1.113693396 1.160454612 1.160454612 1.131693220
67760 1.223884283 0.871086373 0.871086373 0.352797910	0.871096404 1.167013611 1.173556555 1.143484655 1.172823687 1.145149828 1.145270856 1.132493134 1.109605744 1.109605744 1.151618453 1.151618453 1.128982251
72600 1.223884283 0.871086373 0.871086373 0.352797910	0.871096404 1.163160638 1.166824149 1.134081646 1.166405245 1.136624075 1.137334919 1.125215596 1.097794176 1.097794176 1.123844035 1.123844035 1.125864647
77440 1.223884283 0.871086373 0.871086373 0.352797910	0.871096404 1.153302139 1.155057302 1.122406882 1.155601375 1.124764592 1.124712309 1.121149291 1.094057759 1.094057759 1.117212309 1.117212309 1.124550240
82280 1.223884283 0.871086373 0.871086373 0.352797910	0.871096404 1.114476705 1.118771676 1.091427367 1.118458822 1.089801207 1.090173047 1.037221351 0.984540439 0.984540439 1.024227035 1.024227035 0.997270721
87120 1.223884283 0.871086373 0.871086373 0.352797910	0.871096404 0.989238422 0.994209593 0.977874226 0.991545432 0.964487064 0.967643134 0.937915738 0.923772372 0.923772372 0.913713290 0.913713290 0.939488862
91960 1.223884283 0.871086373 0.871086373 0.352797910	0.871096404 0.933385593 0.932512858 0.930901403 0.931842610 0.911076812 0.911310842 0.922570142 0.919909339 0.919909339 0.911638161 0.911638161 0.927421672
48400 1.238491354 0.889289121 0.889289121 0.349202233	0.889299632 1.215379338 1.217349909 1.229166025 1.215513088 1.221703030 1.223035578 1.200115289 1.198338000 1.198338000 1.201355749 1.201355749 1.200939619
53240 1.238491354 0.889289121 0.889289121 0.349202233	0.889299632 1.213803577 1.215758883 1.224172607 1.213821075 1.218230699 1.219640701 1.188073830 1.187220159 1.187220159 1.189370234 1.189370234 1.191511647
58080 1.238491354 0.889289121 0.889289121 0.349202233	0.889299632 1.212591277 1.214860470 1.220976357 1.212817160 1.215362291 1.216525097 1.186037435 1.185599721 1.185599721 1.187476511 1.187476511 1.191037661
62920 1.238491354 0.889289121 0.889289121 0.349202233	0.889299632 1.197508870 1.200419269 1.192058022 1.198801824 1.188402067 1.191032964 1.148366679 1.127007291 1.127007291 1.179747044 1.179747044 1.141272721
