capacity sum_comm_cmp max(sum_comm,sum_comp) sum_comm sum_comp	optimal_time_infinite_case order_of_submission order_of_optimal_strategy_infinite_memory increasing_order_of_communication_strategy decreasing_order_of_computation_strategy increasing_order_of_communication_plus_computation_strategy decreasing_order_of_communication_plus_computation_strategy largest_communication_task_respects_memory_restriction smallest_communication_task_respects_memory_restriction maximum_accelerated_task_respects_memory_restriction optimal_order_infinite_memory_largest_communication_task_respects_memory_restriction optimal_order_infinite_memory_smallest_communication_task_respects_memory_restriction optimal_order_infinite_memory_maximum_accelerated_task_respects_memory_restriction
1077 1630.239949284 944.562551370 944.562551370 685.677397914	944.562564188 1386.440332780 1340.724987745 1346.606355501 1323.763797404 1396.102834686 1326.166527902 1278.042822115 1349.135971886 1349.135971886 1209.215507533 1209.215507533 1266.332923802
1166 1630.239949284 944.562551370 944.562551370 685.677397914	944.562564188 1341.006599598 1339.834625412 1321.493856170 1307.286344551 1336.923465995 1313.256166881 1240.950168012 1398.827845361 1398.827845361 1162.748910626 1162.748910626 1234.475912169
1255 1630.239949284 944.562551370 944.562551370 685.677397914	944.562564188 1255.363412359 1304.648146180 1264.212928332 1272.099880364 1280.650799885 1244.975924960 1145.143308352 1310.933281254 1310.933281254 1129.066102251 1129.066102251 1214.225909941
1344 1630.239949284 944.562551370 944.562551370 685.677397914	944.562564188 1221.589514033 1186.584768574 1154.343500554 1209.056754211 1219.663867279 1180.529109752 1149.756522609 1084.287860213 1084.287860213 1070.960072164 1070.960072164 1163.931645156
1433 1630.239949284 944.562551370 944.562551370 685.677397914	944.562564188 1205.944013329 1184.886965973 1112.878670696 1184.787662593 1185.979320778 1148.220882591 1107.377567958 1059.926975606 1059.926975606 1041.227794191 1041.227794191 1153.281760528
1522 1630.239949284 944.562551370 944.562551370 685.677397914	944.562564188 1170.116228576 1160.179523282 1066.278234823 1129.364014245 1169.998815738 1094.329924830 997.922447779 1043.110362343 1043.110362343 1057.260867340 1057.260867340 1117.319428708
1611 1630.239949284 944.562551370 944.562551370 685.677397914	944.562564188 1128.745646641 1120.515546622 1056.209388915 1123.102526561 1126.445013407 1063.640861795 1012.345255959 995.437755694 995.437755694 1020.634619332 1020.634619332 1109.734641052
1700 1630.239949284 944.562551370 944.562551370 685.677397914	944.562564188 1118.205755979 1066.746153599 1026.378745511 1091.988951448 1110.201260768 1046.615116508 968.577069647 961.764986343 961.764986343 993.702786148 993.702786148 1103.517026358
899 2006.825181191 1322.620461305 1322.620461305 684.204719886	1322.620474036 1873.577674551 1835.425000421 1757.464964435 1861.790787579 1825.319141297 1769.238679137 1658.751410088 1811.367038833 1811.367038833 1714.655182222 1714.655182222 1676.697503671
988 2006.825181191 1322.620461305 1322.620461305 684.204719886	1322.620474036 1854.216011592 1819.807800291 1756.520023588 1831.932506907 1805.606766263 1755.448391503 1647.865499702 1750.760160355 1750.760160355 1662.553781908 1662.553781908 1644.619092026
1077 2006.825181191 1322.620461305 1322.620461305 684.204719886	1322.620474036 1819.444783146 1818.216456839 1693.752771710 1793.232388551 1782.913390373 1720.785375843 1642.062355566 1771.256413895 1771.256413895 1591.738322693 1591.738322693 1604.907513554
1166 2006.825181191 1322.620461305 1322.620461305 684.204719886	1322.620474036 1765.420695646 1686.225468057 1635.068531084 1641.499650194 1715.449432096 1685.135948696 1590.069409737 1613.423190123 1613.423190123 1486.067599288 1486.067599288 1533.813405445
1255 2006.825181191 1322.620461305 1322.620461305 684.204719886	1322.620474036 1760.992654525 1502.759669099 1600.932258429 1521.659893093 1575.965226122 1546.590839605 1499.204398734 1482.561968043 1482.561968043 1439.708036266 1439.708036266 1476.078632379
1344 2006.825181191 1322.620461305 1322.620461305 684.204719886	1322.620474036 1717.619184905 1451.364699046 1582.441233234 1465.226630807 1507.066207712 1495.901373407 1394.724807283 1447.530652988 1447.530652988 1372.995383175 1372.995383175 1401.868409331
1433 2006.825181191 1322.620461305 1322.620461305 684.204719886	1322.620474036 1678.420631136 1422.405452086 1530.134548713 1448.629753948 1502.692406661 1485.493398140 1402.797537362 1395.257709842 1395.257709842 1413.810192515 1413.810192515 1434.456053569
1522 2006.825181191 1322.620461305 1322.620461305 684.204719886	1322.620474036 1643.683985560 1421.362696659 1502.928632495 1448.418396053 1502.390353991 1485.403201676 1383.006477194 1392.832645876 1392.832645876 1363.567914396 1363.567914396 1449.873080424
1611 2006.825181191 1322.620461305 1322.620461305 684.204719886	1322.620474036 1593.428076310 1370.005141666 1454.909450577 1431.122229998 1424.598068014 1380.488624516 1383.961317531 1412.768742220 1412.768742220 1383.037930992 1383.037930992 1422.537282711
1700 2006.825181191 1322.620461305 1322.620461305 684.204719886	1322.620474036 1533.502857412 1369.944776791 1420.910290543 1417.106261710 1421.721411692 1360.269790410 1383.739619478 1424.278109607 1424.278109607 1357.091404839 1357.091404839 1382.926715273
899 1966.262572734 1382.337952652 1382.337952652 583.924620082	1382.337963738 1822.223079355 1649.608886334 1715.351954983 1697.204390675 1649.743756994 1633.972719662 1673.154678258 1817.419808639 1817.419808639 1559.083183913 1559.083183913 1572.478905523
988 1966.262572734 1382.337952652 1382.337952652 583.924620082	1382.337963738 1779.981827565 1583.667946399 1651.040353622 1621.739264907 1587.216787182 1569.642569446 1680.216597544 1777.611797307 1777.611797307 1452.637847134 1452.637847134 1502.044617290
1077 1966.262572734 1382.337952652 1382.337952652 583.924620082	1382.337963738 1744.885087171 1582.099460735 1592.558028727 1620.183191836 1555.055700619 1550.706157836 1624.810139622 1784.721527579 1784.721527579 1438.911823842 1438.911823842 1494.669615645
1166 1966.262572734 1382.337952652 1382.337952652 583.924620082	1382.337963738 1722.004666306 1502.888433852 1559.636282343 1540.972962401 1532.861835717 1533.958010675 1615.968317694 1739.354494318 1739.354494318 1406.589088666 1406.589088666 1453.103110669
1255 1966.262572734 1382.337952652 1382.337952652 583.924620082	1382.337963738 1696.470590262 1469.181877170 1535.020096728 1523.000640222 1508.146352586 1499.821782191 1574.200658973 1443.642419026 1443.642419026 1390.387378184 1390.387378184 1426.201142439
1344 1966.262572734 1382.337952652 1382.337952652 583.924620082	1382.337963738 1637.373770989 1468.657446788 1533.262155580 1490.206831092 1478.685995821 1440.829967675 1498.394958411 1445.185602541 1445.185602541 1389.541316653 1389.541316653 1425.778422891
1433 1966.262572734 1382.337952652 1382.337952652 583.924620082	1382.337963738 1631.813074616 1415.850481116 1486.150861288 1443.073207051 1462.341446653 1403.783698555 1443.492753556 1443.990987625 1443.990987625 1384.998322765 1384.998322765 1395.143304454
1522 1966.262572734 1382.337952652 1382.337952652 583.924620082	1382.337963738 1576.378270551 1413.004010162 1451.673519792 1440.226736097 1446.073537027 1387.235586728 1443.174553058 1445.722506654 1445.722506654 1382.498031086 1382.498031086 1393.997887991
1611 1966.262572734 1382.337952652 1382.337952652 583.924620082	1382.337963738 1524.185499899 1412.860884641 1444.815936987 1430.760717529 1442.994602581 1382.638920440 1443.174045111 1443.597129847 1443.597129847 1382.355905250 1382.355905250 1393.925567435
1700 1966.262572734 1382.337952652 1382.337952652 583.924620082	1382.337963738 1520.891841898 1382.486157097 1444.815800687 1388.702181356 1442.994472783 1382.638751560 1443.174998261 1443.064843011 1443.064843011 1382.485604360 1382.485604360 1382.557317433
899 2401.724881448 1518.784116436 1518.784116436 882.940765012	1518.784128861 2196.294678660 1983.195456215 1994.494188169 2047.266700118 1994.762622071 1944.922967181 1898.567956087 2124.471623696 2124.471623696 1774.141231318 1774.141231318 1982.406384834
988 2401.724881448 1518.784116436 1518.784116436 882.940765012	1518.784128861 2157.133887361 1865.291662085 1974.302898606 1942.168640794 1911.733725295 1872.168533129 1860.578103365 2035.574105624 2035.574105624 1718.566756599 1718.566756599 1878.723245533
1077 2401.724881448 1518.784116436 1518.784116436 882.940765012	1518.784128861 2095.357996654 1815.987993139 1861.584972949 1859.587128856 1817.812071175 1856.660065062 1812.845894764 2131.426966406 2131.426966406 1665.171648398 1665.171648398 1815.425556620
1166 2401.724881448 1518.784116436 1518.784116436 882.940765012	1518.784128861 2034.711743644 1808.669435047 1811.486986462 1771.511312658 1786.215223494 1794.262494041 1799.454342075 1832.698774311 1832.698774311 1664.022528445 1664.022528445 1823.644295126
1255 2401.724881448 1518.784116436 1518.784116436 882.940765012	1518.784128861 1948.864748952 1746.728180450 1763.182629975 1771.175929684 1684.376081782 1691.082343112 1616.275797576 1677.899286561 1677.899286561 1609.774688417 1609.774688417 1768.330463933
1344 2401.724881448 1518.784116436 1518.784116436 882.940765012	1518.784128861 1922.365932617 1731.271100247 1756.551103676 1767.722617317 1668.734993273 1652.309821225 1604.545076784 1634.983808515 1634.983808515 1616.138684746 1616.138684746 1741.342078675
1433 2401.724881448 1518.784116436 1518.784116436 882.940765012	1518.784128861 1904.852936103 1730.087581866 1756.217428705 1763.661466419 1642.544100452 1652.309183632 1520.269043747 1610.860741983 1610.860741983 1602.785910687 1602.785910687 1710.178077262
1522 2401.724881448 1518.784116436 1518.784116436 882.940765012	1518.784128861 1851.442592529 1728.905484974 1686.861468668 1762.478812846 1621.034571107 1636.249486263 1549.184406195 1652.951602184 1652.951602184 1578.473186997 1578.473186997 1703.265189280
1611 2401.724881448 1518.784116436 1518.784116436 882.940765012	1518.784128861 1834.910679433 1667.389481211 1669.226121792 1762.478354614 1604.081155944 1635.777900014 1549.366683944 1653.042070596 1653.042070596 1622.701424224 1622.701424224 1679.221104552
1700 2401.724881448 1518.784116436 1518.784116436 882.940765012	1518.784128861 1827.472660935 1655.072014295 1642.724802582 1762.427670704 1599.309219935 1580.688320698 1549.312523974 1639.655265294 1639.655265294 1561.220371674 1561.220371674 1661.173176464
899 2520.561782185 1668.138736705 1668.138736705 852.423045480	1668.138747454 2372.498877415 2292.853489852 2354.432948914 2319.011523091 2324.953959975 2405.842837733 2193.503528363 2323.905793559 2323.905793559 2176.492432922 2176.492432922 2185.313846513
988 2520.561782185 1668.138736705 1668.138736705 852.423045480	1668.138747454 2354.942937104 2213.123555697 2283.114928279 2235.891690016 2083.341315036 2231.410525975 2071.184540120 2276.231020643 2276.231020643 2055.214216974 2055.214216974 2176.105567001
1077 2520.561782185 1668.138736705 1668.138736705 852.423045480	1668.138747454 2327.508454741 2136.164585061 2239.565968754 2143.386731641 1992.310217999 2136.425141020 1992.708799722 2221.065809053 2221.065809053 1990.216178185 1990.216178185 2098.483002750
1166 2520.561782185 1668.138736705 1668.138736705 852.423045480	1668.138747454 2267.716284549 2098.226485059 2143.315070028 2138.127261611 1980.660490033 2091.907940826 1963.408234175 2133.204764000 2133.204764000 1983.114832044 1983.114832044 2124.193332905
1255 2520.561782185 1668.138736705 1668.138736705 852.423045480	1668.138747454 2186.406518462 2046.254975526 2069.808100949 2083.613166611 1968.501017173 2030.563986096 1927.108531242 2042.080052373 2042.080052373 1891.330086814 1891.330086814 2016.580844875
1344 2520.561782185 1668.138736705 1668.138736705 852.423045480	1668.138747454 2159.429861098 1971.168809238 2020.439635534 2030.189752818 1857.118021384 1933.062148381 1768.882296177 1952.765346198 1952.765346198 1885.532201357 1885.532201357 1978.344163630
1433 2520.561782185 1668.138736705 1668.138736705 852.423045480	1668.138747454 2084.569578471 1940.484601628 1982.954419282 2029.296585779 1847.932418046 1879.317708702 1778.235254305 1921.377974604 1921.377974604 1903.216759075 1903.216759075 1965.903788676
1522 2520.561782185 1668.138736705 1668.138736705 852.423045480	1668.138747454 2082.727912327 1855.152329187 1966.706326286 1977.428100743 1806.994755021 1786.224244752 1739.761952952 1937.630212238 1937.630212238 1788.761362668 1788.761362668 1866.016143825
1611 2520.561782185 1668.138736705 1668.138736705 852.423045480	1668.138747454 2058.189313788 1854.943421407 1949.243830909 1936.920873324 1805.869796916 1783.771054489 1730.771357504 1879.969883276 1879.969883276 1804.072730214 1804.072730214 1847.483227536
1700 2520.561782185 1668.138736705 1668.138736705 852.423045480	1668.138747454 1988.027461848 1840.815851307 1932.711947784 1906.910596643 1775.395586387 1783.394767433 1733.535054111 1869.353599978 1869.353599978 1804.259330621 1804.259330621 1856.231257651
899 1776.684701617 1137.985728635 1137.985728635 638.698972982	1137.985740014 1677.969858472 1483.146583430 1594.857638938 1437.142707272 1457.266604479 1480.389889684 1466.592581274 1577.196451638 1577.196451638 1419.993757152 1419.993757152 1481.812129293
988 1776.684701617 1137.985728635 1137.985728635 638.698972982	1137.985740014 1665.261142296 1451.816087024 1482.865680394 1412.443925759 1390.444173472 1412.869101392 1347.485042049 1462.568162120 1462.568162120 1364.319532918 1364.319532918 1366.617486957
1077 1776.684701617 1137.985728635 1137.985728635 638.698972982	1137.985740014 1657.045193518 1337.758135746 1403.792393261 1406.706875755 1358.533110096 1339.616983357 1387.196601245 1509.869854476 1509.869854476 1337.514826627 1337.514826627 1330.515851905
1166 1776.684701617 1137.985728635 1137.985728635 638.698972982	1137.985740014 1592.014754576 1303.125607058 1342.644227133 1406.516607801 1327.735369506 1302.559885096 1382.316121562 1500.410452801 1500.410452801 1231.957759863 1231.957759863 1328.816061768
1255 1776.684701617 1137.985728635 1137.985728635 638.698972982	1137.985740014 1565.291344413 1301.849807519 1342.430025919 1360.781019914 1326.672486724 1300.669012702 1408.731696985 1438.129252432 1438.129252432 1244.443010650 1244.443010650 1291.140782595
1344 1776.684701617 1137.985728635 1137.985728635 638.698972982	1137.985740014 1545.599861600 1294.904163077 1325.927497474 1307.262451088 1301.219456168 1264.860750457 1372.683614102 1312.205707873 1312.205707873 1258.882177906 1258.882177906 1299.007230500
1433 1776.684701617 1137.985728635 1137.985728635 638.698972982	1137.985740014 1472.905854551 1294.831857588 1325.300597271 1283.923143075 1267.816124317 1201.731326469 1297.311421697 1187.552952267 1187.552952267 1241.745491583 1241.745491583 1292.982635553
1522 1776.684701617 1137.985728635 1137.985728635 638.698972982	1137.985740014 1463.082019028 1241.310106387 1268.047916663 1268.602427237 1267.816048885 1192.388014624 1156.315887225 1205.809880702 1205.809880702 1187.795495871 1187.795495871 1258.941087167
1611 1776.684701617 1137.985728635 1137.985728635 638.698972982	1137.985740014 1440.788868289 1234.174534006 1225.946352497 1232.155623963 1267.754098533 1192.315749229 1153.812261246 1188.169829264 1188.169829264 1181.138913004 1181.138913004 1302.690792513
1700 1776.684701617 1137.985728635 1137.985728635 638.698972982	1137.985740014 1421.094008195 1205.344856442 1199.200149725 1220.215920499 1226.433126783 1171.553239273 1154.088500778 1166.400926317 1166.400926317 1175.671767441 1175.671767441 1183.286601621
899 2719.057488311 1660.447741254 1660.447741254 1058.609747057	1660.447753669 2554.888421983 2451.806882548 2472.937044036 2493.981727368 2350.912821867 2367.592149946 2215.306040313 2468.652945460 2468.652945460 2152.027772384 2152.027772384 2311.005091338
988 2719.057488311 1660.447741254 1660.447741254 1058.609747057	1660.447753669 2486.703330865 2365.403833869 2332.049744097 2429.182364527 2149.023514897 2180.854007862 2196.284109593 2485.905273540 2485.905273540 2174.900466012 2174.900466012 2322.108115315
1077 2719.057488311 1660.447741254 1660.447741254 1058.609747057	1660.447753669 2454.887357188 2358.120675977 2264.781431611 2307.928371339 2116.709782573 2147.233806456 2115.851931542 2255.049041623 2255.049041623 2177.114666112 2177.114666112 2306.290133196
1166 2719.057488311 1660.447741254 1660.447741254 1058.609747057	1660.447753669 2329.716375947 2308.051573202 2237.175557573 2150.223122687 2104.552884167 2111.094760474 2011.181584632 2276.196603762 2276.196603762 2037.236734010 2037.236734010 2169.754841773
1255 2719.057488311 1660.447741254 1660.447741254 1058.609747057	1660.447753669 2272.467382428 2117.758891203 2190.144134524 2061.629680498 2052.793492836 2074.694162211 1953.624285915 2103.568866265 2103.568866265 1931.156638080 1931.156638080 2129.139359911
1344 2719.057488311 1660.447741254 1660.447741254 1058.609747057	1660.447753669 2215.393504956 2098.904546598 2118.276333545 2018.400966652 2007.253469456 2023.300870117 1956.761638385 2035.559158731 2035.559158731 1955.643267382 1955.643267382 2133.969622620
1433 2719.057488311 1660.447741254 1660.447741254 1058.609747057	1660.447753669 2187.509657000 2063.320681188 2047.863451683 1996.724061441 1948.904576797 1913.342051032 1770.316354172 1957.514822724 1957.514822724 1940.889344859 1940.889344859 2117.448355881
1522 2719.057488311 1660.447741254 1660.447741254 1058.609747057	1660.447753669 2118.728146152 2005.138253582 1954.640149695 1955.752424934 1904.289406892 1834.638758493 1782.647855679 2009.583704202 2009.583704202 1919.103370901 1919.103370901 2058.891023618
1611 2719.057488311 1660.447741254 1660.447741254 1058.609747057	1660.447753669 2075.880881744 1954.790557591 1938.977239137 1952.352400224 1898.695427484 1833.136290632 1749.061381012 1947.782341617 1947.782341617 1844.020535103 1844.020535103 1970.025880572
1700 2719.057488311 1660.447741254 1660.447741254 1058.609747057	1660.447753669 2075.203628962 1939.673166929 1933.597584831 1951.934819963 1893.315775112 1826.485407806 1784.519226833 1929.380188873 1929.380188873 1922.548820746 1922.548820746 1991.520424498
899 1987.514870399 1369.161416976 1369.161416976 618.353453423	1369.161428546 1936.080017820 1839.895246622 1847.334031861 1839.798224941 1869.814571389 1876.290861017 1727.407499532 1800.175176768 1800.175176768 1723.893338587 1723.893338587 1784.362270167
988 1987.514870399 1369.161416976 1369.161416976 618.353453423	1369.161428546 1923.063276981 1822.869502889 1805.443057899 1808.251729431 1823.945855509 1800.967962814 1690.594048343 1783.428592403 1783.428592403 1702.429666561 1702.429666561 1761.145719917
1077 1987.514870399 1369.161416976 1369.161416976 618.353453423	1369.161428546 1886.323438202 1798.524309122 1707.562246036 1768.499123744 1717.454929137 1694.880064489 1743.365314815 1720.117784356 1720.117784356 1664.025743544 1664.025743544 1743.802543621
1166 1987.514870399 1369.161416976 1369.161416976 618.353453423	1369.161428546 1857.631105920 1721.823973194 1669.556963551 1755.990288050 1663.999120391 1659.474166229 1643.349565846 1630.547948213 1630.547948213 1612.673014529 1612.673014529 1730.936337286
1255 1987.514870399 1369.161416976 1369.161416976 618.353453423	1369.161428546 1804.009961570 1620.856175843 1632.404245784 1641.125005564 1615.239197017 1612.007108038 1600.776795001 1636.879379412 1636.879379412 1540.001023487 1540.001023487 1652.016032123
1344 1987.514870399 1369.161416976 1369.161416976 618.353453423	1369.161428546 1776.906023360 1545.224536069 1590.495734127 1549.277965208 1542.895269822 1511.039300476 1527.163568030 1546.860051378 1546.860051378 1501.232504146 1501.232504146 1589.410779344
1433 1987.514870399 1369.161416976 1369.161416976 618.353453423	1369.161428546 1720.689203636 1530.392839794 1576.432517686 1549.180614205 1542.798389938 1510.945046578 1465.782911381 1485.752124082 1485.752124082 1497.738639128 1497.738639128 1555.924172091
1522 1987.514870399 1369.161416976 1369.161416976 618.353453423	1369.161428546 1698.692212001 1484.212723508 1528.258007406 1519.189742679 1537.055700491 1500.075947020 1421.760089057 1495.787108434 1495.787108434 1473.159698369 1473.159698369 1525.705475179
1611 1987.514870399 1369.161416976 1369.161416976 618.353453423	1369.161428546 1698.435317462 1484.180528866 1528.257654243 1518.892888552 1533.756437624 1473.962435765 1418.493341018 1457.690362304 1457.690362304 1460.132261720 1460.132261720 1509.749007201
1700 1987.514870399 1369.161416976 1369.161416976 618.353453423	1369.161428546 1663.510354295 1483.883824875 1527.961153797 1518.859963979 1521.520917126 1473.667595281 1434.651598866 1472.376997190 1472.376997190 1432.185705182 1432.185705182 1525.007520316
899 2038.522896604 1335.203716483 1335.203716483 703.319180121	1335.203728812 1976.330463395 1955.722707949 1964.319985076 1972.188933152 1900.565430830 1837.984453414 1836.401695947 1849.811205870 1849.811205870 1836.607010773 1836.607010773 1834.066326523
988 2038.522896604 1335.203716483 1335.203716483 703.319180121	1335.203728812 1939.902476297 1923.220633420 1944.234976117 1921.661794304 1889.778787204 1831.417032852 1769.350760495 1794.768985721 1794.768985721 1735.189732905 1735.189732905 1760.784841307
1077 2038.522896604 1335.203716483 1335.203716483 703.319180121	1335.203728812 1931.696059640 1875.722939262 1908.450453105 1841.166768439 1841.670043560 1813.466233797 1779.794134908 1811.395458428 1811.395458428 1668.702263150 1668.702263150 1756.116119976
1166 2038.522896604 1335.203716483 1335.203716483 703.319180121	1335.203728812 1778.189918397 1726.318812699 1822.783380389 1746.243455615 1693.244710353 1671.522559411 1597.966464369 1711.292858279 1711.292858279 1614.830056783 1614.830056783 1678.423130989
1255 2038.522896604 1335.203716483 1335.203716483 703.319180121	1335.203728812 1698.134796513 1703.195101470 1748.718036349 1739.727205514 1672.796568622 1670.399731182 1630.913766023 1581.693294182 1581.693294182 1536.857177659 1536.857177659 1674.807637955
1344 2038.522896604 1335.203716483 1335.203716483 703.319180121	1335.203728812 1679.386025590 1597.880683259 1678.602622651 1687.769420504 1653.542215334 1622.200308788 1522.325634522 1546.319249534 1546.319249534 1498.886303026 1498.886303026 1615.818139855
1433 2038.522896604 1335.203716483 1335.203716483 703.319180121	1335.203728812 1670.900842004 1566.206063437 1676.121022705 1575.908439106 1606.871626563 1585.630297516 1444.878461875 1491.490170293 1491.490170293 1458.816592847 1458.816592847 1607.559191300
1522 2038.522896604 1335.203716483 1335.203716483 703.319180121	1335.203728812 1636.375740911 1540.081553573 1618.393340615 1575.907353579 1538.775789845 1463.421162940 1399.094432974 1529.789033961 1529.789033961 1396.023997801 1396.023997801 1483.767601744
1611 2038.522896604 1335.203716483 1335.203716483 703.319180121	1335.203728812 1594.738600622 1500.184092264 1575.506490255 1546.851404984 1509.236815004 1441.020777281 1396.101839627 1497.876908667 1497.876908667 1433.610349123 1433.610349123 1488.483226736
1700 2038.522896604 1335.203716483 1335.203716483 703.319180121	1335.203728812 1529.749491163 1499.802764242 1575.260588857 1514.278381217 1506.116790588 1441.020727869 1399.186238663 1492.290478601 1492.290478601 1406.634470836 1406.634470836 1478.529311507
899 1854.598344515 1282.708481842 1282.708481842 571.889862673	1282.708493966 1698.424006159 1725.616763304 1748.402306628 1712.075532358 1686.831002248 1697.552297480 1597.056605373 1634.017867165 1634.017867165 1598.614120294 1598.614120294 1629.753289233
988 1854.598344515 1282.708481842 1282.708481842 571.889862673	1282.708493966 1670.935452043 1571.635028396 1664.206136989 1636.480519660 1607.660860686 1630.038906072 1596.362607035 1642.778471259 1642.778471259 1481.183814215 1481.183814215 1607.660763698
1077 1854.598344515 1282.708481842 1282.708481842 571.889862673	1282.708493966 1633.649302376 1569.836456617 1625.017274473 1549.349872029 1607.461772540 1629.515542615 1518.201437007 1636.619603317 1636.619603317 1520.874244599 1520.874244599 1535.969068686
1166 1854.598344515 1282.708481842 1282.708481842 571.889862673	1282.708493966 1569.469045285 1531.469064327 1537.135636469 1526.197385449 1567.741535465 1591.103907719 1582.424286485 1629.439011749 1629.439011749 1458.338256417 1458.338256417 1504.402814796
1255 1854.598344515 1282.708481842 1282.708481842 571.889862673	1282.708493966 1554.609088851 1495.592126954 1535.013664982 1506.306405245 1498.423647268 1495.102722446 1474.079676808 1557.562926881 1557.562926881 1446.912955947 1446.912955947 1500.504583158
1344 1854.598344515 1282.708481842 1282.708481842 571.889862673	1282.708493966 1511.302403378 1493.917839883 1521.207191705 1480.048064881 1486.637562089 1438.846053957 1432.264978409 1465.815128528 1465.815128528 1460.126164316 1460.126164316 1501.284866085
1433 1854.598344515 1282.708481842 1282.708481842 571.889862673	1282.708493966 1491.414857918 1473.502667112 1458.790052402 1478.480744026 1456.022097233 1366.940500677 1321.110121284 1399.042871917 1399.042871917 1426.443731587 1426.443731587 1486.136821750
1522 1854.598344515 1282.708481842 1282.708481842 571.889862673	1282.708493966 1488.726259796 1466.604078626 1453.331914133 1459.249490524 1455.760919881 1366.940388505 1308.071638338 1386.411265395 1386.411265395 1427.194395730 1427.194395730 1467.154196848
1611 1854.598344515 1282.708481842 1282.708481842 571.889862673	1282.708493966 1485.392397682 1465.548118066 1452.110369382 1435.284283108 1429.864281132 1365.924444076 1289.961351494 1336.189071067 1336.189071067 1413.422654687 1413.422654687 1432.296998236
1700 1854.598344515 1282.708481842 1282.708481842 571.889862673	1282.708493966 1423.111363502 1420.463196928 1435.712135826 1429.452509985 1391.267476442 1350.922541725 1295.900022875 1385.047030920 1385.047030920 1368.341202812 1368.341202812 1418.659935387
899 2120.727525541 1407.750260324 1407.750260324 712.977265217	1407.750271970 2035.549589300 1927.287040059 1959.109658710 1930.589887755 1923.020706230 1995.629379902 1785.813502486 1867.554829973 1867.554829973 1779.859391541 1779.859391541 1889.359878606
988 2120.727525541 1407.750260324 1407.750260324 712.977265217	1407.750271970 2018.621534246 1892.527262556 1932.180303774 1927.577130028 1866.860940201 1941.411312726 1750.051398343 1857.126486333 1857.126486333 1763.272322318 1763.272322318 1820.521048811
1077 2120.727525541 1407.750260324 1407.750260324 712.977265217	1407.750271970 2011.947584156 1878.912943529 1862.806057349 1897.959562776 1858.182107823 1914.641768537 1779.355268843 1918.757813161 1918.757813161 1683.958101525 1683.958101525 1817.282232037
1166 2120.727525541 1407.750260324 1407.750260324 712.977265217	1407.750271970 1947.181742844 1857.329027227 1828.152136984 1863.819507600 1813.920954702 1845.365229497 1700.502970463 1857.123880988 1857.123880988 1636.503070471 1636.503070471 1749.820062407
1255 2120.727525541 1407.750260324 1407.750260324 712.977265217	1407.750271970 1899.093194373 1802.004702234 1780.071671144 1851.328765318 1718.704513580 1760.309546103 1645.016824839 1776.750917364 1776.750917364 1649.138171298 1649.138171298 1750.111447455
1344 2120.727525541 1407.750260324 1407.750260324 712.977265217	1407.750271970 1847.757439819 1779.455206103 1699.194542796 1780.554621872 1687.309833227 1729.343210147 1609.148890460 1628.051123227 1628.051123227 1583.895148282 1583.895148282 1735.579793666
1433 2120.727525541 1407.750260324 1407.750260324 712.977265217	1407.750271970 1784.718749091 1748.595399670 1691.508485771 1742.665132782 1635.697314437 1679.330644681 1573.337669758 1547.158830559 1547.158830559 1564.419701008 1564.419701008 1695.174690588
1522 2120.727525541 1407.750260324 1407.750260324 712.977265217	1407.750271970 1736.152446145 1703.850787322 1631.668099259 1717.299798101 1613.592513086 1658.295429787 1434.558076180 1538.413438933 1538.413438933 1583.274518663 1583.274518663 1658.701218580
1611 2120.727525541 1407.750260324 1407.750260324 712.977265217	1407.750271970 1702.567413118 1670.824638414 1601.250751854 1686.215033554 1579.121782495 1604.952248956 1451.613650560 1523.903693781 1523.903693781 1546.649145417 1546.649145417 1671.505565963
1700 2120.727525541 1407.750260324 1407.750260324 712.977265217	1407.750271970 1662.357836667 1665.472324253 1601.227959363 1666.470453716 1577.833779864 1574.317673634 1420.530846467 1525.446126203 1525.446126203 1541.870949906 1541.870949906 1647.686401701
899 1954.500722673 1447.016904533 1447.016904533 507.483818140	1447.016915041 1887.282171859 1849.491129994 1836.902006743 1880.241441352 1825.410401584 1835.130292557 1841.389171565 1829.699986575 1829.699986575 1783.332053407 1783.332053407 1810.692081066
988 1954.500722673 1447.016904533 1447.016904533 507.483818140	1447.016915041 1867.712126533 1841.504760739 1797.787471383 1872.255055015 1786.940866219 1803.765737335 1724.627082168 1807.175822530 1807.175822530 1735.210210324 1735.210210324 1747.515149089
1077 1954.500722673 1447.016904533 1447.016904533 507.483818140	1447.016915041 1849.185928921 1784.830536301 1786.254642320 1860.790791284 1758.674242926 1757.686789808 1708.788768949 1831.863104185 1831.863104185 1705.703698056 1705.703698056 1771.653886330
1166 1954.500722673 1447.016904533 1447.016904533 507.483818140	1447.016915041 1821.044684788 1742.898564918 1701.034627975 1792.672971539 1716.694701571 1687.026016785 1680.424203823 1750.984228848 1750.984228848 1694.654543235 1694.654543235 1718.498331773
1255 1954.500722673 1447.016904533 1447.016904533 507.483818140	1447.016915041 1769.512959449 1712.057788564 1666.654527426 1743.294326886 1694.498737059 1653.720755115 1635.258707361 1636.604280409 1636.604280409 1638.583490837 1638.583490837 1675.989403617
