capacity sum_comm_cmp max(sum_comm,sum_comp) sum_comm sum_comp OMIM OS GG OOSIM IOCMS DOCPS IOCCS DOCCS LCMR SCMR MAMR OOLCMR OOSCMR OOMAMR  
1459 2343.759971174 1500.338082656 1500.338082656 843.421888518 1500.338094497 2057.131377357 1644.549008921 1670.485852321 1712.075135331 1749.398162020 1683.156996119 1643.930233756 1610.908810285 1608.086045194 1608.086045194 1596.425179881 1596.425179881 1642.229653909  
1571 2343.759971174 1500.338082656 1500.338082656 843.421888518 1500.338094497 1979.016070219 1552.770138744 1613.724610523 1705.417510665 1641.312938296 1589.098993883 1543.038479892 1566.976964578 1581.013965544 1581.013965544 1564.509463765 1564.509463765 1591.375926478  
1683 2343.759971174 1500.338082656 1500.338082656 843.421888518 1500.338094497 1853.620679512 1504.416042375 1553.533284134 1629.263880719 1583.460844605 1586.214613794 1540.190043550 1562.446858507 1579.222491630 1579.222491630 1562.057055369 1562.057055369 1581.751885163  
1795 2343.759971174 1500.338082656 1500.338082656 843.421888518 1500.338094497 1848.746714279 1502.569807892 1551.957678070 1613.718184091 1580.346795884 1562.460631287 1531.094269589 1560.086102076 1568.721256155 1568.721256155 1544.552597611 1544.552597611 1583.242972210  
899 1552.674955052 991.453486146 991.453486146 561.221468906 991.453497860 1462.967037701 1421.728064844 1382.905967273 1420.237577400 1413.641047648 1413.085350462 1423.495925795 1387.342397743 1460.673229550 1460.673229550 1314.441296889 1314.441296889 1359.915073717  
1011 1552.674955052 991.453486146 991.453486146 561.221468906 991.453497860 1391.709572273 1324.778039044 1306.384815875 1389.699074297 1311.518620200 1364.152807209 1342.837087370 1334.757034884 1454.837455654 1454.837455654 1263.659327163 1263.659327163 1275.687308728  
1235 1552.674955052 991.453486146 991.453486146 561.221468906 991.453497860 1317.806306319 1251.525100645 1240.921169388 1231.540118094 1186.600448872 1253.254443407 1247.307509244 1229.403344650 1255.680957795 1255.680957795 1100.815397768 1100.815397768 1180.928439188  
1347 1552.674955052 991.453486146 991.453486146 561.221468906 991.453497860 1283.927949565 1185.131712116 1191.437459291 1214.035260650 1144.814824157 1190.328422265 1199.461760442 1146.335307959 1178.812430926 1178.812430926 1121.709069823 1121.709069823 1186.393943120  
1459 1552.674955052 991.453486146 991.453486146 561.221468906 991.453497860 1230.318721149 1067.094443493 1165.552141832 1186.789907237 1121.901374794 1156.364608961 1151.561895530 1136.272259304 1187.205966214 1187.205966214 1088.733919342 1088.733919342 1119.163686706  
1571 1552.674955052 991.453486146 991.453486146 561.221468906 991.453497860 1203.426392907 1043.018288466 1078.847294116 1183.346427969 1100.782724575 1156.083440110 1135.545314051 1062.133934437 1047.371624384 1047.371624384 1088.932253028 1088.932253028 1097.189572126  
1683 1552.674955052 991.453486146 991.453486146 561.221468906 991.453497860 1177.137420400 1025.431750294 1078.229788821 1100.643813591 1076.920832219 1112.329643853 1093.610870662 1108.564140095 1050.958597074 1050.958597074 1080.461670723 1080.461670723 1103.551881585  
1795 1552.674955052 991.453486146 991.453486146 561.221468906 991.453497860 1176.932033056 996.500884931 1077.767158512 1084.731020320 1076.633828180 1111.991392624 1071.203390606 1051.018784294 1092.823175113 1092.823175113 1064.441097527 1064.441097527 1097.941229045  
899 1367.036701697 870.910475641 870.910475641 496.126226056 870.910486180 1277.366577120 1239.761467250 1244.942041569 1246.901105418 1301.507553137 1232.340907348 1236.430210940 1228.013033957 1250.427889428 1250.427889428 1210.663900477 1210.663900477 1235.609939947  
1011 1367.036701697 870.910475641 870.910475641 496.126226056 870.910486180 1230.747865267 1175.824831085 1189.693787180 1166.226109205 1228.690275809 1213.521790922 1212.229024269 1116.866828442 1185.624044979 1185.624044979 1113.979459933 1113.979459933 1114.834191329  
1235 1367.036701697 870.910475641 870.910475641 496.126226056 870.910486180 1158.241078575 1085.822135458 1132.057188527 1088.916715774 1173.029623973 1162.509563870 1130.194800468 1086.568231873 1130.292642063 1130.292642063 1029.845600900 1029.845600900 1090.368248304  
1347 1367.036701697 870.910475641 870.910475641 496.126226056 870.910486180 1139.375635673 998.733016884 1014.600901345 1017.823441045 1066.037534643 1027.650873693 975.476228603 1009.508942478 1022.506246994 1022.506246994 965.035410720 965.035410720 1049.876722745  
1459 1367.036701697 870.910475641 870.910475641 496.126226056 870.910486180 1068.500527101 950.744485126 964.409002420 986.309668874 974.227723296 1011.720737925 929.033388135 1010.564882045 975.102660198 975.102660198 942.652751940 942.652751940 975.046195472  
1571 1367.036701697 870.910475641 870.910475641 496.126226056 870.910486180 1064.266886552 902.355820103 964.209585854 982.643931680 972.455246518 979.941907426 912.810017028 983.040647464 971.343339100 971.343339100 919.004876672 919.004876672 949.959545618  
1683 1367.036701697 870.910475641 870.910475641 496.126226056 870.910486180 1022.327167864 902.295750223 964.159307545 982.177229073 972.403875009 979.674657722 912.558532465 946.958507957 954.462419508 954.462419508 909.016524165 909.016524165 949.909592301  
1795 1367.036701697 870.910475641 870.910475641 496.126226056 870.910486180 1022.109948557 894.828387708 912.736372636 964.694872280 960.630887886 976.695565127 912.558492922 946.427275860 958.853471890 958.853471890 909.089409592 909.089409592 944.620035080  
899 2536.785830411 1640.190935451 1640.190935451 896.594894960 1640.190946771 2176.202395399 1802.368024596 1843.339511409 1899.499104490 1874.836240300 1881.001667405 1811.460792172 1969.998715109 2102.257090108 2102.257090108 1791.131879535 1791.131879535 2027.239073616  
1011 2536.785830411 1640.190935451 1640.190935451 896.594894960 1640.190946771 2133.478047094 1727.992726828 1762.422451857 1851.101692110 1789.497234644 1856.383120468 1791.787797124 1974.454732255 2199.575064914 2199.575064914 1670.750951463 1670.750951463 1740.010818483  
1235 2536.785830411 1640.190935451 1640.190935451 896.594894960 1640.190946771 2013.025860597 1674.935599731 1686.597346567 1785.533339748 1702.540712132 1797.750842266 1735.448459619 1793.571246171 1760.396482159 1760.396482159 1650.529328570 1650.529328570 1662.954663023  
1347 2536.785830411 1640.190935451 1640.190935451 896.594894960 1640.190946771 1928.544993223 1673.491579685 1665.268199451 1770.707993607 1696.107883668 1775.790625523 1715.429763806 1708.247119485 1703.639138387 1703.639138387 1646.474301398 1646.474301398 1657.176021404  
1459 2536.785830411 1640.190935451 1640.190935451 896.594894960 1640.190946771 1870.673594937 1657.573656891 1663.523018153 1767.571265021 1694.530109015 1752.988364087 1692.028109617 1701.773587267 1700.252151800 1700.252151800 1642.253405265 1642.253405265 1655.460946215  
1571 2536.785830411 1640.190935451 1640.190935451 896.594894960 1640.190946771 1854.338487027 1656.142014192 1663.385665349 1742.007501829 1681.779808709 1737.005207777 1676.112087190 1700.243470122 1700.251497589 1700.251497589 1642.323958475 1642.323958475 1650.300337700  
1683 2536.785830411 1640.190935451 1640.190935451 896.594894960 1640.190946771 1776.365842304 1640.231340163 1648.421903812 1709.389227343 1664.363060395 1707.220684513 1648.492501921 1700.297438451 1703.658788510 1703.658788510 1640.277099616 1640.277099616 1649.613135695  
1795 2536.785830411 1640.190935451 1640.190935451 896.594894960 1640.190946771 1744.175681106 1640.231279767 1648.421686681 1705.445946794 1656.874331543 1707.220612117 1648.489310137 1700.319721618 1700.251341970 1700.251341970 1640.276399940 1640.276399940 1654.573854622  
899 2300.283502382 1323.896482916 1323.896482916 976.387019466 1323.896494381 2130.766055867 1985.155926016 1891.058801600 2042.829648058 1979.128479688 2079.115665463 2077.200835694 1954.559283926 1983.856574803 1983.856574803 1881.739013646 1881.739013646 1940.856470725  
1011 2300.283502382 1323.896482916 1323.896482916 976.387019466 1323.896494381 2059.217151380 1891.900915364 1827.648662106 1991.633868409 1920.904550643 1865.977251685 1913.340424746 1790.692028483 1839.913851370 1839.913851370 1699.654995805 1699.654995805 1753.205959035  
1235 2300.283502382 1323.896482916 1323.896482916 976.387019466 1323.896494381 1918.997359225 1611.157869060 1699.305724802 1720.083876270 1746.745179008 1595.471086078 1607.338477131 1704.500621319 1654.441811373 1654.441811373 1608.254867782 1608.254867782 1604.052438693  
1347 2300.283502382 1323.896482916 1323.896482916 976.387019466 1323.896494381 1818.951798661 1532.859076526 1623.810910417 1620.562450055 1688.733398286 1507.793643999 1525.104244988 1600.462137137 1511.763075981 1511.763075981 1478.517223072 1478.517223072 1598.906420443  
1459 2300.283502382 1323.896482916 1323.896482916 976.387019466 1323.896494381 1715.686246706 1466.413434907 1555.939001370 1518.887919273 1586.555664183 1506.304259018 1508.685153272 1528.614454793 1485.153568272 1485.153568272 1529.035802821 1529.035802821 1551.216636577  
1571 2300.283502382 1323.896482916 1323.896482916 976.387019466 1323.896494381 1683.258957849 1429.228229895 1448.759070947 1491.912221030 1539.107355431 1469.713451733 1464.766860562 1406.757079285 1496.702667528 1496.702667528 1419.568889382 1419.568889382 1443.387023486  
1683 2300.283502382 1323.896482916 1323.896482916 976.387019466 1323.896494381 1640.628620684 1394.742420233 1430.495391095 1451.572324386 1511.806029727 1466.895943174 1433.711631573 1423.673277803 1416.027371013 1416.027371013 1418.917041697 1418.917041697 1440.862758478  
1795 2300.283502382 1323.896482916 1323.896482916 976.387019466 1323.896494381 1640.328525120 1394.200993365 1430.241882686 1428.505503124 1511.552521318 1452.407243220 1428.120373918 1375.112545071 1409.882951398 1409.882951398 1388.223835144 1388.223835144 1433.208432443  
899 1630.239949284 944.562551370 944.562551370 685.677397914 944.562564188 1435.711600168 1451.727955523 1462.210010863 1496.060903963 1445.133980700 1489.371467093 1445.004545071 1389.154288952 1474.751448454 1474.751448454 1310.870573661 1310.870573661 1423.394118936  
1011 1630.239949284 944.562551370 944.562551370 685.677397914 944.562564188 1403.201325110 1403.884493670 1420.866192808 1393.584399551 1387.974522309 1442.054612927 1381.711976315 1308.153030332 1433.889208571 1433.889208571 1303.576703451 1303.576703451 1382.854047666  
1235 1630.239949284 944.562551370 944.562551370 685.677397914 944.562564188 1277.668246302 1246.960942028 1320.989322512 1292.675610162 1288.441056696 1280.650799885 1244.975924960 1190.670786168 1310.933281254 1310.933281254 1141.818672482 1141.818672482 1185.125022003  
1347 1630.239949284 944.562551370 944.562551370 685.677397914 944.562564188 1221.589514033 1127.029663466 1186.584768574 1154.343500554 1209.056754211 1219.663867279 1180.529109752 1149.756522609 1127.411275161 1127.411275161 1069.505291306 1069.505291306 1163.932397637  
1459 1630.239949284 944.562551370 944.562551370 685.677397914 944.562564188 1204.997804758 1125.415335667 1184.627941846 1112.878607687 1184.528638466 1170.093009254 1094.455122541 1079.259104670 1063.603392107 1063.603392107 1040.333767192 1040.333767192 1137.089886094  
1571 1630.239949284 944.562551370 944.562551370 685.677397914 944.562564188 1140.317340656 1026.574699769 1120.515546622 1058.499792504 1129.276718811 1130.422076798 1064.531045433 966.015599330 1037.910337961 1037.910337961 1021.523470984 1021.523470984 1089.913894782  
1683 1630.239949284 944.562551370 944.562551370 685.677397914 944.562564188 1118.205755979 1010.382607330 1066.746153599 1042.952695450 1091.988951448 1126.319822171 1063.107975807 968.572937043 967.799297195 967.799297195 993.706967472 993.706967472 1103.515074060  
1795 1630.239949284 944.562551370 944.562551370 685.677397914 944.562564188 1113.676802300 1010.154271968 1066.746153599 994.765994123 1091.988950723 1105.814370313 1045.035245993 968.854783512 998.176043733 998.176043733 1010.068999182 1010.068999182 1093.542195238  
899 2006.825181191 1322.620461305 1322.620461305 684.204719886 1322.620474036 1873.577674551 1776.134544176 1835.425000421 1757.464964435 1861.790787579 1825.319141297 1769.238679137 1658.751410088 1811.367038833 1811.367038833 1714.655182222 1714.655182222 1676.697503671  
1011 2006.825181191 1322.620461305 1322.620461305 684.204719886 1322.620474036 1822.902545597 1671.680217296 1819.789000922 1740.889642305 1794.788392599 1784.833606878 1738.318364832 1644.236784075 1783.312466165 1783.312466165 1604.861686455 1604.861686455 1709.012224342  
1235 2006.825181191 1322.620461305 1322.620461305 684.204719886 1322.620474036 1762.505256476 1526.178606616 1561.246102776 1600.932258429 1554.433141256 1605.709153393 1562.353639442 1564.649195129 1615.963869343 1615.963869343 1463.221004904 1463.221004904 1537.334492501  
1347 2006.825181191 1322.620461305 1322.620461305 684.204719886 1322.620474036 1717.619184905 1458.221738711 1451.364699046 1582.441233234 1465.226630807 1507.066207712 1495.901373407 1408.490089861 1420.644764125 1420.644764125 1381.575692030 1381.575692030 1401.868409331  
1459 2006.825181191 1322.620461305 1322.620461305 684.204719886 1322.620474036 1646.101446731 1452.851985482 1421.362759285 1529.670043531 1448.489041525 1502.414312465 1485.403360408 1384.977202309 1397.815542506 1397.815542506 1369.514706315 1369.514706315 1459.391000574  
1571 2006.825181191 1322.620461305 1322.620461305 684.204719886 1322.620474036 1602.925312379 1418.575489793 1402.575300308 1454.909450577 1448.223088940 1440.078706546 1381.933916256 1384.016985340 1412.231202512 1412.231202512 1375.210419143 1375.210419143 1448.059434413  
1683 2006.825181191 1322.620461305 1322.620461305 684.204719886 1322.620474036 1533.502857412 1401.491406918 1369.944776791 1421.812270921 1431.122229998 1421.721411692 1360.269833094 1382.577027706 1425.180089985 1425.180089985 1359.401624612 1359.401624612 1367.781365916  
1795 2006.825181191 1322.620461305 1322.620461305 684.204719886 1322.620474036 1511.070889402 1328.720728219 1366.925374993 1414.172359952 1414.212742314 1421.430242748 1360.269790410 1382.914893400 1384.836180954 1384.836180954 1331.509113921 1331.509113921 1417.647614979  
899 1966.262572734 1382.337952652 1382.337952652 583.924620082 1382.337963738 1822.223079355 1630.587221033 1649.608886334 1715.351954983 1697.204390675 1649.743756994 1633.972719662 1673.154678258 1817.419808639 1817.419808639 1559.083183913 1559.083183913 1572.478905523  
1011 1966.262572734 1382.337952652 1382.337952652 583.924620082 1382.337963738 1778.799691286 1614.484557245 1583.654664242 1634.784347862 1621.739186523 1587.215790035 1569.642240538 1651.351082383 1809.964520897 1809.964520897 1445.572067499 1445.572067499 1506.970204392  
1235 1966.262572734 1382.337952652 1382.337952652 583.924620082 1382.337963738 1697.047891759 1494.351792874 1501.189224122 1535.200830554 1539.162679137 1508.679742995 1516.215124395 1577.640108923 1450.229197486 1450.229197486 1392.080731834 1392.080731834 1432.002334676  
1347 1966.262572734 1382.337952652 1382.337952652 583.924620082 1382.337963738 1637.373770989 1461.089093653 1468.657383853 1533.262155580 1490.206768157 1478.685995821 1440.829967675 1472.739504643 1444.363973751 1444.363973751 1389.541252853 1389.541252853 1425.778221265  
1459 1966.262572734 1382.337952652 1382.337952652 583.924620082 1382.337963738 1594.874025371 1384.069758650 1414.434650843 1457.891472574 1441.657376778 1462.341354218 1403.783630534 1443.388339470 1444.818296117 1444.818296117 1382.497684703 1382.497684703 1395.427007935  
1571 1966.262572734 1382.337952652 1382.337952652 583.924620082 1382.337963738 1572.456272840 1382.511026254 1412.860898191 1446.246728936 1440.083270720 1444.642748227 1385.817609133 1443.542989569 1443.596674980 1443.596674980 1382.355566481 1382.355566481 1393.854351201  
1683 1966.262572734 1382.337952652 1382.337952652 583.924620082 1382.337963738 1520.891869156 1382.510412294 1382.486204989 1444.815848579 1388.702229248 1442.994530580 1382.638804380 1443.174792060 1443.207568606 1443.207568606 1382.485604360 1382.485604360 1382.556287000  
1795 1966.262572734 1382.337952652 1382.337952652 583.924620082 1382.337963738 1485.576343005 1382.365914846 1382.486058515 1444.815800687 1388.702074888 1442.994384682 1382.635613935 1443.174606574 1443.064931526 1443.064931526 1382.484360359 1382.484360359 1382.555684861  
899 2401.724881448 1518.784116436 1518.784116436 882.940765012 1518.784128861 2196.294678660 1872.229830355 1983.195456215 1994.494188169 2047.266700118 1994.762622071 1944.922967181 1898.567956087 2124.471623696 2124.471623696 1774.141231318 1774.141231318 1982.406384834  
1011 2401.724881448 1518.784116436 1518.784116436 882.940765012 1518.784128861 2144.403176812 1806.625048676 1832.147868413 1926.127315033 1903.414327713 1905.705941532 1872.167932510 1813.865726505 2117.510324582 2117.510324582 1654.547573593 1654.547573593 1831.483125955  
1235 2401.724881448 1518.784116436 1518.784116436 882.940765012 1518.784128861 1968.402750965 1574.293326162 1791.059307935 1765.847844457 1771.510285419 1728.373085967 1732.543012889 1663.535058425 1649.107665983 1649.107665983 1636.713493622 1636.713493622 1770.030804513  
1347 2401.724881448 1518.784116436 1518.784116436 882.940765012 1518.784128861 1922.365932617 1567.647845808 1731.271058885 1756.551103676 1767.722575955 1668.734993273 1652.309821225 1551.694695991 1625.665719666 1625.665719666 1616.138684746 1616.138684746 1741.342924626  
1459 2401.724881448 1518.784116436 1518.784116436 882.940765012 1518.784128861 1877.336119890 1559.567593304 1728.906108571 1746.693230724 1762.479993124 1642.543918311 1652.309006772 1560.304075616 1688.625299764 1688.625299764 1628.397703797 1628.397703797 1696.875405429  
1571 2401.724881448 1518.784116436 1518.784116436 882.940765012 1518.784128861 1850.470754169 1552.781137186 1714.253341060 1669.560395235 1762.478521654 1619.412991205 1636.249450638 1549.246933302 1636.126114515 1636.126114515 1613.004715435 1613.004715435 1706.499668842  
1683 2401.724881448 1518.784116436 1518.784116436 882.940765012 1518.784128861 1827.472741472 1522.187091884 1665.047242320 1642.724847312 1762.427670704 1604.057982935 1580.716050850 1554.217193303 1612.669643568 1612.669643568 1582.413542516 1582.413542516 1628.382021647  
1795 2401.724881448 1518.784116436 1518.784116436 882.940765012 1518.784128861 1771.388521889 1518.820664842 1655.072014295 1642.675513037 1708.104775478 1599.309047705 1579.661261917 1549.341844784 1618.071345685 1618.071345685 1572.206511098 1572.206511098 1656.966416250  
899 2520.561782185 1668.138736705 1668.138736705 852.423045480 1668.138747454 2372.498877415 2275.042578345 2292.853489852 2354.432948914 2319.011523091 2324.953959975 2405.842837733 2193.503528363 2323.905793559 2323.905793559 2176.492432922 2176.492432922 2185.313846513  
1011 2520.561782185 1668.138736705 1668.138736705 852.423045480 1668.138747454 2333.019353613 2082.456453112 2207.543580247 2271.934960672 2230.311714566 2079.951932970 2217.104697486 2042.094445961 2280.680529768 2280.680529768 2027.430830249 2027.430830249 2116.640774088  
1235 2520.561782185 1668.138736705 1668.138736705 852.423045480 1668.138747454 2200.844976804 1927.732609660 2082.028015484 2075.464827623 2119.386183288 1974.096796971 2036.054432594 1965.367351332 2119.708143678 2119.708143678 1906.163379832 1906.163379832 2027.152811840  
1347 2520.561782185 1668.138736705 1668.138736705 852.423045480 1668.138747454 2159.429861098 1781.982640137 1971.168809238 2020.439620359 2030.189752818 1857.118006209 1933.062136899 1768.882398219 1973.207607761 1973.207607761 1863.623713566 1863.623713566 1973.248454986  
1459 2520.561782185 1668.138736705 1668.138736705 852.423045480 1668.138747454 2084.193317001 1730.988189194 1894.554795043 1981.708888185 2023.778290210 1808.068244699 1849.280787781 1843.893593361 1864.595508144 1864.595508144 1825.333694502 1825.333694502 1964.313825828  
1571 2520.561782185 1668.138736705 1668.138736705 852.423045480 1668.138747454 2058.648853929 1672.051729431 1854.956550916 1966.330013204 1977.232331562 1806.994755021 1783.771054489 1736.039642896 1922.845491660 1922.845491660 1793.114593475 1793.114593475 1879.143962753  
1683 2520.561782185 1668.138736705 1668.138736705 852.423045480 1668.138747454 1988.027461848 1669.371560954 1841.194722787 1939.092540194 1935.615702181 1775.774500745 1783.771004621 1728.436492132 1890.410746743 1890.410746743 1798.480169493 1798.480169493 1844.667808026  
1795 2520.561782185 1668.138736705 1668.138736705 852.423045480 1668.138747454 1986.750642169 1668.155627043 1839.214932339 1858.240935192 1881.130776291 1774.950506968 1773.007345046 1782.026026820 1886.198104984 1886.198104984 1789.762254286 1789.762254286 1854.944923031  
899 1776.684701617 1137.985728635 1137.985728635 638.698972982 1137.985740014 1677.969858472 1388.990786580 1483.146583430 1594.857638938 1437.142707272 1457.266604479 1480.389889684 1466.592581274 1577.196451638 1577.196451638 1419.993757152 1419.993757152 1481.812129293  
1011 1776.684701617 1137.985728635 1137.985728635 638.698972982 1137.985740014 1663.956022161 1346.042994908 1451.724962297 1482.865520875 1412.443803950 1390.126160087 1412.795255829 1423.457670789 1536.770304527 1536.770304527 1383.994573689 1383.994573689 1377.371076237  
1235 1776.684701617 1137.985728635 1137.985728635 638.698972982 1137.985740014 1565.316771121 1178.826748957 1301.903622959 1342.453549725 1360.834835354 1326.672501565 1302.286151127 1384.076240877 1338.374722910 1338.374722910 1229.485501726 1229.485501726 1321.130938711  
1347 1776.684701617 1137.985728635 1137.985728635 638.698972982 1137.985740014 1545.599861600 1165.291661413 1294.904163077 1325.927497474 1292.653784012 1301.219456168 1264.860750457 1295.601935066 1312.205707873 1312.205707873 1258.881503754 1258.881503754 1289.256379635  
1459 1776.684701617 1137.985728635 1137.985728635 638.698972982 1137.985740014 1472.905782573 1143.645641781 1262.276083656 1325.300463491 1274.226971072 1267.816124317 1201.731276847 1269.192311185 1228.999199398 1228.999199398 1214.754854366 1214.754854366 1293.176360722  
1571 1776.684701617 1137.985728635 1137.985728635 638.698972982 1137.985740014 1440.880166978 1143.645432385 1235.557025325 1267.984230383 1232.155674313 1267.754119790 1192.315765111 1154.414730485 1225.657954044 1225.657954044 1178.199530387 1178.199530387 1288.153517836  
1683 1776.684701617 1137.985728635 1137.985728635 638.698972982 1137.985740014 1421.094008195 1138.160039849 1210.827156809 1204.682450092 1230.262172714 1231.915427150 1185.608933823 1154.089616137 1166.401681425 1166.401681425 1171.131683384 1171.131683384 1188.648244279  
1795 1776.684701617 1137.985728635 1137.985728635 638.698972982 1137.985740014 1410.747237576 1138.020923599 1182.041989545 1199.060890793 1220.076711680 1210.803482993 1152.704406261 1139.531826178 1143.950960970 1143.950960970 1155.437554842 1155.437554842 1187.521716143  
899 2719.057488311 1660.447741254 1660.447741254 1058.609747057 1660.447753669 2554.888421983 2299.458807499 2451.806882548 2472.937044036 2493.981727368 2350.912821867 2367.592149946 2215.306040313 2468.652945460 2468.652945460 2152.027772384 2152.027772384 2311.005091338  
1011 2719.057488311 1660.447741254 1660.447741254 1058.609747057 1660.447753669 2464.347713213 2230.492356572 2364.895195174 2326.650610054 2402.249492336 2148.999764228 2180.830048376 2156.058228969 2410.073023704 2410.073023704 2218.926605186 2218.926605186 2292.080439139  
1235 2719.057488311 1660.447741254 1660.447741254 1058.609747057 1660.447753669 2282.964004679 1848.498370285 2236.949256396 2206.102834276 2107.059199347 2067.523311025 2089.331477785 1970.806018370 2095.403437423 2095.403437423 1996.820330272 1996.820330272 2162.047772192  
1347 2719.057488311 1660.447741254 1660.447741254 1058.609747057 1660.447753669 2215.393504956 1809.396948982 2098.904546598 2118.276333545 2018.400966652 2007.253469456 2023.300870117 1952.552163311 2077.346718247 2077.346718247 1962.900380447 1962.900380447 2146.696447477  
1459 2719.057488311 1660.447741254 1660.447741254 1058.609747057 1660.447753669 2160.110400145 1712.273315276 2048.391013389 1987.587594834 1995.288553587 1909.012795876 1878.927252067 1739.107845064 1921.604050372 1921.604050372 1852.716386209 1852.716386209 2073.040928872  
1571 2719.057488311 1660.447741254 1660.447741254 1058.609747057 1660.447753669 2104.493184702 1667.088180868 2003.697599313 1943.683011787 1954.311770665 1904.289315322 1834.638691988 1825.065567784 1895.898316051 1895.898316051 1858.271305472 1858.271305472 2016.394216218  
1683 2719.057488311 1660.447741254 1660.447741254 1058.609747057 1660.447753669 2075.596446395 1665.812552071 1939.674115075 1933.597647204 1952.350768548 1893.315775112 1826.485407806 1806.543506254 1893.101438186 1893.101438186 1889.074617178 1889.074617178 1991.384149281  
1795 2719.057488311 1660.447741254 1660.447741254 1058.609747057 1660.447753669 2041.205304762 1662.995431942 1937.532144054 1921.670443422 1951.934758980 1893.315731915 1788.669777492 1755.444837683 1865.587188311 1865.587188311 1908.496647608 1908.496647608 1981.294286432  
899 1987.514870399 1369.161416976 1369.161416976 618.353453423 1369.161428546 1936.080017820 1885.071257981 1839.895246622 1847.334031861 1839.798224941 1869.814571389 1876.290861017 1727.407499532 1800.175176768 1800.175176768 1723.893338587 1723.893338587 1784.362270167  
1011 1987.514870399 1369.161416976 1369.161416976 618.353453423 1369.161428546 1917.641620047 1738.917074348 1822.734082244 1774.984501641 1808.251661743 1792.637967912 1769.706730076 1639.726721750 1759.172255739 1759.172255739 1728.803848893 1728.803848893 1756.541456564  
1235 1987.514870399 1369.161416976 1369.161416976 618.353453423 1369.161428546 1820.632316683 1481.670116425 1624.155934666 1633.979266598 1641.413010649 1616.690586058 1642.246492252 1611.011085393 1615.613278266 1615.613278266 1528.514777554 1528.514777554 1648.195457607  
1347 1987.514870399 1369.161416976 1369.161416976 618.353453423 1369.161428546 1776.906023360 1444.380290537 1545.224536069 1590.495734127 1549.277912988 1542.895269822 1511.039300476 1550.230461426 1543.870459096 1543.870459096 1504.756734851 1504.756734851 1589.411742284  
1459 1987.514870399 1369.161416976 1369.161416976 618.353453423 1369.161428546 1704.460882418 1400.666954482 1514.453142544 1530.252675103 1549.180366229 1537.324701437 1509.739500698 1421.060350236 1484.825881426 1484.825881426 1482.165550433 1482.165550433 1555.564851663  
1571 1987.514870399 1369.161416976 1369.161416976 618.353453423 1369.161428546 1698.589573530 1399.461166536 1484.212517032 1528.257791057 1519.189536203 1534.083341776 1500.075849969 1440.391241011 1494.716267164 1494.716267164 1441.386871640 1441.386871640 1525.704730479  
1683 1987.514870399 1369.161416976 1369.161416976 618.353453423 1369.161428546 1663.581374447 1399.459630379 1483.883870336 1527.961153797 1518.859963979 1521.520970266 1473.667609325 1422.868927297 1481.209874943 1481.209874943 1420.805736257 1420.805736257 1525.004730754  
1795 1987.514870399 1369.161416976 1369.161416976 618.353453423 1369.161428546 1647.891640409 1369.218668623 1473.975936631 1497.920408587 1480.106630832 1491.481965021 1442.403364032 1426.836663251 1483.076060359 1483.076060359 1420.508237712 1420.508237712 1479.324481364  
899 2038.522896604 1335.203716483 1335.203716483 703.319180121 1335.203728812 1976.330463395 1837.023252120 1955.722707949 1964.319985076 1972.188933152 1900.565430830 1837.984453414 1836.401695947 1849.811205870 1849.811205870 1836.607010773 1836.607010773 1834.066326523  
1011 2038.522896604 1335.203716483 1335.203716483 703.319180121 1335.203728812 1939.753104948 1756.645789387 1878.404538393 1944.234944996 1891.272156117 1889.778756083 1831.416992928 1746.530831010 1865.902247822 1865.902247822 1698.360608591 1698.360608591 1717.260276833  
1235 2038.522896604 1335.203716483 1335.203716483 703.319180121 1335.203728812 1698.203089528 1542.096891592 1703.195101470 1781.570107370 1739.727205514 1672.796568622 1670.399731182 1583.335409834 1715.401913504 1715.401913504 1542.546263069 1542.546263069 1641.047907219  
1347 2038.522896604 1335.203716483 1335.203716483 703.319180121 1335.203728812 1679.386025590 1484.732792655 1597.880683259 1678.602622651 1629.508146002 1653.191251275 1616.887261765 1522.325634522 1546.319249534 1546.319249534 1498.878044845 1498.878044845 1593.493125849  
1459 2038.522896604 1335.203716483 1335.203716483 703.319180121 1335.203728812 1659.991556183 1447.574241324 1566.205926243 1674.967172024 1575.907551055 1600.979920240 1564.981114856 1476.892026389 1505.330503046 1505.330503046 1423.031970920 1423.031970920 1547.008631663  
1571 2038.522896604 1335.203716483 1335.203716483 703.319180121 1335.203728812 1615.405467561 1387.463976887 1515.931970146 1575.574776259 1548.022750258 1514.697056703 1441.432586270 1397.927987498 1499.191910751 1499.191910751 1419.140242838 1419.140242838 1507.453396920  
1683 2038.522896604 1335.203716483 1335.203716483 703.319180121 1335.203728812 1529.749491163 1385.940901727 1500.184038406 1575.260588857 1514.659655381 1507.413203308 1441.020727869 1399.165844542 1550.945253294 1550.945253294 1407.196216244 1407.196216244 1502.433635494  
1795 2038.522896604 1335.203716483 1335.203716483 703.319180121 1335.203728812 1528.413304687 1335.231877557 1485.317472949 1573.346185014 1482.057665773 1505.735516424 1440.838354561 1396.050544416 1431.734539525 1431.734539525 1386.849927985 1386.849927985 1500.135581745  
