capacity sum_comm_cmp max(sum_comm,sum_comp) sum_comm sum_comp	OMIM OS OOSIM IOCMS DOCPS IOCCS DOCCS LCMR SCMR MAMR OOLCMR OOSCMR OOMAMR
2983571968 2600.753432580 1664.152132693 1664.152132693 936.601299887	1664.165748756 1766.833248518 1852.224140120 1783.010203393 1843.463757151 1843.316666507 1796.058928865 1783.010203393 1783.010203393 1783.010203393 1664.172764441 1664.172764441 1685.571766448
3213077504 2600.753432580 1664.152132693 1664.152132693 936.601299887	1664.165748756 1721.607392011 1852.224140120 1783.010203393 1811.858856814 1843.316666507 1796.058928865 1783.010203393 1783.010203393 1783.010203393 1664.165748756 1664.165748756 1710.151435944
3442583040 2600.753432580 1664.152132693 1664.152132693 936.601299887	1664.165748756 1701.035741889 1849.402978409 1783.010203393 1796.408569442 1843.316666507 1784.912835360 1783.010203393 1783.010203393 1783.010203393 1664.165748756 1664.165748756 1692.097396890
3672088576 2600.753432580 1664.152132693 1664.152132693 936.601299887	1664.165748756 1694.301740392 1729.487828004 1723.401516102 1676.493419037 1723.401516102 1666.054764660 1723.401516102 1723.401516102 1723.401516102 1664.165748756 1664.165748756 1690.797248509
1836044288 2343.759971174 1500.338082656 1500.338082656 843.421888518	1500.338094497 1708.051170754 1686.355002203 1607.484324748 1645.352224204 1614.775831219 1593.892511123 1615.413804524 1603.450931116 1603.450931116 1590.102787325 1590.102787325 1638.619242009
2065549824 2343.759971174 1500.338082656 1500.338082656 843.421888518	1500.338094497 1629.636131031 1684.744336817 1603.450931116 1637.783629431 1612.417623330 1576.521860097 1603.450931116 1603.450931116 1603.450931116 1514.304539289 1514.304539289 1609.689794004
2295055360 2343.759971174 1500.338082656 1500.338082656 843.421888518	1500.338094497 1606.741806131 1684.744336817 1603.450931116 1637.783629431 1612.417623330 1576.521860097 1603.450931116 1603.450931116 1603.450931116 1500.349076985 1500.349076985 1531.472553643
2524560896 2343.759971174 1500.338082656 1500.338082656 843.421888518	1500.338094497 1558.032339230 1681.515698076 1590.102787325 1571.194107607 1590.102787325 1560.691141279 1590.102787325 1590.102787325 1590.102787325 1500.352008204 1500.352008204 1567.188094171
2754066432 2343.759971174 1500.338082656 1500.338082656 843.421888518	1500.338094497 1528.310985636 1563.688372761 1559.947223752 1527.545061433 1559.947223752 1501.082000183 1559.947223752 1559.947223752 1559.947223752 1500.352008204 1500.352008204 1521.562929536
2983571968 2343.759971174 1500.338082656 1500.338082656 843.421888518	1500.338094497 1504.715323727 1563.688372761 1559.947223752 1527.545061433 1559.947223752 1501.082000183 1559.947223752 1559.947223752 1559.947223752 1500.352008204 1500.352008204 1535.086085645
3213077504 2343.759971174 1500.338082656 1500.338082656 843.421888518	1500.338094497 1504.715323727 1563.688372761 1559.947223752 1516.298189419 1559.947223752 1501.082000183 1559.947223752 1559.947223752 1559.947223752 1500.352008204 1500.352008204 1530.937189160
3442583040 2343.759971174 1500.338082656 1500.338082656 843.421888518	1500.338094497 1504.715323727 1505.553566755 1559.947223752 1500.338094497 1559.947223752 1501.082000183 1559.947223752 1559.947223752 1559.947223752 1500.352008204 1500.352008204 1532.982875217
3672088576 2343.759971174 1500.338082656 1500.338082656 843.421888518	1500.338094497 1504.715323727 1505.553566755 1559.947223752 1500.338094497 1559.947223752 1501.082000183 1559.947223752 1559.947223752 1559.947223752 1500.352008204 1500.352008204 1509.843887877
1836044288 1552.674955052 991.453486146 991.453486146 561.221468906	991.453497860 1125.969484237 1156.863460637 1055.744330458 1127.195492381 1153.132951304 1125.182683982 1083.681037982 1051.802028067 1051.802028067 1080.825906782 1080.825906782 1096.485547877
2065549824 1552.674955052 991.453486146 991.453486146 561.221468906	991.453497860 1109.053278133 1156.863460637 1055.744330458 1123.253177020 1153.132951304 1121.183632336 1066.764831878 1051.802028067 1051.802028067 991.630071387 991.630071387 1005.409808090
2295055360 1552.674955052 991.453486146 991.453486146 561.221468906	991.453497860 1109.053278133 1156.863460637 1054.832325740 1123.253177020 1153.132951304 1121.183632336 1066.764831878 1050.890023349 1050.890023349 993.650960415 993.650960415 1003.950567662
2524560896 1552.674955052 991.453486146 991.453486146 561.221468906	991.453497860 1073.794355118 1156.863460637 1050.890023349 1097.316248766 1153.132951304 1095.246704082 1050.890023349 1050.890023349 1050.890023349 992.899966799 992.899966799 1014.236196731
2754066432 1552.674955052 991.453486146 991.453486146 561.221468906	991.453497860 1045.457644702 1071.569825440 1050.890023349 1062.058830124 1108.594384910 1056.999797197 992.365490864 1050.890023349 1050.890023349 991.481586510 991.481586510 1007.900347497
2983571968 1552.674955052 991.453486146 991.453486146 561.221468906	991.453497860 1043.156160393 1071.569825440 1050.890023349 1058.059874945 1108.594384910 1025.229941153 992.365490864 1050.890023349 1050.890023349 991.453497860 991.453497860 994.425538512
3213077504 1552.674955052 991.453486146 991.453486146 561.221468906	991.453497860 1035.992004791 1052.888357040 1050.890023349 1032.122946691 1108.594384910 1017.857760414 992.365490864 1050.890023349 1050.890023349 991.453497860 991.453497860 991.646693595
3442583040 1552.674955052 991.453486146 991.453486146 561.221468906	991.453497860 1007.193662313 1040.051024999 1050.890023349 1032.122946691 1108.594384910 999.293012899 992.365490864 1050.890023349 1050.890023349 1011.484659045 1011.484659045 1017.416247532
3672088576 1552.674955052 991.453486146 991.453486146 561.221468906	991.453497860 1007.193662313 1012.133288237 1050.890023349 1000.604146250 1108.594384910 991.948212529 992.365490864 1050.890023349 1050.890023349 991.453497860 991.453497860 1013.244114697
1836044288 1367.036701697 870.910475641 870.910475641 496.126226056	870.948335141 959.398490536 943.767080833 948.668271212 961.866731262 976.695565127 954.069777485 930.421031962 948.668271212 948.668271212 871.336347186 871.336347186 876.367694699
2065549824 1367.036701697 870.910475641 870.910475641 496.126226056	870.948335141 929.199420922 917.674500270 948.668271212 951.738892048 976.695565127 927.804544830 930.421031962 948.668271212 948.668271212 870.958404943 870.958404943 916.616670057
2295055360 1367.036701697 870.910475641 870.910475641 496.126226056	870.948335141 924.205685904 917.674500270 948.668271212 951.738892048 976.695565127 927.804544830 930.421031962 948.668271212 948.668271212 870.958404943 870.958404943 870.958404943
2524560896 1367.036701697 870.910475641 870.910475641 496.126226056	870.948335141 908.929070853 905.687952408 948.668271212 931.355692020 976.695565127 915.990649060 930.421031962 948.668271212 948.668271212 873.595194395 873.595194395 874.587266766
2754066432 1367.036701697 870.910475641 870.910475641 496.126226056	870.948335141 908.929070853 884.718326007 948.668271212 931.355692020 976.695565127 894.848370567 930.421031962 948.668271212 948.668271212 871.672679255 871.672679255 881.450690711
2983571968 1367.036701697 870.910475641 870.910475641 496.126226056	870.948335141 908.929070853 870.948335141 948.668271212 893.276563595 976.695565127 878.859457956 930.421031962 948.668271212 948.668271212 870.948335141 870.948335141 870.948335141
3213077504 1367.036701697 870.910475641 870.910475641 496.126226056	870.948335141 908.929070853 870.948335141 948.668271212 893.276563595 976.695565127 870.950385928 930.421031962 948.668271212 948.668271212 870.948335141 870.948335141 870.948335141
3442583040 1367.036701697 870.910475641 870.910475641 496.126226056	870.948335141 908.929070853 870.948335141 948.668271212 872.306937194 976.695565127 870.950385928 930.421031962 948.668271212 948.668271212 870.948335141 870.948335141 870.948335141
3672088576 1367.036701697 870.910475641 870.910475641 496.126226056	870.948335141 908.929070853 870.948335141 948.668271212 870.948335141 976.695565127 870.950385928 930.421031962 948.668271212 948.668271212 870.948335141 870.948335141 870.948335141
1836044288 2536.785830411 1640.190935451 1640.190935451 896.594894960	1640.208850264 2071.691696608 2001.644262495 1994.913648705 1980.363153133 1999.231745748 1940.929544832 1971.163820205 1971.163820205 1971.163820205 1971.920116379 1971.920116379 1987.237090110
2065549824 2536.785830411 1640.190935451 1640.190935451 896.594894960	1640.208850264 1968.889486540 1999.249660561 1971.163820205 1974.975039838 1999.231745748 1940.929489956 1971.163820205 1971.163820205 1971.163820205 1686.385421412 1686.385421412 1735.096593832
2295055360 2536.785830411 1640.190935451 1640.190935451 896.594894960	1640.208850264 1893.668336667 1999.249660561 1971.163820205 1974.975039838 1999.231745748 1940.929489956 1971.163820205 1971.163820205 1971.163820205 1646.545705614 1646.545705614 1676.459130063
2524560896 2536.785830411 1640.190935451 1640.190935451 896.594894960	1640.208850264 1820.078145686 1999.249660561 1971.163820205 1940.784908342 1999.231745748 1940.929489956 1971.163820205 1971.163820205 1971.163820205 1640.208850264 1640.208850264 1667.407988018
2754066432 2536.785830411 1640.190935451 1640.190935451 896.594894960	1640.208850264 1783.414661450 1907.546748118 1940.766993529 1907.264722027 1940.766993529 1907.409303641 1940.766993529 1940.766993529 1940.766993529 1643.467912543 1643.467912543 1677.248694517
2983571968 2536.785830411 1640.190935451 1640.190935451 896.594894960	1640.208850264 1762.962904128 1907.546748118 1940.766993529 1907.264722027 1940.766993529 1907.409303641 1940.766993529 1940.766993529 1940.766993529 1640.208850264 1640.208850264 1690.220756280
3213077504 2536.785830411 1640.190935451 1640.190935451 896.594894960	1640.208850264 1757.600413498 1907.546748118 1940.766993529 1907.264722027 1940.766993529 1907.409303641 1940.766993529 1940.766993529 1940.766993529 1640.219122014 1640.219122014 1650.606457581
3442583040 2536.785830411 1640.190935451 1640.190935451 896.594894960	1640.208850264 1752.490470686 1880.791185533 1940.766993529 1880.791185533 1940.766993529 1880.652866103 1940.766993529 1940.766993529 1940.766993529 1640.208850264 1640.208850264 1647.780261236
3672088576 2536.785830411 1640.190935451 1640.190935451 896.594894960	1640.208850264 1692.379776840 1640.208850264 1700.184658260 1640.208850264 1700.184658260 1640.353431878 1700.184658260 1700.184658260 1700.184658260 1640.208850264 1640.208850264 1640.208850264
1836044288 2300.283502382 1323.896482916 1323.896482916 976.387019466	1323.916147639 1611.811804216 1662.831373489 1613.975375782 1578.393987137 1627.257238472 1656.088364015 1496.418072440 1509.025797068 1509.025797068 1514.728828413 1514.728828413 1557.382817591
2065549824 2300.283502382 1323.896482916 1323.896482916 976.387019466	1323.916147639 1545.247119006 1662.831373489 1568.152846004 1575.896750503 1627.257238472 1653.584397006 1475.844101150 1509.025797068 1509.025797068 1428.529775912 1428.529775912 1478.011142932
2295055360 2300.283502382 1323.896482916 1323.896482916 976.387019466	1323.916147639 1517.982195150 1662.831373489 1564.090353932 1575.896750503 1627.257238472 1653.584397006 1475.844101150 1481.655538693 1481.655538693 1355.144321185 1355.144321185 1408.250018592
2524560896 2300.283502382 1323.896482916 1323.896482916 976.387019466	1323.916147639 1476.718873075 1660.496186059 1526.954993188 1518.155647988 1619.775654941 1624.959414480 1475.844101150 1475.844101150 1475.844101150 1327.974536533 1327.974536533 1405.424767865
2754066432 2300.283502382 1323.896482916 1323.896482916 976.387019466	1323.916147639 1447.043244709 1479.510685033 1399.544791073 1485.416805296 1456.352476384 1435.889846422 1369.430778348 1419.224767792 1419.224767792 1324.048936995 1324.048936995 1361.453860333
2983571968 2300.283502382 1323.896482916 1323.896482916 976.387019466	1323.916147639 1430.551982773 1479.510685033 1399.544791073 1485.416805296 1456.352476384 1433.392621253 1354.346264977 1419.224767792 1419.224767792 1324.048936995 1324.048936995 1379.861864458
3213077504 2300.283502382 1323.896482916 1323.896482916 976.387019466	1323.916147639 1402.024874565 1479.510685033 1376.043934532 1427.656390692 1456.352476384 1405.446509782 1354.346264977 1354.346264977 1354.346264977 1323.945766612 1323.945766612 1380.985554732
3442583040 2300.283502382 1323.896482916 1323.896482916 976.387019466	1323.916147639 1402.024874565 1423.107912905 1354.346264977 1427.656390692 1400.034911404 1393.438716304 1354.346264977 1354.346264977 1354.346264977 1323.916147639 1323.916147639 1374.227526316
3672088576 2300.283502382 1323.896482916 1323.896482916 976.387019466	1323.916147639 1377.822264291 1423.107912905 1354.346264977 1390.534440868 1400.034911404 1364.205912259 1354.346264977 1354.346264977 1354.346264977 1329.444397013 1329.444397013 1368.360373798
1836044288 1630.239949284 944.562551370 944.562551370 685.677397914	944.643642010 1087.398063176 1093.840385464 1083.056126163 1104.077242582 1072.149265647 1064.439427568 1010.342196387 1045.989557456 1045.989557456 998.488591133 998.488591133 998.506429631
2065549824 1630.239949284 944.562551370 944.562551370 685.677397914	944.643642010 1062.867283995 1075.623815135 1049.050477515 1087.558245813 1072.149265647 1037.527238976 1002.321966741 1047.088653299 1047.088653299 994.026249046 994.026249046 1021.991661186
2295055360 1630.239949284 944.562551370 944.562551370 685.677397914	944.643642010 1062.867283995 1067.370520392 1049.050477515 1079.304951070 1045.610411397 1037.031215360 1032.755350134 1014.371165632 1014.371165632 962.015733651 962.015733651 1010.144361286
2524560896 1630.239949284 944.562551370 944.562551370 685.677397914	944.643642010 1062.867283995 1016.905148512 1023.648582820 1048.153359448 1035.858595619 997.257299400 1032.755350134 1014.371165632 1014.371165632 955.643908445 955.643908445 984.768699132
2754066432 1630.239949284 944.562551370 944.562551370 685.677397914	944.643642010 1024.911706071 993.683833455 1023.648582820 1025.853986208 1035.858595619 963.720097980 1032.755350134 1014.371165632 1014.371165632 958.521361374 958.521361374 958.521361374
