capacity sum_comm_cmp max(sum_comm,sum_comp) sum_comm sum_comp OMIM OS GG OOSIM IOCMS DOCPS IOCCS DOCCS LCMR SCMR MAMR OOLCMR OOSCMR OOMAMR  
1464 2226.930428877 1523.510952705 1523.510952705 703.419476172 1523.543820916 1747.788518909 1537.339491585 1663.028243200 1644.933769734 1729.855671522 1669.414706647 1620.570812682 1560.279762628 1580.442012102 1580.442012102 1626.697293421 1626.697293421 1745.576530023  
1576 2226.930428877 1523.510952705 1523.510952705 703.419476172 1523.543820916 1693.140100699 1523.982909985 1662.387691587 1624.234506520 1707.610351218 1668.294442176 1611.740448722 1524.694918770 1527.074980986 1527.074980986 1569.485900395 1569.485900395 1673.921776047  
1688 2226.930428877 1523.510952705 1523.510952705 703.419476172 1523.543820916 1692.485970565 1523.708506887 1636.451876364 1623.895541416 1689.493566801 1667.955524753 1608.937044698 1531.422563428 1533.382193505 1533.382193505 1580.246135703 1580.246135703 1675.060899089  
1800 2226.930428877 1523.510952705 1523.510952705 703.419476172 1523.543820916 1692.183697670 1523.707526398 1606.134171826 1622.667154367 1684.344412300 1662.782396826 1606.041578200 1530.496438948 1527.639363739 1527.639363739 1567.929921498 1567.929921498 1683.231626476  
904 2007.357109292 1468.471181597 1468.471181597 538.885927695 1468.471192848 1895.671550898 1966.230091166 1963.270774252 1933.569539248 1984.800485039 1935.115948889 1932.258698157 1866.450447633 1953.478229722 1953.478229722 1833.319842044 1833.319842044 1847.457077995  
1016 2007.357109292 1468.471181597 1468.471181597 538.885927695 1468.471192848 1877.873586041 1929.359921301 1869.886293110 1901.064338056 1952.165645393 1902.894887381 1899.313132695 1877.899224069 1954.746365003 1954.746365003 1761.196027796 1761.196027796 1831.855410058  
1128 2007.357109292 1468.471181597 1468.471181597 538.885927695 1468.471192848 1825.656876094 1896.751636175 1839.158026314 1899.291742423 1878.178473524 1870.810489574 1884.657792125 1809.295396428 1879.043690644 1879.043690644 1651.635202654 1651.635202654 1838.563082604  
1240 2007.357109292 1468.471181597 1468.471181597 538.885927695 1468.471192848 1794.678794043 1660.615762980 1717.028019125 1714.574179405 1761.267083772 1691.662043041 1694.314261324 1724.728478536 1864.265553517 1864.265553517 1587.425700861 1587.425700861 1764.033014769  
1352 2007.357109292 1468.471181597 1468.471181597 538.885927695 1468.471192848 1779.564786620 1556.151804761 1654.409612823 1640.082646864 1713.007939560 1656.956107109 1643.126651175 1680.414052131 1706.259128165 1706.259128165 1531.022689026 1531.022689026 1738.589349412  
1464 2007.357109292 1468.471181597 1468.471181597 538.885927695 1468.471192848 1747.669539734 1556.150901952 1653.261233584 1639.322527304 1679.249662839 1656.473533068 1642.109880008 1671.809129190 1651.740395765 1651.740395765 1517.117871641 1517.117871641 1737.445557606  
1576 2007.357109292 1468.471181597 1468.471181597 538.885927695 1468.471192848 1743.799563665 1534.606036521 1616.637948117 1601.327266538 1644.795363818 1621.745673351 1603.691532829 1587.796491073 1649.313778161 1649.313778161 1503.196153230 1503.196153230 1640.305783439  
1688 2007.357109292 1468.471181597 1468.471181597 538.885927695 1468.471192848 1630.311525005 1487.317253758 1513.867682948 1570.444220997 1583.909669418 1558.447934997 1532.324988885 1528.161379231 1527.813054626 1527.813054626 1522.338333849 1522.338333849 1539.209750056  
1800 2007.357109292 1468.471181597 1468.471181597 538.885927695 1468.471192848 1630.085913007 1487.043627258 1502.047611441 1534.997959273 1578.741623091 1558.447857399 1532.324889588 1528.679881695 1527.811234896 1527.811234896 1475.505385162 1475.505385162 1505.350465920  
904 1488.139267669 1086.362225570 1086.362225570 401.777042099 1086.453557132 1411.546849945 1414.634922298 1393.713012155 1372.220617381 1429.212010574 1368.406857432 1375.788937869 1383.671388002 1449.191496961 1449.191496961 1386.603749877 1386.603749877 1449.915523386  
1016 1488.139267669 1086.362225570 1086.362225570 401.777042099 1086.453557132 1355.644538430 1384.009840476 1365.727901399 1330.112133953 1424.545356557 1339.689423080 1356.302078361 1335.133946412 1406.940815092 1406.940815092 1185.186416648 1185.186416648 1270.335210302  
1128 1488.139267669 1086.362225570 1086.362225570 401.777042099 1086.453557132 1319.515935021 1319.074739298 1263.605176328 1329.846245549 1352.063034750 1338.108712786 1322.676166329 1238.197210508 1300.521832393 1300.521832393 1171.783308535 1171.783308535 1285.448261128  
1240 1488.139267669 1086.362225570 1086.362225570 401.777042099 1086.453557132 1265.406603664 1210.386367329 1185.242248428 1287.822920866 1257.334807058 1248.714292508 1227.970553803 1162.189245060 1268.309177919 1268.309177919 1165.209007707 1165.209007707 1203.332091252  
1352 1488.139267669 1086.362225570 1086.362225570 401.777042099 1086.453557132 1260.810889188 1204.243680590 1182.766111714 1285.597618007 1241.437973746 1216.400237181 1198.513393015 1143.290890681 1232.762966709 1232.762966709 1143.227306050 1143.227306050 1207.414292760  
1464 1488.139267669 1086.362225570 1086.362225570 401.777042099 1086.453557132 1259.827480045 1159.620210475 1178.196913100 1252.315845704 1222.468999533 1186.058782298 1195.032443391 1126.430222827 1218.193958416 1218.193958416 1103.309657731 1103.309657731 1207.741013290  
1576 1488.139267669 1086.362225570 1086.362225570 401.777042099 1086.453557132 1231.788212383 1154.199838167 1176.227247926 1221.565495150 1219.692790767 1185.111942873 1194.009711088 1116.819353295 1197.703838587 1197.703838587 1099.867465221 1099.867465221 1204.347949574  
1688 1488.139267669 1086.362225570 1086.362225570 401.777042099 1086.453557132 1226.692011856 1122.680781765 1145.503470770 1182.699811966 1189.517151072 1184.110786015 1193.475992083 1116.755430858 1192.268249205 1192.268249205 1127.533155782 1127.533155782 1156.596391755  
1800 1488.139267669 1086.362225570 1086.362225570 401.777042099 1086.453557132 1217.446460174 1122.300275382 1140.984277031 1173.524639992 1185.773830700 1176.038763104 1162.867284691 1116.756059427 1156.182082998 1156.182082998 1106.147314750 1106.147314750 1174.316418090  
904 1267.776449274 1001.446095710 1001.446095710 266.330353564 1001.446106592 1243.999677085 1188.960048033 1214.852825038 1193.692005307 1256.089957127 1201.596559356 1191.682377599 1205.387562658 1254.543599651 1254.543599651 1176.107747006 1176.107747006 1186.217974568  
1016 1267.776449274 1001.446095710 1001.446095710 266.330353564 1001.446106592 1242.365421385 1177.766374206 1202.075883685 1190.183492751 1254.268317815 1200.122178052 1189.893250780 1194.519061799 1254.018257943 1254.018257943 1146.888252957 1146.888252957 1160.767528454  
1128 1267.776449274 1001.446095710 1001.446095710 266.330353564 1001.446106592 1216.982428028 1111.873431431 1139.965055167 1125.289104074 1178.445178712 1097.549923736 1121.736770306 1177.003723175 1224.803442554 1224.803442554 1081.231006391 1081.231006391 1142.775522241  
1240 1267.776449274 1001.446095710 1001.446095710 266.330353564 1001.446106592 1152.579036493 1015.338702615 1133.833775719 1095.971630611 1151.056403778 1086.434732935 1027.837117126 1156.316387474 1183.039408025 1183.039408025 1046.622624880 1046.622624880 1078.760997945  
1352 1267.776449274 1001.446095710 1001.446095710 266.330353564 1001.446106592 1148.290306040 1008.995290460 1129.868345739 1081.421354364 1149.650533375 1078.141901861 1023.945243343 1149.230622388 1079.332541170 1079.332541170 1043.377540851 1043.377540851 1077.302045123  
1464 1267.776449274 1001.446095710 1001.446095710 266.330353564 1001.446106592 1142.531055599 1007.929703721 1080.219213230 1078.849359963 1140.184223296 1076.756843473 1018.222629758 1062.028673371 1061.027593755 1061.027593755 1040.378228678 1040.378228678 1068.459963044  
1576 1267.776449274 1001.446095710 1001.446095710 266.330353564 1001.446106592 1128.209102293 1001.737833952 1015.298770534 1074.301495683 1080.485761155 1076.536352519 1013.596770957 1061.140747553 1063.668597968 1063.668597968 1014.556842984 1014.556842984 1019.906801575  
1688 1267.776449274 1001.446095710 1001.446095710 266.330353564 1001.446106592 1122.825592636 1001.462398727 1012.795301701 1071.798049572 1080.485581933 1074.032782037 1011.443230790 1062.935196717 1063.724644977 1063.724644977 1013.147065252 1013.147065252 1018.068144902  
1800 1267.776449274 1001.446095710 1001.446095710 266.330353564 1001.446106592 1100.104558717 1001.461790975 1012.795102226 1071.477420873 1078.332308778 1074.032782037 1011.443230790 1061.141399278 1061.028115195 1061.028115195 1012.265021308 1012.265021308 1014.838440221  
904 1365.109854653 1048.295660248 1048.295660248 316.814194405 1048.295672109 1297.764163075 1243.284543980 1359.391613413 1298.872531749 1298.803310135 1299.867986858 1299.783065851 1247.074704708 1342.565983629 1342.565983629 1278.163524898 1278.163524898 1286.310444122  
1016 1365.109854653 1048.295660248 1048.295660248 316.814194405 1048.295672109 1290.438321664 1241.175654374 1354.864425276 1289.506156276 1296.915384469 1292.760251388 1295.046375810 1231.117483305 1337.539960045 1337.539960045 1219.984308576 1219.984308576 1278.063851204  
1128 1365.109854653 1048.295660248 1048.295660248 316.814194405 1048.295672109 1253.656129604 1204.288591162 1347.065515012 1287.165301414 1292.064496616 1290.064697909 1261.487141933 1226.722083747 1317.884352636 1317.884352636 1148.162528105 1148.162528105 1283.395976926  
1240 1365.109854653 1048.295660248 1048.295660248 316.814194405 1048.295672109 1243.400601504 1179.191962032 1219.659164605 1262.817882791 1262.678287178 1232.983322037 1236.939152781 1221.678041753 1212.742406874 1212.742406874 1136.510227775 1136.510227775 1211.398752062  
1352 1365.109854653 1048.295660248 1048.295660248 316.814194405 1048.295672109 1237.392088655 1167.911976657 1217.877671091 1249.081476143 1258.727908982 1192.215173901 1229.930512638 1116.045482165 1215.855286149 1215.855286149 1119.886009617 1119.886009617 1195.602585993  
1464 1365.109854653 1048.295660248 1048.295660248 316.814194405 1048.295672109 1155.584319875 1107.321896091 1153.662531750 1180.310122809 1183.672830377 1125.437704387 1114.544982672 1111.231334337 1146.921809475 1146.921809475 1072.547894437 1072.547894437 1148.352918098  
1576 1365.109854653 1048.295660248 1048.295660248 316.814194405 1048.295672109 1138.465869354 1106.242386710 1153.662420556 1156.419891184 1180.856171775 1119.594512019 1109.117373506 1108.559970897 1128.368446481 1128.368446481 1091.980395222 1091.980395222 1107.585772439  
1688 1365.109854653 1048.295660248 1048.295660248 316.814194405 1048.295672109 1119.554709047 1070.589502310 1145.660679222 1150.277702873 1180.854894808 1114.105960518 1106.307725091 1108.559086163 1121.261837324 1121.261837324 1064.187435246 1064.187435246 1125.332568078  
1800 1365.109854653 1048.295660248 1048.295660248 316.814194405 1048.295672109 1103.594669450 1070.589285545 1113.890205563 1150.277663075 1168.447845171 1114.105960518 1106.307725091 1108.782966923 1118.869304935 1118.869304935 1079.235281488 1079.235281488 1130.579612228  
904 1079.293549432 929.299415107 929.299415107 149.994134325 929.400414526 1041.745174889 1059.923853724 1066.935381915 1070.095771452 1065.396804066 1067.178527713 1067.915630718 1055.218818027 1053.975605649 1053.975605649 1058.446778181 1058.446778181 1048.019939243  
1016 1079.293549432 929.299415107 929.299415107 149.994134325 929.400414526 1023.778595012 1047.996248755 1061.583948017 1038.925151526 1063.276267286 1057.514676134 1063.032915625 1017.929426700 1029.913679112 1029.913679112 1033.029436256 1033.029436256 1063.591258352  
1128 1079.293549432 929.299415107 929.299415107 149.994134325 929.400414526 1022.319473505 1039.190740846 1058.573198901 1032.544211279 1050.804108201 1023.492328288 1053.578066485 1014.664146087 1017.989335505 1017.989335505 991.829570381 991.829570381 1061.076080153  
1240 1079.293549432 929.299415107 929.299415107 149.994134325 929.400414526 1009.185927051 1032.958466615 1045.150982613 1024.564931771 1041.727477205 1017.911971001 1043.333282497 1003.744019029 1008.813621869 1008.813621869 966.556854227 966.556854227 1050.068777839  
1352 1079.293549432 929.299415107 929.299415107 149.994134325 929.400414526 1003.998628727 1001.566476368 1040.023717712 1019.876566960 1040.678600612 1012.143383444 1007.026662135 995.725900411 999.924615920 999.924615920 962.173745298 962.173745298 1043.235982572  
1464 1079.293549432 929.299415107 929.299415107 149.994134325 929.400414526 997.903129588 996.035761143 1008.496598227 1015.383215259 1009.082160762 1010.536391078 1005.203063106 991.380692460 998.026555523 998.026555523 951.830148530 951.830148530 1011.715799115  
1576 1079.293549432 929.299415107 929.299415107 149.994134325 929.400414526 997.630296136 930.322322460 1006.154532803 1010.050417262 999.368478352 1008.629871291 945.290149588 994.438133898 991.098786472 991.098786472 950.315209093 950.315209093 1009.376312404  
1688 1079.293549432 929.299415107 929.299415107 149.994134325 929.400414526 989.890796073 930.317858133 1005.811053618 1004.799641548 999.025571567 1002.365085481 944.018308167 991.277565767 995.309306665 995.309306665 949.971787930 949.971787930 1009.882293972  
1800 1079.293549432 929.299415107 929.299415107 149.994134325 929.400414526 985.219790215 929.551463700 957.894222975 1004.541659774 995.535027252 1002.365085481 944.018308167 990.475160553 992.238013307 992.238013307 961.968620167 961.968620167 961.969942863  
904 1325.744319110 1102.638052764 1102.638052764 223.106266346 1102.667299532 1316.491602305 1292.083576315 1320.717338795 1289.669765176 1320.717443042 1320.520945105 1281.304577153 1276.021321763 1254.907415131 1254.907415131 1221.503015480 1221.503015480 1278.100233981  
1016 1325.744319110 1102.638052764 1102.638052764 223.106266346 1102.667299532 1310.146591812 1290.764867481 1261.833108731 1286.478082334 1315.272694343 1306.766610987 1277.046431593 1233.968390706 1254.464996059 1254.464996059 1191.039806682 1191.039806682 1256.848524041  
1128 1325.744319110 1102.638052764 1102.638052764 223.106266346 1102.667299532 1301.534077508 1196.670924638 1259.536764732 1283.447707477 1284.831913159 1253.513353779 1253.853095564 1175.683548968 1183.510505459 1183.510505459 1176.224638017 1176.224638017 1240.803847134  
1240 1325.744319110 1102.638052764 1102.638052764 223.106266346 1102.667299532 1287.387380957 1194.188305819 1257.565398785 1282.552095154 1259.296254007 1250.101985495 1250.625610419 1163.836752810 1169.817134629 1169.817134629 1143.306708596 1143.306708596 1231.021220671  
1352 1325.744319110 1102.638052764 1102.638052764 223.106266346 1102.667299532 1285.129839344 1122.839672908 1209.531145392 1172.893172811 1219.541883776 1195.599557106 1210.392397358 1144.420774996 1203.558520229 1203.558520229 1172.077809531 1172.077809531 1201.504600696  
1464 1325.744319110 1102.638052764 1102.638052764 223.106266346 1102.667299532 1248.809105955 1116.362446398 1194.631666513 1171.280444575 1207.999635507 1189.543914603 1176.308254870 1137.993518206 1202.186715148 1202.186715148 1140.126317007 1140.126317007 1195.017634989  
1576 1325.744319110 1102.638052764 1102.638052764 223.106266346 1102.667299532 1235.095760481 1115.408441280 1169.976784291 1169.325939162 1204.237972587 1187.025589391 1173.333289307 1106.137752543 1142.649742877 1142.649742877 1131.482063494 1131.482063494 1209.951367271  
1688 1325.744319110 1102.638052764 1102.638052764 223.106266346 1102.667299532 1191.611811795 1113.867275473 1165.306910352 1130.222096487 1199.570476546 1179.756205280 1165.729032497 1104.994579365 1106.798649494 1106.798649494 1118.852499031 1118.852499031 1175.426208940  
1800 1325.744319110 1102.638052764 1102.638052764 223.106266346 1102.667299532 1190.278045971 1107.653731997 1165.041588126 1124.150433068 1199.305154320 1179.360413765 1165.427160065 1107.120973126 1115.057128488 1115.057128488 1138.799888624 1138.799888624 1170.584737979  
904 1456.649505004 1111.701608572 1111.701608572 344.947896432 1111.701621143 1441.175227491 1357.036291981 1355.297447879 1342.493409698 1388.400792181 1390.335657709 1337.325197877 1318.032797186 1385.276782694 1385.276782694 1304.323607392 1304.323607392 1358.167767183  
1016 1456.649505004 1111.701608572 1111.701608572 344.947896432 1111.701621143 1419.264919937 1320.872242522 1317.479379609 1341.224107408 1301.563411031 1329.655392349 1278.900917661 1313.542129320 1392.723191761 1392.723191761 1295.380224042 1295.380224042 1321.638301262  
1128 1456.649505004 1111.701608572 1111.701608572 344.947896432 1111.701621143 1403.224152043 1318.866850235 1315.269896844 1276.257038493 1279.943856355 1322.608737478 1271.842198355 1321.983801871 1329.771385147 1329.771385147 1260.951491907 1260.951491907 1315.312665174  
1240 1456.649505004 1111.701608572 1111.701608572 344.947896432 1111.701621143 1389.257618589 1311.340990972 1312.588527945 1259.089058832 1273.759272972 1321.074860052 1270.550593335 1316.369626820 1282.202351954 1282.202351954 1236.930261319 1236.930261319 1309.179712844  
1352 1456.649505004 1111.701608572 1111.701608572 344.947896432 1111.701621143 1376.088194183 1248.565359714 1296.551851226 1249.419572347 1271.633606816 1313.648340987 1266.623784202 1242.737802145 1246.781573879 1246.781573879 1243.817908707 1243.817908707 1301.743987016  
1464 1456.649505004 1111.701608572 1111.701608572 344.947896432 1111.701621143 1359.071759763 1175.118016537 1236.343273948 1246.607879818 1271.354599572 1249.521006174 1187.746173400 1300.342210960 1238.839007109 1238.839007109 1222.489184363 1222.489184363 1245.518852261  
1576 1456.649505004 1111.701608572 1111.701608572 344.947896432 1111.701621143 1353.387315584 1173.929188944 1228.677766052 1246.049050271 1265.473582277 1242.151191434 1176.902244925 1240.297629016 1238.511940169 1238.511940169 1165.112613887 1165.112613887 1233.872983666  
1688 1456.649505004 1111.701608572 1111.701608572 344.947896432 1111.701621143 1311.372593551 1173.306590746 1225.745180229 1242.780430644 1263.871702521 1236.697143044 1175.509455623 1237.620258712 1295.477305187 1295.477305187 1154.002289408 1154.002289408 1225.743070983  
1800 1456.649505004 1111.701608572 1111.701608572 344.947896432 1111.701621143 1311.092871737 1111.713468474 1164.151797720 1181.634282752 1200.331291961 1175.551409200 1111.975233264 1176.474319538 1176.475609699 1176.475609699 1135.770706648 1135.770706648 1164.150283213  
904 1415.168237249 715.897526450 699.270710799 715.897526450 715.899767216 1284.128626850 975.009250433 951.887990676 920.860407657 1022.081896672 917.585231482 949.265391210 1015.514698454 1365.582340314 1365.582340314 1025.965458053 1025.965458053 1113.426394529  
1016 1415.168237249 715.897526450 699.270710799 715.897526450 715.899767216 1224.586460321 907.828718445 900.739066617 920.392901365 995.526910789 887.210473245 948.192957143 982.200765232 1354.158636198 1354.158636198 951.709654375 951.709654375 962.560554281  
1128 1415.168237249 715.897526450 699.270710799 715.897526450 715.899767216 1210.477148379 907.213075378 844.470953542 907.865559413 939.274763685 856.342069731 924.309658131 921.153424364 1184.971255380 1184.971255380 816.051735454 816.051735454 856.970807641  
1240 1415.168237249 715.897526450 699.270710799 715.897526450 715.899767216 1150.155005355 900.065612393 838.335054262 877.382427961 937.777661939 850.635469573 920.356223634 926.016884448 971.555082152 971.555082152 847.004756378 847.004756378 925.490809648  
1352 1415.168237249 715.897526450 699.270710799 715.897526450 715.899767216 1065.300059339 887.293746055 834.323845946 867.726939268 936.906548576 849.482771777 906.654232298 944.885357281 884.772833165 884.772833165 831.689177698 831.689177698 868.422829140  
1464 1415.168237249 715.897526450 699.270710799 715.897526450 715.899767216 1057.331315726 879.602569515 832.744014525 848.396237376 908.055356205 840.383258007 905.771284295 867.186948030 919.612121787 919.612121787 816.491673023 816.491673023 863.585420765  
1576 1415.168237249 715.897526450 699.270710799 715.897526450 715.899767216 1021.679176277 873.340890375 832.712206086 848.230779570 904.731327339 840.217591640 905.461491860 894.308559723 899.503213455 899.503213455 805.101276960 805.101276960 902.961135696  
1688 1415.168237249 715.897526450 699.270710799 715.897526450 715.899767216 1021.676203140 873.053373741 826.208427431 844.455194068 904.026641982 840.142667122 905.146083581 882.058103447 823.459005348 823.459005348 809.542679307 809.542679307 840.162072082  
1800 1415.168237249 715.897526450 699.270710799 715.897526450 715.899767216 1001.177710002 873.052626740 825.878087696 844.455011044 904.026629838 840.142556338 905.146030072 886.389211529 874.895577332 874.895577332 809.769051235 809.769051235 859.790491667  
904 1174.186840047 597.650949224 597.650949224 576.535890823 597.650960740 1124.177552664 1037.213082949 1002.188432108 1001.771155519 991.221548806 997.696197504 1027.878406769 1018.758842068 1136.616878472 1136.616878472 1023.367538816 1023.367538816 993.926888882  
1016 1174.186840047 597.650949224 597.650949224 576.535890823 597.650960740 1120.596403202 1025.892261279 1001.559839103 1001.766522336 990.383340202 997.441588154 1027.741728291 929.972490901 1133.986335827 1133.986335827 944.564451563 944.564451563 987.930699085  
1128 1174.186840047 597.650949224 597.650949224 576.535890823 597.650960740 1051.896559635 967.146273214 990.793679331 999.929101834 959.692547733 969.791679951 1003.813975636 983.200480175 1092.887602424 1092.887602424 949.066673003 949.066673003 993.331994040  
1240 1174.186840047 597.650949224 597.650949224 576.535890823 597.650960740 1051.759648564 903.884372899 931.127271089 936.166582451 920.039650915 942.694477397 932.085920563 886.754667179 1094.853778167 1094.853778167 852.499128505 852.499128505 898.427672512  
1352 1174.186840047 597.650949224 597.650949224 576.535890823 597.650960740 1039.432548815 890.790664080 892.552083688 935.341414518 870.874900633 900.131048219 905.299324918 846.058275092 954.336761649 954.336761649 804.397299762 804.397299762 856.324607442  
1464 1174.186840047 597.650949224 597.650949224 576.535890823 597.650960740 1025.091185237 779.391077448 764.921103885 901.703068719 840.436758597 811.944846238 839.264989519 786.556249035 820.943109735 820.943109735 795.110776716 795.110776716 783.541486832  
1576 1174.186840047 597.650949224 597.650949224 576.535890823 597.650960740 1014.325154127 748.233499745 764.866221848 842.505733841 782.415314929 743.670860730 781.251721342 824.756270663 747.370408728 747.370408728 781.804033482 781.804033482 802.446641515  
1688 1174.186840047 597.650949224 597.650949224 576.535890823 597.650960740 1014.324663951 748.233133307 764.865907687 810.032879854 782.359850930 743.518937546 781.230985251 726.665606942 734.176688176 734.176688176 722.136767488 722.136767488 764.327867579  
1800 1174.186840047 597.650949224 597.650949224 576.535890823 597.650960740 957.020567482 748.233019282 738.304728310 774.965959623 777.203738307 743.518865676 781.228975175 730.131509397 752.000414940 752.000414940 757.829415308 757.829415308 773.580294365  
904 692.240428851 362.607472994 329.632955857 362.607472994 362.845050637 664.646349214 560.443962626 574.376006410 573.685689863 577.827326784 573.822649826 579.880602459 567.421663780 632.494650375 632.494650375 557.859466541 557.859466541 567.629689027  
1016 692.240428851 362.607472994 329.632955857 362.607472994 362.845050637 622.417061746 555.111217855 510.821863095 515.776443128 542.736706904 484.053709543 544.948405303 518.528363079 661.774788750 661.774788750 495.251262629 495.251262629 570.383461821  
1128 692.240428851 362.607472994 329.632955857 362.607472994 362.845050637 620.714628544 500.882856959 509.116900555 514.973058472 541.234760425 484.052395729 544.946276971 505.043759816 576.953738870 576.953738870 539.494125438 539.494125438 570.643702996  
1240 692.240428851 362.607472994 329.632955857 362.607472994 362.845050637 620.709860175 474.065602485 508.768429265 509.810163452 540.885507980 483.704122461 518.691672154 495.683302552 539.450144843 539.450144843 479.968637538 479.968637538 510.770107302  
1352 692.240428851 362.607472994 329.632955857 362.607472994 362.845050637 566.821501360 444.131590545 449.468454223 450.510528473 481.585531905 424.404013254 445.935296765 504.350863273 482.479753366 482.479753366 445.045455199 445.045455199 510.770951930  
1464 692.240428851 362.607472994 329.632955857 362.607472994 362.845050637 566.272240823 444.130410103 449.436998395 446.312483586 481.584776344 424.372637090 445.932322229 465.718446116 479.147118964 479.147118964 445.014513732 445.014513732 510.569536907  
1576 692.240428851 362.607472994 329.632955857 362.607472994 362.845050637 565.922368358 431.203962587 442.296557852 438.824562376 480.782526647 422.392058159 445.931853332 443.866563352 456.435757208 456.435757208 445.012989233 445.012989233 444.127660924  
1688 692.240428851 362.607472994 329.632955857 362.607472994 362.845050637 565.921868938 431.203513016 442.292827009 438.821772253 474.604405081 422.391733371 432.659109654 451.041084286 492.093319485 492.093319485 450.487408699 450.487408699 444.157024006  
1800 692.240428851 362.607472994 329.632955857 362.607472994 362.845050637 541.807698037 431.203418500 391.353175437 438.821513336 474.604346600 422.344480406 432.655272586 451.494437677 456.410745668 456.410745668 392.308167580 392.308167580 417.030662460  
904 1210.646643064 635.561091438 575.085551626 635.561091438 652.430992690 1092.762621640 1018.077674193 991.512845692 993.728437427 1063.953758971 1043.336487829 1040.124971925 1025.013899112 1123.759015107 1123.759015107 1020.103173609 1020.103173609 1006.940111692  
1016 1210.646643064 635.561091438 575.085551626 635.561091438 652.430992690 1057.026664651 980.253946848 970.060990036 993.089682157 1042.501811532 1042.887439966 1039.438814387 1003.904714726 1071.243462069 1071.243462069 876.196467909 876.196467909 982.708974992  
1128 1210.646643064 635.561091438 575.085551626 635.561091438 652.430992690 1039.762338818 944.336667367 969.693751284 980.676003754 1014.474901910 951.505009574 933.645350202 940.016638974 1036.963933175 1036.963933175 866.642233164 866.642233164 971.470286891  
1240 1210.646643064 635.561091438 575.085551626 635.561091438 652.430992690 1018.296552601 915.447788638 957.120573731 930.971893086 951.091467198 951.156205676 933.487591083 901.184233567 824.506731327 824.506731327 864.959564899 864.959564899 921.026441373  
1352 1210.646643064 635.561091438 575.085551626 635.561091438 652.430992690 967.600366906 891.457111206 907.132181897 930.971534693 889.162077621 868.082397521 871.064833829 917.181907619 799.487983282 799.487983282 813.389967040 813.389967040 881.095628929  
1464 1210.646643064 635.561091438 575.085551626 635.561091438 652.430992690 954.558905581 839.741197287 815.271423213 817.450205479 889.161001668 838.570006137 832.732131238 845.616747007 816.446569618 816.446569618 837.294686702 837.294686702 876.243245979  
1576 1210.646643064 635.561091438 575.085551626 635.561091438 652.430992690 913.134468226 839.740181933 815.270479927 817.449929348 889.160337258 838.569751264 832.731585857 767.211797292 794.762940179 794.762940179 812.273496561 812.273496561 875.466447586  
1688 1210.646643064 635.561091438 575.085551626 635.561091438 652.430992690 913.134082682 838.041090559 791.280368933 807.578933818 863.204115102 838.569377594 814.454221005 767.306337156 794.979968903 794.979968903 759.097873168 759.097873168 844.335558097  
1800 1210.646643064 635.561091438 575.085551626 635.561091438 652.430992690 874.458790885 838.040903901 791.280307283 794.765196890 863.204053452 838.569227096 814.176613211 792.820689482 794.761244441 794.761244441 760.386856161 760.386856161 819.996566638  
904 751.845050178 389.793207800 362.051842378 389.793207800 390.256696096 709.601855132 695.794704117 665.250024720 674.844916775 706.602879779 694.704854538 679.906100225 615.080902496 718.193576013 718.193576013 607.008759329 607.008759329 679.950440804  
1016 751.845050178 389.793207800 362.051842378 389.793207800 390.256696096 626.357235983 664.854550617 605.572051805 644.216742469 706.602472339 662.278715314 674.661821536 564.809464962 647.244126969 647.244126969 547.322607701 547.322607701 600.946758462  
1128 751.845050178 389.793207800 362.051842378 389.793207800 390.256696096 576.215066105 557.376176611 471.939305861 581.120572769 588.358764336 563.205732186 584.381034141 621.036316628 708.163080519 708.163080519 536.313008643 536.313008643 536.311189705  
1240 751.845050178 389.793207800 362.051842378 389.793207800 390.256696096 572.911264099 557.375187792 471.938886648 524.984130461 583.177086092 563.205009197 555.189447862 600.615317824 683.487815596 683.487815596 536.310527734 536.310527734 536.311429908  
1352 751.845050178 389.793207800 362.051842378 389.793207800 390.256696096 532.900938705 550.887392577 471.783008434 518.493813527 556.287345383 531.180771841 554.879131690 627.087025867 605.909327355 605.909327355 534.102891745 534.102891745 536.159732214  
1464 751.845050178 389.793207800 362.051842378 389.793207800 390.256696096 532.744902056 494.903416427 449.173316194 510.683300277 556.287040418 531.028046814 535.149274573 562.444773535 620.490930389 620.490930389 478.117169857 478.117169857 471.776359496  
1576 751.845050178 389.793207800 362.051842378 389.793207800 390.256696096 505.595177339 494.903090866 449.172620548 510.683052846 556.286344772 471.350170518 501.240725007 474.399776307 630.902939116 630.902939116 482.831084031 482.831084031 485.038717806  
1688 751.845050178 389.793207800 362.051842378 389.793207800 390.256696096 505.160846974 494.744440873 421.142250203 510.528282677 539.926736516 471.195384532 501.088353309 540.230198645 521.767137694 521.767137694 482.521746758 482.521746758 484.730026465  
1800 751.845050178 389.793207800 362.051842378 389.793207800 390.256696096 505.160758862 494.744373943 406.309519505 510.528173982 539.926658512 453.886051152 501.085831727 550.868590362 514.343609472 514.343609472 406.460985278 406.460985278 406.460941410  
904 1105.065465038 595.780240722 509.285224316 595.780240722 608.787918894 1031.544862638 1031.175791575 1059.306149097 1031.571137885 1062.753331847 1049.577424922 1032.662987831 962.271921614 1073.399860864 1073.399860864 979.136438316 979.136438316 998.040443774  
