capacity sum_comm_cmp max(sum_comm,sum_comp) sum_comm sum_comp OMIM OS GG OOSIM IOCMS DOCPS IOCCS DOCCS LCMR SCMR MAMR OOLCMR OOSCMR OOMAMR  
1240 2343.759971174 1500.338082656 1500.338082656 843.421888518 1500.338094497 2187.536178141 1804.864906980 1797.486758643 1851.164640725 1829.975484317 1793.790100343 1767.812762834 1757.167897564 1896.968060036 1896.968060036 1677.849322166 1677.849322166 1766.488155663  
1352 2343.759971174 1500.338082656 1500.338082656 843.421888518 1500.338094497 2109.104437959 1695.599771725 1751.215013239 1808.417254536 1802.043685765 1786.707019369 1751.651372300 1630.259859918 1816.210416131 1816.210416131 1626.754214239 1626.754214239 1706.964773139  
1464 2343.759971174 1500.338082656 1500.338082656 843.421888518 1500.338094497 2057.131377357 1644.548895721 1670.485852321 1712.075120128 1749.398162020 1683.156996119 1643.930233756 1610.908810285 1620.384844454 1620.384844454 1571.284387012 1571.284387012 1614.210542633  
1576 2343.759971174 1500.338082656 1500.338082656 843.421888518 1500.338094497 1979.016070219 1552.770138744 1613.724610523 1705.417470969 1641.312938296 1589.098993883 1543.035017549 1566.845099320 1581.013965544 1581.013965544 1564.512570377 1564.512570377 1591.376945969  
1688 2343.759971174 1500.338082656 1500.338082656 843.421888518 1500.338094497 1850.342797247 1502.569807892 1553.533284134 1629.263880719 1583.460844605 1586.214613794 1540.190043550 1562.446858507 1602.279707335 1602.279707335 1562.061040629 1562.061040629 1581.751885163  
1800 2343.759971174 1500.338082656 1500.338082656 843.421888518 1500.338094497 1848.746714279 1502.569807892 1551.957678070 1613.575170598 1580.346795884 1562.460631287 1531.094269589 1560.086102076 1568.721256155 1568.721256155 1550.210767221 1550.210767221 1583.242972210  
904 1552.674955052 991.453486146 991.453486146 561.221468906 991.453497860 1440.251962658 1421.728064844 1381.474484788 1420.237577400 1412.209565163 1413.085350462 1423.495925795 1346.836991470 1484.694214142 1484.694214142 1313.445910860 1313.445910860 1353.475600504  
1016 1552.674955052 991.453486146 991.453486146 561.221468906 991.453497860 1391.709572273 1324.777921439 1306.384749472 1389.699033776 1311.518553797 1364.152807209 1342.837087370 1319.044882711 1438.253386962 1438.253386962 1247.388619364 1247.388619364 1308.617252135  
1128 1552.674955052 991.453486146 991.453486146 561.221468906 991.453497860 1382.668169988 1269.517543104 1277.144029341 1284.390444395 1294.618560714 1255.770182115 1254.491753299 1215.374701636 1325.601282666 1325.601282666 1142.146003166 1142.146003166 1264.426508705  
1240 1552.674955052 991.453486146 991.453486146 561.221468906 991.453497860 1317.806306319 1251.525080690 1240.921084370 1231.540118094 1186.600363854 1253.254443407 1247.307509244 1213.673761670 1283.580782486 1283.580782486 1100.722894016 1100.722894016 1222.183124028  
1352 1552.674955052 991.453486146 991.453486146 561.221468906 991.453497860 1283.927889070 1185.131651515 1191.437459291 1210.076023246 1144.814824157 1190.328313976 1199.461633344 1175.706351475 1168.212406095 1168.212406095 1121.696652494 1121.696652494 1186.397988244  
1464 1552.674955052 991.453486146 991.453486146 561.221468906 991.453497860 1230.318721149 1051.333840931 1165.552141832 1186.789907237 1121.901374794 1156.364608961 1151.561895530 1130.001561022 1187.205966214 1187.205966214 1085.428896626 1085.428896626 1135.279241293  
1576 1552.674955052 991.453486146 991.453486146 561.221468906 991.453497860 1203.426392907 1043.018237634 1078.847279535 1183.346427969 1077.617491690 1128.499051191 1094.790245248 1009.345107263 1009.191761547 1009.191761547 1078.054693380 1078.054693380 1104.302778802  
1688 1552.674955052 991.453486146 991.453486146 561.221468906 991.453497860 1176.932131758 1006.909755594 1077.972656934 1100.643799827 1076.920832219 1112.329630089 1093.610855251 1111.042826927 1051.045747237 1051.045747237 1082.494725546 1082.494725546 1103.295630185  
1800 1552.674955052 991.453486146 991.453486146 561.221468906 991.453497860 1176.932033056 996.500884931 1077.767158512 1084.731020320 1076.633828180 1111.991392624 1071.203390606 1051.018784294 1066.074306385 1066.074306385 1064.441097527 1064.441097527 1103.734631775  
904 1367.036701697 870.910475641 870.910475641 496.126226056 870.910486180 1277.366577120 1239.761467250 1244.942004627 1246.901105418 1301.507516195 1232.340907348 1236.430210940 1188.825244792 1213.294843877 1213.294843877 1193.308025492 1193.308025492 1240.218784483  
1016 1367.036701697 870.910475641 870.910475641 496.126226056 870.910486180 1230.747865267 1159.818895471 1189.693787180 1166.226109205 1228.690275809 1213.521790922 1212.229024269 1101.499219685 1163.303021963 1163.303021963 1144.510316191 1144.510316191 1121.215118930  
1128 1367.036701697 870.910475641 870.910475641 496.126226056 870.910486180 1209.213545875 1107.598572820 1148.918281515 1132.322068333 1189.878811618 1179.455777848 1178.352081783 1101.126790118 1151.871654294 1151.871654294 1065.443585173 1065.443585173 1108.957672973  
1240 1367.036701697 870.910475641 870.910475641 496.126226056 870.910486180 1158.241078575 1085.822078427 1132.057188527 1088.916715774 1157.076308878 1162.509563870 1130.194800468 1075.006011945 1094.212337810 1094.212337810 1023.881883684 1023.881883684 1090.227510596  
1352 1367.036701697 870.910475641 870.910475641 496.126226056 870.910486180 1139.375526600 982.803008122 1014.600848135 1017.823401479 1066.037481433 1027.650873693 975.476228603 1029.082312809 1008.110398479 1008.110398479 961.904611586 961.904611586 1053.147280137  
1464 1367.036701697 870.910475641 870.910475641 496.126226056 870.910486180 1068.500527101 913.281580266 964.408964380 986.309654617 974.227664521 1011.720737925 929.033388135 1010.564882045 975.102834451 975.102834451 942.652761980 942.652761980 973.608833101  
1576 1367.036701697 870.910475641 870.910475641 496.126226056 870.910486180 1064.266886552 902.355727375 964.209585854 982.643931680 972.455246518 979.941907426 912.810017028 961.587156474 971.343339100 971.343339100 919.447182142 919.447182142 949.959545618  
1688 1367.036701697 870.910475641 870.910475641 496.126226056 870.910486180 1022.327167864 902.295750159 964.159307545 982.177229073 972.403875009 979.674657722 912.558532465 946.958507957 950.348549298 950.348549298 909.016524165 909.016524165 949.909592301  
1800 1367.036701697 870.910475641 870.910475641 496.126226056 870.910486180 1022.109948557 894.828387708 912.736372636 964.694872280 960.630887886 976.695565127 912.558492922 902.669252945 948.737103175 948.737103175 909.089409592 909.089409592 929.442786524  
904 2536.785830411 1640.190935451 1640.190935451 896.594894960 1640.190946771 2176.202355779 1800.903019984 1843.339498333 1899.499104490 1874.836227224 1881.001620738 1811.460747013 1948.907356233 2229.945337372 2229.945337372 1776.288818848 1776.288818848 2010.443046957  
1016 2536.785830411 1640.190935451 1640.190935451 896.594894960 1640.190946771 2133.418543732 1712.209705332 1762.422451857 1851.101678619 1776.674819391 1856.383039146 1791.787689112 1918.625976839 2309.369307216 2309.369307216 1670.752243806 1670.752243806 1723.855227420  
1128 2536.785830411 1640.190935451 1640.190935451 896.594894960 1640.190946771 2092.698669331 1693.358688721 1702.515821167 1829.047944279 1704.597061417 1813.734598205 1737.535957609 1922.151217369 2200.616675890 2200.616675890 1654.187776768 1654.187776768 1680.790189815  
1240 2536.785830411 1640.190935451 1640.190935451 896.594894960 1640.190946771 2013.025860597 1674.935599731 1686.597320275 1785.533339748 1702.540685840 1797.750842266 1735.448459619 1776.838094158 1719.053309661 1719.053309661 1649.429526305 1649.429526305 1662.954736797  
1352 2536.785830411 1640.190935451 1640.190935451 896.594894960 1640.190946771 1928.544942962 1673.476685056 1665.268160746 1770.707900630 1696.107844963 1775.790625523 1709.557933253 1708.721515894 1703.639097474 1703.639097474 1646.474282249 1646.474282249 1657.175381287  
1464 2536.785830411 1640.190935451 1640.190935451 896.594894960 1640.190946771 1870.506188292 1657.572977780 1663.523018153 1766.123779429 1694.530109015 1752.988272082 1692.028067083 1700.480675595 1700.252151800 1700.252151800 1642.253405265 1642.253405265 1655.460946215  
1576 2536.785830411 1640.190935451 1640.190935451 896.594894960 1640.190946771 1854.338487027 1656.142014192 1663.385615773 1742.007501829 1681.711586725 1737.005207777 1676.112087190 1700.243470122 1700.251497589 1700.251497589 1642.323956209 1642.323956209 1650.300413673  
1688 2536.785830411 1640.190935451 1640.190935451 896.594894960 1640.190946771 1776.365821860 1640.231340163 1648.421903812 1709.389227343 1664.363060395 1707.220684513 1648.492501921 1700.297438451 1703.658788510 1703.658788510 1640.276917527 1640.276917527 1649.613999455  
1800 2536.785830411 1640.190935451 1640.190935451 896.594894960 1640.190946771 1744.175681106 1640.231279767 1648.421686681 1700.250170454 1656.874331543 1707.220612117 1648.489310137 1700.319721618 1700.251341970 1700.251341970 1640.277040930 1640.277040930 1654.573854622  
904 2300.283502382 1323.896482916 1323.896482916 976.387019466 1323.896494381 2130.766055867 1953.824419002 1891.058801600 2027.100161821 1979.128479688 2079.115630792 2077.200795832 1936.090293969 1980.239646734 1980.239646734 1869.118340363 1869.118340363 1945.560739271  
1016 2300.283502382 1323.896482916 1323.896482916 976.387019466 1323.896494381 2059.217151380 1891.900291987 1827.648662106 1991.633853238 1920.904550643 1865.977236514 1913.340410172 1842.065341081 1839.892132273 1839.892132273 1708.505128697 1708.505128697 1758.583171372  
1128 2300.283502382 1323.896482916 1323.896482916 976.387019466 1323.896494381 1992.399359467 1804.046663428 1763.463294146 1918.364185545 1822.003015948 1777.179613996 1813.489893211 1794.548528248 1830.417162146 1830.417162146 1619.338247549 1619.338247549 1672.728026393  
1240 2300.283502382 1323.896482916 1323.896482916 976.387019466 1323.896494381 1918.997359225 1611.157869060 1699.305724802 1689.428429178 1746.745179008 1595.471086078 1607.338477131 1674.105685263 1704.652465287 1704.652465287 1582.691720233 1582.691720233 1615.775892159  
1352 2300.283502382 1323.896482916 1323.896482916 976.387019466 1323.896494381 1818.951747179 1527.473625521 1623.810857348 1620.562450055 1688.733345217 1507.793627083 1525.104211368 1641.499054425 1553.036759080 1553.036759080 1482.869813263 1482.869813263 1651.165500373  
1464 2300.283502382 1323.896482916 1323.896482916 976.387019466 1323.896494381 1715.686246706 1466.413415609 1555.939001370 1518.887919273 1586.555664183 1506.304259018 1508.685153272 1528.614454793 1485.153568272 1485.153568272 1529.039478726 1529.039478726 1532.409373647  
1576 2300.283502382 1323.896482916 1323.896482916 976.387019466 1323.896494381 1683.258957849 1420.832899870 1448.759070947 1490.486955652 1539.107355431 1469.713451733 1464.766860562 1452.436905199 1496.702667528 1496.702667528 1400.900307919 1400.900307919 1503.857258471  
1688 2300.283502382 1323.896482916 1323.896482916 976.387019466 1323.896494381 1640.628620684 1394.742420233 1430.495391095 1451.572324386 1511.806029727 1466.895943174 1433.711631573 1433.314298914 1416.027371013 1416.027371013 1418.917041697 1418.917041697 1440.862758478  
1800 2300.283502382 1323.896482916 1323.896482916 976.387019466 1323.896494381 1640.328525120 1394.200993365 1430.241882686 1428.505503124 1511.552521318 1452.407243220 1428.120373918 1375.112545071 1409.882951398 1409.882951398 1402.716408670 1402.716408670 1433.208432443  
904 1630.239949284 944.562551370 944.562551370 685.677397914 944.562564188 1435.711600168 1451.727955523 1462.209986375 1496.060903963 1419.732061517 1489.371467093 1445.004545071 1391.604999395 1519.621346191 1519.621346191 1303.133043245 1303.133043245 1422.521710809  
1016 1630.239949284 944.562551370 944.562551370 685.677397914 944.562564188 1403.201325110 1387.998105801 1420.866099849 1393.584399551 1387.974429350 1441.983974248 1381.710619506 1314.070348022 1512.325082405 1512.325082405 1303.575677729 1303.575677729 1327.380518925  
1128 1630.239949284 944.562551370 944.562551370 685.677397914 944.562564188 1385.564151963 1324.984091187 1339.834738679 1321.494078544 1322.873533293 1365.386298248 1325.290290153 1235.604614111 1357.799590648 1357.799590648 1174.709627876 1174.709627876 1269.457130405  
1240 1630.239949284 944.562551370 944.562551370 685.677397914 944.562564188 1277.668246302 1230.696418091 1320.989322512 1264.212928332 1288.441056696 1280.650799885 1244.975924960 1190.670786168 1310.933281254 1310.933281254 1141.083976097 1141.083976097 1201.180969005  
1352 1630.239949284 944.562551370 944.562551370 685.677397914 944.562564188 1221.589468504 1127.029638978 1186.584768574 1154.343500554 1209.056754211 1219.663867279 1180.529109752 1144.944686949 1091.252636331 1091.252636331 1067.589898868 1067.589898868 1174.617437856  
1464 1630.239949284 944.562551370 944.562551370 685.677397914 944.562564188 1204.997804758 1078.909324908 1184.533763518 1112.878607687 1184.434460138 1170.093009254 1094.455122541 1087.998538838 1012.110798003 1012.110798003 1052.048921203 1052.048921203 1138.778605961  
1576 1630.239949284 944.562551370 944.562551370 685.677397914 944.562564188 1140.317340656 1026.574699769 1120.515546622 1057.074492373 1129.276718811 1130.422076798 1064.531045433 966.706107747 1037.910337961 1037.910337961 1021.523931769 1021.523931769 1089.911563468  
1688 1630.239949284 944.562551370 944.562551370 685.677397914 944.562564188 1118.205755979 1010.382607330 1066.746153599 1042.952695450 1091.988951448 1126.319822171 1063.107975807 968.572937043 967.799297195 967.799297195 993.706967472 993.706967472 1103.517026358  
1800 1630.239949284 944.562551370 944.562551370 685.677397914 944.562564188 1113.676802300 1010.154271968 1066.746153599 994.765994123 1091.988950723 1105.814370313 1045.035245993 968.854783512 998.176043733 998.176043733 1010.072094664 1010.072094664 1093.542195238  
904 2006.825181191 1322.620461305 1322.620461305 684.204719886 1322.620474036 1873.577674551 1776.134544176 1835.425000421 1757.464964435 1861.790787579 1825.319141297 1769.238679137 1672.887338683 1744.212141012 1744.212141012 1705.757909264 1705.757909264 1722.944560983  
1016 2006.825181191 1322.620461305 1322.620461305 684.204719886 1322.620474036 1822.902545597 1671.680217296 1819.789000922 1740.889606799 1794.788392599 1784.833268349 1738.318178521 1662.260482139 1774.024415579 1774.024415579 1675.553855280 1675.553855280 1677.010513062  
1128 2006.825181191 1322.620461305 1322.620461305 684.204719886 1322.620474036 1805.407278789 1563.772745862 1745.789666221 1692.321663687 1708.841729684 1717.043704352 1686.902608505 1621.971387260 1729.410901914 1729.410901914 1487.887495634 1487.887495634 1584.189266751  
1240 2006.825181191 1322.620461305 1322.620461305 684.204719886 1322.620474036 1762.505256476 1510.634807373 1545.538475212 1600.932258429 1538.725513692 1605.709153393 1562.353639442 1574.269827656 1492.942857639 1492.942857639 1466.720921108 1466.720921108 1526.521483786  
1352 2006.825181191 1322.620461305 1322.620461305 684.204719886 1322.620474036 1717.619168862 1458.221738711 1451.343386268 1582.419920456 1465.205876124 1507.044894934 1495.880618724 1397.573221622 1420.644764125 1420.644764125 1378.726396787 1378.726396787 1401.758828477  
1464 2006.825181191 1322.620461305 1322.620461305 684.204719886 1322.620474036 1646.101446731 1452.704790302 1421.362759285 1529.670043531 1448.489041525 1502.414312465 1485.403360408 1383.897234987 1388.817486424 1388.817486424 1373.568950547 1373.568950547 1449.167194886  
1576 2006.825181191 1322.620461305 1322.620461305 684.204719886 1322.620474036 1602.925312379 1418.575489793 1402.575300308 1454.909450577 1448.223088940 1440.078706546 1381.933916256 1384.043231848 1412.231202512 1412.231202512 1363.779595070 1363.779595070 1447.478536946  
1688 2006.825181191 1322.620461305 1322.620461305 684.204719886 1322.620474036 1533.502857412 1344.261711566 1369.944776791 1421.812270921 1431.122229998 1421.721411692 1360.269833094 1384.033282619 1425.180089985 1425.180089985 1363.279616451 1363.279616451 1367.781365916  
1800 2006.825181191 1322.620461305 1322.620461305 684.204719886 1322.620474036 1511.070889402 1328.720728219 1366.925374993 1414.172359952 1414.212742314 1421.430242748 1360.269790410 1382.914893400 1384.836180954 1384.836180954 1353.262994649 1353.262994649 1417.647614979  
904 1966.262572734 1382.337952652 1382.337952652 583.924620082 1382.337963738 1822.223047784 1630.587160466 1643.800419118 1715.351909689 1696.994403685 1649.743648505 1633.972635990 1686.395870871 1796.503273635 1796.503273635 1548.141323858 1548.141323858 1590.408122552  
1016 1966.262572734 1382.337952652 1382.337952652 583.924620082 1382.337963738 1778.711959686 1614.484507725 1583.654612053 1634.784306867 1621.739134334 1587.215749040 1569.642202840 1643.056021802 1822.429030736 1822.429030736 1445.496298500 1445.496298500 1529.428344805  
1128 1966.262572734 1382.337952652 1382.337952652 583.924620082 1382.337963738 1739.840160816 1574.471778152 1533.841517511 1575.886740317 1571.926002440 1533.215266129 1534.097128671 1568.173529058 1721.110544391 1721.110544391 1406.661524634 1406.661524634 1455.639086149  
1240 1966.262572734 1382.337952652 1382.337952652 583.924620082 1382.337963738 1697.047891759 1494.349527826 1469.182041292 1535.200725696 1523.000804344 1508.536803375 1516.059972683 1586.731307597 1456.210250142 1456.210250142 1390.388268181 1390.388268181 1426.202752740  
1352 1966.262572734 1382.337952652 1382.337952652 583.924620082 1382.337963738 1637.373719456 1461.089007084 1468.657313093 1533.262095479 1490.206697397 1478.685995821 1440.829967675 1485.521846038 1445.075171965 1445.075171965 1389.542627003 1389.542627003 1425.778182250  
1464 1966.262572734 1382.337952652 1382.337952652 583.924620082 1382.337963738 1594.664137615 1384.069712205 1414.434635311 1457.891445784 1441.657361246 1462.341354218 1403.783630534 1443.617945492 1444.817893441 1444.817893441 1382.498475497 1382.498475497 1395.427147984  
1576 1966.262572734 1382.337952652 1382.337952652 583.924620082 1382.337963738 1572.456272840 1382.511026254 1412.860898191 1446.246666001 1440.083270720 1444.642713614 1385.817455770 1443.542989569 1443.596674980 1443.596674980 1382.355566481 1382.355566481 1393.925768292  
1688 1966.262572734 1382.337952652 1382.337952652 583.924620082 1382.337963738 1520.891841898 1382.510412294 1382.486204989 1444.815800687 1388.702229248 1442.994530580 1382.638804380 1443.174998261 1443.065023964 1443.065023964 1382.485604360 1382.485604360 1382.557317433  
1800 1966.262572734 1382.337952652 1382.337952652 583.924620082 1382.337963738 1485.576343005 1382.365914846 1382.486058515 1444.815800687 1388.702074888 1442.994384682 1382.635613935 1443.316460143 1443.888907368 1443.888907368 1382.484360359 1382.484360359 1382.555684861  
904 2401.724881448 1518.784116436 1518.784116436 882.940765012 1518.784128861 2196.294636881 1841.853282235 1983.195394563 1993.311203456 2047.266638466 1994.762552968 1944.922934718 1861.295968184 2088.131468609 2088.131468609 1743.451052621 1743.451052621 1837.017270552  
1016 2401.724881448 1518.784116436 1518.784116436 882.940765012 1518.784128861 2144.403113239 1806.624989225 1832.086591059 1926.127315033 1903.353050359 1905.705941532 1872.167932510 1866.051037580 2045.101538466 2045.101538466 1656.330668988 1656.330668988 1858.577194833  
1128 2401.724881448 1518.784116436 1518.784116436 882.940765012 1518.784128861 2034.712619754 1641.635752435 1808.844227993 1814.712232029 1793.967652949 1786.215377999 1794.262680700 1785.389593689 2001.504588422 2001.504588422 1692.456782850 1692.456782850 1814.226942620  
1240 2401.724881448 1518.784116436 1518.784116436 882.940765012 1518.784128861 1968.402750965 1567.652514822 1790.725186903 1765.448690297 1771.176164387 1728.373085967 1732.543012889 1623.027300547 1681.630934571 1681.630934571 1597.725298075 1597.725298075 1753.661522481  
1352 2401.724881448 1518.784116436 1518.784116436 882.940765012 1518.784128861 1922.365893178 1567.647809069 1731.271013675 1756.528311269 1767.722530745 1668.734993273 1652.309821225 1551.960209363 1614.793310178 1614.793310178 1655.441284239 1655.441284239 1741.342152645  
1464 2401.724881448 1518.784116436 1518.784116436 882.940765012 1518.784128861 1877.336061636 1559.567550753 1728.906053641 1704.558130667 1762.479938194 1642.543918311 1652.309006772 1566.115611505 1697.149185619 1697.149185619 1619.089408271 1619.089408271 1708.467979715  
1576 2401.724881448 1518.784116436 1518.784116436 882.940765012 1518.784128861 1850.470754169 1552.447035039 1714.253341060 1669.560395235 1762.478521654 1619.412910668 1636.249402891 1549.246933302 1608.292326490 1608.292326490 1613.005234663 1613.005234663 1701.160382815  
1688 2401.724881448 1518.784116436 1518.784116436 882.940765012 1518.784128861 1827.472660935 1522.186956271 1655.072141229 1642.724847312 1762.427670704 1599.332216629 1580.716050850 1554.217193303 1612.671569802 1612.671569802 1569.639711182 1569.639711182 1653.990425773  
1800 2401.724881448 1518.784116436 1518.784116436 882.940765012 1518.784128861 1771.388521889 1518.820664842 1655.071337124 1642.675513037 1708.104775478 1599.309047705 1579.661261917 1549.341844784 1612.604769414 1612.604769414 1572.207260774 1572.207260774 1656.125791501  
904 2520.561782185 1668.138736705 1668.138736705 852.423045480 1668.138747454 2372.360850855 2275.019922699 2292.853433600 2354.432948914 2319.011466839 2324.953959975 2405.842837733 2125.013154274 2328.611454944 2328.611454944 2110.549442228 2110.549442228 2248.210042028  
1016 2520.561782185 1668.138736705 1668.138736705 852.423045480 1668.138747454 2333.019353613 2082.456419454 2207.543524597 2271.934948404 2200.459860725 2079.951932970 2217.104697486 2048.630516623 2187.137647731 2187.137647731 2034.382393823 2034.382393823 2076.556530195  
1128 2520.561782185 1668.138736705 1668.138736705 852.423045480 1668.138747454 2285.014316436 2014.067120127 2103.300085674 2150.823377190 2143.200862226 1986.608284083 2092.651737611 2014.874936571 2193.200202099 2193.200202099 1943.579921049 1943.579921049 2091.379005558  
1240 2520.561782185 1668.138736705 1668.138736705 852.423045480 1668.138747454 2200.844976804 1927.732572127 2082.028015484 2075.464827623 2119.386183288 1974.096796971 2036.054432594 1920.310995363 2143.370094575 2143.370094575 1895.058548704 1895.058548704 2017.939311697  
1352 2520.561782185 1668.138736705 1668.138736705 852.423045480 1668.138747454 2159.429845677 1780.555592191 1971.168809238 2020.439620359 2030.189752818 1857.118006209 1933.062136899 1778.641161815 1986.199658102 1986.199658102 1866.133750264 1866.133750264 1986.882657519  
1464 2520.561782185 1668.138736705 1668.138736705 852.423045480 1668.138747454 2084.193317001 1730.988149085 1894.554795043 1981.708888185 2013.447094406 1808.068244699 1849.280787781 1820.382868053 1864.595508144 1864.595508144 1836.310179010 1836.310179010 1924.906434889  
1576 2520.561782185 1668.138736705 1668.138736705 852.423045480 1668.138747454 2058.648853929 1671.961419208 1854.956550916 1953.548018830 1936.934002833 1806.994755021 1783.771054489 1741.738620522 1944.171346154 1944.171346154 1802.677975732 1802.677975732 1867.026398430  
1688 2520.561782185 1668.138736705 1668.138736705 852.423045480 1668.138747454 1988.027461848 1669.371560954 1841.194722787 1933.090862142 1935.615702181 1775.774500745 1783.771004621 1728.436492132 1890.410746743 1890.410746743 1786.928496621 1786.928496621 1855.774341043  
1800 2520.561782185 1668.138736705 1668.138736705 852.423045480 1668.138747454 1986.750642169 1668.155627043 1839.214932339 1858.240935192 1881.130776291 1774.950506968 1773.007345046 1782.026026820 1886.198104984 1886.198104984 1791.604266974 1791.604266974 1915.443367177  
904 1776.684701617 1137.985728635 1137.985728635 638.698972982 1137.985740014 1677.969858472 1388.927695199 1483.146526402 1589.407673441 1437.142650244 1457.266547755 1480.389841994 1469.117351853 1577.196451638 1577.196451638 1496.109454114 1496.109454114 1465.148751802  
1016 1776.684701617 1137.985728635 1137.985728635 638.698972982 1137.985740014 1663.956022161 1346.042979624 1451.724911983 1482.865520875 1412.443753636 1388.824062159 1382.294459946 1360.718560994 1586.191595022 1586.191595022 1383.995601268 1383.995601268 1373.229306746  
1128 1776.684701617 1137.985728635 1137.985728635 638.698972982 1137.985740014 1656.728124663 1273.488369485 1303.149073461 1373.418485107 1406.540074204 1358.533082750 1333.414912929 1450.158401967 1515.062028800 1515.062028800 1273.786715169 1273.786715169 1280.676583903  
1240 1776.684701617 1137.985728635 1137.985728635 638.698972982 1137.985740014 1565.316771121 1178.826601397 1301.903622959 1342.453513307 1360.834835354 1326.672501565 1300.669056949 1391.607154199 1338.374722910 1338.374722910 1229.484994134 1229.484994134 1278.270066938  
1352 1776.684701617 1137.985728635 1137.985728635 638.698972982 1137.985740014 1545.599828098 1165.291618720 1294.904126659 1325.927497474 1292.653747594 1301.219382306 1264.860725085 1295.601935066 1375.353972690 1375.353972690 1258.881462352 1258.881462352 1294.634137776  
1464 1776.684701617 1137.985728635 1137.985728635 638.698972982 1137.985740014 1472.905782573 1143.645626392 1262.276083656 1325.300463491 1274.226971072 1267.816124317 1201.731276847 1269.192311185 1214.665106617 1214.665106617 1214.492227870 1214.492227870 1293.176360722  
1576 1776.684701617 1137.985728635 1137.985728635 638.698972982 1137.985740014 1440.880166978 1143.645432385 1235.556987963 1267.984230383 1232.155636951 1267.754119790 1192.315765111 1154.414730485 1184.787713892 1184.787713892 1178.198702458 1178.198702458 1288.153517836  
1688 1776.684701617 1137.985728635 1137.985728635 638.698972982 1137.985740014 1421.094008195 1138.160039849 1210.827156809 1204.682450092 1230.262172714 1231.915427150 1185.608933823 1154.089616137 1166.400926317 1166.400926317 1175.671780429 1175.671780429 1188.648244279  
1800 1776.684701617 1137.985728635 1137.985728635 638.698972982 1137.985740014 1410.747237576 1138.020923599 1182.041989545 1199.060890793 1220.076711680 1210.803482993 1152.704406261 1139.530710819 1143.950960970 1143.950960970 1155.437554842 1155.437554842 1203.025665093  
904 2719.057488311 1660.447741254 1660.447741254 1058.609747057 1660.447753669 2554.888362698 2298.194785631 2450.188483814 2467.150698069 2492.779199846 2345.126496320 2361.750923180 2232.119911877 2478.267614199 2478.267614199 2224.769378675 2224.769378675 2356.605748910  
1016 2719.057488311 1660.447741254 1660.447741254 1058.609747057 1660.447753669 2464.238065260 2173.684875754 2364.819972303 2325.324614146 2402.174269465 2148.999725062 2180.433958853 2158.259562057 2411.441703156 2411.441703156 2142.128391830 2142.128391830 2254.213407061  
1128 2719.057488311 1660.447741254 1660.447741254 1058.609747057 1660.447753669 2414.920931148 1938.812747170 2352.477420688 2242.825587182 2266.330834700 2111.149343770 2141.639854679 2006.846409787 2391.936325112 2391.936325112 2061.146478219 2061.146478219 2289.031430989  
1240 2719.057488311 1660.447741254 1660.447741254 1058.609747057 1660.447753669 2282.964004679 1847.071378807 2164.559181471 2206.102834276 2093.700263187 2067.523311025 2089.331477785 1972.322048604 2173.158787284 2173.158787284 1983.510049263 1983.510049263 2159.581725744  
1352 2719.057488311 1660.447741254 1660.447741254 1058.609747057 1660.447753669 2215.393457694 1809.396948982 2098.904546598 2081.112449156 2018.400966652 2007.253410185 2023.300813478 1860.855825897 1947.801506446 1947.801506446 1962.901056963 1962.901056963 2121.443412763  
1464 2719.057488311 1660.447741254 1660.447741254 1058.609747057 1660.447753669 2159.856711430 1712.273252416 2048.391013389 1987.587594834 1995.288553587 1909.012795876 1878.927252067 1796.366954897 1921.239683626 1921.239683626 1915.798875584 1915.798875584 2081.954568144  
1576 2719.057488311 1660.447741254 1660.447741254 1058.609747057 1660.447753669 2104.493184702 1665.813723770 2003.697599313 1943.683011787 1954.311770665 1904.289315322 1834.638691988 1775.714814998 1910.766281006 1910.766281006 1843.126813771 1843.126813771 2035.057859400  
1688 2719.057488311 1660.447741254 1660.447741254 1058.609747057 1660.447753669 2075.203628962 1665.812552071 1939.674037702 1933.597584831 1952.350691175 1893.315775112 1826.485407806 1804.509403030 1875.423854992 1875.423854992 1888.560452357 1888.560452357 1991.093829453  
1800 2719.057488311 1660.447741254 1660.447741254 1058.609747057 1660.447753669 2041.205304762 1662.995431942 1937.532144054 1921.670443422 1951.934758980 1893.307934744 1788.669777492 1755.444837683 1865.587188311 1865.587188311 1850.999693130 1850.999693130 1974.257959255  
904 1987.514870399 1369.161416976 1369.161416976 618.353453423 1369.161428546 1935.994572052 1885.071257981 1839.895246622 1847.334031861 1839.798224941 1869.814571389 1876.290861017 1704.704852965 1801.325793731 1801.325793731 1798.776017442 1798.776017442 1786.597838014  
1016 1987.514870399 1369.161416976 1369.161416976 618.353453423 1369.161428546 1917.641620047 1738.917013461 1821.600219765 1774.984501641 1807.117799264 1792.637967912 1769.706730076 1647.225823134 1758.095560156 1758.095560156 1737.180558411 1737.180558411 1729.144128871  
1128 1987.514870399 1369.161416976 1369.161416976 618.353453423 1369.161428546 1864.570868214 1622.814187731 1753.791237004 1706.907223368 1756.408408918 1695.866084631 1691.208702540 1678.168106802 1772.341935132 1772.341935132 1664.804593412 1664.804593412 1722.575642695  
